tile,cluster,zone,area_m2,n_pts,n_ground,n_class1,n_reclaim,ground_per_m2,class1_per_m2,reclaim_per_m2,med_inten_ground,med_inten_reclaim,med_absang_ground,med_absang_reclaim,planar_ground,planar_ground_n,planar_reclaim,planar_reclaim_n
621594,4,floor,28.0,127,91,36,3,3.25,1.2857142857142858,0.10714285714285714,20896.0,19888.0,1.716,1.752,0.07325434982010393,91,0.15916499304967147,3
621594,4,ring,302.5,1648,1078,570,1,3.5636363636363635,1.884297520661157,0.003305785123966942,23800.0,19776.0,1.704,1.6260000000000001,0.03081193403374982,1078,0.13845993069628548,1
621594,4,far,4147.25,16670,12112,4558,75,2.9204894809813733,1.099041533546326,0.018084272710832478,19584.0,16784.0,1.692,1.974,0.021733884951459004,1500,0.15484954623741487,75
621594,5,floor,22.75,98,78,20,0,3.4285714285714284,0.8791208791208791,0.0,13984.0,,3.789,,0.021172173914379755,78,,0
621594,5,ring,293.75,1417,976,441,15,3.322553191489362,1.5012765957446808,0.05106382978723404,23504.0,15328.0,3.7560000000000002,3.774,0.041743312411284705,976,0.15455742504195769,15
621594,5,far,4116.75,14184,11327,2857,73,2.751442278496387,0.6939940487034676,0.0177324345661019,22592.0,17216.0,3.72,4.038,0.02018859286732777,1500,0.09223825427744714,73
621594,6,floor,45.0,182,119,63,0,2.6444444444444444,1.4,0.0,12224.0,,1.842,,0.023741131493579815,119,,0
621594,6,ring,334.25,1331,877,454,1,2.62378459237098,1.3582647718773373,0.0029917726252804786,25840.0,4768.0,1.842,2.166,0.0471805048770193,877,0.24058243467834473,1
621594,6,far,4249.5,35031,20195,14836,54,4.75232380280033,3.4912342628544533,0.012707377338510413,21728.0,14080.0,1.578,1.0830000000000002,0.017043895290925093,1500,0.1984057331170277,54
621594,7,floor,31.25,10,5,5,1,0.16,0.16,0.032,6576.0,2000.0,0.15,0.006,0.037416848465738894,5,0.0026991818555757163,1
621594,7,ring,311.0,1295,969,326,3,3.1157556270096465,1.0482315112540193,0.00964630225080386,28624.0,35408.0,0.15,0.186,0.033088696916195204,969,0.09807758128175692,3
621594,7,far,4171.5,28877,17328,11549,21,4.153901474289824,2.7685484837588397,0.005034160373966199,20496.0,16352.0,0.546,0.768,0.016852122907039302,1500,0.12301573461235193,21
621594,8,floor,22.75,99,72,27,1,3.1648351648351647,1.1868131868131868,0.04395604395604396,34608.0,36240.0,3.018,2.898,0.12207424631819208,72,0.09559396796021247,1
621594,8,ring,297.25,1150,983,167,5,3.3069806560134567,0.5618166526492852,0.01682085786375105,32944.0,21600.0,3.024,3.0660000000000003,0.03294440727006531,983,0.116044991505305,5
621594,8,far,4124.5,38917,30113,8804,30,7.301006182567584,2.134561765062432,0.007273608922293611,22416.0,17360.0,3.318,2.499,0.0192893800706031,1500,0.10253690763747159,30
