tile,cluster,pit,area_m2,floor_px,n_ground_in_floor,n_reclaim_in_floor,depth_A_m,depth_B_m,d_depth_m,dz_floor_med,dz_floor_min,dz_ring_med
621594,27,9,26.145196791258318,103,56,0,0.3539100456341089,0.35788496352449783,0.0039749178903889515,0.0,-0.05998119986270467,0.0
621594,27,94,33.98895216206059,136,59,14,0.6766295013743502,0.6843140300252344,0.007684528650884204,-0.0003403417195215752,-0.16244503448734804,0.0
621594,28,10,27.175281655572444,109,64,7,1.03305284471503,1.0934080788603069,0.06035523414527688,0.0,-0.16990738700047814,0.0
621594,29,47,26.57841759941003,107,47,10,1.2875652632463357,1.285553904059725,-0.0020113591866106617,-0.005044983205607423,-0.20371913973633582,0.0
621594,30,45,39.06461016270293,158,587,4,0.86911939062378,0.8582701606462138,-0.01084922997756621,5.480974411398165e-05,-0.034383085609022146,0.0
621594,31,48,17.79901844140519,71,197,10,1.1365319777062268,1.1399002328864754,0.003368255180248525,0.0,-0.03866695853349711,0.0
621594,32,95,23.031168138485516,91,37,12,1.3364492434185422,1.3469524379038944,0.010503194485352196,-0.011235959046643984,-0.1831777963028003,0.0
621594,33,4,32.55773170059026,133,63,9,1.0283315179707415,1.0236977517497508,-0.004633766220990765,0.0,-0.10050097097598609,0.0
621594,34,18,24.462913408817144,96,84,0,1.053539413069302,1.0525094867895746,-0.0010299262797275333,0.0,-0.034622005946175705,0.0
621594,35,19,33.57445150075617,134,109,0,0.45805592300331455,0.459072052833676,0.0010161298303614785,0.0,-0.034180404538119546,0.0
621594,36,20,21.760291912041993,90,67,0,0.21993151515061982,0.21993151515061982,0.0,0.0,0.0,0.0
621594,37,21,21.829390701123277,89,99,4,1.1892873577680803,1.1937481800948717,0.004460822326791458,-0.0004428624349657184,-0.22964627564937246,0.0
621594,38,77,32.9257568172958,131,67,13,0.6985743045439108,0.6999328787819081,0.0013585742379973453,-0.0007447998447673854,-0.06625629583544423,0.0
621594,39,88,28.599613751799435,115,90,2,0.5109981161287465,0.5109038762321347,-9.423989661172527e-05,0.0,-0.07019414783945876,0.0
621594,40,1,31.060812644786793,125,84,0,0.14793088954723999,0.14793088954723999,0.0,0.0,0.0,0.0
621594,41,2,37.367647771462565,149,89,0,0.3130071448959484,0.3120624318592604,-0.0009447130366879719,0.0,-0.018667354041781437,0.0
621594,42,0,29.745184014811766,119,46,1,0.735155808721629,0.7367463263699392,0.0015905176483101968,0.0,-0.04458478254724696,0.0
621594,43,22,68.80909341236718,280,114,5,0.8749367663268686,0.877993513820968,0.0030567474940994543,0.0,-0.1903898353644422,0.0
621594,44,3,24.71336345207823,101,81,0,0.7237950135295819,0.7209826311213874,-0.0028123824081944804,0.0,-0.03927823484320925,0.0
621594,44,23,50.11512598894522,201,280,3,0.6230648389683893,0.6231173952193103,5.25562509210431e-05,-0.0014083656142247492,-0.08185740884528059,0.0
621594,44,97,34.139962900290605,134,219,3,0.6533469849106268,0.6581786139155383,0.00483162900491152,-0.002717965023492752,-0.13195134755301297,0.0
621594,45,84,22.98140925976925,93,39,6,0.4394192340262748,0.48664712728520954,0.04722789325893473,0.0,-0.2874901385302451,0.0
621594,46,32,24.434180800539625,101,64,0,0.6146351194769863,0.6151985352298084,0.0005634157528220385,0.0,-0.012208740703897547,0.0
621594,47,57,57.85448264732481,234,204,3,0.7802695496470164,0.765764311051953,-0.014505238595063474,0.0,-0.12348089731085565,0.0
621594,48,90,28.952712437456906,112,98,3,1.220844922354047,1.2190349346509493,-0.001809987703097704,0.0,-0.09380731598054126,0.0
621594,49,56,31.874253092522135,126,85,8,0.9585340189021281,0.9506087470004445,-0.007925271901683573,0.0,-0.2818471603080184,0.0
621594,50,55,44.71837960249245,179,203,11,1.3003465089132646,1.3122351641220007,0.011888655208736054,-0.00020366081031397698,-0.10021406696478152,0.0
621594,51,53,31.462136109258545,127,90,0,0.8413390023606553,0.8447017165374291,0.0033627141767738067,0.0,-0.03425485523774796,0.0
621594,51,54,55.49918211424622,224,61,7,0.6572616484135096,0.6554119792686492,-0.0018496691448603997,0.0,-0.1163556438489195,0.0
621594,52,51,32.43626424152304,132,140,3,1.0180709146952722,1.0280485924840832,0.009977677788810979,0.0,-0.10641176764403326,0.0
621594,52,52,38.116477006699746,157,139,2,1.058396797024045,1.0509388912464601,-0.007457905777584983,0.0,-0.029372247092112502,0.0
621594,53,65,24.009109097228432,99,73,2,1.1203938950572478,1.128794357346976,0.008400462289728239,0.0,-0.05368339462279437,0.0
621594,54,50,37.70955453970247,151,260,2,0.6759506079802691,0.6821523739043869,0.006201765924117808,-5.684341886080802e-14,-0.260849263424177,0.0
621594,55,66,31.20481223652811,126,145,12,1.2035188258327025,1.1998443074303395,-0.0036745184023629918,0.0,-0.09730239197762103,0.0
621594,56,49,25.053888783756427,98,45,2,0.6590756903227089,0.6572517584240245,-0.00182393189868435,0.0,-0.10955158346268945,0.0
621594,56,93,20.73599391816941,84,333,0,1.0368643064855405,1.0452457734620566,0.008381466976516094,-8.024023475172726e-05,-0.06812801397063595,0.0
621594,57,74,49.17685354909757,200,87,3,0.7730301558751194,0.7847698166315809,0.01173966075646149,0.0,-0.20734813924747186,0.0
621594,58,25,25.587939365160988,104,95,8,1.1854955100693587,1.1851282110280295,-0.00036729904132926094,-0.001739043467978263,-0.1562510763005207,0.0
621594,59,5,30.708115918717528,123,109,8,1.2316772974228343,1.2294017286446888,-0.002275568778145498,-0.00011379299007785448,-0.1028220262202808,-5.684341886080802e-14
621594,60,76,32.13396494184328,130,105,0,0.40791552188858304,0.40791552188858304,0.0,0.0,-0.048619602119117644,0.0
621594,61,26,30.56668012901306,125,42,8,1.131934062146513,1.1454566787181193,0.01352261657160625,-0.00017045026305595457,-0.29711070019851604,0.0
621594,62,24,39.13943180490067,157,162,7,0.9375679667282384,0.9404906630815049,0.002922696353266474,0.0,-0.09735966209240132,0.0
621594,63,81,25.422546114956592,104,68,4,0.6821851459831123,0.6820795120401044,-0.00010563394300788786,0.0,-0.13951278317159677,0.0
621594,64,31,40.76699748624196,167,67,8,0.8554129841552367,0.8813135862458807,0.025900602090644043,0.0,-0.10672030080826289,0.0
