tile,cluster,zone,area_m2,n_pts,n_ground,n_class1,n_reclaim,ground_per_m2,class1_per_m2,reclaim_per_m2,med_inten_ground,med_inten_reclaim,med_absang_ground,med_absang_reclaim,planar_ground,planar_ground_n,planar_reclaim,planar_reclaim_n
621594,53,ring,300.0,1231,1020,211,11,3.4,0.7033333333333334,0.03666666666666667,17256.0,15392.0,13.008000000000001,12.780000000000001,0.0396537223654434,1020,0.1222644887180877,11
621594,53,far,4136.75,27430,18819,8611,101,4.549223424185653,2.081585785943071,0.02441530186740799,16464.0,16400.0,12.804,13.41,0.031030350544625662,1500,0.0991376603172398,101
621594,54,floor,37.75,321,260,61,0,6.887417218543046,1.6158940397350994,0.0,28352.0,,17.274,,0.0724166771872774,260,,0
621594,54,ring,324.25,3307,2360,947,7,7.278334618350039,2.920585967617579,0.02158828064764842,27008.0,22624.0,17.226,16.686,0.050212720672107025,1500,0.15012767045749342,7
621594,54,far,4217.5,44550,28728,15822,15,6.811618257261411,3.7515115589804386,0.0035566093657379964,19648.0,14448.0,16.884,16.848,0.030401530609907468,1500,0.1483018916673018,15
621594,55,floor,31.5,273,145,128,11,4.603174603174603,4.063492063492063,0.3492063492063492,17056.0,17776.0,15.036,14.934000000000001,0.14390510801769096,145,0.19090209438428474,11
621594,55,ring,317.5,3012,1665,1347,0,5.244094488188976,4.24251968503937,0.0,17056.0,,15.018,,0.025654237456137707,1500,,0
621594,55,far,4195.0,41908,23089,18819,67,5.503933253873659,4.4860548271752085,0.01597139451728248,17968.0,14416.0,15.444,15.222,0.033572718689669045,1500,0.10911927453543058,67
621594,56,floor,45.5,711,378,333,0,8.307692307692308,7.318681318681318,0.0,21864.0,,16.506,,0.12622172235583662,378,,0
621594,56,ring,598.25,8730,3877,4853,0,6.480568324279147,8.11199331383201,0.0,23648.0,,16.458000000000002,,0.032027104358945735,1500,,0
621594,56,far,8172.75,91217,44039,47178,160,5.388516717139273,5.772597962742039,0.01957725367838243,15168.0,10008.0,16.362000000000002,17.397,0.031060381417546523,1500,0.11549255152590376,160
621594,57,floor,50.0,147,87,60,0,1.74,1.2,0.0,15008.0,,12.288,,0.08341209904216385,87,,0
621594,57,ring,356.0,836,641,195,4,1.800561797752809,0.547752808988764,0.011235955056179775,17776.0,9552.0,12.294,12.117,0.03933865692050631,641,0.20596713672824762,4
621594,57,far,4318.25,10971,8607,2364,11,1.9931685289179644,0.5474439877265096,0.0025473282000810513,18688.0,20368.0,12.294,12.72,0.02449402060904049,1500,0.12491462569300893,11
621594,58,floor,26.0,121,95,26,4,3.6538461538461537,1.0,0.15384615384615385,17712.0,11336.0,17.346,17.406,0.1473161455479044,95,0.2711299935622833,4
621594,58,ring,307.5,1735,1220,515,4,3.967479674796748,1.6747967479674797,0.013008130081300813,19568.0,14576.0,17.166,15.171,0.02966051253483215,1220,0.15024777535728617,4
621594,58,far,4158.5,24175,15991,8184,96,3.8453769388000483,1.9680173139353132,0.0230852470842852,15504.0,9184.0,16.656,17.658,0.0238104249296498,1500,0.0901916680271313,96
621594,59,floor,30.75,130,109,21,7,3.5447154471544717,0.6829268292682927,0.22764227642276422,21584.0,9104.0,17.184,17.202,0.08664274511983194,109,0.16526534221480915,7
621594,59,ring,313.75,1341,1176,165,0,3.748207171314741,0.5258964143426295,0.0,20584.0,,17.028,,0.03272793995913048,1176,,0
621594,59,far,4179.0,18717,15752,2965,27,3.769322804498684,0.7094998803541517,0.006460875807609476,17296.0,12656.0,16.377,15.846,0.023596359514385767,1500,0.1202143144774368,27
621594,60,floor,32.5,159,105,54,0,3.230769230769231,1.6615384615384616,0.0,12368.0,,17.424,,0.08679507480644588,105,,0
621594,60,ring,317.75,1510,1282,228,9,4.034618410700236,0.7175452399685287,0.02832415420928403,18152.0,9392.0,17.322,17.598,0.03337832385858519,1282,0.09041019063289468,9
621594,60,far,4194.25,21763,16262,5501,54,3.877212850926864,1.3115574894200392,0.012874769029027835,16656.0,13496.0,16.158,17.529,0.018815923699719406,1500,0.07453851871804318,54
621594,61,floor,31.25,52,42,10,8,1.344,0.32,0.256,6384.0,10784.0,12.933,12.936,0.07271152766526257,42,0.2936086886181499,8
621594,61,ring,310.5,634,530,104,6,1.7069243156199678,0.33494363929146537,0.01932367149758454,24848.0,24088.0,12.918000000000001,12.735,0.03574026552985288,530,0.07389051077234399,6
621594,61,far,4173.5,25608,7077,18531,15,1.6956990535521745,4.440158140649335,0.003594105666706601,23984.0,25952.0,12.936,13.086,0.019629897038242916,1500,0.08824792866545295,15
621594,62,floor,39.25,198,162,36,1,4.127388535031847,0.9171974522292994,0.025477707006369428,16096.0,12032.0,17.277,16.002,0.11560513890600532,162,0.2741677278861516,1
621594,62,ring,330.25,1644,1323,321,40,4.006056018168055,0.9719909159727479,0.12112036336109008,13104.0,10592.0,17.172,17.409,0.053668951635472695,1323,0.14637665827657997,40
621594,62,far,4236.5,21283,15973,5310,120,3.770329281246312,1.2533931311223887,0.02832526849994099,14192.0,11448.0,16.806,17.379,0.024977235716022506,1500,0.11523821978971682,120
621594,63,floor,26.0,81,68,13,0,2.6153846153846154,0.5,0.0,13432.0,,12.267,,0.07631518057479525,68,,0
621594,63,ring,303.5,1034,841,193,3,2.771004942339374,0.6359143327841845,0.009884678747940691,19904.0,14000.0,12.264000000000001,12.324,0.045879709843063665,841,0.1434379990416801,3
621594,63,far,4144.0,14784,10854,3930,39,2.619208494208494,0.9483590733590733,0.009411196911196911,18080.0,14304.0,12.276,11.952,0.022978321116369216,1500,0.11995316689717583,39
621594,64,floor,41.75,231,67,164,8,1.6047904191616766,3.92814371257485,0.19161676646706588,13216.0,6304.0,14.838000000000001,14.808,0.038543235325903424,67,0.11013554900358713,8
621594,64,ring,328.25,3254,941,2313,0,2.866717440974867,7.046458492003047,0.0,21120.0,,14.838000000000001,,0.041001892538929496,941,,0
621594,64,far,4230.0,40223,12068,28155,3,2.8529550827423167,6.656028368794326,0.0007092198581560284,18016.0,12608.0,14.94,17.904,0.02197768907541331,1500,0.09610958770224443,3
621594,65,floor,31.5,225,62,163,5,1.9682539682539681,5.174603174603175,0.15873015873015872,9864.0,6992.0,14.616,14.682,0.12358887137702368,62,0.31309341085238884,5
621594,65,ring,315.5,2428,884,1544,0,2.801901743264659,4.893819334389858,0.0,17616.0,,14.61,,0.04287697794296719,884,,0
621594,65,far,4185.0,37295,13679,23616,5,3.26857825567503,5.643010752688172,0.0011947431302270011,18688.0,19968.0,14.664,14.172,0.01850800146044662,1500,0.07620587228677778,5
621594,66,floor,44.75,137,134,3,0,2.994413407821229,0.0670391061452514,0.0,27536.0,,11.208,,0.06774867824904618,134,,0
621594,66,ring,351.25,1366,1080,286,7,3.074733096085409,0.8142348754448399,0.0199288256227758,20672.0,17824.0,11.196,11.232000000000001,0.05070390791732393,1080,0.13465933161484145,7
621594,66,far,4305.75,17516,13974,3541,30,3.245427625849155,0.8223886663182953,0.006967427277477792,20376.0,11264.0,11.16,10.356,0.0172660828733342,1500,0.10040089344616376,30
621594,67,floor,75.75,282,216,66,1,2.8514851485148514,0.8712871287128713,0.013201320132013201,19392.0,9616.0,7.668,7.482,0.07829935318721937,216,0.1573341320802797,1
621594,67,ring,727.75,3240,2338,902,4,3.2126417038818276,1.2394366197183098,0.005496392992098935,22120.0,29152.0,7.83,7.71,0.047074142535990404,1500,0.21556177335355642,4
621594,67,far,8565.25,27081,21609,5469,100,2.52286856775926,0.6385102594787075,0.01167508245526984,19920.0,19864.0,7.872,7.305,0.02322392511103999,1500,0.1976988356677225,100
621594,68,floor,29.75,87,54,33,4,1.815126050420168,1.1092436974789917,0.13445378151260504,12488.0,10072.0,4.41,4.464,0.11775182643660287,54,0.27997576655147327,4
621594,68,ring,313.25,886,655,231,1,2.0909816440542697,0.7374301675977654,0.0031923383878691143,15536.0,11856.0,4.458,4.32,0.03135944939992896,655,0.07352393545482983,1
621594,68,far,4186.25,11974,9596,2378,48,2.292266348163631,0.5680501642281278,0.011466109286354135,18544.0,16928.0,4.482,3.9240000000000004,0.026914057660860635,1500,0.08750213035636989,48
621594,69,floor,43.75,128,98,30,0,2.24,0.6857142857142857,0.0,24208.0,,10.233,,0.05424751766591385,98,,0
621594,69,ring,334.0,1067,788,279,5,2.3592814371257487,0.8353293413173652,0.014970059880239521,17584.0,6976.0,10.236,10.212,0.03132564388505443,788,0.09049558139281544,5
621594,69,far,4244.25,14732,11985,2747,20,2.823820462979325,0.6472286034046062,0.004712257760499499,20240.0,17184.0,10.302,9.801,0.02733257515572518,1500,0.11972066466603337,20
621594,70,floor,38.5,128,110,18,0,2.857142857142857,0.4675324675324675,0.0,17288.0,,6.996,,0.07654264060300875,110,,0
621594,70,ring,329.5,1205,940,265,0,2.8528072837632776,0.8042488619119879,0.0,18520.0,,6.996,,0.030195612415042206,940,,0
621594,70,far,4235.75,15937,11023,4914,68,2.602372661276043,1.1601251254205276,0.0160538275393968,18512.0,14296.0,7.008,6.828,0.02420208161561277,1500,0.1028394865604696,68
621594,71,floor,36.0,93,81,12,0,2.25,0.3333333333333333,0.0,15840.0,,4.782,,0.11658965040948033,81,,0
621594,71,ring,331.5,977,831,146,0,2.506787330316742,0.44042232277526394,0.0,17728.0,,4.764,,0.03382524902701789,831,,0
621594,71,far,4242.75,14934,11098,3836,55,2.615756290142007,0.9041305756879382,0.012963290318779094,17152.0,19232.0,4.758,4.782,0.028435609780302684,1500,0.10470205168553548,55
621594,72,floor,39.0,113,92,21,3,2.358974358974359,0.5384615384615384,0.07692307692307693,17832.0,26048.0,10.524000000000001,10.518,0.12497294595846142,92,0.18246054983467275,3
621594,72,ring,330.5,1156,849,307,0,2.5688350983358545,0.9288956127080181,0.0,15200.0,,10.566,,0.07066289573111817,849,,0
621594,72,far,4239.25,16536,9691,6844,55,2.2860175738633015,1.6144365158931415,0.012973993041221914,16816.0,17232.0,10.44,11.07,0.03624747752621715,1498,0.10907787637222555,55
621594,73,floor,27.75,97,79,18,3,2.8468468468468466,0.6486486486486487,0.10810810810810811,15248.0,20032.0,10.224,10.242,0.15238295522931367,79,0.2957622377132907,3
621594,73,ring,305.0,1119,1022,97,0,3.3508196721311476,0.3180327868852459,0.0,18400.0,,10.23,,0.04617044987421082,1022,,0
621594,73,far,4157.5,25476,18609,6867,28,4.476007215874925,1.6517137702946483,0.006734816596512327,18464.0,11000.0,10.056000000000001,11.022,0.040293609622409576,1500,0.1474356073134402,28
621594,74,floor,85.25,326,224,102,12,2.627565982404692,1.1964809384164223,0.14076246334310852,8560.0,16096.0,6.6000000000000005,6.279,0.09395642992964781,224,0.13657838759624497,12
621594,74,ring,669.5,2714,2173,541,7,3.2457057505601195,0.8080657206870799,0.010455563853622106,18560.0,24864.0,6.594,6.252,0.044346386753460365,1500,0.17453471853912106,7
621594,74,far,8477.25,39691,29692,9999,71,3.5025509451767967,1.179509864637707,0.008375357574685187,18656.0,13728.0,6.63,6.072,0.027308659003011826,1500,0.11632233829033112,71
621594,75,floor,38.0,71,65,6,4,1.7105263157894737,0.15789473684210525,0.10526315789473684,7824.0,11944.0,9.576,9.626999999999999,0.06092476756077758,65,0.23693056515696753,4
621594,75,ring,324.5,826,615,211,2,1.8952234206471494,0.650231124807396,0.0061633281972265025,18496.0,11736.0,9.588000000000001,9.42,0.037748501386715816,615,0.12801430059468544,2
621594,75,far,4217.75,11135,9938,1197,39,2.356232588465414,0.28380060458775414,0.009246636239701263,19264.0,16800.0,9.618,9.192,0.02215250184823958,1500,0.07375366887936252,39
621594,76,floor,71.75,196,152,44,6,2.1184668989547037,0.6132404181184669,0.08362369337979095,16496.0,23240.0,3.684,3.5999999999999996,0.1142342077268097,152,0.17425709308690784,6
621594,76,ring,395.25,1293,976,317,5,2.46932321315623,0.8020240354206198,0.01265022137887413,16184.0,18432.0,3.675,3.936,0.080541109166262,976,0.13093188965854097,5
621594,76,far,4454.25,14063,9667,4396,48,2.170286804737049,0.9869226020093169,0.010776224953695908,17120.0,14760.0,3.654,4.2540000000000004,0.04172266269068814,1500,0.1923955130722561,48
621594,77,floor,30.25,80,52,28,0,1.71900826446281,0.9256198347107438,0.0,13840.0,,6.6000000000000005,,0.14065996239767742,52,,0
621594,77,ring,312.5,784,629,155,6,2.0128,0.496,0.0192,25712.0,24608.0,6.582,6.4830000000000005,0.0480694083997264,629,0.2022750331131533,6
621594,77,far,4178.0,10430,7927,2503,63,1.8973192915270465,0.5990904739109622,0.01507898516036381,21200.0,17376.0,6.5760000000000005,6.42,0.03201200933392556,1500,0.09513811156705287,63
621594,78,floor,42.0,83,75,8,1,1.7857142857142858,0.19047619047619047,0.023809523809523808,18832.0,8448.0,9.636000000000001,9.528,0.084989935149963,75,0.1982684401892243,1
621594,78,ring,353.25,733,666,67,0,1.8853503184713376,0.18966737438075018,0.0,21224.0,,9.588000000000001,,0.025534602735746148,666,,0
621594,78,far,4314.75,9337,8348,989,32,1.9347586766324816,0.22921374355408772,0.007416420418332464,19936.0,13040.0,9.576,9.966000000000001,0.019934675947979485,1500,0.13433583622472156,32
621594,79,floor,33.75,103,72,31,0,2.1333333333333333,0.9185185185185185,0.0,15976.0,,10.164,,0.11580066713725046,72,,0
621594,79,ring,319.75,1040,850,190,3,2.6583268178264268,0.5942142298670836,0.009382329945269743,19152.0,19488.0,10.17,10.206,0.029016019150901684,850,0.16246757257653144,3
621594,79,far,4198.0,10330,9094,1236,19,2.1662696522153406,0.29442591710338256,0.004525964745116722,20960.0,19264.0,10.146,9.414,0.01829242884051041,1500,0.09328388745257143,19
621594,80,floor,24.0,48,37,11,5,1.5416666666666667,0.4583333333333333,0.20833333333333334,17216.0,14272.0,6.738,6.618,0.10619975937123627,37,0.2295732649273532,5
621594,80,ring,304.25,681,580,101,1,1.9063270336894003,0.3319638455217749,0.003286770747740345,17928.0,27872.0,6.714,6.546,0.06347392960145726,580,0.2583731629787849,1
621594,80,far,4152.25,11081,8878,2203,26,2.1381178878921068,0.5305557228008911,0.006261665362153049,19632.0,18872.0,6.744,6.129,0.01707388840017643,1500,0.08551081548966977,26
621594,81,floor,24.0,53,38,15,0,1.5833333333333333,0.625,0.0,27680.0,,10.125,,0.12522226891803712,38,,0
621594,81,ring,302.25,640,479,161,5,1.5847808105872623,0.532671629445823,0.016542597187758478,21152.0,13872.0,10.074,10.05,0.02732376524204483,479,0.10758581573287529,5
621594,81,far,4146.75,7444,6512,932,24,1.5703864472177007,0.22475432567673478,0.0057876650388858746,19072.0,24832.0,10.086,9.732,0.02418244135446912,1500,0.08633627339617078,24
621594,82,floor,40.5,66,50,16,5,1.2345679012345678,0.3950617283950617,0.12345679012345678,28408.0,23584.0,7.29,7.206,0.11782010548870403,50,0.21639709203407165,5
621594,82,ring,332.0,616,490,126,1,1.4759036144578312,0.3795180722891566,0.0030120481927710845,19304.0,29488.0,7.272,7.140000000000001,0.037964656645470995,490,0.044336928775180695,1
621594,82,far,4239.75,8044,6393,1651,35,1.5078719264107554,0.3894097529335456,0.008255203726634824,19696.0,18048.0,7.2780000000000005,6.948,0.020793994938429705,1498,0.10901868716905483,35
621594,83,floor,31.0,89,62,27,0,2.0,0.8709677419354839,0.0,19144.0,,7.848,,0.04818682862136825,62,,0
621594,83,ring,311.0,953,677,276,6,2.1768488745980705,0.887459807073955,0.01929260450160772,19472.0,15008.0,7.8180000000000005,7.713,0.02991209755413138,677,0.15962859552954,6
621594,83,far,4169.25,11169,8277,2892,25,1.9852491455297716,0.6936499370390358,0.005996282304970918,17520.0,17904.0,7.8,7.476,0.021286458710108036,1500,0.08057957402093052,25
621594,84,floor,18.5,31,29,2,0,1.5675675675675675,0.10810810810810811,0.0,28160.0,,10.956,,0.12179601498081638,29,,0
621594,84,ring,298.25,583,519,64,2,1.7401508801341157,0.2145850796311819,0.006705783738474434,19056.0,16592.0,10.974,10.908000000000001,0.04979301504590694,519,0.12298140127950319,2
621594,84,far,4130.75,8179,7053,1126,43,1.7074381165647885,0.2725897234158446,0.010409731888882164,19184.0,15792.0,10.932,10.644,0.022103619310712475,1499,0.13546304989409919,43
621594,85,floor,105.0,308,257,51,0,2.447619047619048,0.4857142857142857,0.0,16080.0,,10.506,,0.030075824115328942,257,,0
621594,85,ring,706.5,2258,1776,482,1,2.51380042462845,0.6822363765038925,0.0014154281670205238,19816.0,28832.0,10.263,10.518,0.03823306962183892,1500,0.23631373206671924,1
621594,85,far,8113.75,27658,21771,5887,112,2.6832229240486827,0.7255584655677091,0.013803728239100293,18976.0,15200.0,9.822000000000001,9.012,0.0238638048294888,1500,0.18021368411274352,112
616591,0,floor,45.25,92,89,3,1,1.9668508287292819,0.06629834254143646,0.022099447513812154,8896.0,14992.0,8.118,8.202,0.07578300212031763,89,0.13955312263283304,1
616591,0,ring,340.25,874,771,103,0,2.265980896399706,0.3027185892725937,0.0,20576.0,,8.106,,0.047430262655382194,771,,0
616591,0,far,4271.5,11150,9783,1363,23,2.290296148893831,0.3190916539857193,0.0053845253423855785,20912.0,14336.0,8.142,8.424,0.016518572012728328,1500,0.20263132184140886,23
616591,1,floor,40.0,160,60,100,14,1.5,2.5,0.35,17376.0,21536.0,10.662,10.611,0.11999183355175091,60,0.16635302573826038,14
616591,1,ring,325.75,803,722,81,3,2.216423637759018,0.24865694551036072,0.00920951650038373,16544.0,18048.0,10.668000000000001,10.482000000000001,0.03071573809000938,722,0.07766139543605277,3
616591,1,far,4222.75,8500,7989,510,8,1.8918950920608608,0.12077437688709963,0.0018945000296015629,19136.0,19560.0,10.488,9.882,0.014740107969061,1500,0.09072680771262753,8
616591,2,floor,46.5,135,98,37,0,2.10752688172043,0.7956989247311828,0.0,13048.0,,7.95,,0.02324250754560353,98,,0
616591,2,ring,338.25,841,680,161,0,2.0103473762010347,0.4759793052475979,0.0,21432.0,,7.95,,0.02541783997139646,680,,0
616591,2,far,4266.5,9523,9190,333,6,2.153990390249619,0.07804992382514941,0.001406304933786476,21584.0,24520.0,7.938,8.466000000000001,0.0153096555156651,1500,0.11456170214461281,6
616591,3,floor,49.75,118,101,17,6,2.030150753768844,0.3417085427135678,0.12060301507537688,21136.0,22160.0,4.98,4.881,0.09707196474357715,101,0.2190457708310305,6
616591,3,ring,343.5,899,778,121,0,2.2649199417758368,0.3522561863173217,0.0,22296.0,,4.974,,0.034679030646117326,778,,0
616591,3,far,4277.75,12143,10305,1838,0,2.408976681666764,0.42966512769563436,0.0,22688.0,,4.944,,0.016971188742843424,1500,,0
616591,4,floor,36.5,179,90,89,0,2.4657534246575343,2.4383561643835616,0.0,17080.0,,8.283,,0.1256224556662744,90,,0
616591,4,ring,320.0,1259,850,409,0,2.65625,1.278125,0.0,23304.0,,8.28,,0.042153290933924836,850,,0
616591,4,far,4198.5,15818,11890,3928,4,2.831963796594022,0.9355722281767298,0.0009527212099559367,23104.0,20344.0,8.316,8.727,0.025598922893351528,1500,0.07171197188870337,4
616591,5,floor,32.25,74,65,9,0,2.0155038759689923,0.27906976744186046,0.0,10384.0,,1.746,,0.05030411026132242,65,,0
616591,5,ring,311.75,1054,830,224,0,2.6623897353648758,0.7185244587008821,0.0,21232.0,,1.746,,0.03184179801408504,830,,0
616591,5,far,4177.75,14458,11822,2635,6,2.829752857399318,0.6307222787385555,0.0014361797618335228,23696.0,26120.0,1.764,1.1280000000000001,0.01911853962474197,1500,0.12682561769759104,6
616591,6,floor,27.75,97,76,21,0,2.7387387387387387,0.7567567567567568,0.0,21408.0,,4.821,,0.08752674005927474,76,,0
616591,6,ring,313.75,1170,863,307,0,2.750597609561753,0.9784860557768924,0.0,24176.0,,4.86,,0.02342916322459132,863,,0
616591,6,far,4180.5,14804,11565,3239,0,2.766415500538213,0.7747877048199976,0.0,24704.0,,4.878,,0.01580737730216697,1500,,0
616591,7,floor,27.5,110,90,20,0,3.272727272727273,0.7272727272727273,0.0,19200.0,,0.507,,0.07583436412474498,90,,0
616591,7,ring,300.75,1370,949,421,1,3.1554447215295096,1.399833748960931,0.0033250207813798837,19968.0,10384.0,0.522,0.468,0.0369196979503954,949,0.17696240509508243,1
616591,7,far,4137.75,16673,12442,4230,41,3.0069482206513203,1.022294725394236,0.009908766841882665,20928.0,18464.0,0.552,0.6,0.03069312988750994,1500,0.13893646366256007,41
616591,8,floor,26.5,109,82,27,11,3.0943396226415096,1.0188679245283019,0.41509433962264153,21184.0,19632.0,10.2,10.206,0.14898252454278804,82,0.2209524692277114,11
616591,8,ring,299.25,1329,1033,296,0,3.4519632414369257,0.9891395154553049,0.0,20912.0,,10.224,,0.036223036327101,1033,,0
616591,8,far,4132.5,17333,13742,3591,0,3.3253478523895947,0.8689655172413793,0.0,23360.0,,10.158,,0.016939235018043064,1500,,0
616591,9,floor,33.0,163,106,57,5,3.212121212121212,1.7272727272727273,0.15151515151515152,20704.0,22064.0,0.51,0.6,0.11661506623369178,106,0.14453433522743353,5
616591,9,ring,313.25,1385,1140,245,4,3.63926576217079,0.7821229050279329,0.012769353551476457,24664.0,26312.0,0.516,0.513,0.032212012746555274,1140,0.13883311320310554,4
616591,9,far,4179.0,19014,15080,3933,6,3.608518784398181,0.9411342426417804,0.0014357501794687725,25760.0,20304.0,0.534,1.0350000000000001,0.026442813302310242,1500,0.15829340631125888,6
616591,10,floor,32.25,149,98,51,8,3.0387596899224807,1.5813953488372092,0.24806201550387597,15352.0,16912.0,1.68,1.8090000000000002,0.12838995557845578,98,0.21502575144378966,8
616591,10,ring,320.25,1461,1095,366,15,3.4192037470725993,1.1428571428571428,0.0468384074941452,19616.0,19200.0,1.71,1.674,0.04900620437450698,1095,0.16166180784375683,15
616591,10,far,4204.0,18736,14778,3958,12,3.5152235965746907,0.9414843006660324,0.0028544243577545195,21856.0,22632.0,1.71,1.608,0.025506838129700782,1500,0.12926890460099116,12
616591,11,floor,30.25,194,103,91,4,3.4049586776859506,3.0082644628099175,0.1322314049586777,17600.0,13360.0,5.244,5.391,0.1297160869498839,103,0.33553403054224873,4
616591,11,ring,308.5,1577,1182,395,0,3.831442463533225,1.280388978930308,0.0,26144.0,,5.274,,0.034121284856610146,1182,,0
616591,11,far,4167.5,19965,15649,4315,0,3.75500899820036,1.035392921415717,0.0,23168.0,,5.292,,0.014946142110915162,1500,,0
616591,12,floor,44.75,198,154,44,1,3.441340782122905,0.9832402234636871,0.0223463687150838,27568.0,18560.0,1.296,1.3920000000000001,0.11844522405073121,154,0.23995415897081784,1
616591,12,ring,342.5,1678,1258,420,0,3.6729927007299272,1.2262773722627738,0.0,25048.0,,1.266,,0.03727275710920708,1258,,0
616591,12,far,4276.5,19259,14809,4449,6,3.4628785221559686,1.0403367239565064,0.0014030164854437039,24416.0,17376.0,1.314,1.122,0.021698274652891314,1500,0.25873347603740626,6
616591,13,floor,19.0,40,34,6,3,1.7894736842105263,0.3157894736842105,0.15789473684210525,22072.0,23888.0,10.398,10.5,0.13473009972545924,34,0.22378442386383313,3
616591,13,ring,286.25,397,370,27,0,1.2925764192139737,0.0943231441048035,0.0,25728.0,,10.32,,0.024840129771433794,370,,0
616591,13,far,4090.25,6224,4610,1614,27,1.1270704724650082,0.39459690727950614,0.006601063504675753,19864.0,18096.0,9.93,10.158,0.018956036200620474,1500,0.07442966952760344,27
616591,14,floor,45.5,126,108,18,0,2.3736263736263736,0.3956043956043956,0.0,17848.0,,4.434,,0.03402079691940685,108,,0
616591,14,ring,351.25,973,828,145,0,2.3572953736654805,0.4128113879003559,0.0,27272.0,,4.446,,0.02332247109248442,828,,0
616591,14,far,4309.25,13428,10452,2973,0,2.4254800719382725,0.6899112374543134,0.0,24864.0,,4.434,,0.017183489866852142,1500,,0
616591,15,floor,25.25,82,55,27,1,2.1782178217821784,1.0693069306930694,0.039603960396039604,29552.0,33264.0,0.9,0.84,0.12499939864795806,55,0.10319485539412199,1
616591,15,ring,309.75,1030,768,262,0,2.4794188861985473,0.8458434221146085,0.0,26424.0,,0.918,,0.030648297380366785,768,,0
616591,15,far,4171.5,13011,10606,2405,0,2.5424907107755006,0.5765312237804148,0.0,26416.0,,0.918,,0.017794528905170637,1500,,0
616591,16,floor,38.75,93,80,13,8,2.064516129032258,0.33548387096774196,0.2064516129032258,32024.0,29976.0,1.056,1.119,0.06164729822512527,80,0.2443240988530988,8
616591,16,ring,322.5,922,740,182,0,2.294573643410853,0.5643410852713179,0.0,25472.0,,1.074,,0.07338887147975015,740,,0
616591,16,far,4211.75,12724,9896,2828,6,2.3496171425179555,0.6714548584317682,0.0014245859796996499,26704.0,23616.0,1.08,0.6479999999999999,0.017004478224009745,1500,0.12544939883196093,6
616591,17,floor,34.75,102,57,45,11,1.6402877697841727,1.2949640287769784,0.31654676258992803,21328.0,19952.0,7.23,7.194,0.15990158046577108,57,0.3372918300365768,11
616591,17,ring,329.5,1032,755,277,0,2.291350531107739,0.8406676783004552,0.0,26672.0,,7.242,,0.022268780097533636,755,,0
616591,17,far,4237.0,12579,9756,2823,39,2.3025725749350956,0.6662733065848477,0.009204625914562191,22784.0,17280.0,7.242,7.05,0.016865857365047532,1500,0.1648180795637586,39
616591,18,floor,23.5,44,30,14,1,1.2765957446808511,0.5957446808510638,0.0425531914893617,24840.0,14864.0,9.567,9.624,0.09195320681047292,30,0.3311798435188962,1
616591,18,ring,301.0,724,519,205,0,1.7242524916943522,0.6810631229235881,0.0,17312.0,,9.558,,0.04784680536096175,519,,0
616591,18,far,4137.75,10143,5921,4220,29,1.4309709383118845,1.0198779529937767,0.0070086399613316416,17744.0,12800.0,9.36,9.984,0.03660097742857715,1499,0.19193900156312793,29
616591,19,floor,30.25,80,54,26,5,1.7851239669421488,0.859504132231405,0.1652892561983471,26056.0,24656.0,7.0440000000000005,7.17,0.08998142948672694,54,0.15783771067435737,5
616591,19,ring,314.0,755,601,154,4,1.914012738853503,0.49044585987261147,0.012738853503184714,23456.0,18568.0,7.05,7.0649999999999995,0.026324270646739478,601,0.10264178463305029,4
616591,19,far,4183.25,11511,7814,3697,34,1.8679256558895596,0.8837626247534811,0.008127651945257873,21952.0,20184.0,7.0440000000000005,6.867000000000001,0.0223340161551846,1499,0.10014173184055153,34
616591,20,floor,29.75,64,55,9,2,1.8487394957983194,0.3025210084033613,0.06722689075630252,26464.0,26248.0,9.522,9.63,0.10008789422738573,55,0.20520412546989064,2
616591,20,ring,314.5,802,574,228,6,1.8251192368839428,0.724960254372019,0.019077901430842606,19584.0,19544.0,9.546,9.705000000000002,0.03290713509315424,574,0.10829469298244021,6
616591,20,far,4188.5,12166,6016,6150,67,1.436313716127492,1.4683060761609168,0.015996180016712425,18048.0,16224.0,9.36,9.408,0.03197210641417314,1494,0.10369228495687821,67
616591,21,floor,94.5,378,251,127,6,2.6560846560846563,1.343915343915344,0.06349206349206349,21232.0,35664.0,7.248,6.393,0.10888954504548565,251,0.13274046619767432,6
616591,21,ring,945.5,3808,2683,1125,6,2.8376520359598096,1.189846641988366,0.006345848757271285,19984.0,10040.0,7.26,8.883,0.02755720074708279,1500,0.18983246469338155,6
616591,21,far,12533.25,51795,37110,14681,51,2.960923942313446,1.1713641713043306,0.004069175991861648,21520.0,15312.0,7.140000000000001,9.162,0.01888815996574067,1500,0.07474133792004523,51
616591,22,floor,31.25,112,102,10,4,3.264,0.32,0.128,24976.0,20352.0,9.105,9.021,0.08145001184436751,102,0.20280255062527885,4
616591,22,ring,320.25,1532,1011,521,6,3.1569086651053864,1.6268540202966433,0.01873536299765808,18112.0,13272.0,9.120000000000001,9.066,0.03945973775910261,1011,0.28508400182238347,6
616591,22,far,4201.0,17907,12950,4957,51,3.082599381099738,1.1799571530587956,0.012139966674601285,17424.0,13984.0,9.078,9.324,0.02663258335095975,1500,0.07709501152288567,51
616591,23,floor,36.0,114,96,18,0,2.6666666666666665,0.5,0.0,29552.0,,5.319,,0.06761952782761682,96,,0
