tile,cluster,zone,area_m2,n_pts,n_ground,n_class1,n_reclaim,ground_per_m2,class1_per_m2,reclaim_per_m2,med_inten_ground,med_inten_reclaim,med_absang_ground,med_absang_reclaim,planar_ground,planar_ground_n,planar_reclaim,planar_reclaim_n
621594,47,floor,58.5,312,204,108,0,3.4871794871794872,1.8461538461538463,0.0,22272.0,,13.371,,0.08440817876206097,204,,0
621594,47,ring,357.75,2991,1202,1789,0,3.359888190076869,5.000698812019567,0.0,20312.0,,13.326,,0.03748209334892749,1202,,0
621594,47,far,4332.25,19945,10101,9844,23,2.331582895723931,2.272260372785504,0.005309019562582953,13376.0,10128.0,13.224,13.788,0.02542373458911129,1500,0.08299160071794631,23
621594,48,floor,28.0,144,98,46,0,3.5,1.6428571428571428,0.0,18880.0,,17.22,,0.08128504127233782,98,,0
621594,48,ring,318.5,1442,1126,316,2,3.535321821036107,0.9921507064364207,0.006279434850863423,19896.0,16512.0,17.178,17.265,0.04466111702612352,1126,0.10132345890363581,2
621594,48,far,4195.25,23691,16468,7223,104,3.925391812168524,1.7217090757404208,0.024789941004707706,15904.0,13392.0,16.98,17.436,0.02814433772590519,1500,0.08319075896528716,104
621594,49,floor,31.5,120,85,35,6,2.6984126984126986,1.1111111111111112,0.19047619047619047,24384.0,25296.0,15.216000000000001,15.065999999999999,0.06114740136212049,85,0.23867538871772354,6
621594,49,ring,315.0,1127,798,329,4,2.533333333333333,1.0444444444444445,0.012698412698412698,16960.0,10344.0,15.222,15.3,0.04431572678711859,798,0.08254524910915961,4
621594,49,far,4188.0,18250,11452,6798,48,2.7344794651384907,1.6232091690544412,0.011461318051575931,14688.0,11832.0,15.438,15.543,0.024761296542180844,1500,0.08169750294715072,48
621594,50,floor,44.75,260,203,57,8,4.5363128491620115,1.2737430167597765,0.1787709497206704,15136.0,20592.0,17.490000000000002,16.611,0.053204452892771315,203,0.16080451941866158,8
621594,50,ring,338.5,2082,1267,815,2,3.742983751846381,2.4076809453471197,0.005908419497784343,18080.0,10912.0,17.364,17.637,0.04364705197008334,1267,0.12744979266855694,2
621594,50,far,4262.25,26466,16935,9531,66,3.9732535632588424,2.2361428822804856,0.015484779165933486,18736.0,16392.0,16.674,16.821,0.025706771560606967,1500,0.0895110829850978,66
621594,51,floor,87.75,554,151,403,5,1.7207977207977208,4.592592592592593,0.05698005698005698,18320.0,7264.0,13.98,14.778,0.09877216384580834,151,0.12317564553450211,5
621594,51,ring,668.75,6457,1444,5013,4,2.1592523364485983,7.49607476635514,0.005981308411214953,17280.0,7224.0,14.172,14.064,0.03780460873838365,1444,0.11835012340034723,4
621594,51,far,7766.0,53481,19467,34012,26,2.5066958537213493,4.379603399433428,0.003347926860674736,17584.0,14832.0,14.466000000000001,14.745000000000001,0.02889818841421743,1500,0.1407551693621656,26
621594,52,floor,72.25,374,279,95,1,3.86159169550173,1.314878892733564,0.01384083044982699,19152.0,17456.0,16.296,17.448,0.07444550122039573,279,0.1868900649309353,1
621594,52,ring,651.75,3385,2387,998,8,3.6624472573839664,1.5312619869581894,0.01227464518603759,16912.0,11176.0,16.476,16.820999999999998,0.03277023856236383,1500,0.16276903515029062,8
621594,52,far,8225.0,42273,27695,14575,137,3.367173252279635,1.7720364741641337,0.016656534954407293,16512.0,13040.0,16.536,16.908,0.03876870178547165,1500,0.16042331904321827,137
621594,53,floor,24.75,86,73,13,0,2.9494949494949494,0.5252525252525253,0.0,11392.0,,12.972,,0.128832527847635,73,,0
