block,permit,name,status,spud_year,permit_year,on_chm_min,baseline_p75,deficit,x,y
e1423n2238,083-57452,MILTON DANA 19 W,DEP Abandoned List,1800.0,,0.20538330078125,26.16558837890625,25.960205078125,700746.039699162,4651100.956514936
e1423n2238,083-57451,MILTON DANA 22 W,DEP Abandoned List,1800.0,,12.133209228515625,26.16558837890625,14.032379150390625,700668.2072342621,4650918.614794553
e1423n2238,083-57454,MILTON DANA 21 W,DEP Abandoned List,1800.0,,0.0062255859375,26.16558837890625,26.15936279296875,700598.7825366079,4651285.92905463
e1423n2238,083-57627,LANDER 3,DEP Abandoned List,1800.0,,0.029571533203125,26.16558837890625,26.136016845703125,699973.0485681538,4649563.89456735
e1423n2238,083-57455,MILTON DANA 27 W,DEP Abandoned List,1800.0,,17.73236083984375,26.16558837890625,8.4332275390625,700598.6733364707,4650905.868062352
e1423n2238,083-57457,MILTON DANA 24 W,DEP Abandoned List,1800.0,,7.46954345703125,26.16558837890625,18.696044921875,700676.1530928421,4650796.043134413
e1423n2238,083-57449,MILTON DANA 18 W,DEP Abandoned List,1800.0,,17.78790283203125,26.16558837890625,8.377685546875,700732.4884943066,4651166.694136456
e1423n2238,083-57456,MILTON DANA 23 W,DEP Abandoned List,1800.0,,11.324462890625,26.16558837890625,14.84112548828125,700606.5782387446,4650787.6292697815
e1423n2238,083-57448,MILTON DANA 2 W,DEP Abandoned List,1800.0,,0.05999755859375,26.16558837890625,26.1055908203125,700726.2506582222,4651284.535653337
e1423n2238,083-57738,YOHE 1,DEP Abandoned List,1800.0,,,26.16558837890625,,700938.8367779625,4649463.720252112
e1423n2238,083-57935,PA CHIP CHOP 20,Abandoned,,,,26.16558837890625,,697880.8847417133,4652043.108900421
e1423n2238,083-57930,PA CHIP CHOP 10,Abandoned,,,,26.16558837890625,,698153.7841868182,4651856.039750054
e1423n2238,083-57936,PA CHIP CHOP 21,Abandoned,,,,26.16558837890625,,698064.0023937514,4651951.099158569
e1423n2238,083-57931,PA CHIP CHOP 11,Abandoned,,,,26.16558837890625,,698127.725486732,4651922.320243583
e1423n2238,083-57937,PA CHIP CHOP 22,Abandoned,,,,26.16558837890625,,698060.005965797,4651868.643327455
e1423n2238,083-57938,PA CHIP CHOP 23,Abandoned,,,,26.16558837890625,,698010.1334089509,4651849.692224347
e1423n2238,083-57932,PA CHIP CHOP 12,Abandoned,,,,26.16558837890625,,698125.4368426781,4651989.376296812
e1423n2238,083-57716,HOOKER 4,DEP Abandoned List,1800.0,,18.943267822265625,26.16558837890625,7.222320556640625,700630.4447323319,4650978.555607561
e1423n2238,083-57715,HOOKER 3,DEP Abandoned List,1800.0,,1.24871826171875,26.16558837890625,24.9168701171875,700414.5141115903,4650665.736786853
e1423n2238,083-57714,HOOKER 1,DEP Abandoned List,1800.0,,0.017852783203125,26.16558837890625,26.147735595703125,700558.0342549386,4650973.7290502405
e1423n2238,083-37706,PA CHIP CHOP 30,DEP Abandoned List,1800.0,1979.0,,26.16558837890625,,697784.3088639261,4651954.069123231
e1423n2238,083-57717,HOOKER 2,DEP Abandoned List,1800.0,,1.58001708984375,26.16558837890625,24.5855712890625,700418.2994250553,4650716.629134486
e1423n2238,083-57718,HOOKER 5,DEP Abandoned List,1800.0,,10.789306640625,26.16558837890625,15.37628173828125,700700.0729817601,4650908.848365212
e1423n2238,083-57792,WOODSIDE DR 1,DEP Abandoned List,1800.0,,,26.16558837890625,,697828.7371447025,4650825.163775474
e1423n2238,083-20001,FOX FEE 01,DEP Abandoned List,1956.0,1956.0,7.24114990234375,26.16558837890625,18.9244384765625,700138.0101985362,4649780.688391555
e1426n2236,083-11890,MIDDLEBROUGH E 017,DEP Orphan List,1800.0,1995.0,17.53887939453125,26.28167724609375,8.7427978515625,700786.07325868,4647227.173877604
e1426n2236,083-11892,MIDDLEBROUGH E020,DEP Orphan List,1800.0,1995.0,17.3157958984375,26.28167724609375,8.96588134765625,700714.0446451376,4647301.370472835
e1426n2236,083-11997,WHITEHEAD WH 9,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,700437.2592261482,4648645.524537129
e1426n2236,083-12126,K & D 05,DEP Orphan List,1800.0,1995.0,11.1029052734375,26.28167724609375,15.17877197265625,700815.6303852109,4648595.434986663
e1426n2236,083-09491,DELO F3,DEP Orphan List,1800.0,1992.0,,26.28167724609375,,702455.1075948335,4649615.401813959
e1426n2236,083-11870,MIDDLEBROUGH 2 A,DEP Orphan List,1800.0,1995.0,16.21771240234375,26.28167724609375,10.06396484375,700831.4955380781,4647990.793629521
e1426n2236,083-09497,DELO H2,DEP Orphan List,1800.0,1992.0,,26.28167724609375,,702531.1630898165,4649586.011954808
e1426n2236,083-11999,WHITEHEAD 02,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,700443.223407984,4648328.646628474
e1426n2236,083-12011,WHITEHEAD WH 10,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,700442.357213465,4648523.76183283
e1426n2236,083-12127,K & D 74,DEP Orphan List,1800.0,1995.0,3.53021240234375,26.28167724609375,22.75146484375,700721.6829299463,4648031.5827277135
e1426n2236,083-11860,MIDDLEBROUGH 12,DEP Orphan List,1800.0,1995.0,19.4420166015625,26.28167724609375,6.83966064453125,700533.4291441146,4647220.033146458
e1426n2236,083-11893,MIDDLEBROUGH E 021,DEP Orphan List,1800.0,1995.0,2.63330078125,26.28167724609375,23.64837646484375,700698.1146411916,4647316.144599292
e1426n2236,083-11901,HOWE LEASE - WARRANT 4005 9,DEP Orphan List,1800.0,1995.0,23.22442626953125,26.28167724609375,3.0572509765625,702501.2314424108,4647952.443667006
e1426n2236,083-12002,WHITEHEAD 05,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,700445.9638121747,4648722.003818037
e1426n2236,083-12124,K & D 01,DEP Orphan List,1800.0,1995.0,16.504638671875,26.28167724609375,9.77703857421875,700829.6062694256,4648101.534467289
e1426n2236,083-11863,MIDDLEBROUGH 15,DEP Orphan List,1800.0,1995.0,17.1292724609375,26.28167724609375,9.15240478515625,700777.2041783277,4647226.923049549
e1426n2236,083-11871,MIDDLEBROUGH 4 A,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,700557.3298372431,4647983.041407336
e1426n2236,083-11884,MIDDLEBROUGH E010,DEP Orphan List,1800.0,1995.0,6.225830078125,26.28167724609375,20.05584716796875,700568.2389487352,4647068.438819526
e1426n2236,083-11887,MIDDLEBROUGH E014,DEP Orphan List,1800.0,1995.0,17.88214111328125,26.28167724609375,8.3995361328125,700518.6104461143,4647204.279015092
e1426n2236,083-12108,K & D 6,DEP Orphan List,1800.0,1995.0,0.06903076171875,26.28167724609375,26.212646484375,700690.4907682477,4648058.149175537
e1426n2236,083-12122,K & D 101,DEP Orphan List,1800.0,1995.0,15.0224609375,26.28167724609375,11.25921630859375,700768.4614115526,4648535.980561405
e1426n2236,083-11879,MIDDLEBROUGH E 05,DEP Orphan List,1800.0,1995.0,22.97821044921875,26.28167724609375,3.303466796875,700493.019959996,4647020.64105729
e1426n2236,083-11900,HOWE LEASE - WARRANT 4005 1,DEP Orphan List,1800.0,1995.0,0.07611083984375,26.28167724609375,26.20556640625,702616.5068908896,4648362.911654956
e1426n2236,083-12111,K & D 9,DEP Orphan List,1800.0,1995.0,15.57568359375,26.28167724609375,10.70599365234375,700755.9013539244,4648654.531856409
e1426n2236,083-12121,K & D 100,DEP Orphan List,1800.0,1995.0,19.16839599609375,26.28167724609375,7.11328125,700732.9984258616,4647866.100510134
e1426n2236,083-11904,HOWE LEASE - WARRANT 4005 17,DEP Orphan List,1800.0,1995.0,16.93475341796875,26.28167724609375,9.346923828125,702578.8729298708,4647905.873428151
e1426n2236,083-11852,MIDDLEBROUGH 4,DEP Orphan List,1800.0,1995.0,4.6669921875,26.28167724609375,21.61468505859375,700705.422379253,4647072.315540766
e1426n2236,083-11880,MIDDLEBROUGH E 06,DEP Orphan List,1800.0,1995.0,23.0814208984375,26.28167724609375,3.20025634765625,700569.1965926914,4647022.792596479
e1426n2236,083-11894,MIDDLEBROUGH E022,DEP Orphan List,1800.0,1995.0,10.4642333984375,26.28167724609375,15.81744384765625,700790.2183478702,4647303.524489877
e1426n2236,083-11906,HOWE LEASE - WARRANT 4005 20,DEP Orphan List,1800.0,1995.0,15.20703125,26.28167724609375,11.07464599609375,702517.1784995687,4647928.450223414
e1426n2236,083-12106,K & D 5,DEP Orphan List,1800.0,1995.0,24.16876220703125,26.28167724609375,2.1129150390625,700782.1160977816,4648589.819321128
e1426n2236,083-12125,K & D 02,DEP Orphan List,1800.0,1995.0,1.46160888671875,26.28167724609375,24.820068359375,700825.9835907456,4648229.562152123
e1426n2236,083-11888,MIDDLEBROUGH E 015,DEP Orphan List,1800.0,1995.0,19.7432861328125,26.28167724609375,6.53839111328125,700601.6463356992,4647221.96034953
e1426n2236,083-12107,K & D 5A,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,700559.2937458515,4648054.440693233
e1426n2236,083-11858,MIDDLEBROUGH 10,DEP Orphan List,1800.0,1995.0,14.64990234375,26.28167724609375,11.63177490234375,700778.9281583691,4647165.962814783
e1426n2236,083-11881,MIDDLEBROUGH E 07,DEP Orphan List,1800.0,1995.0,18.7574462890625,26.28167724609375,7.52423095703125,700669.3132238875,4647040.846014684
e1426n2236,083-11885,MIDDLEBROUGH E 011,DEP Orphan List,1800.0,1995.0,10.98028564453125,26.28167724609375,15.3013916015625,700697.2337111479,4647133.092966853
e1426n2236,083-12117,K & D 72,DEP Orphan List,1800.0,1995.0,21.1551513671875,26.28167724609375,5.12652587890625,700736.7577751352,4647838.758326286
e1426n2236,083-56011,BISETT 9A,DEP Abandoned List,1800.0,,0.0,26.28167724609375,26.28167724609375,702750.6993130924,4646399.753461403
e1426n2236,083-12540,KRIZ 9,DEP Orphan List,1800.0,1995.0,16.41949462890625,26.28167724609375,9.8621826171875,702503.5652047838,4649312.2897979785
e1426n2236,083-11891,MIDDLEBROUGH E 019,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,700506.5769797593,4647295.507913845
e1426n2236,083-12112,K & D 12,DEP Orphan List,1800.0,1995.0,15.0224609375,26.28167724609375,11.25921630859375,700768.4614115526,4648535.980561405
e1426n2236,083-12001,WHITEHEAD 04,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,700446.686884175,4648581.892574744
e1426n2236,083-55962,BISETT 7A,DEP Abandoned List,1800.0,,0.002685546875,26.28167724609375,26.27899169921875,702779.56995982,4646437.583907472
e1426n2236,083-11849,MIDDLEBROUGH 1,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,700476.8938641982,4647065.8589341445
e1426n2236,083-11902,HOWE LEASE - WARRANT 4005 10,DEP Orphan List,1800.0,1995.0,19.302490234375,26.28167724609375,6.97918701171875,702608.4187765233,4647937.277293411
e1426n2236,083-11905,HOWE LEASE - WARRANT 4005 19,DEP Orphan List,1800.0,1995.0,6.8475341796875,26.28167724609375,19.43414306640625,702547.1168513019,4647943.1956658745
e1426n2236,083-12533,KRIZ 2,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,702437.7542882963,4649517.334878112
e1426n2236,083-12536,KRIZ 5,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,702454.508757271,4649462.025958129
e1426n2236,083-11862,MIDDLEBROUGH 14,DEP Orphan List,1800.0,1995.0,15.767822265625,26.28167724609375,10.51385498046875,700701.0296583115,4647224.7692010235
e1426n2236,083-12535,KRIZ 4,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,702439.7835161363,4649454.938016579
e1426n2236,083-09513,DELO G2,DEP Orphan List,1800.0,1992.0,,26.28167724609375,,702483.8577634629,4649619.222905875
e1426n2236,083-09498,DELO H3,DEP Orphan List,1800.0,1992.0,,26.28167724609375,,702546.0648423517,4649624.665984033
e1426n2236,083-11850,MIDDLEBROUGH 2,DEP Orphan List,1800.0,1995.0,15.22015380859375,26.28167724609375,11.0615234375,700537.8182612283,4647067.579508668
e1426n2236,083-12539,KRIZ 8,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,702529.3074662818,4649456.3817985635
e1426n2236,083-12115,K & D 15,DEP Orphan List,1800.0,1995.0,23.384521484375,26.28167724609375,2.89715576171875,700769.609495788,4648169.95861097
e1426n2236,083-12116,K & D 20,DEP Orphan List,1800.0,1995.0,9.58154296875,26.28167724609375,16.70013427734375,700714.6664571017,4647918.923245653
e1426n2236,083-12118,K & D 75,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,700622.50085445,4648083.675552548
e1426n2236,083-12014,WHITEHEAD WH 13,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,700448.0196106152,4648264.550530073
e1426n2236,083-11853,MIDDLEBROUGH 5,DEP Orphan List,1800.0,1995.0,0.177978515625,26.28167724609375,26.10369873046875,700781.5985372163,4647074.469379074
e1426n2236,083-11886,MIDDLEBROUGH E 012,DEP Orphan List,1800.0,1995.0,4.94366455078125,26.28167724609375,21.3380126953125,700794.7118264657,4647135.849193023
e1426n2236,083-11889,MIDDLEBROUGH E 016,DEP Orphan List,1800.0,1995.0,16.13848876953125,26.28167724609375,10.1431884765625,700691.5803118956,4647224.502076067
e1426n2236,083-11998,WHITEHEAD 01,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,700442.5413278991,4648191.274039137
e1426n2236,083-12113,K & D 13,DEP Orphan List,1800.0,1995.0,10.72412109375,26.28167724609375,15.55755615234375,700761.2995344581,4648413.87088425
e1426n2236,083-12538,KRIZ 7,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,702522.8775459358,4649507.317839548
e1426n2236,083-12109,K & D 7,DEP Orphan List,1800.0,1995.0,7.40765380859375,26.28167724609375,18.8740234375,700819.6858850431,4648076.916844614
e1426n2236,083-12123,K & D 113,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,700635.4743023814,4648047.259036428
e1426n2236,083-12110,K & D 8,DEP Orphan List,1800.0,1995.0,27.47705078125,26.28167724609375,-1.19537353515625,700813.3962672809,4648674.383606052
e1426n2236,083-12532,KRIZ 1,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,702426.5726970745,4649470.341467124
e1426n2236,083-22788,BISETT 98,DEP Abandoned List,1962.0,1963.0,0.07598876953125,26.28167724609375,26.2056884765625,702795.323422823,4646475.706550725
e1426n2236,083-07218,TIBBITS DEV DIETER 44,Abandoned,1800.0,1986.0,13.96600341796875,26.28167724609375,12.315673828125,702941.6622948189,4646513.892796434
e1426n2236,083-12541,KRIZ 10,DEP Orphan List,1800.0,1995.0,14.1337890625,26.28167724609375,12.14788818359375,702556.7844113933,4649298.584302479
e1426n2236,083-11854,MIDDLEBROUGH 6,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,700474.227417357,4647157.35234676
e1426n2236,083-11856,MIDDLEBROUGH 8,DEP Orphan List,1800.0,1995.0,13.912109375,26.28167724609375,12.36956787109375,700611.3261909531,4647161.224969316
e1426n2236,083-11859,MIDDLEBROUGH 11,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,700472.506057082,4647218.312563771
e1426n2236,083-11861,MIDDLEBROUGH 13,DEP Orphan List,1800.0,1995.0,14.84295654296875,26.28167724609375,11.438720703125,700609.6036519276,4647222.1851943135
e1426n2236,083-11882,MIDDLEBROUGH E 08,DEP Orphan List,1800.0,1995.0,3.770751953125,26.28167724609375,22.51092529296875,700769.859530539,4647043.68853882
e1426n2236,083-11883,MIDDLEBROUGH E 09,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,700483.5345209731,4647065.713092036
e1426n2236,083-12000,WHITEHEAD 03,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,700441.0987039902,4648462.606182232
e1426n2236,083-12013,WHITEHEAD WH 12,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,700441.1598361157,4648401.71012338
e1426n2236,083-11855,MIDDLEBROUGH 7,DEP Orphan List,1800.0,1995.0,15.77081298828125,26.28167724609375,10.5108642578125,700535.1510281994,4647159.072925898
e1426n2236,083-11851,MIDDLEBROUGH 3,DEP Orphan List,1800.0,1995.0,7.85546875,26.28167724609375,18.42620849609375,700613.9944069815,4647069.731546315
e1426n2236,083-11876,MIDDLEBROUGH E02,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,700457.6872282985,4647202.558564351
e1426n2236,083-46320,NIAGARA-RED ROCK H-11,DEP Abandoned List,1991.0,1991.0,0.48101806640625,26.28167724609375,25.8006591796875,703241.8886901232,4648056.405005933
e1426n2236,083-11857,MIDDLEBROUGH 9,DEP Orphan List,1800.0,1995.0,18.56793212890625,26.28167724609375,7.7137451171875,700702.7529834101,4647163.808970699
e1426n2236,083-12114,K & D 14,DEP Orphan List,1800.0,1995.0,15.343994140625,26.28167724609375,10.93768310546875,700766.1543001548,4648292.101233613
e1426n2236,083-12119,K & D 79,DEP Orphan List,1800.0,1995.0,13.41851806640625,26.28167724609375,12.8631591796875,700766.5683928903,4648063.412335792
e1426n2236,083-12534,KRIZ 3,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,702469.5908329637,4649546.6925942
e1426n2236,083-11903,HOWE LEASE - WARRANT 4005 13,DEP Orphan List,1800.0,1995.0,4.88861083984375,26.28167724609375,21.39306640625,702640.1448285322,4647889.39714171
e1426n2236,083-12120,K & D 91,DEP Orphan List,1800.0,1995.0,6.78240966796875,26.28167724609375,19.499267578125,700659.1331100344,4648084.711109922
e1426n2236,083-12537,KRIZ 6,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,702478.6054591493,4649518.50068061
e1426n2236,083-07136,COOPER 24,DEP Abandoned List,1800.0,1988.0,,26.28167724609375,,702285.2628627905,4646274.351265644
e1426n2236,083-07135,COOPER 25,DEP Abandoned List,1800.0,1988.0,,26.28167724609375,,702255.3171576548,4646288.722943759
e1426n2236,083-07139,COOPER 37,DEP Abandoned List,1800.0,1988.0,,26.28167724609375,,702222.768124509,4646243.011191182
e1426n2236,083-07137,COOPER 33,DEP Abandoned List,1800.0,1988.0,,26.28167724609375,,702245.6397220158,4646273.111581861
e1426n2236,083-07138,COOPER 36,DEP Abandoned List,1800.0,1988.0,,26.28167724609375,,702231.1034480031,4646259.139930323
e1426n2236,083-33485,DALLAS OIL LEASE S 115,Abandoned,1800.0,1976.0,,26.28167724609375,,703882.6942719973,4646290.249874746
e1426n2236,083-33062,WILLETTS SHAW 82,DEP Abandoned List,1975.0,1975.0,0.033203125,26.28167724609375,26.24847412109375,703271.4359585888,4647450.370194954
e1426n2236,083-22948,WILLIAMS 81,DEP Abandoned List,1800.0,1964.0,,26.28167724609375,,703887.6620370034,4647056.303169734
e1426n2236,083-22794,WILLETTS 72,DEP Abandoned List,1962.0,1963.0,0.00921630859375,26.28167724609375,26.2724609375,703094.2543617452,4647247.043604509
e1426n2236,083-20635,WILLETT 59,DEP Abandoned List,1800.0,1957.0,0.0269775390625,26.28167724609375,26.25469970703125,702918.3779396706,4647531.7293275045
e1426n2236,083-30297,BISETT 015,DEP Abandoned List,1973.0,1973.0,,26.28167724609375,,702343.9107381251,4646286.357031421
e1426n2236,083-20785,WILLETTS 62,DEP Abandoned List,1957.0,1957.0,0.10430908203125,26.28167724609375,26.1773681640625,702990.1189644121,4647262.40173188
e1426n2236,083-24029,BISETT 012,DEP Abandoned List,1967.0,1968.0,4.94879150390625,26.28167724609375,21.3328857421875,702770.3852421183,4647375.030933434
e1426n2236,083-29969,WILLETTS 77,DEP Abandoned List,1973.0,1973.0,0.0,26.28167724609375,26.28167724609375,703060.9180932997,4647345.217745416
e1426n2236,083-20633,WILLETT 57,DEP Abandoned List,1800.0,1957.0,0.03424072265625,26.28167724609375,26.2474365234375,702900.9497146988,4647607.466074196
e1426n2236,083-25944,RED ROCK H 5,DEP Abandoned List,1969.0,1969.0,0.05413818359375,26.28167724609375,26.2275390625,702998.6943817391,4648514.301457863
e1426n2236,083-23272,BISETT 08,DEP Abandoned List,1800.0,1965.0,21.36431884765625,26.28167724609375,4.9173583984375,702242.6651520627,4646628.083129693
e1426n2236,083-20064,LAWRY H 066,DEP Abandoned List,1956.0,1956.0,,26.28167724609375,,700756.2058321286,4649508.446286696
e1426n2236,083-33063,WILLETTS SHAW 83,DEP Abandoned List,1976.0,1975.0,0.06011962890625,26.28167724609375,26.2215576171875,703332.7967213766,4647436.791510113
e1426n2236,083-25429,SHAW 74,DEP Abandoned List,1969.0,1969.0,2.146484375,26.28167724609375,24.13519287109375,703334.9784577063,4647360.618855641
e1426n2236,083-33060,WILLETTS SHAW 80,DEP Abandoned List,1975.0,1975.0,0.012939453125,26.28167724609375,26.26873779296875,703234.1821339238,4647418.742848205
e1426n2236,083-23661,WILLIAMS 85,DEP Abandoned List,1966.0,1967.0,,26.28167724609375,,703844.395596718,4646971.157425976
e1426n2236,083-23844,BISETT 010,DEP Abandoned List,1967.0,1967.0,9.74920654296875,26.28167724609375,16.532470703125,702676.3512108866,4647463.8051636135
e1426n2236,083-33061,WILLETTS SHAW 81,DEP Abandoned List,1975.0,1975.0,0.08709716796875,26.28167724609375,26.194580078125,703194.6113487761,4647470.952443483
e1426n2236,083-22791,FARR 70,DEP Abandoned List,1962.0,1963.0,7.3843994140625,26.28167724609375,18.89727783203125,703127.3722268615,4647156.531314602
e1426n2236,083-30389,WILLETTS 79,DEP Abandoned List,1973.0,1973.0,10.45184326171875,26.28167724609375,15.829833984375,702964.9210466705,4647502.4992624605
e1426n2236,083-30370,BISETT 017,DEP Abandoned List,1973.0,1973.0,0.247802734375,26.28167724609375,26.03387451171875,702517.8392533608,4646605.365330991
e1426n2236,083-20632,WILLETT 56,DEP Abandoned List,1800.0,1957.0,0.0,26.28167724609375,26.28167724609375,702935.5906183769,4647463.54321469
e1426n2236,083-22792,FARR 71,DEP Abandoned List,1962.0,1963.0,0.400634765625,26.28167724609375,25.88104248046875,703111.2499952071,4647186.519605681
e1426n2236,083-21059,BISETT 04,DEP Abandoned List,1957.0,1958.0,0.0,26.28167724609375,26.28167724609375,702984.4429112655,4647118.548865228
e1426n2236,083-22793,FARR 73,DEP Abandoned List,1963.0,1963.0,0.228271484375,26.28167724609375,26.05340576171875,703155.6132293022,4647233.574339232
e1426n2236,083-45962,SAGE 145,DEP Abandoned List,1800.0,1901.0,,26.28167724609375,,702766.1987410985,4649527.492534231
e1426n2236,083-23896,BISSETT 011,DEP Abandoned List,1967.0,1967.0,7.27557373046875,26.28167724609375,19.006103515625,702739.0137155053,4647404.58438923
e1426n2236,083-20634,WILLETT 58,DEP Abandoned List,1800.0,1957.0,0.04058837890625,26.28167724609375,26.2410888671875,702974.5079047697,4647701.028714206
e1426n2236,083-13386,WILTSIE LEASE 7 (HMA-2),DEP Orphan List,1800.0,,11.63671875,26.28167724609375,14.64495849609375,701359.488174404,4646965.816569745
e1426n2236,083-20636,WILLETT 60,DEP Abandoned List,1800.0,1957.0,16.28948974609375,26.28167724609375,9.9921875,702944.7398653107,4647410.462563304
e1426n2236,083-29970,WILLETTS 78,DEP Abandoned List,1973.0,1973.0,6.60247802734375,26.28167724609375,19.67919921875,703011.7634209888,4647465.721138172
e1426n2236,083-24057,BISETT 013,DEP Abandoned List,1968.0,1968.0,3.21148681640625,26.28167724609375,23.0701904296875,702739.882588736,4647374.159768443
e1426n2236,083-43355,LITTLE BOYD PROPERTIES 14,DEP Abandoned List,1800.0,1984.0,5.27496337890625,26.28167724609375,21.0067138671875,703280.3262441838,4646797.958947512
e1426n2236,083-25831,SHAW 75,DEP Abandoned List,1969.0,1969.0,20.68548583984375,26.28167724609375,5.59619140625,703274.4913817674,4647343.661825306
e1426n2236,083-25832,SHAW 76,DEP Abandoned List,1970.0,1969.0,18.9581298828125,26.28167724609375,7.32354736328125,703259.675492057,4647328.012829768
e1426n2236,083-24282,BISETT 014,DEP Abandoned List,1968.0,1968.0,8.597412109375,26.28167724609375,17.68426513671875,702760.8132463599,4647710.146247123
e1426n2236,083-11920,HOWE LEASE - WARRANT 4005 68,DEP Orphan List,1800.0,1995.0,7.40765380859375,26.28167724609375,18.8740234375,700819.6858850431,4648076.916844614
e1426n2236,083-11923,HOWE LEASE - WARRANT 4005 8,DEP Orphan List,1800.0,1995.0,15.0224609375,26.28167724609375,11.25921630859375,700768.4614115526,4648535.980561405
e1426n2236,083-11918,HOWE LEASE - WARRANT 4005 64,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,700559.2937458515,4648054.440693233
e1426n2236,083-11921,HOWE LEASE - WARRANT 4005 69,DEP Orphan List,1800.0,1995.0,27.47705078125,26.28167724609375,-1.19537353515625,700813.3962672809,4648674.383606052
e1426n2236,083-11919,HOWE LEASE - WARRANT 4005 65,DEP Orphan List,1800.0,1995.0,0.06903076171875,26.28167724609375,26.212646484375,700690.4907682477,4648058.149175537
e1426n2236,083-11927,HOWE LEASE - WARRANT 4005 53,DEP Orphan List,1800.0,1995.0,9.58154296875,26.28167724609375,16.70013427734375,700714.6664571017,4647918.923245653
e1426n2236,083-11917,HOWE LEASE - WARRANT 4005 62,DEP Orphan List,1800.0,1995.0,24.16876220703125,26.28167724609375,2.1129150390625,700782.1160977816,4648589.819321128
e1426n2236,083-11930,HOWE LEASE - WARRANT 4005 74,DEP Orphan List,1800.0,1995.0,13.41851806640625,26.28167724609375,12.8631591796875,700766.5683928903,4648063.412335792
e1426n2236,083-00321,BURNS FLOOD 1 62,DEP Orphan List,1800.0,1986.0,,26.28167724609375,,702285.2628627905,4646274.351265644
e1426n2236,083-11925,HOWE LEASE - WARRANT 4005 51,DEP Orphan List,1800.0,1995.0,15.343994140625,26.28167724609375,10.93768310546875,700766.1543001548,4648292.101233613
e1426n2236,083-11924,HOWE LEASE - WARRANT 4005 49,DEP Orphan List,1800.0,1995.0,10.72412109375,26.28167724609375,15.55755615234375,700761.2995344581,4648413.87088425
e1426n2236,083-11929,HOWE LEASE - WARRANT 4005 58,DEP Orphan List,1800.0,1995.0,,26.28167724609375,,700622.50085445,4648083.675552548
e1426n2236,083-11922,HOWE LEASE - WARRANT 4005 70,DEP Orphan List,1800.0,1995.0,15.57568359375,26.28167724609375,10.70599365234375,700755.9013539244,4648654.531856409
e1426n2236,083-11926,HOWE LEASE - WARRANT 4005 52,DEP Orphan List,1800.0,1995.0,23.384521484375,26.28167724609375,2.89715576171875,700769.609495788,4648169.95861097
e1426n2236,083-00324,BURNS FLOOD 1 022,DEP Orphan List,1800.0,1986.0,,26.28167724609375,,702222.768124509,4646243.011191182
e1426n2236,083-11928,HOWE LEASE - WARRANT 4005 55,DEP Orphan List,1800.0,1995.0,21.1551513671875,26.28167724609375,5.12652587890625,700736.7577751352,4647838.758326286
e1426n2236,083-57630,FARGO 1,DEP Abandoned List,1800.0,,,26.28167724609375,,700847.125081127,4649545.469367444
e1426n2236,083-13384,WILTSIE LEASE 5 (HMA-2),DEP Orphan List,1800.0,,17.640625,26.28167724609375,8.64105224609375,701404.7110082766,4647047.333652989
e1426n2236,083-13381,WILTSIE LEASE 1 (HMA-2),DEP Orphan List,1800.0,,0.0634765625,26.28167724609375,26.21820068359375,701419.4667745873,4646939.513552426
e1426n2236,083-13387,WILTSIE LEASE 9 (HMA-2),DEP Orphan List,1800.0,,12.05657958984375,26.28167724609375,14.22509765625,701376.7009580121,4646920.520016474
e1426n2236,083-13383,WILTSIE LEASE 3 (HMA-2),DEP Orphan List,1800.0,,10.66827392578125,26.28167724609375,15.6134033203125,701410.0999244405,4646994.811836551
e1426n2236,083-13390,WILTSIE LEASE 14 (HMA-2),DEP Orphan List,1800.0,,1.62371826171875,26.28167724609375,24.657958984375,701296.1947974912,4646834.002214629
e1426n2236,083-13385,WILTSIE LEASE 6 (HMA-2),DEP Orphan List,1800.0,,11.20599365234375,26.28167724609375,15.07568359375,701399.3150472343,4646968.502005572
