block,permit,name,status,spud_year,permit_year,on_chm_min,baseline_p75,deficit,x,y
e1423n2235,083-43665,LAFFERTY 04,DEP Abandoned List,1800.0,1984.0,0.24969482421875,25.25933837890625,25.0096435546875,698681.3388535277,4648502.577618971
e1423n2235,083-36755,E B & P TR #1 06,DEP Abandoned List,1800.0,1978.0,,25.25933837890625,,697571.5216320994,4646092.533115921
e1423n2235,083-43642,LAFFERTY 0139,DEP Abandoned List,1800.0,1984.0,0.010009765625,25.25933837890625,25.24932861328125,699110.3309585267,4647084.855217941
e1423n2235,083-15181,WARRANT 3498 7,DEP Abandoned List,1800.0,,24.502227783203125,25.25933837890625,0.757110595703125,697973.061084419,4647422.874920808
e1423n2235,083-37542,E B & P TR #1 81,DEP Abandoned List,1800.0,1979.0,,25.25933837890625,,697635.8712750366,4645864.074445828
e1423n2235,083-36811,E B & P TR #1 6,DEP Abandoned List,1800.0,1978.0,,25.25933837890625,,697618.6050188362,4646099.9548908705
e1423n2235,083-43662,LAFFERTY 01,DEP Abandoned List,1800.0,1984.0,0.21148681640625,25.25933837890625,25.0478515625,698673.4405399312,4648772.836363548
e1423n2235,083-43667,LAFFERTY 06,DEP Abandoned List,1800.0,1984.0,7.8897705078125,25.25933837890625,17.36956787109375,698687.4265194408,4648308.833869732
e1423n2235,083-36810,E B & P TR #1 55,DEP Abandoned List,1800.0,1978.0,,25.25933837890625,,697585.5057748274,4645864.228827658
e1423n2235,083-37537,EB & P TR 1 13,DEP Abandoned List,1800.0,1979.0,19.02081298828125,25.25933837890625,6.238525390625,697406.8960706395,4646693.247466641
e1423n2235,083-43666,LAFFERTY 05,DEP Abandoned List,1800.0,1984.0,7.5599365234375,25.25933837890625,17.69940185546875,698685.344480996,4648415.78955524
e1423n2235,083-36786,E B & P TR #1 056,DEP Abandoned List,1800.0,1978.0,2.00897216796875,25.25933837890625,23.2503662109375,697454.1524547035,4646473.535649107
e1423n2235,083-36758,E B & P TR 1 09,DEP Abandoned List,1800.0,1978.0,,25.25933837890625,,697585.3850708411,4645925.232569355
e1423n2235,083-36756,E B & P TR #1 07,DEP Abandoned List,1800.0,1978.0,,25.25933837890625,,697579.3522181701,4646031.743805743
e1423n2235,083-37543,E B & P TR #1 84,DEP Abandoned List,1800.0,1979.0,,25.25933837890625,,697760.7068592131,4645760.870040809
e1423n2235,083-36808,E B & P TR #1 4,DEP Abandoned List,1800.0,1978.0,,25.25933837890625,,697698.4153339035,4645807.919414769
e1423n2235,083-36809,E B & P TR #1 E03,DEP Abandoned List,1800.0,1978.0,2.548095703125,25.25933837890625,22.71124267578125,697694.1950670809,4646782.027980042
e1423n2235,083-36816,E B & P TR #1 54,DEP Abandoned List,1800.0,1978.0,,25.25933837890625,,697588.2671376246,4645821.634042444
e1423n2235,083-43023,LAFFERTY 45,DEP Abandoned List,1800.0,1984.0,5.75787353515625,25.25933837890625,19.50146484375,699052.6960578101,4648914.9270747835
e1423n2235,083-43054,LAFFERTY 51,DEP Abandoned List,1800.0,1984.0,0.816162109375,25.25933837890625,24.44317626953125,698965.6276499017,4648201.612571913
e1423n2235,083-36757,E B & P TR #1 08,DEP Abandoned List,1800.0,1978.0,,25.25933837890625,,697572.3957953546,4645950.76313152
e1423n2235,083-43056,LAFFERTY 2,DEP Abandoned List,1800.0,1984.0,7.48699951171875,25.25933837890625,17.7723388671875,698765.773610915,4648244.796858551
e1423n2235,083-15184,WARRANT 3498 11,DEP Abandoned List,1800.0,,0.079254150390625,25.25933837890625,25.180084228515625,697878.2223728958,4647432.787869065
e1423n2235,083-43664,LAFFERTY 03,DEP Abandoned List,1800.0,1984.0,1.964813232421875,25.25933837890625,23.294525146484375,698707.379453894,4648511.530023903
e1423n2235,083-43059,LAFFERTY 102,DEP Abandoned List,1800.0,1984.0,1.10955810546875,25.25933837890625,24.1497802734375,698785.0399769511,4648146.212323462
e1423n2235,083-37035,E B & P TR #1 0136,DEP Abandoned List,1800.0,1978.0,20.868560791015625,25.25933837890625,4.390777587890625,697813.8024806627,4647360.206106948
e1423n2235,083-43663,LAFFERTY 02,DEP Abandoned List,1800.0,1984.0,0.1378173828125,25.25933837890625,25.12152099609375,698825.3527192888,4648622.737466397
e1423n2235,083-36812,E B & P TR #1 8,DEP Abandoned List,1800.0,1978.0,,25.25933837890625,,697644.9617977233,4645975.673735213
e1423n2235,083-43643,LAFFERTY 0140,DEP Abandoned List,1800.0,1984.0,0.0732421875,25.25933837890625,25.18609619140625,699218.0019609764,4647093.876375018
e1423n2235,083-43044,LAFFERTY 52,DEP Abandoned List,1800.0,1984.0,4.49761962890625,25.25933837890625,20.76171875,698951.7642929638,4648347.021102696
e1423n2235,083-43112,LAFFERTY 29,DEP Abandoned List,1800.0,1984.0,0.02398681640625,25.25933837890625,25.2353515625,698879.3609982773,4647737.133976749
e1423n2235,083-43111,LAFFERTY 126,DEP Abandoned List,1800.0,1984.0,0.071075439453125,25.25933837890625,25.188262939453125,698881.0883499891,4647764.2970695235
e1423n2235,083-36803,E B & P TR #1 090,DEP Abandoned List,1800.0,1978.0,,25.25933837890625,,697686.0460253468,4646034.71282032
e1423n2235,083-15183,WARRANT 3498 9,DEP Abandoned List,1800.0,,21.187225341796875,25.25933837890625,4.072113037109375,697948.6388127365,4647391.412400225
e1423n2235,083-36754,E B & P TR #1 05,DEP Abandoned List,1800.0,1978.0,9.46978759765625,25.25933837890625,15.78955078125,697577.4957865141,4646152.1506931875
e1423n2235,083-15180,WARRANT 3498 1,DEP Abandoned List,1800.0,,0.063323974609375,25.25933837890625,25.196014404296875,698010.0313383802,4647334.561794956
e1423n2235,083-11918,HOWE LEASE - WARRANT 4005 64,DEP Orphan List,1800.0,1995.0,4.02410888671875,25.25933837890625,21.2352294921875,700559.2937458515,4648054.440693233
e1423n2235,083-02061,SHANNON 54,DEP Abandoned List,1800.0,1986.0,9.19317626953125,25.25933837890625,16.066162109375,700241.6582850616,4648670.228978585
e1423n2235,083-02055,SHANNON 11,DEP Abandoned List,1800.0,1986.0,,25.25933837890625,,700126.3843659756,4649081.592440104
e1423n2235,083-11919,HOWE LEASE - WARRANT 4005 65,DEP Orphan List,1800.0,1995.0,,25.25933837890625,,700690.4907682477,4648058.149175537
e1423n2235,083-11927,HOWE LEASE - WARRANT 4005 53,DEP Orphan List,1800.0,1995.0,,25.25933837890625,,700714.6664571017,4647918.923245653
e1423n2235,083-02059,SHANNON 46,DEP Abandoned List,1800.0,1986.0,8.82415771484375,25.25933837890625,16.4351806640625,700090.9543248988,4648711.651238545
e1423n2235,083-02058,SHANNON 36,DEP Abandoned List,1800.0,1986.0,,25.25933837890625,,700151.1422884258,4648850.701756163
e1423n2235,083-02057,SHANNON 31,DEP Abandoned List,1800.0,1986.0,,25.25933837890625,,700206.7592270273,4648928.281735319
e1423n2235,083-02056,SHANNON 19,DEP Abandoned List,1800.0,1986.0,,25.25933837890625,,700081.498489797,4649046.988417095
e1423n2235,083-11929,HOWE LEASE - WARRANT 4005 58,DEP Orphan List,1800.0,1995.0,15.422607421875,25.25933837890625,9.83673095703125,700622.50085445,4648083.675552548
e1423n2235,083-02047,SHANNON 65,DEP Abandoned List,1800.0,1986.0,17.5059814453125,25.25933837890625,7.75335693359375,700135.3766569496,4648542.212757738
e1423n2235,083-11605,MURPHY 15,DEP Orphan List,1800.0,1995.0,13.58380126953125,25.25933837890625,11.675537109375,700384.1747198859,4647109.025794066
e1423n2235,083-02060,SHANNON 51,DEP Abandoned List,1800.0,1986.0,13.3634033203125,25.25933837890625,11.89593505859375,700241.319888872,4648682.2211676
e1423n2235,083-02054,SHANNON 9,DEP Abandoned List,1800.0,1986.0,,25.25933837890625,,700065.3099974309,4649082.870461408
e1423n2235,083-11928,HOWE LEASE - WARRANT 4005 55,DEP Orphan List,1800.0,1995.0,,25.25933837890625,,700736.7577751352,4647838.758326286
e1423n2238,083-23152,SHANNON ROYALTY K02,DEP Abandoned List,1964.0,1964.0,28.0665283203125,26.16558837890625,-1.90093994140625,700073.2060479617,4648802.830612289
e1423n2238,083-07526,JOHNSTON LOT 54 ZD9,DEP Orphan List,1800.0,1988.0,,26.16558837890625,,700194.1664141008,4651830.131968571
e1423n2238,083-29191,FOX BRAWLEY 65 TB 2,DEP Abandoned List,1800.0,1972.0,0.03790283203125,26.16558837890625,26.127685546875,699272.6133001586,4649701.095698059
e1423n2238,083-13298,DEP FOSTER BROOK DEP-1,DEP Abandoned List,1800.0,,0.70953369140625,26.16558837890625,25.4560546875,698388.9839366649,4649890.579228912
e1423n2238,083-44070,TATE 40,DEP Orphan List,1800.0,1984.0,3.2672119140625,26.16558837890625,22.89837646484375,697893.7864693617,4649610.935647491
e1423n2238,083-15574,LEICHNER 1,DEP Abandoned List,1800.0,,0.108978271484375,26.16558837890625,26.056610107421875,699082.8016521392,4649839.897055576
e1423n2238,083-10683,LAWTON 68,DEP Orphan List,1800.0,1995.0,1.5101318359375,26.16558837890625,24.65545654296875,699898.9277274312,4648798.030010273
e1423n2238,083-07530,JOHNSTON LOT 55 ZD23,DEP Orphan List,1800.0,1988.0,,26.16558837890625,,700641.4067043933,4651927.122198666
e1423n2238,083-07529,JOHNSTON LOT 55 ZD17,DEP Orphan List,1800.0,1988.0,,26.16558837890625,,700644.6563139521,4651812.307619719
e1423n2238,083-10687,LAWTON 18,DEP Orphan List,1800.0,1995.0,21.8057861328125,26.16558837890625,4.35980224609375,699970.3629420307,4648967.733422704
e1423n2238,083-10910,MCGILLIVRAY 29,DEP Orphan List,1800.0,1995.0,,26.16558837890625,,697898.6802249308,4650725.324524815
e1423n2238,083-12002,WHITEHEAD 05,DEP Orphan List,1800.0,1995.0,15.3250732421875,26.16558837890625,10.84051513671875,700445.9638121747,4648722.003818037
e1423n2238,083-11700,BROOKS 35,DEP Orphan List,1800.0,1995.0,,26.16558837890625,,697966.406716419,4649002.440501687
e1423n2238,083-44046,TATE 7,DEP Orphan List,1800.0,1984.0,1.9556884765625,26.16558837890625,24.20989990234375,698264.210950828,4649453.590287522
e1423n2238,083-23153,SHANNON ROYALTY KO3,DEP Abandoned List,1964.0,1964.0,,26.16558837890625,,700074.9279742851,4648741.759275431
e1423n2238,083-11699,BROOKS N6,DEP Orphan List,1800.0,1995.0,,26.16558837890625,,698123.1748833277,4649007.371774239
e1423n2238,083-23151,SHANNON ROYALTY KO1,DEP Abandoned List,1964.0,1964.0,12.811798095703125,26.16558837890625,13.353790283203125,700085.3716922433,4648909.633408682
e1423n2238,083-38671,L S GREER SONS 18,DEP Orphan List,1800.0,1980.0,,26.16558837890625,,701199.8166895297,4651293.401712207
e1423n2238,083-15525,L FOX 1,DEP Abandoned List,1800.0,,2.4830322265625,26.16558837890625,23.68255615234375,700889.5229077565,4649650.130015442
e1423n2238,083-11659,GEORGE FARM 3,DEP Orphan List,1800.0,1995.0,,26.16558837890625,,699397.4392595824,4648738.247495148
e1423n2238,083-11669,BROOKS 50,DEP Orphan List,1800.0,1995.0,12.91796875,26.16558837890625,13.24761962890625,697819.8328379695,4649333.838663269
e1423n2238,083-12111,K & D 9,DEP Orphan List,1800.0,1995.0,,26.16558837890625,,700755.9013539244,4648654.531856409
e1423n2238,083-07536,JOHNSTON LOT 55 ZD024,DEP Orphan List,1800.0,1988.0,,26.16558837890625,,700711.077541649,4651890.755238725
e1423n2238,083-10685,LAWTON 16,DEP Orphan List,1800.0,1995.0,6.19354248046875,26.16558837890625,19.9720458984375,699847.6043683266,4648994.834709563
e1423n2238,083-13358,MILLER L-10,DEP Abandoned List,1800.0,,0.012664794921875,26.16558837890625,26.152923583984375,699501.219892915,4649386.142852635
e1423n2238,083-11977,GATES 020,DEP Orphan List,1800.0,1995.0,0.027069091796875,26.16558837890625,26.138519287109375,699961.2358429723,4650071.190380556
e1423n2238,083-07528,JOHNSTON LOT 54 ZD026,DEP Orphan List,1800.0,1988.0,10.516845703125,26.16558837890625,15.64874267578125,700225.63643522,4651567.092227284
e1423n2238,083-07537,JOHNSTON LOT 55 ZD028,DEP Orphan List,1800.0,1988.0,,26.16558837890625,,700449.7949681716,4651725.893946161
e1423n2238,083-11665,BROOKS 18,DEP Orphan List,1800.0,1995.0,13.905059814453125,26.16558837890625,12.260528564453125,698182.6057189751,4649343.963070298
e1423n2238,083-11697,BROOKS 67,DEP Orphan List,1800.0,1995.0,19.52581787109375,26.16558837890625,6.6397705078125,698367.1341898867,4649014.187962447
e1423n2238,083-44077,TATE 48,DEP Orphan List,1800.0,1984.0,15.649444580078125,26.16558837890625,10.516143798828125,697878.9646403956,4649595.298007881
e1423n2238,083-10899,TUNA C 6,DEP Orphan List,1800.0,1995.0,,26.16558837890625,,698017.6936825155,4651397.955568642
e1423n2238,083-11982,WHITEHEAD 5,DEP Orphan List,1800.0,1995.0,,26.16558837890625,,700399.1315014884,4648650.5596958455
e1423n2238,083-38660,L S GREER SONS 1,DEP Orphan List,1800.0,1980.0,22.6168212890625,26.16558837890625,3.54876708984375,700946.8418288643,4650793.929069117
e1423n2238,083-13361,VAUGN 4,DEP Abandoned List,1800.0,,2.218353271484375,26.16558837890625,23.947235107421875,699410.3211637447,4649628.399176982
e1423n2238,083-07542,JOHNSTON LOT 56 ZC0114,DEP Orphan List,1800.0,1988.0,15.34228515625,26.16558837890625,10.82330322265625,700951.0635370848,4651385.140501935
e1423n2238,083-11667,BROOKS 20,DEP Orphan List,1800.0,1995.0,2.999176025390625,26.16558837890625,23.166412353515625,698036.2701900464,4649339.876846696
e1423n2238,083-38687,L S GREER SONS 34,DEP Orphan List,1800.0,1980.0,,26.16558837890625,,701126.9557537996,4650851.487788902
e1423n2238,083-10898,TUNA C 5,DEP Orphan List,1800.0,1995.0,,26.16558837890625,,698076.9567037984,4651460.730084677
e1423n2238,083-11682,BROOKS 36,DEP Orphan List,1800.0,1995.0,19.09161376953125,26.16558837890625,7.073974609375,698167.3916409923,4649179.072703975
e1423n2238,083-38676,L S GREER SONS 23,DEP Orphan List,1800.0,1980.0,,26.16558837890625,,701204.6784005028,4651332.434685264
e1423n2238,083-07527,JOHNSTON LOT 54 225,DEP Orphan List,1800.0,1988.0,,26.16558837890625,,700346.0916726043,4651857.649613982
e1423n2238,083-10900,TUNA C 7,DEP Orphan List,1800.0,1995.0,,26.16558837890625,,697896.0036672952,4651394.557951506
e1423n2238,083-13039,MCCRACKEN AX7,DEP Abandoned List,1800.0,,0.009979248046875,26.16558837890625,26.155609130859375,699645.128132653,4649420.528639659
e1423n2238,083-11668,BROOKS 25,DEP Orphan List,1800.0,1995.0,0.2249755859375,26.16558837890625,25.94061279296875,697954.070417332,4649337.582853547
e1423n2238,083-11705,BROOKS 27,DEP Orphan List,1800.0,1995.0,,26.16558837890625,,698133.5605684784,4648965.100900586
e1423n2238,083-38686,L S GREER SONS 33,DEP Orphan List,1800.0,1980.0,,26.16558837890625,,701204.3028870731,4650875.240891545
e1423n2238,083-13362,FOX-BRAWLEY 5,DEP Abandoned List,1800.0,,0.0,26.16558837890625,26.16558837890625,699441.5339929237,4649656.724863673
e1423n2238,083-13364,BRYNER-FOX DEP1,DEP Abandoned List,1800.0,,0.08734130859375,26.16558837890625,26.0782470703125,699142.9645893588,4649758.574436812
e1423n2238,083-07531,JOHNSTON LOT 55 26,DEP Orphan List,1800.0,1988.0,2.3837890625,26.16558837890625,23.78179931640625,700722.7249144138,4651371.004754506
e1423n2238,083-07571,JOHNSTON LOT 58 ZC030,DEP Orphan List,1800.0,1988.0,,26.16558837890625,,700954.9587371856,4652052.021950471
e1423n2238,083-07534,JOHNSTON LOT 55 ZD017,DEP Orphan List,1800.0,1988.0,,26.16558837890625,,700714.3251002778,4651776.05161072
e1423n2238,083-11687,BROOKS 26,DEP Orphan List,1800.0,1995.0,21.22161865234375,26.16558837890625,4.9439697265625,697997.874973713,4649128.889882531
e1423n2238,083-11694,BROOKS 48,DEP Orphan List,1800.0,1995.0,,26.16558837890625,,697919.7142100822,4649032.252930888
e1423n2238,083-07538,JOHNSTON LOT 55 ZD031,DEP Orphan List,1800.0,1988.0,,26.16558837890625,,700708.2353205166,4651982.355621898
e1423n2238,083-10897,TUNA C 4,DEP Orphan List,1800.0,1995.0,,26.16558837890625,,697924.1962103953,4651471.576979511
e1423n2238,083-10909,MCGILLIVRAY 28,DEP Orphan List,1800.0,1995.0,,26.16558837890625,,697818.8702133358,4650774.65990222
e1423n2238,083-10913,MCGILLIVRAY 31,DEP Orphan List,1800.0,1995.0,,26.16558837890625,,697805.6389637582,4650716.950162316
e1423n2238,083-42918,MELVIN 012,DEP Abandoned List,1800.0,1984.0,,26.16558837890625,,698614.2890314454,4648853.52452665
e1423n2238,083-13363,FOX BRAWLEY 6,DEP Abandoned List,1800.0,,8.341064453125,26.16558837890625,17.82452392578125,699498.327186614,4649701.327771066
e1423n2238,083-38665,L S GREER SONS 9,DEP Orphan List,1800.0,1980.0,11.6015625,26.16558837890625,14.56402587890625,700957.3935489364,4650842.902261571
e1423n2238,083-10686,LAWTON 17,DEP Orphan List,1800.0,1995.0,14.943359375,26.16558837890625,11.22222900390625,700003.434151078,4648877.208004193
e1423n2238,083-10901,TUNA C 13,DEP Orphan List,1800.0,1995.0,,26.16558837890625,,698076.9567037984,4651460.730084677
e1423n2238,083-10911,MCGILLIVRAY 30,DEP Orphan List,1800.0,1995.0,,26.16558837890625,,697855.7816402891,4650676.010248379
e1423n2238,083-11666,BROOKS 22,DEP Orphan List,1800.0,1995.0,19.556365966796875,26.16558837890625,6.609222412109375,698075.7957024853,4649340.980245823
e1423n2238,083-29190,FOX BRAWLEY 64,DEP Abandoned List,1800.0,1972.0,0.191619873046875,26.16558837890625,25.973968505859375,699331.7905515111,4649681.533115408
e1423n2238,083-38688,L S GREER SONS 35,DEP Orphan List,1800.0,1980.0,,26.16558837890625,,701180.8473497884,4650892.467071008
e1423n2238,083-07535,JOHNSTON LOT 55 ZD023,DEP Orphan List,1800.0,1988.0,,26.16558837890625,,700604.3044885156,4651887.73299007
e1423n2238,083-38685,L S GREER SONS 32,DEP Orphan List,1800.0,1980.0,0.0015869140625,26.16558837890625,26.16400146484375,701042.9231781436,4650800.319503385
e1423n2238,083-38682,L S GREER SONS 29,DEP Orphan List,1800.0,1980.0,9.14849853515625,26.16558837890625,17.01708984375,701024.7796921442,4650799.805160384
e1423n2238,083-44045,TATE 6,DEP Orphan List,1800.0,1984.0,0.25439453125,26.16558837890625,25.91119384765625,698221.4528636131,4649345.6040059235
e1423n2238,083-12110,K & D 8,DEP Orphan List,1800.0,1995.0,,26.16558837890625,,700813.3962672809,4648674.383606052
e1423n2238,083-13356,DEP FOSTER BROOK 3,DEP Abandoned List,1800.0,,0.00146484375,26.16558837890625,26.16412353515625,699342.395446883,4649611.043502947
e1423n2238,083-07575,JOHNSTON LOT 58 ZC038,DEP Orphan List,1800.0,1988.0,,26.16558837890625,,701056.4856158742,4651938.88250604
e1423n2238,083-13297,DEP FOSTER BROOK DEP-2,DEP Abandoned List,1800.0,,3.67633056640625,26.16558837890625,22.4892578125,700246.7809409408,4649966.673830249
e1423n2238,083-11662,GEORGE FARM 139,DEP Orphan List,1800.0,1995.0,,26.16558837890625,,699349.3427573716,4648820.685416815
e1423n2238,083-11688,BROOKS 49,DEP Orphan List,1800.0,1995.0,13.83538818359375,26.16558837890625,12.3302001953125,697838.63420187,4649105.667804724
e1423n2238,083-11704,BROOKS 66,DEP Orphan List,1800.0,1995.0,,26.16558837890625,,698287.5276805953,4648969.401910089
e1423n2238,083-38661,L S GREER SONS 3,DEP Orphan List,1800.0,1980.0,,26.16558837890625,,701129.2525300646,4650811.435472724
e1423n2238,083-38664,L S GREER SONS 8,DEP Orphan List,1800.0,1980.0,20.38983154296875,26.16558837890625,5.7757568359375,701020.1749143564,4650871.574750839
e1423n2238,083-15526,B FOX 1,DEP Abandoned List,1800.0,,0.0322265625,26.16558837890625,26.13336181640625,700890.5814878948,4649776.734878104
e1423n2238,083-12003,WHITEHEAD 06,DEP Orphan List,1800.0,1995.0,7.95306396484375,26.16558837890625,18.2125244140625,700320.739236624,4648724.57966577
e1423n2238,083-07541,JOHNSTON LOT 56 ZC0113,DEP Orphan List,1800.0,1988.0,,26.16558837890625,,701037.1877009056,4651678.072035052
e1423n2238,083-44044,TATE 5,DEP Orphan List,1800.0,1984.0,18.390960693359375,26.16558837890625,7.774627685546875,698220.5997122084,4649376.139627743
e1423n2238,083-31410,JOHNSTON 02,DEP Abandoned List,1975.0,1974.0,,26.16558837890625,,700440.9153470288,4652007.685870373
e1423n2238,083-31411,JOHNSTON 03,DEP Abandoned List,1975.0,1974.0,,26.16558837890625,,700154.1389282413,4652046.92325517
e1423n2238,083-56890,MILTON DANA LEASE 1,DEP Abandoned List,1800.0,,11.03173828125,26.16558837890625,15.13385009765625,700597.0504927081,4651162.527868505
e1423n2238,083-56889,MILTON DANA LEASE 3,DEP Abandoned List,1800.0,,0.019989013671875,26.16558837890625,26.145599365234375,700617.7021384643,4651326.359323293
e1423n2238,083-56891,MILTON DANA LEASE 4,DEP Abandoned List,1800.0,,0.024444580078125,26.16558837890625,26.141143798828125,700699.7253695953,4651225.775887719
e1423n2238,083-56893,MILTON DANA LEASE 5,DEP Abandoned List,1800.0,,8.263458251953125,26.16558837890625,17.902130126953125,700687.752969426,4651335.342751065
e1423n2238,083-56897,MILTON DANA LEASE 9,DEP Abandoned List,1800.0,,0.053863525390625,26.16558837890625,26.111724853515625,700583.8497490549,4651224.719486117
e1423n2238,083-56896,MILTON DANA LEASE 8,DEP Abandoned List,1800.0,,7.02972412109375,26.16558837890625,19.1358642578125,700619.1450991742,4651213.82735514
e1423n2238,083-56899,MILTON DANA LEASE 11,DEP Abandoned List,1800.0,,7.4989013671875,26.16558837890625,18.66668701171875,700650.7081470486,4651223.49960176
e1423n2238,083-56898,MILTON DANA LEASE 10,DEP Abandoned List,1800.0,,0.024261474609375,26.16558837890625,26.141326904296875,700635.0977746753,4651092.482402671
e1423n2238,083-56894,MILTON DANA LEASE 6,DEP Abandoned List,1800.0,,0.029632568359375,26.16558837890625,26.135955810546875,700716.6923005363,4651276.597230139
e1423n2238,083-56895,MILTON DANA LEASE 7,DEP Abandoned List,1800.0,,11.928680419921875,26.16558837890625,14.236907958984375,700715.936822305,4651168.55931333
e1423n2238,083-22959,DUANE VAUGHN 12,DEP Abandoned List,1960.0,1964.0,0.003143310546875,26.16558837890625,26.162445068359375,699356.4362309017,4649636.663778334
e1423n2238,083-32081,NEWELL TRACT 24,DEP Abandoned List,1800.0,1975.0,13.01953125,26.16558837890625,13.14605712890625,698806.0667806602,4651313.669912084
e1423n2238,083-23210,NEWELL TRACT 91,DEP Abandoned List,1964.0,1964.0,,26.16558837890625,,699399.8063501909,4651892.422973742
e1423n2238,083-43662,LAFFERTY 01,DEP Abandoned List,1800.0,1984.0,,26.16558837890625,,698673.4405399312,4648772.836363548
e1423n2238,083-20064,LAWRY H 066,DEP Abandoned List,1956.0,1956.0,0.001434326171875,26.16558837890625,26.164154052734375,700756.2058321286,4649508.446286696
e1423n2238,083-43023,LAFFERTY 45,DEP Abandoned List,1800.0,1984.0,0.14801025390625,26.16558837890625,26.017578125,699052.6960578101,4648914.9270747835
e1423n2238,083-44056,TATE 17,DEP Abandoned List,1800.0,1984.0,13.5361328125,26.16558837890625,12.62945556640625,698179.7401322187,4649497.013762116
e1423n2238,083-02061,SHANNON 54,DEP Abandoned List,1800.0,1986.0,,26.16558837890625,,700241.6582850616,4648670.228978585
e1423n2238,083-11921,HOWE LEASE - WARRANT 4005 69,DEP Orphan List,1800.0,1995.0,,26.16558837890625,,700813.3962672809,4648674.383606052
e1423n2238,083-02055,SHANNON 11,DEP Abandoned List,1800.0,1986.0,12.46112060546875,26.16558837890625,13.7044677734375,700126.3843659756,4649081.592440104
e1423n2238,083-02059,SHANNON 46,DEP Abandoned List,1800.0,1986.0,,26.16558837890625,,700090.9543248988,4648711.651238545
e1423n2238,083-02058,SHANNON 36,DEP Abandoned List,1800.0,1986.0,22.013763427734375,26.16558837890625,4.151824951171875,700151.1422884258,4648850.701756163
e1423n2238,083-02057,SHANNON 31,DEP Abandoned List,1800.0,1986.0,0.0,26.16558837890625,26.16558837890625,700206.7592270273,4648928.281735319
e1423n2238,083-02056,SHANNON 19,DEP Abandoned List,1800.0,1986.0,0.289642333984375,26.16558837890625,25.875946044921875,700081.498489797,4649046.988417095
e1423n2238,083-11922,HOWE LEASE - WARRANT 4005 70,DEP Orphan List,1800.0,1995.0,,26.16558837890625,,700755.9013539244,4648654.531856409
e1423n2238,083-02060,SHANNON 51,DEP Abandoned List,1800.0,1986.0,,26.16558837890625,,700241.319888872,4648682.2211676
e1423n2238,083-12906,SMITH 1,DEP Orphan List,1800.0,1996.0,0.00543212890625,26.16558837890625,26.16015625,699723.8365997865,4649437.857275963
e1423n2238,083-02054,SHANNON 9,DEP Abandoned List,1800.0,1986.0,18.79571533203125,26.16558837890625,7.369873046875,700065.3099974309,4649082.870461408
e1423n2238,083-56892,MILTON DANA LEASE 2,DEP Abandoned List,1800.0,,0.043426513671875,26.16558837890625,26.122161865234375,700722.6947321641,4651284.212756054
e1423n2238,083-57436,MILTON DANA 14 P,DEP Abandoned List,1800.0,,12.904693603515625,26.16558837890625,13.260894775390625,700638.6384591667,4650855.990970149
e1423n2238,083-57437,MILTON DANA 11 P,DEP Abandoned List,1800.0,,0.018829345703125,26.16558837890625,26.146759033203125,700586.1440342788,4651099.654243279
e1423n2238,083-57445,MILTON DANA 13 P,DEP Abandoned List,1800.0,,11.758544921875,26.16558837890625,14.40704345703125,700713.5304398814,4650864.000053493
e1423n2238,083-57439,MILTON DANA 12 P,DEP Abandoned List,1800.0,,0.100250244140625,26.16558837890625,26.065338134765625,700656.5526764469,4651339.238270994
e1423n2238,083-57438,MILTON DANA 17 P,DEP Abandoned List,1800.0,,15.4482421875,26.16558837890625,10.71734619140625,700653.3946942892,4650976.204543113
e1423n2238,083-57444,MILTON DANA 10 P,DEP Abandoned List,1800.0,,3.798248291015625,26.16558837890625,22.367340087890625,700667.6597231291,4651104.961101299
e1423n2238,083-57630,FARGO 1,DEP Abandoned List,1800.0,,0.02667236328125,26.16558837890625,26.138916015625,700847.125081127,4649545.469367444
e1423n2238,083-57624,LANDER 5,DEP Abandoned List,1800.0,,1.4813232421875,26.16558837890625,24.68426513671875,700060.9067724606,4649471.357934676
e1423n2238,083-57623,LANDER 4,DEP Abandoned List,1800.0,,0.072021484375,26.16558837890625,26.09356689453125,700013.769585038,4649460.805281433
e1423n2238,083-57626,LANDER 2,DEP Abandoned List,1800.0,,0.026153564453125,26.16558837890625,26.139434814453125,699940.411535364,4649594.979254271
e1423n2238,083-57619,FOX 21,DEP Abandoned List,1800.0,,,26.16558837890625,,700948.7986518051,4649674.145635349
e1423n2238,083-57501,JOHNSTON 99 W,DEP Abandoned List,1800.0,,,26.16558837890625,,700191.3724905294,4651929.067906667
e1423n2238,083-57622,LANDER 1,DEP Abandoned List,1800.0,,0.0,26.16558837890625,26.16558837890625,699921.4169702352,4649556.882962927
e1423n2238,083-57447,MILTON DANA 16 P,DEP Abandoned List,1800.0,,7.7545166015625,26.16558837890625,18.41107177734375,700724.2918245555,4651145.792289127
e1423n2238,083-57446,MILTON DANA 15 P,DEP Abandoned List,1800.0,,0.03277587890625,26.16558837890625,26.1328125,700617.5760078483,4650964.522789645
e1423n2238,083-57453,MILTON DANA 25 W,DEP Abandoned List,1800.0,,18.02801513671875,26.16558837890625,8.1375732421875,700751.9327087486,4650799.077025531
e1423n2238,083-57450,MILTON DANA 20 W,DEP Abandoned List,1800.0,,13.4935302734375,26.16558837890625,12.67205810546875,700671.7536254711,4651039.400259821
