block,permit,name,status,spud_year,permit_year,oldest_for,on_chm,off_chm,deficit,x,y
e1423n2235,083-11854,MIDDLEBROUGH 6,DEP Orphan List,1800.0,1995.0,,18.12824821472168,19.422025680541992,1.2937774658203125,700474.227417357,4647157.35234676
e1423n2235,083-11856,MIDDLEBROUGH 8,DEP Orphan List,1800.0,1995.0,,,,,700611.3261909531,4647161.224969316
e1423n2235,083-11859,MIDDLEBROUGH 11,DEP Orphan List,1800.0,1995.0,,23.085712432861328,20.755542755126953,-2.330169677734375,700472.506057082,4647218.312563771
e1423n2235,083-11861,MIDDLEBROUGH 13,DEP Orphan List,1800.0,1995.0,,,,,700609.6036519276,4647222.1851943135
e1423n2235,083-11864,MIDDLEBROUGH 16,DEP Orphan List,1800.0,1995.0,,18.526548385620117,20.853168487548828,2.326620101928711,700396.3315592444,4647216.161988862
e1423n2235,083-11866,MIDDLEBROUGH 19,DEP Orphan List,1800.0,1995.0,,19.670570373535156,19.301048278808594,-0.3695220947265625,700381.9419264764,4647185.19589939
e1423n2235,083-11883,MIDDLEBROUGH E 09,DEP Orphan List,1800.0,1995.0,,24.13177490234375,23.8342227935791,-0.29755210876464844,700483.5345209731,4647065.713092036
e1423n2235,083-11897,MIDDLEBROUGH E 026,DEP Orphan List,1800.0,1995.0,,22.0328426361084,21.66045379638672,-0.3723888397216797,700227.137685341,4647973.719072475
e1423n2235,083-12000,WHITEHEAD 03,DEP Orphan List,1800.0,1995.0,,21.24638557434082,21.539304733276367,0.2929191589355469,700441.0987039902,4648462.606182232
e1423n2235,083-12013,WHITEHEAD WH 12,DEP Orphan List,1800.0,1995.0,,19.312532424926758,22.706073760986328,3.3935413360595703,700441.1598361157,4648401.71012338
e1423n2235,083-23174,SHANNON ROYALTY K04,DEP Abandoned List,1964.0,1964.0,,20.430715560913086,21.178714752197266,0.7479991912841797,700080.9199845424,4648635.135212724
e1423n2235,083-23175,SHANNON ROYALTY K05,DEP Abandoned List,1965.0,1964.0,,23.165771484375,21.425533294677734,-1.7402381896972656,700096.4490967854,4648516.778267549
e1423n2235,083-11855,MIDDLEBROUGH 7,DEP Orphan List,1800.0,1995.0,,,18.928531646728516,,700535.1510281994,4647159.072925898
e1423n2235,083-11867,MIDDLEBROUGH 20,DEP Orphan List,1800.0,1995.0,,21.084945678710938,18.96785545349121,-2.1170902252197266,700384.1747198859,4647109.025794066
e1423n2235,083-11898,MIDDLEBROUGH E 027,DEP Orphan List,1800.0,1995.0,,22.0328426361084,21.66045379638672,-0.3723888397216797,700227.137685341,4647973.719072475
e1423n2235,083-10679,LAWTON 107,DEP Orphan List,1800.0,1995.0,,21.019624710083008,22.350486755371094,1.330862045288086,700169.9289919648,4648378.719223322
e1423n2235,083-10696,LAWTON 147,DEP Orphan List,1800.0,1995.0,,15.700053215026855,18.92571449279785,3.225661277770996,699440.3551182174,4648297.170553303
e1423n2235,083-10708,WILSON 9,DEP Orphan List,1800.0,1995.0,,17.914030075073242,21.800493240356445,3.886463165283203,699821.2507878953,4648307.88466483
e1423n2235,083-10711,WILSON 00,DEP Orphan List,1800.0,1995.0,,16.78432273864746,19.3172664642334,2.5329437255859375,699718.1972654836,4648167.853704046
e1423n2235,083-11851,MIDDLEBROUGH 3,DEP Orphan List,1800.0,1995.0,,,,,700613.9944069815,4647069.731546315
e1423n2235,083-11876,MIDDLEBROUGH E02,DEP Orphan List,1800.0,1995.0,,21.96181869506836,20.482948303222656,-1.4788703918457031,700457.6872282985,4647202.558564351
e1423n2235,083-11987,WHITEHEAD 41,DEP Orphan List,1800.0,1995.0,,22.124509811401367,21.396421432495117,-0.72808837890625,700242.5813836511,4648076.0582671305
e1423n2235,083-11990,WHITEHEAD WH 1,DEP Orphan List,1800.0,1995.0,,17.539752960205078,18.03867530822754,0.49892234802246094,700303.1471086566,4648263.571876736
e1423n2235,083-12003,WHITEHEAD 06,DEP Orphan List,1800.0,1995.0,,16.094608306884766,19.160139083862305,3.065530776977539,700320.739236624,4648724.57966577
e1423n2235,083-12008,WHITEHEAD 013,DEP Orphan List,1800.0,1995.0,,20.859365463256836,22.68859100341797,1.8292255401611328,700174.365691825,4648327.281426944
e1423n2235,083-10652,WILTSIE LEASE 30,DEP Orphan List,1800.0,1995.0,,24.935680389404297,23.481603622436523,-1.4540767669677734,700186.4144977673,4647255.912920226
e1423n2235,083-11857,MIDDLEBROUGH 9,DEP Orphan List,1800.0,1995.0,,,,,700702.7529834101,4647163.808970699
e1423n2235,083-11984,WHITEHEAD 10,DEP Orphan List,1800.0,1995.0,,21.105941772460938,20.927722930908203,-0.17821884155273438,700270.6871219939,4648155.862699116
e1423n2235,083-11988,WHITEHEAD 42,DEP Orphan List,1800.0,1995.0,,17.976900100708008,22.433095932006836,4.456195831298828,700307.8728871453,4648096.12553616
e1423n2235,083-11661,GEORGE FARM 138,DEP Orphan List,1800.0,1995.0,,21.027530670166016,20.356359481811523,-0.6711711883544922,699396.9439501315,4648646.665454206
e1423n2235,083-11978,WHITEHEAD 1,DEP Orphan List,1800.0,1995.0,,18.944284439086914,19.2816219329834,0.3373374938964844,700237.343391379,4648261.715000064
e1423n2235,083-11994,WHITEHEAD WH 6,DEP Orphan List,1800.0,1995.0,,21.79192543029785,20.22850227355957,-1.5634231567382812,700381.4295013644,4648460.921121111
e1423n2235,083-12004,WHITEHEAD 07,DEP Orphan List,1800.0,1995.0,,19.233179092407227,20.332271575927734,1.0990924835205078,700340.0250062273,4648581.99217413
e1423n2235,083-12120,K & D 91,DEP Orphan List,1800.0,1995.0,,16.868793487548828,18.179702758789062,1.3109092712402344,700659.1331100344,4648084.711109922
e1423n2235,083-41988,MELVIN 284,DEP Abandoned List,1800.0,1983.0,,8.385563850402832,6.086108684539795,-2.299455165863037,698194.5743652332,4648232.489737177
