component_id,area_m2,bbox_h_px,bbox_w_px,aspect_ratio_bbox,eccentricity,elongation_pca,solidity_bbox,road_prob_max,road_prob_mean,pit_prob_max,centroid_x,centroid_y,overlaps_labeled_pit,classification
464,177.0,29,31,1.0689655172413792,0.3103418967650703,1.0519395038819639,0.7875417130144605,0.3811710476875305,0.1755739450454712,0.7451171875,622080.7358757062,4595288.7379943505,False,COMPACT_OTHER_FP
466,183.5,32,31,1.032258064516129,0.3174904174776066,1.0545614483896106,0.7399193548387096,0.3931191563606262,0.17123542726039886,0.8222503662109375,619931.992506812,4595282.386239782,False,COMPACT_OTHER_FP
467,223.75,33,33,1.0,0.4443100261123387,1.1162295269367282,0.8218549127640037,0.5585073232650757,0.22913293540477753,0.7962646484375,620702.3586592178,4595279.886033519,False,ROAD_LIKE_COMPACT
468,218.25,37,30,1.2333333333333334,0.6765769279702862,1.3580093444992463,0.7864864864864864,0.5225644111633301,0.1935844123363495,0.7932891845703125,619547.3528064147,4595274.145475373,False,ROAD_LIKE_COMPACT
469,248.5,38,34,1.1176470588235294,0.4489246301423625,1.1191069738044876,0.7693498452012384,0.5336099863052368,0.20636962354183197,0.90771484375,622186.0965794768,4595272.454225352,True,TRUE_PIT_LABELED
470,266.5,40,34,1.1764705882352942,0.5389581233783675,1.187179562756092,0.7838235294117647,0.45680445432662964,0.1912282407283783,0.904754638671875,621874.7002814258,4595267.0361163225,True,TRUE_PIT_LABELED
471,9.0,6,8,1.3333333333333333,0.7765658023405143,1.5872105029970955,0.75,0.43490973114967346,0.34585392475128174,0.5440826416015625,623469.4722222222,4595274.736111111,False,ROAD_LIKE_COMPACT
472,227.5,36,36,1.0,0.4117646696929327,1.0973452617347594,0.7021604938271605,0.5993008613586426,0.3340083658695221,0.7924156188964844,623462.4774725274,4595266.0956043955,False,ROAD_LIKE_COMPACT
473,131.75,26,26,1.0,0.5088887663868661,1.161666467505881,0.7795857988165681,0.508375883102417,0.2935870587825775,0.6900787353515625,623366.0806451613,4595247.018975332,False,ROAD_LIKE_COMPACT
474,184.5,34,31,1.096774193548387,0.7131523325843576,1.4265150165508416,0.7001897533206831,0.48559969663619995,0.17477305233478546,0.6561203002929688,619771.6802168022,4595243.128726287,False,COMPACT_OTHER_FP
475,226.25,35,33,1.0606060606060606,0.46422282750657734,1.129026954313251,0.7835497835497836,0.5493988394737244,0.17971837520599365,0.918914794921875,621607.0403314917,4595226.780662984,True,TRUE_PIT_LABELED
476,185.5,27,33,1.2222222222222223,0.6406587307160838,1.302378818216143,0.8327721661054994,0.5020751953125,0.23640237748622894,0.6912918090820312,621013.5080862534,4595227.712264151,False,ROAD_LIKE_COMPACT
477,16.5,15,6,2.5,0.9281843329201899,2.6872998362598484,0.7333333333333333,0.37725386023521423,0.3064829111099243,0.5585136413574219,623501.1893939395,4595231.424242424,False,ROAD_LIKE_COMPACT
478,256.5,33,40,1.2121212121212122,0.6529488635545944,1.3203028338865066,0.7772727272727272,0.4996948540210724,0.21473991870880127,0.78973388671875,621749.7041910331,4595224.038011696,False,COMPACT_OTHER_FP
479,235.5,37,31,1.1935483870967742,0.5447988752625239,1.192510919591065,0.8212728857890148,0.24608013033866882,0.10610789060592651,0.875823974609375,621961.0732484077,4595217.825902335,True,TRUE_PIT_LABELED
480,205.75,35,30,1.1666666666666667,0.6520065049087144,1.3188899548093604,0.7838095238095238,0.46848663687705994,0.17771701514720917,0.78192138671875,621089.7563791008,4595210.901579587,False,COMPACT_OTHER_FP
481,225.25,34,34,1.0,0.36154714610632854,1.072554184525888,0.7794117647058824,0.5269913673400879,0.20648713409900665,0.8845062255859375,621332.6786903441,4595200.604328524,True,TRUE_PIT_LABELED
482,210.0,33,32,1.03125,0.4675772825388714,1.1312828957259418,0.7954545454545454,0.3640950918197632,0.12289074808359146,0.817962646484375,621472.6351190476,4595194.254166666,False,COMPACT_OTHER_FP
