epoch,tr_loss,va_loss,iou_bg,iou_plat,sec
1,0.02641302074950475,0.5903034806251526,0.10954423132326471,0.06595154283489207,11.044150829315186
2,0.014229426303735146,0.03963150316849351,0.8552650721054673,0.23008618499665986,5.949386835098267
3,0.012942740980249185,0.023669802816584706,0.9247425126086407,0.33784736206202176,5.071179628372192
4,0.013565469963046221,0.021346398629248142,0.8491448479327314,0.2776632590178155,5.1722400188446045
5,0.011503899255051063,0.015209029195830226,0.8883550030790791,0.3274122334697394,4.897777557373047
6,0.010045872499736456,0.015875709941610694,0.9518178103514249,0.3058425887239098,5.104777574539185
7,0.011712241702927994,0.012570717837661505,0.944335151254788,0.40195955697383556,4.864952087402344
8,0.011584860057784961,0.011711443425156176,0.9334554021756846,0.387396490486172,4.879526853561401
9,0.010190751331929978,0.011341819888912141,0.9627435509763185,0.5137125130455032,5.001649618148804
10,0.01019135987959229,0.012371309334412217,0.9443875079747124,0.40852481117480055,4.864546060562134
11,0.008951330020164069,0.012651683064177632,0.898554510973471,0.3458996708679239,4.814629077911377
12,0.008466831945742551,0.020664440467953682,0.958035595053246,0.4137111082658082,4.921297073364258
13,0.008721702696325688,0.01705271378159523,0.949934430163134,0.4110781154458414,4.844178676605225
14,0.009150747209787369,0.009546498535200953,0.9325771878550995,0.3902749149824767,4.845436096191406
15,0.008624751299906235,0.011932890047319233,0.9482521892828245,0.4563699298424941,4.83669114112854
16,0.008489019631479796,0.011793014593422413,0.9332489179390753,0.39829287948423336,4.872326850891113
17,0.00885973910156351,0.010764074162580073,0.9533808118149575,0.46895210039889107,4.880171537399292
18,0.008846419003720466,0.012397763901390135,0.953968596532564,0.45265916956375024,4.813791990280151
19,0.008601969967667874,0.01570301386527717,0.8765706250431882,0.30906018214252184,4.851207256317139
20,0.008692629957714906,0.012950748205184937,0.9430115448572154,0.44392051559787343,4.839967727661133
21,0.00800288848292369,0.014327572076581419,0.9456067498912876,0.42363131909964363,4.836954355239868
22,0.007317214989318297,0.011275299591943622,0.953070350837268,0.475500472878037,4.854556560516357
23,0.00790979011127582,0.011204485781490803,0.9522903701894384,0.43323887358049434,4.924775123596191
24,0.0075670146884826515,0.008980271173641086,0.9542983638555803,0.48099042936166475,4.860236883163452
25,0.0072344013919624,0.012706592213362455,0.9567354031017332,0.45246984571450793,4.888427495956421
26,0.006675776094198227,0.01053832087200135,0.9577311116443882,0.4533043572008148,4.867262840270996
27,0.0068950795281965,0.013368448242545128,0.9441184534380853,0.4683219196195288,4.844368934631348
28,0.007327788760169194,0.010292586404830217,0.9537217501030305,0.4415152663964306,4.859180927276611
29,0.005868946237919422,0.010308167547918856,0.9569124971350077,0.4744840142429792,4.9146106243133545
30,0.00644152475377688,0.013111660722643137,0.9559227018898541,0.49125536179697343,4.858231782913208
31,0.0058934316397286374,0.013407872756943107,0.9588010059158983,0.47307871762728443,4.867718935012817
32,0.005806051015567321,0.01763800671324134,0.9593948460682848,0.42424786375045265,4.832172870635986
33,0.006161175274218504,0.009834607131779194,0.9521616158582105,0.46842566391879586,4.834693193435669
34,0.006653962800135979,0.013385686557739973,0.9434221071861416,0.45982647497333073,4.877868413925171
35,0.005336559305970485,0.011137603025417775,0.9604325564485116,0.4487739764852164,4.875460863113403
36,0.005630134103389887,0.010545760858803988,0.9594444591098675,0.48374875038853465,4.873816967010498
37,0.0057384775808224315,0.011148733203299344,0.9513095324624409,0.4466300361715709,4.914546728134155
38,0.005711821015351093,0.014139079488813877,0.957791506667728,0.4713940281901153,4.840764284133911
39,0.004953663187244764,0.012956834048964083,0.9507696184799354,0.4560794831159332,4.852039813995361
40,0.005551250042537084,0.012608301360160112,0.9563689182376968,0.4612751564900623,4.8367509841918945
