epoch,tr_loss,va_loss,score,sec,iou_bg,iou_plat
1,0.02040418394160672,0.042598511609766215,0.14457423613340278,62.75472927093506,0.5866492920086801,0.14457423613340278
2,0.01663544770473471,0.016823413816315157,0.3973718791064389,48.0140118598938,0.9322884058201311,0.3973718791064389
3,0.015125024266755925,0.013011066725960484,0.3733127798176747,46.6352424621582,0.8993576249455422,0.3733127798176747
4,0.01464406079433572,0.013550430588010285,0.33758275280169614,47.77886366844177,0.8585256364912955,0.33758275280169614
5,0.013946175808086991,0.01336779648921004,0.3162746543066795,49.38013434410095,0.8646954259227825,0.3162746543066795
6,0.014198714195607373,0.012377568037697562,0.3636304485963083,47.9691903591156,0.8811752043072505,0.3636304485963083
7,0.014430054544041363,0.014760106801986694,0.3094873420336977,47.41040778160095,0.8399614082739902,0.3094873420336977
8,0.013524790133277956,0.012009809431792409,0.4089244035378953,47.07708191871643,0.9115213537313692,0.4089244035378953
9,0.0134142494867914,0.011477419916816332,0.40695455899395755,46.36730670928955,0.9007314357257148,0.40695455899395755
10,0.013100444961589975,0.012423027117081263,0.4258752075688653,44.31503462791443,0.910612248470189,0.4258752075688653
11,0.012130910127710264,0.012757517414650432,0.43436530630734754,46.787232398986816,0.91596461815147,0.43436530630734754
12,0.012748419369857471,0.01179117229939611,0.4759887001870906,47.05090832710266,0.9342222169384049,0.4759887001870906
13,0.012181961523870436,0.01361442555638927,0.4721681656455101,45.19042682647705,0.930096544642389,0.4721681656455101
14,0.012364524801691564,0.015258545400919738,0.45566377910770484,44.8852903842926,0.9408185707704497,0.45566377910770484
15,0.01174632095409414,0.010803071954460055,0.44034320694325463,48.129745960235596,0.9245777217535063,0.44034320694325463
16,0.011607534368522465,0.0103821010949711,0.42511384288872417,51.64685535430908,0.906066957092882,0.42511384288872417
17,0.01172494596371857,0.01104106817877403,0.45027608480313364,44.961437702178955,0.9186029279982898,0.45027608480313364
18,0.01132100726513622,0.011596166201073814,0.47242149648299747,43.95414066314697,0.9271673278458817,0.47242149648299747
19,0.011540515715471255,0.010650096236969586,0.4176970083522765,44.63676691055298,0.9090185589265727,0.4176970083522765
20,0.01130426209867717,0.011440578416955692,0.4768498487889058,45.730159282684326,0.9363506839408959,0.4768498487889058
21,0.011070847820239859,0.010652365611383208,0.4463472419902199,48.33817958831787,0.924100931965791,0.4463472419902199
22,0.010559981214240767,0.010474455784316416,0.4756089284130072,45.053062915802,0.9268963497222882,0.4756089284130072
23,0.010792775164680699,0.012639829319798283,0.4333738399344142,45.756654500961304,0.9074035288277731,0.4333738399344142
24,0.010648687988018187,0.010783506712565819,0.5089601623179033,45.975929498672485,0.94204847808619,0.5089601623179033
25,0.010544638449433617,0.010376644769200572,0.5118827215953684,45.389021158218384,0.943463293474623,0.5118827215953684
26,0.010385780689270737,0.012123272995705958,0.45590200217055427,43.95962738990784,0.9230321478636093,0.45590200217055427
27,0.010405983448995708,0.010419253311637375,0.5031872487171968,44.00790214538574,0.935487489902581,0.5031872487171968
28,0.01064494628763686,0.009828077974142852,0.46885111555309694,44.860718965530396,0.9312902190335499,0.46885111555309694
29,0.010157433799647082,0.009793412250777086,0.475032019363306,44.72101426124573,0.9331208125373132,0.475032019363306
30,0.009969049840807341,0.011152858328488138,0.47679053547058026,43.795387744903564,0.9246718570258955,0.47679053547058026
31,0.01024593216761087,0.012926746953140807,0.47108613050304043,44.98261284828186,0.9278716751558839,0.47108613050304043
32,0.009924975993971411,0.010694574392228215,0.46871764061167576,45.804571866989136,0.925581917459724,0.46871764061167576
33,0.009968236899182487,0.011182233967162945,0.48147246946728584,44.93435740470886,0.936116628046163,0.48147246946728584
34,0.009500953149444494,0.010344537388947275,0.508962115227748,48.49437427520752,0.9355914953299241,0.508962115227748
35,0.009447655707705192,0.01159227699800222,0.5022741743731293,44.14138054847717,0.9320496017880283,0.5022741743731293
36,0.009551086677954746,0.009799415883780629,0.5073075542624077,46.45614171028137,0.9392642575703252,0.5073075542624077
37,0.009499829934121897,0.011967786398060896,0.5219258992713299,45.087422609329224,0.9370017964126819,0.5219258992713299
38,0.009807638586677898,0.010295746951467462,0.4788345962895218,44.33666253089905,0.9371559057654009,0.4788345962895218
39,0.009742195561277466,0.01272262770820547,0.48739023929983993,44.40088152885437,0.9322880952911804,0.48739023929983993
40,0.009417497078314997,0.011406099544493136,0.4816902808451804,45.86114478111267,0.9299513624212818,0.4816902808451804
