epoch,tr_loss,va_loss,iou_bg,iou_floor,iou_wall,miou_pit,sec
1,0.015469513786956667,0.04826822876930237,0.476350160619518,0.0,0.008906948987308327,0.004453474493654163,9.668757438659668
2,0.004180443845689297,0.015998431481420994,0.9516067199176553,0.005366308912739151,0.024699036918138042,0.015032672915438597,4.798739910125732
3,0.0028705981327220797,0.005242952844128013,0.8920990483609643,0.02711768652236856,0.08612885868410225,0.05662327260323541,4.686355113983154
4,0.001859159884043038,0.0015302722458727658,0.9842490639634975,0.46816143497757845,0.3323069881623567,0.4002342115699676,4.392553091049194
5,0.0015612501767463983,0.0018840967677533627,0.9831850687146089,0.28408135821146413,0.2948720730886917,0.28947671565007793,4.373411178588867
6,0.001320253364974633,0.0009427800541743636,0.9933223376961753,0.5003846153846154,0.47473517144649907,0.4875598934155573,4.395572662353516
7,0.00115752411657013,0.0009069732041098177,0.9906982375658595,0.40034692107545533,0.41047202969483954,0.40540947538514743,4.419076919555664
8,0.0012285830394830554,0.0009160167537629604,0.9905430084646031,0.37994305599493833,0.36659763994346384,0.3732703479692011,4.343510389328003
9,0.0011723722331225873,0.001240169076481834,0.9879012374160469,0.31534954407294835,0.36786335163773837,0.34160644785534333,4.416519403457642
10,0.0013324566651135683,0.0009794073412194848,0.9942100201118523,0.5825521331547733,0.5494399312886948,0.5659960322217341,4.449026346206665
11,0.0010574915155302732,0.0008496922382619232,0.9900837243873274,0.48663879294673695,0.44023975913598323,0.4634392760413601,4.317256212234497
12,0.0010305208445060999,0.0007985563715919852,0.9939865827131344,0.5530466544911173,0.5318037416166608,0.542425198053889,4.2850024700164795
13,0.0008792625973001123,0.0008104818116407841,0.992077375403819,0.5125089349535382,0.4829494561740243,0.49772919556378126,4.302810907363892
14,0.000751157250488177,0.0005593106907326728,0.9932473798276765,0.5571725571725572,0.4811666422394841,0.5191695997060206,4.308601379394531
15,0.0008810171508230269,0.0006196269678184763,0.9938461079699034,0.586454361964566,0.521648656542056,0.554051509253311,4.320713758468628
16,0.0009161212772596627,0.0006004435563227162,0.9920403541577922,0.6433403312339632,0.47507438217256664,0.5592073567032649,4.317368507385254
17,0.0009495212987530976,0.0008370086434297264,0.9910280463751383,0.5361769982060992,0.44539769809382834,0.4907873481499638,4.384907245635986
18,0.0009147276286967099,0.0008962675929069519,0.9886538799760038,0.4956494717215662,0.4322151993231474,0.4639323355223568,4.320247650146484
19,0.0007567652966827155,0.0009007890766952187,0.9919518254799672,0.5126620139581256,0.4790766146714277,0.49586931431477665,4.346867084503174
20,0.0009092569467611611,0.0007724364113528281,0.9898317022913599,0.5611685940353013,0.45072560724578015,0.5059471006405407,4.310497999191284
21,0.0007574269402539358,0.0005537055840250105,0.9947958162538729,0.6440263865135597,0.5624574926320562,0.6032419395728079,4.286541938781738
22,0.0007572748232632876,0.0006496666901512071,0.9952678117381939,0.6781998548270022,0.5802070621580129,0.6292034584925075,4.349826335906982
23,0.0007601184246595949,0.000714715220965445,0.9917053250917647,0.6087505258729491,0.4688244698500799,0.5387874978615145,4.311616897583008
24,0.0007499183237086981,0.0008040944230742753,0.9913175706697345,0.4734308131241084,0.4318507423808283,0.45264077775246836,4.349103212356567
25,0.0007183586014434696,0.0006085644417908043,0.9923015760712096,0.6131528046421664,0.4859857035364936,0.54956925408933,4.309513092041016
26,0.0006995858682785183,0.0005869073793292046,0.9946375094081951,0.6930765480253535,0.5858330702031365,0.6394548091142449,4.280202627182007
27,0.0006651978474110365,0.0005551688373088837,0.9942052844647903,0.6064502959787712,0.5431278280542986,0.5747890620165349,4.325675010681152
28,0.0007031846791505814,0.0006565934745594859,0.9909634656340848,0.5701415701415702,0.4407021719726272,0.5054218710570987,4.297428131103516
29,0.0008096157689578831,0.0005732215067837387,0.9927880232988263,0.5676251331203408,0.48844817700428345,0.5280366550623121,4.290845632553101
30,0.0005831760063301772,0.0006446047627832741,0.9933920715439678,0.5498834992586317,0.5122368890474491,0.5310601941530404,4.311167001724243
31,0.0007004752871580422,0.0007197521335911006,0.9910895981834004,0.5766993518364634,0.49732664084238093,0.5370129963394221,4.283817291259766
32,0.000625641443184577,0.0006170347332954407,0.9940168906005467,0.6135922330097088,0.517736359537051,0.5656642962733799,4.305565357208252
33,0.0007103722891770303,0.0007047530671115965,0.9930549069189015,0.6226125137211855,0.5228135658665294,0.5727130397938575,4.335095405578613
34,0.0006560970854479819,0.0005553968949243426,0.9946847123784288,0.6350347471842799,0.5648398522298815,0.5999372997070807,4.276023864746094
35,0.0007440299668814987,0.000558455940335989,0.9937832601357692,0.6082024432809773,0.5376599762221135,0.5729312097515453,4.298296689987183
36,0.0006416554213501513,0.0005903363926336169,0.9934766247724753,0.5836273817925194,0.5074754683318465,0.5455514250621829,4.285552501678467
37,0.0006330226955469697,0.0006020227738190442,0.9942192247832209,0.6304490690032859,0.5448605177180196,0.5876547933606527,4.329807281494141
38,0.0007165914110373705,0.0007040060881990939,0.9919710237944489,0.5874379534173348,0.5149199311612169,0.5511789422892759,4.317642688751221
39,0.0006417355325538665,0.0006644660898018628,0.9941419793512597,0.6492637215528781,0.5711345157638341,0.6101991186583562,4.300238370895386
40,0.0006439100950956344,0.0006541970942635089,0.9927109274467449,0.6208393632416788,0.5092957025375188,0.5650675328895988,4.233608961105347
