pit_bottom_elev_m,rim_mean_elev_m,rim_max_elev_m,depth_from_rim_mean_m,depth_from_rim_max_m,rim_radius_m,effective_radius_m,diameter_m,aspect_ratio,rim_symmetry_std_m,volume_approx_m3,lrm5_depth_m,lrm11_depth_m,slope_inner_deg,original_index,x,y,tile,notes,max_zscore,mean_zscore,mahalanobis,iso_anomaly_score,anomaly_rank
490.1518,491.3161,492.4325,1.1643,2.2807,5.0000,5.0990,10.0000,0.1164,0.6115,30.4823,-0.4813,-0.9476,18.3774,399,621250.1250,4597219.3106,dem_9t_1m,,2.3865,1.1584,3.7520,0.5127,112
471.5875,472.8107,472.9972,1.2231,1.4096,7.0000,5.8310,14.0000,0.0874,0.1519,62.7628,-0.2944,-0.7743,12.5256,519,620433.6162,4595177.6291,dem_9t_1m,,2.1296,1.0149,3.7439,0.4753,113
537.4768,538.0944,540.0057,0.6176,2.5289,7.0000,5.8310,14.0000,0.0441,1.1205,31.6883,-0.0244,-0.1161,10.2076,553,699644.7469,4647868.8618,dem_mk5_1m,,1.5814,0.8942,3.7422,0.4584,114
390.8528,391.4077,392.2759,0.5550,1.4231,5.0000,5.6569,10.0000,0.0555,0.8625,14.5289,-0.1803,-0.4207,8.0304,537,621661.0820,4594597.3101,dem_9t_1m,,0.8690,0.3536,3.7185,0.4378,115
422.8890,423.5517,424.4521,0.6627,1.5631,7.0000,6.2037,14.0000,0.0473,0.5968,34.0028,-0.0225,-0.1508,1.9758,30,621353.7727,4595004.8814,dem_9t_1m,,2.0275,0.8264,3.7134,0.4634,116
451.1126,452.0225,452.4819,0.9099,1.3693,6.0000,5.6569,12.0000,0.0758,0.2473,34.3040,-0.4102,-0.7634,16.1007,10,622026.0465,4595901.2464,dem_9t_1m,,1.8341,0.7027,3.7047,0.4599,117
511.4667,511.7547,513.3777,0.2879,1.9110,7.0000,5.0990,14.0000,0.0206,1.2671,14.7746,-0.0902,-0.0161,7.4019,667,699368.0306,4647860.5801,dem_mk5_1m,,1.9223,1.0401,3.7021,0.4879,118
473.1094,473.8762,474.5316,0.7668,1.4222,6.5000,5.0990,13.0000,0.0590,0.7132,33.9284,-0.3475,-0.6469,12.7846,471,623081.0047,4595932.7155,dem_9t_1m,,1.3462,0.6038,3.7009,0.4569,119
505.4014,506.3137,508.1767,0.9122,2.7752,7.0000,5.7439,14.0000,0.0652,0.9712,46.8090,-0.0951,-0.5075,5.8656,643,699568.7677,4646915.1704,dem_mk5_1m,,1.9501,0.8275,3.6998,0.4361,120
437.9883,438.9222,439.5856,0.9339,1.5973,7.0000,5.6569,14.0000,0.0667,0.7064,47.9209,-0.2734,-0.5201,9.4213,327,622325.5907,4596608.3622,dem_9t_1m,,1.2739,0.5657,3.6890,0.4256,121
432.8820,434.2484,435.0162,1.3665,2.1342,7.0000,5.6569,14.0000,0.0976,0.5586,70.1165,-0.2420,-0.8918,10.1844,362,623726.0220,4595359.2757,dem_9t_1m,,2.5536,1.0295,3.6880,0.4854,122
554.2954,554.4315,556.1679,0.1360,1.8725,7.0000,5.2421,14.0000,0.0097,1.3282,6.9810,-0.0199,0.0590,2.4412,634,700297.5606,4647242.1850,dem_mk5_1m,,2.0813,1.2878,3.6799,0.5298,123
446.3855,447.3188,447.6487,0.9333,1.2631,7.0000,6.2037,14.0000,0.0667,0.1109,47.8911,-0.0980,-0.4251,4.0610,3,622020.9179,4595774.7410,dem_9t_1m,,2.0275,0.8317,3.6798,0.4687,124
571.0923,571.4413,572.9495,0.3490,1.8572,7.0000,6.0414,14.0000,0.0249,1.1849,17.9081,0.0087,0.0512,5.4020,635,700396.0297,4647234.2832,dem_mk5_1m,,1.7349,1.1286,3.6734,0.4915,125
453.0703,453.9420,454.9329,0.8718,1.8626,4.0000,5.0990,8.0000,0.1090,0.4155,14.6066,-0.4304,-0.6873,18.0032,382,623063.6426,4596358.0863,dem_9t_1m,,1.9905,1.0506,3.6685,0.4894,126
483.1483,483.3093,483.4749,0.1609,0.3265,2.5000,5.0000,5.0000,0.0322,0.1227,1.0532,-0.1214,-0.0447,6.1740,284,621384.4354,4597088.2761,dem_9t_1m,,2.2111,1.3672,3.6480,0.5271,127
537.6495,538.1918,539.7596,0.5424,2.1101,7.0000,5.2421,14.0000,0.0387,1.0602,27.8299,-0.3392,-0.4023,13.2252,656,697839.1763,4649302.1342,dem_mk5_1m,,1.3838,0.7999,3.6451,0.4749,128
490.5571,492.1306,492.3990,1.5735,1.8418,5.5000,5.8310,11.0000,0.1430,0.2418,49.8435,-0.3042,-1.1117,12.4666,472,622946.0391,4595953.3534,dem_9t_1m,,2.4950,1.1582,3.6398,0.5527,129
538.3453,538.5922,539.9292,0.2469,1.5839,7.0000,5.0990,14.0000,0.0176,0.9000,12.6684,-0.1144,-0.0755,12.0286,680,698153.1357,4649141.8635,dem_mk5_1m,,1.4261,0.9305,3.6305,0.4711,130
462.3956,463.6231,464.9918,1.2275,2.5962,7.0000,5.8310,14.0000,0.0877,1.0392,62.9883,-0.0963,-0.6789,4.4567,226,623953.6945,4594540.6376,dem_9t_1m,,2.1426,1.1525,3.6217,0.4770,131
440.0546,440.7274,440.9213,0.6729,0.8667,3.5000,5.0990,7.0000,0.0961,0.1947,8.6315,-0.2262,-0.4169,11.8785,304,619824.1420,4597374.9141,dem_9t_1m,,1.4965,0.8348,3.6126,0.4578,132
463.9255,464.2450,464.7984,0.3195,0.8729,7.0000,5.0990,14.0000,0.0228,0.3632,16.3938,-0.1237,-0.2255,6.4972,332,622521.4873,4597163.2933,dem_9t_1m,,1.2647,0.8304,3.6118,0.4589,133
397.1579,398.4850,400.1473,1.3271,2.9894,7.0000,5.9155,14.0000,0.0948,1.1624,68.0948,-0.2115,-0.8180,10.1832,191,621882.5303,4594485.7669,dem_9t_1m,,2.4370,1.2839,3.6071,0.5081,134
477.5408,478.2867,478.5847,0.7459,1.0439,3.5000,5.0000,7.0000,0.1066,0.1752,9.5687,-0.3577,-0.6157,14.3629,391,622676.4356,4596718.7588,dem_9t_1m,,1.4965,1.0492,3.5936,0.4885,135
478.6681,479.2823,480.1144,0.6143,1.4464,4.0000,5.7439,8.0000,0.0768,0.4837,10.2925,-0.2118,-0.4680,10.4228,15,621445.5176,4595592.1059,dem_9t_1m,,1.1392,0.4852,3.5933,0.4490,136
408.0246,408.8579,409.4790,0.8334,1.4544,5.0000,5.2421,10.0000,0.0833,0.5670,21.8177,-0.4245,-0.7251,12.5049,212,622304.1338,4594225.4996,dem_9t_1m,,1.9452,0.5997,3.5902,0.4446,137
571.1760,572.1965,574.2656,1.0206,3.0897,7.0000,6.0828,14.0000,0.0729,1.4156,52.3681,-0.1070,-0.4766,5.0099,555,699788.8036,4647921.7434,dem_mk5_1m,,2.4207,1.1426,3.5836,0.5005,138
436.5109,437.3513,438.3470,0.8405,1.8362,7.0000,5.5210,14.0000,0.0600,0.6984,43.1275,-0.0555,-0.5392,3.5738,66,622199.6031,4595029.4104,dem_9t_1m,,1.1013,0.6231,3.5718,0.4330,139
457.5193,458.3365,458.7255,0.8172,1.2061,5.0000,5.3852,10.0000,0.0817,0.6329,21.3934,-0.3060,-0.6481,11.5441,138,619544.8747,4595453.7844,dem_9t_1m,,1.0231,0.4785,3.5673,0.4273,140
479.1709,480.3129,480.5395,1.1419,1.3686,5.5000,5.8310,11.0000,0.1038,0.2788,36.1740,-0.0808,-0.7218,4.9107,431,619965.9868,4594671.9997,dem_9t_1m,,1.2567,0.6803,3.5513,0.4554,141
423.9532,425.3606,427.1212,1.4073,3.1680,7.0000,5.8310,14.0000,0.1005,1.3144,72.2133,-0.2727,-0.7721,12.9516,216,623024.6598,4594100.5255,dem_9t_1m,,2.6745,1.4606,3.5414,0.5427,142
487.9886,488.3239,488.8676,0.3353,0.8790,3.0000,5.3852,6.0000,0.0559,0.2580,3.1598,-0.1626,-0.1943,7.6527,178,620130.2713,4593397.8529,dem_9t_1m,,1.8538,0.8654,3.5127,0.4819,143
445.5019,445.9352,446.3742,0.4333,0.8723,6.5000,6.3246,13.0000,0.0333,0.3103,19.1705,-0.0757,-0.2444,2.0726,108,620802.1508,4595066.9050,dem_9t_1m,,2.3811,0.9211,3.5097,0.4765,144
491.3372,492.2552,493.4525,0.9180,2.1154,6.0000,5.3852,12.0000,0.0765,0.5794,34.6089,-0.3589,-0.6996,12.8997,418,619834.2971,4596135.9828,dem_9t_1m,,1.4343,0.6058,3.5070,0.4356,145
510.3566,511.0131,512.9219,0.6565,2.5653,7.0000,5.0990,14.0000,0.0469,1.1620,33.6849,-0.2367,-0.4305,9.5927,675,699881.1669,4647350.4323,dem_mk5_1m,,1.6487,0.7531,3.5055,0.4652,146
436.6527,437.8862,439.6631,1.2334,3.0104,7.0000,5.8310,14.0000,0.0881,1.0318,63.2905,-0.1808,-0.6881,8.1888,344,623842.9703,4595333.3964,dem_9t_1m,,2.3020,1.0943,3.5019,0.4811,147
483.9288,484.4500,485.0611,0.5212,1.1323,7.0000,6.4031,14.0000,0.0372,0.3171,26.7447,-0.0298,-0.1729,1.0206,95,620850.3060,4594493.9566,dem_9t_1m,,2.6109,0.9804,3.4982,0.4848,148
537.9502,537.9989,538.3728,0.0487,0.4226,3.0000,5.0000,6.0000,0.0081,0.1731,0.4590,-0.0416,0.0907,4.9844,573,700329.1679,4648578.8118,dem_mk5_1m,,1.8868,1.4989,3.4960,0.5307,149
375.7602,376.0602,377.0449,0.3000,1.2847,4.0000,5.3852,8.0000,0.0375,0.7650,5.0269,-0.0913,-0.2238,7.3832,447,622200.1252,4594168.8272,dem_9t_1m,,1.1991,0.7697,3.4947,0.4640,150
535.8087,536.6339,538.9214,0.8252,3.1128,7.0000,5.6569,14.0000,0.0589,1.7369,42.3430,-0.1663,-0.4085,9.5020,559,699977.2321,4647777.6867,dem_mk5_1m,,3.1453,0.8901,3.4906,0.4815,151
427.5803,428.1824,430.0240,0.6021,2.4436,6.0000,5.0495,12.0000,0.0502,1.2479,22.6968,-0.2891,-0.4613,11.6036,249,623903.9014,4596149.4138,dem_9t_1m,,1.8724,0.6920,3.4893,0.5084,152
446.6244,447.9195,448.4003,1.2951,1.7759,5.0000,5.0990,10.0000,0.1295,0.4557,33.9058,-0.3158,-0.9463,13.5324,446,621516.1251,4594391.9135,dem_9t_1m,,2.0567,0.9692,3.4664,0.4839,153
549.0953,549.4542,550.6610,0.3589,1.5657,7.0000,6.0000,14.0000,0.0256,1.0562,18.4154,-0.0028,0.0005,4.5800,586,699348.1240,4648926.4928,dem_mk5_1m,,1.5594,1.0314,3.4635,0.4644,154
444.0360,445.4371,446.0237,1.4011,1.9877,6.5000,5.8310,13.0000,0.1078,0.4522,61.9901,-0.4205,-1.0439,15.9196,460,622703.6253,4595188.7671,dem_9t_1m,,2.0851,1.2776,3.4620,0.5364,155
479.7135,480.8488,481.3349,1.1353,1.6214,7.0000,5.8310,14.0000,0.0811,0.2652,58.2561,-0.2203,-0.7856,11.4509,105,620594.4611,4594812.0429,dem_9t_1m,,1.8698,0.8667,3.4618,0.4559,156
606.7780,607.1789,607.4252,0.4009,0.6472,3.0000,5.0000,6.0000,0.0668,0.1518,3.7782,-0.2320,-0.2449,9.3417,597,698478.3137,4648894.8855,dem_mk5_1m,,1.8538,0.9909,3.4493,0.4910,157
529.5063,529.8557,531.4517,0.3494,1.9454,7.0000,6.0828,14.0000,0.0250,0.9386,17.9300,0.0131,0.0034,3.9535,654,700290.8744,4646946.7778,dem_mk5_1m,,1.6739,1.1079,3.4490,0.4814,158
506.1320,506.3817,506.9953,0.2496,0.8633,6.5000,5.0990,13.0000,0.0192,0.6233,11.0448,-0.1953,-0.2205,9.0384,637,700279.3256,4646843.4460,dem_mk5_1m,,1.3773,0.7422,3.4448,0.4752,159
487.8012,489.0721,489.7145,1.2709,1.9133,5.0000,5.0990,10.0000,0.1271,0.4669,33.2714,-0.3471,-0.9219,13.5205,531,622673.3236,4597479.4141,dem_9t_1m,,1.9812,0.9830,3.4400,0.4828,160
471.0005,472.3760,472.9958,1.3754,1.9953,5.5000,5.3852,11.0000,0.1250,0.5046,43.5704,-0.2246,-0.9716,10.9981,468,622720.0046,4595727.9741,dem_9t_1m,,1.9259,0.8019,3.4367,0.4821,161
466.6532,467.2361,467.4747,0.5829,0.8215,7.0000,6.3246,14.0000,0.0416,0.1903,29.9126,-0.0632,-0.2529,1.2035,540,698878.8762,4647882.8420,dem_mk5_1m,,2.3811,0.9677,3.4324,0.4827,162
466.1537,466.5636,467.8033,0.4099,1.6497,7.0000,5.3852,14.0000,0.0293,0.5182,21.0337,-0.1597,-0.3174,6.2923,392,622571.9356,4596754.1381,dem_9t_1m,,1.0636,0.5435,3.4277,0.4190,163
492.7646,493.1377,493.5573,0.3731,0.7927,3.0000,5.2421,6.0000,0.0622,0.2213,3.5162,-0.2529,-0.2445,9.9224,647,699458.1419,4647020.9335,dem_mk5_1m,,1.8538,0.9187,3.4251,0.4885,164
446.2736,447.0925,448.6173,0.8189,2.3438,6.0000,5.5210,12.0000,0.0682,0.7572,30.8733,-0.1215,-0.5685,5.7817,104,620855.8749,4594894.9222,dem_9t_1m,,1.3043,0.4318,3.4245,0.4285,165
444.3737,444.8807,446.0141,0.5070,1.6404,7.0000,6.3246,14.0000,0.0362,0.6259,26.0165,-0.0311,-0.1467,1.4360,19,621070.8450,4595728.0138,dem_9t_1m,,2.3811,0.9115,3.4198,0.4757,166
428.2118,428.7383,429.2149,0.5265,1.0031,6.5000,6.3246,13.0000,0.0405,0.3304,23.2940,-0.0463,-0.2127,0.8702,6,622203.2681,4595703.7954,dem_9t_1m,,2.3811,0.8854,3.4163,0.4804,167
440.2529,441.0593,442.0908,0.8065,1.8380,7.0000,5.0990,14.0000,0.0576,0.8966,41.3815,-0.3106,-0.5816,12.7732,187,621618.1682,4594360.6290,dem_9t_1m,,1.2033,0.7615,3.4115,0.4627,168
465.4460,466.7529,467.9544,1.3068,2.5083,6.0000,5.8310,12.0000,0.1089,0.9830,49.2661,-0.1543,-0.8397,7.8816,102,620731.0646,4594788.1291,dem_9t_1m,,1.7287,0.9522,3.4040,0.5058,169
485.8383,486.7376,487.1243,0.8993,1.2860,4.0000,5.0990,8.0000,0.1124,0.3820,15.0673,-0.4787,-0.6979,17.8502,477,622839.5736,4596085.0431,dem_9t_1m,,2.3665,1.0799,3.4022,0.4772,170
464.9714,465.7242,466.9689,0.7528,1.9975,7.0000,5.3852,14.0000,0.0538,1.2278,38.6286,-0.1748,-0.3925,8.5182,387,622586.6770,4596340.3966,dem_9t_1m,,1.8200,0.5866,3.4000,0.4280,171
431.2941,431.4335,431.6670,0.1394,0.3729,3.0000,5.0000,6.0000,0.0232,0.0967,1.3136,-0.0954,-0.0161,4.2790,441,620615.9180,4593366.5684,dem_9t_1m,,1.8538,1.3942,3.3794,0.5138,172
482.6571,482.9651,483.3169,0.3080,0.6598,3.0000,5.3852,6.0000,0.0513,0.2243,2.9024,-0.1855,-0.1921,8.8279,665,699166.2297,4647855.7174,dem_mk5_1m,,1.8538,0.9028,3.3767,0.4833,173
453.4576,454.1656,454.3973,0.7080,0.9397,3.5000,5.0000,7.0000,0.1011,0.1619,9.0824,-0.3864,-0.6029,15.3810,319,620915.6594,4595798.5689,dem_9t_1m,,1.6482,1.0790,3.3698,0.5002,174
467.1504,468.1117,468.4269,0.9614,1.2766,5.0000,5.0990,10.0000,0.0961,0.3007,25.1685,-0.1824,-0.6457,8.4361,386,622582.0908,4596443.5863,dem_9t_1m,,1.2033,0.5072,3.3693,0.4211,175
433.3972,434.3664,435.1656,0.9692,1.7685,6.5000,5.0990,13.0000,0.0746,0.6663,42.8817,-0.2814,-0.7805,12.9370,262,623440.3668,4596727.6036,dem_9t_1m,,1.2033,0.7428,3.3609,0.4499,176
500.9857,501.6281,503.3312,0.6424,2.3456,7.0000,5.0990,14.0000,0.0459,1.0327,32.9646,-0.2350,-0.4753,9.5958,658,698250.6799,4649427.9558,dem_mk5_1m,,1.3123,0.6960,3.3590,0.4591,177
450.7302,451.7249,452.5016,0.9947,1.7714,5.0000,5.3852,10.0000,0.0995,0.7915,26.0409,-0.3809,-0.8033,15.3640,245,623204.5047,4595835.9138,dem_9t_1m,,1.6057,0.7677,3.3584,0.4601,178
478.5033,478.7321,479.5931,0.2288,1.0898,7.0000,5.9155,14.0000,0.0163,0.5823,11.7383,-0.0605,-0.0068,7.8934,180,619874.0989,4593892.1806,dem_9t_1m,,1.5341,0.9269,3.3574,0.4834,179
468.2685,469.2994,469.6795,1.0309,1.4111,4.0000,5.0990,8.0000,0.1289,0.3278,17.2736,-0.3534,-0.7889,16.1696,381,622950.6253,4596331.2242,dem_9t_1m,,2.0367,1.0540,3.3526,0.4733,180
540.7650,540.9388,541.1519,0.1739,0.3869,3.0000,5.0000,6.0000,0.0290,0.0902,1.6389,-0.0961,-0.1154,3.8532,630,699715.2557,4646960.7579,dem_mk5_1m,,1.8538,1.3430,3.3499,0.5050,181
544.5998,544.6989,545.0324,0.0991,0.4326,3.5000,5.0000,7.0000,0.0142,0.0857,1.2708,-0.0594,-0.0430,2.7946,622,697638.8950,4647274.4002,dem_mk5_1m,,1.7421,1.4047,3.3414,0.5082,182
480.1000,480.8558,481.2600,0.7558,1.1600,7.0000,6.0828,14.0000,0.0540,0.1592,38.7805,-0.0694,-0.3087,4.1824,77,621589.9651,4595360.2726,dem_9t_1m,,1.6739,0.7803,3.3316,0.4444,183
483.2287,483.7176,484.1437,0.4889,0.9150,7.0000,6.3246,14.0000,0.0349,0.2008,25.0863,-0.0204,-0.1677,0.7216,437,619783.8489,4594332.2928,dem_9t_1m,,2.3811,1.0445,3.3230,0.4913,184
487.3306,488.0801,488.6717,0.7495,1.3411,7.0000,5.6569,14.0000,0.0535,0.2954,38.4579,-0.2072,-0.5864,11.4762,420,619668.8661,4595965.3103,dem_9t_1m,,1.0048,0.5129,3.3208,0.4221,185
482.2902,483.0777,484.2879,0.7876,1.9977,7.0000,5.8310,14.0000,0.0563,0.5093,40.4122,-0.0595,-0.3865,3.5027,100,620979.7025,4594554.8876,dem_9t_1m,,1.1158,0.6650,3.3205,0.4226,186
563.3188,563.5427,564.1249,0.2239,0.8061,3.5000,5.0990,7.0000,0.0320,0.2129,2.8719,-0.1228,-0.0604,4.9793,669,699651.2812,4647954.1865,dem_mk5_1m,,1.4965,1.1152,3.3149,0.4662,187
481.1041,482.4366,482.6670,1.3325,1.5628,5.5000,5.3852,11.0000,0.1211,0.1275,42.2102,-0.4538,-1.0811,18.4457,145,619936.6679,4595020.0601,dem_9t_1m,,2.1839,1.1374,3.3058,0.5331,188
465.1045,465.9490,466.7473,0.8445,1.6429,4.0000,5.0000,8.0000,0.1056,0.4276,14.1500,-0.4880,-0.7112,19.0872,506,620690.7715,4595798.4051,dem_9t_1m,,2.4389,1.0982,3.3050,0.5019,189
487.7856,488.9691,489.3568,1.1835,1.5711,5.5000,5.8310,11.0000,0.1076,0.2037,37.4897,-0.1083,-0.7776,6.4085,96,620440.8231,4594659.0601,dem_9t_1m,,1.3742,0.6962,3.2996,0.4540,190
406.2880,407.5199,408.7603,1.2319,2.4723,5.5000,5.0990,11.0000,0.1120,1.0418,39.0249,-0.3580,-0.9481,15.7319,242,623652.9703,4595859.5000,dem_9t_1m,,1.7238,1.1351,3.2913,0.5228,191
471.8723,472.9470,473.1722,1.0747,1.3000,7.0000,5.8310,14.0000,0.0768,0.1421,55.1477,-0.2721,-0.7123,11.6781,67,621890.6893,4595145.7036,dem_9t_1m,,1.6906,0.8724,3.2799,0.4634,192
454.2439,454.8655,455.8797,0.6217,1.6358,4.0000,5.0990,8.0000,0.0777,0.4062,10.4162,-0.3459,-0.5308,14.0742,263,623327.6771,4596724.3277,dem_9t_1m,,1.3336,0.7519,3.2753,0.4568,193
533.0723,533.5955,535.1078,0.5232,2.0356,7.0000,6.0000,14.0000,0.0374,1.2164,26.8465,-0.1074,-0.2109,4.5977,646,699570.5912,4647113.3243,dem_mk5_1m,,1.7904,0.8828,3.2743,0.4406,194
432.1146,432.8513,434.7648,0.7367,2.6502,7.0000,5.8310,14.0000,0.0526,1.1320,37.8002,-0.1494,-0.4727,6.3096,36,621639.8345,4594825.3804,dem_9t_1m,,1.7629,0.7468,3.2669,0.4323,195
477.8100,478.5999,479.6654,0.7900,1.8554,7.0000,6.3246,14.0000,0.0564,0.5776,40.5359,-0.0584,-0.3063,2.8536,526,620254.7541,4595617.5775,dem_9t_1m,,2.3811,0.8227,3.2660,0.4697,196
481.5261,481.9677,482.2578,0.4416,0.7317,7.0000,6.3246,14.0000,0.0315,0.1523,22.6576,-0.0399,-0.2083,1.1665,401,620705.6766,4596933.3278,dem_9t_1m,,2.3811,1.0807,3.2657,0.4887,197
517.2378,517.5405,519.2766,0.3027,2.0388,7.0000,5.3852,14.0000,0.0216,0.9725,15.5310,-0.0646,-0.1559,2.6113,576,700410.0098,4648889.4150,dem_mk5_1m,,1.3021,0.9638,3.2557,0.4532,198
394.9697,395.3084,396.7548,0.3387,1.7851,7.0000,5.6569,14.0000,0.0242,1.2424,17.3819,-0.0665,-0.1080,2.6448,189,621861.5648,4594487.0773,dem_9t_1m,,1.8579,0.9855,3.2483,0.4603,199
480.3075,481.6885,481.9841,1.3810,1.6766,5.0000,5.6569,10.0000,0.1381,0.2818,36.1532,-0.3871,-1.0739,15.8401,81,621713.1375,4595595.8071,dem_9t_1m,,2.3239,1.1182,3.2430,0.5346,200
410.5300,411.6745,412.7919,1.1445,2.2619,6.0000,5.3852,12.0000,0.0954,0.9086,43.1467,-0.1653,-0.8041,8.8273,258,623735.1945,4596881.8967,dem_9t_1m,,1.2623,0.6999,3.2295,0.4648,201
550.4930,550.9540,551.7419,0.4609,1.2489,5.0000,5.8310,10.0000,0.0461,0.6138,12.0673,-0.0870,-0.3420,3.5133,640,700251.3652,4647020.9335,dem_mk5_1m,,1.1136,0.5951,3.2294,0.4359,202
423.6037,424.2807,424.7175,0.6770,1.1138,3.5000,5.0000,7.0000,0.0967,0.2640,8.6847,-0.3931,-0.5079,14.0608,343,623317.8496,4595466.0689,dem_9t_1m,,1.7006,0.9777,3.2256,0.4886,203
437.2794,438.3153,438.4997,1.0360,1.2203,4.0000,5.0990,8.0000,0.1295,0.1139,17.3580,-0.3754,-0.8392,14.9971,294,619919.1420,4597183.6037,dem_9t_1m,,2.0563,1.1429,3.2211,0.4894,204
550.5349,551.1045,553.0204,0.5696,2.4856,7.0000,5.3852,14.0000,0.0407,1.2857,29.2298,-0.2702,-0.3690,11.1815,609,699548.7092,4648829.2394,dem_mk5_1m,,1.9708,0.7848,3.2136,0.4606,205
376.7752,377.2244,377.5979,0.4492,0.8227,6.0000,5.6569,12.0000,0.0374,0.1353,16.9363,-0.2260,-0.3159,7.3849,230,623082.6426,4594510.1721,dem_9t_1m,,1.0238,0.5683,3.1945,0.4293,206
500.4042,500.8747,502.8037,0.4705,2.3995,7.0000,5.6569,14.0000,0.0336,1.3649,24.1421,-0.1130,-0.2843,6.1072,652,699395.5350,4647149.1865,dem_mk5_1m,,2.1769,0.8491,3.1885,0.4478,207
428.6517,429.7275,430.3981,1.0759,1.7464,6.5000,5.3852,13.0000,0.0828,0.5375,47.6008,-0.4142,-0.8336,15.5533,461,622603.3839,4595385.3188,dem_9t_1m,,1.8647,0.8682,3.1864,0.4662,208
579.9005,580.9022,581.5313,1.0018,1.6309,5.0000,5.0990,10.0000,0.1002,0.7154,26.2263,-0.2886,-0.7440,10.7706,606,699884.2335,4648456.6372,dem_mk5_1m,,1.2033,0.6424,3.1781,0.4382,209
489.6351,490.0825,492.1237,0.4474,2.4886,7.0000,5.5210,14.0000,0.0320,1.3383,22.9567,-0.1377,-0.2541,4.3954,683,699253.7602,4649132.7339,dem_mk5_1m,,2.1076,0.8595,3.1753,0.4591,210
494.2643,494.9257,496.8296,0.6614,2.5652,7.0000,5.8310,14.0000,0.0472,1.1745,33.9386,-0.1333,-0.4179,4.9751,613,699376.6922,4649203.0573,dem_mk5_1m,,1.6812,0.7826,3.1729,0.4303,211
514.2401,514.4746,516.2685,0.2345,2.0284,7.0000,5.3852,14.0000,0.0167,1.3020,12.0327,-0.0422,-0.0181,2.7593,659,698521.1660,4649337.3885,dem_mk5_1m,,2.0132,1.1468,3.1706,0.4877,212
418.3834,419.5435,420.5439,1.1601,2.1605,6.5000,5.3852,13.0000,0.0892,0.8528,51.3260,-0.4026,-0.8719,14.6174,2,622322.6504,4595425.9963,dem_9t_1m,,1.7745,1.0456,3.1678,0.4835,213
582.4377,582.7916,584.5400,0.3538,2.1023,7.0000,5.3852,14.0000,0.0253,1.2372,18.1555,-0.0955,-0.0805,4.1568,628,700008.8395,4647109.0694,dem_mk5_1m,,1.8445,0.9709,3.1640,0.4544,214
438.9600,440.1501,440.6902,1.1901,1.7302,7.0000,6.0828,14.0000,0.0850,0.3498,61.0669,-0.1091,-0.6553,6.5134,237,623804.9703,4595716.0172,dem_9t_1m,,2.0318,0.9411,3.1582,0.4765,215
419.1143,420.2161,421.3587,1.1018,2.2444,5.0000,5.2421,10.0000,0.1102,0.6135,28.8444,-0.3353,-0.8316,12.6241,68,622336.8618,4595295.0829,dem_9t_1m,,1.4548,0.8268,3.1531,0.4617,216
496.4250,496.9160,497.7711,0.4910,1.3461,7.0000,6.0000,14.0000,0.0351,0.3554,25.1928,-0.1614,-0.3221,8.2896,331,622829.7460,4596968.3795,dem_9t_1m,,1.4319,0.5728,3.1511,0.4311,217
470.2734,470.9034,471.4518,0.6300,1.1784,6.0000,5.3852,12.0000,0.0525,0.3182,23.7518,-0.2860,-0.4304,11.3648,308,620559.5731,4597349.0347,dem_9t_1m,,0.8676,0.3667,3.1324,0.4080,218
561.7309,561.8799,563.3137,0.1490,1.5828,6.0000,5.0990,12.0000,0.0124,0.8532,5.6167,-0.0735,-0.1153,3.8297,598,698187.7691,4648702.8099,dem_mk5_1m,,1.5986,0.9217,3.1311,0.4790,219
476.2133,477.5418,477.8112,1.3285,1.5979,6.5000,6.0414,13.0000,0.1022,0.1591,58.7779,-0.1369,-0.8239,6.5724,134,619686.3919,4595726.0086,dem_9t_1m,,1.8999,0.9973,3.1274,0.4961,220
489.9631,490.9010,491.3474,0.9379,1.3842,6.5000,5.8310,13.0000,0.0721,0.2077,41.4977,-0.2462,-0.7411,13.0433,516,620399.2197,4594863.4739,dem_9t_1m,,1.0071,0.6761,3.1241,0.4376,221
561.9457,562.4261,563.9308,0.4803,1.9851,7.0000,5.3852,14.0000,0.0343,1.1775,24.6479,-0.1177,-0.3403,5.7916,611,699808.2543,4648800.0634,dem_mk5_1m,,1.6891,0.7204,3.1221,0.4270,222
370.9090,371.6338,372.2403,0.7248,1.3314,7.0000,6.0000,14.0000,0.0518,0.4476,37.1926,-0.2404,-0.4310,8.4094,356,623289.0220,4594659.2239,dem_9t_1m,,1.4319,0.5120,3.1121,0.4303,223
450.1029,450.9776,451.5450,0.8747,1.4420,4.0000,5.3852,8.0000,0.1093,0.4180,14.6551,-0.3089,-0.7094,13.8934,320,620804.2801,4595727.4827,dem_9t_1m,,1.4285,0.7713,3.0988,0.4562,224
437.3894,438.3771,438.5570,0.9877,1.1675,4.0000,5.0990,8.0000,0.1235,0.1270,16.5491,-0.3536,-0.7484,14.8026,293,619917.1765,4597174.4313,dem_9t_1m,,1.8684,1.0739,3.0926,0.4730,225
479.4070,480.3294,480.7232,0.9225,1.3163,4.0000,5.0990,8.0000,0.1153,0.3776,15.4559,-0.4620,-0.7329,19.1414,301,619549.9523,4596745.9484,dem_9t_1m,,2.2369,1.1122,3.0913,0.4843,226
