pit_bottom_elev_m,rim_mean_elev_m,rim_max_elev_m,depth_from_rim_mean_m,depth_from_rim_max_m,rim_radius_m,effective_radius_m,diameter_m,aspect_ratio,rim_symmetry_std_m,volume_approx_m3,lrm5_depth_m,lrm11_depth_m,slope_inner_deg,original_index,x,y,tile,notes,max_zscore,mean_zscore,mahalanobis,iso_anomaly_score,anomaly_rank
487.3680,488.2379,488.5932,0.8699,1.2252,7.0000,5.9155,14.0000,0.0621,0.2300,44.6355,-0.1961,-0.5793,9.8156,528,620059.5127,4595304.4050,dem_9t_1m,,1.1846,0.6115,2.6952,0.4322,342
489.2010,489.6700,489.9789,0.4690,0.7779,7.0000,5.6569,14.0000,0.0335,0.1513,24.0638,-0.1567,-0.3496,7.0355,200,620281.4524,4593873.9996,dem_9t_1m,,1.0393,0.6412,2.6919,0.4363,343
482.6693,483.0802,484.4133,0.4109,1.7441,7.0000,6.0414,14.0000,0.0294,0.8072,21.0869,-0.0043,-0.0833,2.1737,333,621774.5906,4597248.1382,dem_9t_1m,,1.5529,0.9868,2.6887,0.4603,344
484.2973,485.4357,485.7507,1.1385,1.4535,6.0000,5.6569,12.0000,0.0949,0.2369,42.9189,-0.3517,-0.8457,15.2456,116,620187.5989,4595179.2671,dem_9t_1m,,1.3785,0.8211,2.6784,0.4589,345
563.1444,563.6462,565.2945,0.5018,2.1501,7.0000,5.3852,14.0000,0.0358,0.9623,25.7472,-0.0978,-0.2571,5.8132,621,697543.4651,4647261.0279,dem_mk5_1m,,1.1290,0.7161,2.6764,0.4196,346
470.0867,470.1799,470.5963,0.0933,0.5097,3.5000,5.0990,7.0000,0.0133,0.2223,1.1964,0.0022,0.0548,4.8802,271,623043.9874,4597447.9658,dem_9t_1m,,1.7587,1.3754,2.6698,0.5113,347
513.7388,514.3439,515.8757,0.6051,2.1369,7.0000,5.8310,14.0000,0.0432,0.9215,31.0494,-0.1771,-0.2860,9.9059,594,697965.9097,4649334.3494,dem_mk5_1m,,1.0226,0.6328,2.6689,0.4192,348
546.5505,547.0385,548.5768,0.4879,2.0262,7.0000,5.6569,14.0000,0.0349,1.1979,25.0362,-0.0614,-0.1024,5.9194,565,700620.9282,4648105.9170,dem_mk5_1m,,1.7423,0.8432,2.6607,0.4390,349
545.1146,545.3976,547.0739,0.2830,1.9592,7.0000,5.5210,14.0000,0.0202,1.2281,14.5225,-0.0406,-0.0439,4.5290,610,699790.6271,4648888.1993,dem_mk5_1m,,1.8207,1.0140,2.6605,0.4606,350
547.4230,547.5499,547.8765,0.1270,0.4536,3.5000,5.0990,7.0000,0.0181,0.2289,1.6286,-0.0623,0.0246,5.4310,546,699599.7672,4647912.0180,dem_mk5_1m,,1.6619,1.2916,2.6603,0.4946,351
548.0825,548.2935,548.8701,0.2110,0.7877,3.5000,5.2421,7.0000,0.0301,0.3130,2.7067,-0.0808,-0.0797,3.5049,653,699905.5077,4646972.3068,dem_mk5_1m,,1.4965,1.1163,2.6586,0.4782,352
476.8108,477.2950,478.3575,0.4843,1.5468,6.5000,5.6569,13.0000,0.0373,0.4354,21.4253,-0.0696,-0.2696,3.4454,182,621159.5474,4593905.6117,dem_9t_1m,,1.1275,0.5772,2.6578,0.4189,353
480.1625,480.7520,481.2386,0.5895,1.0761,7.0000,6.2037,14.0000,0.0421,0.2168,30.2477,-0.0146,-0.2747,2.0487,98,620567.5990,4594685.2670,dem_9t_1m,,2.0275,0.9052,2.6562,0.4654,354
414.4100,414.7639,415.5486,0.3539,1.1386,5.5000,5.6569,11.0000,0.0322,0.6686,11.2102,-0.0681,-0.2510,2.9356,69,622319.8273,4595545.0312,dem_9t_1m,,1.2315,0.6364,2.6514,0.4363,355
524.9116,525.8063,527.0202,0.8947,2.1086,7.0000,5.6569,14.0000,0.0639,1.0834,45.9102,-0.1524,-0.4914,6.4278,685,700335.7874,4648669.4910,dem_mk5_1m,,1.4442,0.6714,2.6481,0.4239,356
461.9407,463.0491,463.7516,1.1084,1.8109,6.0000,5.3852,12.0000,0.0924,0.5277,41.7856,-0.3904,-0.8459,16.3964,151,619692.2885,4594655.4566,dem_9t_1m,,1.6798,0.8181,2.6376,0.4514,357
450.7576,451.8126,452.6358,1.0550,1.8782,5.0000,5.3852,10.0000,0.1055,0.6657,27.6204,-0.3700,-0.8321,17.1195,328,622452.3666,4596604.7587,dem_9t_1m,,1.6614,0.8275,2.6368,0.4583,358
444.2500,444.8456,445.7534,0.5956,1.5034,5.5000,5.8310,11.0000,0.0541,0.4822,18.8667,-0.0438,-0.4043,3.4070,512,621625.0475,4594949.6291,dem_9t_1m,,1.1353,0.4141,2.6364,0.4242,359
476.5511,477.3648,479.0723,0.8136,2.5211,7.0000,6.0000,14.0000,0.0581,1.0042,41.7495,-0.0829,-0.3711,7.0501,592,697950.1060,4649554.3853,dem_mk5_1m,,1.5698,0.8202,2.6288,0.4406,360
480.2534,481.3107,481.9476,1.0573,1.6942,5.0000,5.0990,10.0000,0.1057,0.6340,27.6796,-0.3363,-0.8217,13.7461,270,623048.9012,4597379.5003,dem_9t_1m,,1.3163,0.7829,2.6268,0.4421,361
436.3494,437.3770,438.0077,1.0275,1.6583,5.5000,5.0990,11.0000,0.0934,0.5246,32.5497,-0.3624,-0.8363,17.4763,508,620943.6681,4595328.3188,dem_9t_1m,,1.7342,0.7642,2.6245,0.4498,362
485.2981,486.1208,486.9569,0.8227,1.6588,7.0000,6.0000,14.0000,0.0588,0.6714,42.2161,-0.0953,-0.3339,5.2187,385,622734.0908,4596304.6897,dem_9t_1m,,1.4319,0.6640,2.6229,0.4216,363
481.6884,482.3031,482.7690,0.6147,1.0805,7.0000,5.8310,14.0000,0.0439,0.2130,31.5396,-0.1698,-0.4422,8.4783,396,621753.6251,4597271.3968,dem_9t_1m,,1.0048,0.5198,2.6190,0.4215,364
554.5098,555.1028,556.8525,0.5931,2.3428,7.0000,5.5210,14.0000,0.0424,1.0584,30.4325,-0.1525,-0.2762,7.4462,603,699389.4567,4648370.9326,dem_mk5_1m,,1.3790,0.6410,2.6160,0.4241,365
540.6832,541.0805,541.9100,0.3973,1.2268,4.5000,5.6569,9.0000,0.0441,0.4350,8.4259,-0.0947,-0.2867,5.4622,596,698367.0801,4649246.8213,dem_mk5_1m,,1.0032,0.6358,2.6060,0.4217,366
483.1604,484.2061,484.5034,1.0457,1.3429,5.5000,5.8310,11.0000,0.0951,0.2049,33.1240,-0.1181,-0.6848,6.8972,13,621437.5398,4595862.7820,dem_9t_1m,,0.9842,0.5605,2.6048,0.4334,367
487.2505,487.8158,488.9403,0.5653,1.6898,6.5000,5.3852,13.0000,0.0435,0.5237,25.0129,-0.1848,-0.3911,7.7536,113,620035.2713,4595175.9912,dem_9t_1m,,0.6475,0.3276,2.6013,0.4071,368
553.3172,553.7925,555.2974,0.4753,1.9802,7.0000,5.8310,14.0000,0.0340,1.1968,24.3911,-0.0740,-0.1470,6.7026,547,699536.5525,4647964.2917,dem_mk5_1m,,1.7393,0.8547,2.5998,0.4339,369
432.9992,433.8253,435.3843,0.8262,2.3851,7.0000,5.3852,14.0000,0.0590,1.1267,42.3931,-0.2949,-0.5315,12.6445,208,621615.8751,4593155.9305,dem_9t_1m,,1.5568,0.7915,2.5995,0.4474,370
420.3101,420.7410,421.3137,0.4309,1.0036,3.5000,5.0990,7.0000,0.0616,0.2289,5.5282,-0.2110,-0.2907,8.0715,254,623741.0910,4596659.7932,dem_9t_1m,,1.4965,0.7922,2.5952,0.4387,371
483.1347,483.7330,483.8884,0.5983,0.7537,6.0000,6.0828,12.0000,0.0499,0.1361,22.5553,-0.0637,-0.3264,3.1138,154,619823.9782,4594534.2497,dem_9t_1m,,1.6739,0.7050,2.5794,0.4536,372
490.0857,490.5359,490.9829,0.4503,0.8973,3.5000,5.3852,7.0000,0.0643,0.2865,5.7764,-0.1606,-0.2973,8.3390,376,622700.3494,4596587.7242,dem_9t_1m,,1.4965,0.6848,2.5753,0.4480,373
431.7551,432.1144,432.8367,0.3593,1.0816,7.0000,5.3852,14.0000,0.0257,0.5672,18.4374,-0.1584,-0.2630,7.6834,482,623331.2806,4596472.2501,dem_9t_1m,,1.1761,0.6085,2.5707,0.4288,374
480.5816,480.9991,481.2853,0.4175,0.7037,5.5000,5.0990,11.0000,0.0380,0.3350,13.2258,-0.1783,-0.3369,7.2090,489,620618.2111,4596049.3362,dem_9t_1m,,1.2033,0.5564,2.5683,0.4276,375
471.6636,472.9247,473.6649,1.2611,2.0013,5.5000,5.3852,11.0000,0.1146,0.4556,39.9500,-0.3374,-0.9392,13.8369,433,619819.5558,4594659.8790,dem_9t_1m,,1.6928,0.8583,2.5673,0.4581,376
478.4558,479.6092,479.9732,1.1534,1.5174,5.0000,5.3852,10.0000,0.1153,0.3229,30.1963,-0.2569,-0.8712,11.5411,75,621609.2926,4595227.9277,dem_9t_1m,,1.6156,0.6906,2.5670,0.4428,377
469.9199,470.3900,470.8880,0.4701,0.9681,5.0000,5.8310,10.0000,0.0470,0.3494,12.3062,-0.0558,-0.3324,3.7851,170,619878.6851,4593772.9392,dem_9t_1m,,1.0582,0.6694,2.5636,0.4288,378
407.7551,408.1665,408.6700,0.4114,0.9150,3.5000,5.0990,7.0000,0.0588,0.4876,5.2780,-0.1953,-0.2268,8.3894,194,622435.8235,4594219.4393,dem_9t_1m,,1.4965,0.7605,2.5625,0.4551,379
475.1004,475.8976,476.4249,0.7971,1.3245,5.5000,5.3852,11.0000,0.0725,0.6363,25.2519,-0.2354,-0.5970,11.4106,47,621874.7528,4595267.0097,dem_9t_1m,,0.5086,0.2781,2.5615,0.4068,380
440.6774,441.3627,441.9634,0.6852,1.2859,4.0000,5.3852,8.0000,0.0857,0.4417,11.4813,-0.2347,-0.5291,12.4143,240,623798.4186,4595876.5345,dem_9t_1m,,1.1392,0.5609,2.5601,0.4270,381
528.7619,529.3353,530.3635,0.5734,1.6016,7.0000,5.8310,14.0000,0.0410,0.9321,29.4209,-0.0656,-0.2434,2.9320,574,700230.6988,4648569.6943,dem_mk5_1m,,1.2322,0.7520,2.5601,0.4216,382
498.4668,499.1510,499.3717,0.6842,0.9049,4.5000,5.0000,9.0000,0.0760,0.1143,14.5084,-0.1940,-0.4824,10.1700,164,620253.4438,4594393.3876,dem_9t_1m,,1.4929,0.5997,2.5558,0.4303,383
467.1060,467.3553,467.9080,0.2493,0.8020,6.5000,5.3852,13.0000,0.0192,0.3783,11.0313,-0.0535,-0.1974,3.1445,172,619841.6678,4593654.3530,dem_9t_1m,,1.3780,0.8729,2.5554,0.4517,384
442.1180,443.1929,444.2596,1.0749,2.1416,7.0000,6.0828,14.0000,0.0768,0.6908,55.1555,-0.1129,-0.5364,5.3288,9,622171.9266,4595919.1965,dem_9t_1m,,1.6910,0.8906,2.5511,0.4606,385
490.4812,491.7014,492.1157,1.2202,1.6345,5.5000,5.3852,11.0000,0.1109,0.2087,38.6536,-0.3422,-0.9625,15.1664,375,622827.4529,4596610.0001,dem_9t_1m,,1.7736,0.8741,2.5481,0.4690,386
435.0799,436.1409,436.8204,1.0610,1.7406,7.0000,5.8310,14.0000,0.0758,0.5902,54.4430,-0.1892,-0.6476,10.2016,24,621220.7140,4595190.0808,dem_9t_1m,,1.6499,0.6922,2.5471,0.4333,387
459.5285,460.3966,460.8749,0.8681,1.3464,7.0000,5.6569,14.0000,0.0620,0.4311,44.5431,-0.2367,-0.5952,9.7766,505,620751.3749,4595844.5948,dem_9t_1m,,1.0792,0.5111,2.5460,0.4201,388
473.1848,474.0094,474.7046,0.8245,1.5197,6.5000,6.0828,13.0000,0.0634,0.5812,36.4803,-0.0247,-0.4435,1.3814,196,621247.1767,4593799.3099,dem_9t_1m,,1.6739,0.6246,2.5433,0.4701,389
470.3592,471.0956,472.0867,0.7364,1.7275,6.5000,5.8310,13.0000,0.0566,0.9015,32.5795,-0.0793,-0.4322,4.8394,76,621482.5168,4595333.0829,dem_9t_1m,,0.9707,0.5383,2.5412,0.4244,390
473.7046,474.0458,474.3298,0.3412,0.6252,4.5000,5.0990,9.0000,0.0379,0.2407,7.2351,-0.0489,-0.1952,3.2531,140,619649.0471,4595294.5774,dem_9t_1m,,1.2679,0.9749,2.5353,0.4489,391
450.3047,450.7542,451.3574,0.4495,1.0526,3.5000,5.0990,7.0000,0.0642,0.2489,5.7666,-0.2098,-0.3126,9.6283,150,619563.2195,4594642.0256,dem_9t_1m,,1.4965,0.7593,2.5343,0.4409,392
483.7578,484.3601,484.9280,0.6023,1.1702,7.0000,5.6569,14.0000,0.0430,0.3632,30.9054,-0.2314,-0.4041,8.6846,490,620488.4869,4596040.1638,dem_9t_1m,,1.0048,0.4732,2.5306,0.4187,393
426.9664,427.9830,428.3396,1.0166,1.3732,4.5000,5.3852,9.0000,0.1130,0.2544,21.5578,-0.2519,-0.7677,12.4557,74,621330.5167,4595068.0656,dem_9t_1m,,1.5413,0.7169,2.5305,0.4274,394
488.8710,489.5340,489.7960,0.6630,0.9249,5.0000,5.0990,10.0000,0.0663,0.1190,17.3572,-0.3095,-0.5511,11.7163,400,620986.4181,4597061.7416,dem_9t_1m,,1.2033,0.5997,2.5301,0.4317,395
466.4254,466.8928,467.1808,0.4674,0.7555,6.5000,6.0828,13.0000,0.0360,0.1725,20.6814,-0.0535,-0.2408,1.5669,538,698840.5827,4647912.0180,dem_mk5_1m,,1.6739,0.9073,2.5221,0.4645,396
420.5182,420.7387,421.8492,0.2206,1.3310,7.0000,5.6569,14.0000,0.0158,0.6615,11.3170,-0.0204,-0.1082,3.3939,7,622277.3478,4595709.2089,dem_9t_1m,,1.4847,0.9299,2.5209,0.4632,397
510.7427,510.9804,512.0392,0.2376,1.2965,6.0000,5.3852,12.0000,0.0198,0.5429,8.9588,-0.0308,-0.1528,3.6927,663,699267.7380,4647968.1667,dem_mk5_1m,,1.3586,0.7405,2.5185,0.4478,398
436.6122,436.7698,437.1114,0.1576,0.4992,6.0000,5.6569,12.0000,0.0131,0.1816,5.9423,-0.0936,-0.0957,3.5174,73,621084.4994,4595454.2898,dem_9t_1m,,1.5738,0.9657,2.5182,0.4764,399
487.5785,488.4790,488.8915,0.9005,1.3130,6.5000,6.0828,13.0000,0.0693,0.2387,39.8410,-0.0679,-0.4925,1.9166,107,620465.0645,4594799.2670,dem_9t_1m,,1.6739,0.7207,2.5157,0.4594,400
476.0581,476.7878,477.4285,0.7297,1.3704,5.0000,5.8310,10.0000,0.0730,0.2870,19.1029,-0.1206,-0.5166,7.0916,228,623568.4531,4594509.8445,dem_9t_1m,,0.9374,0.3960,2.5146,0.4117,401
484.9212,485.4142,486.0912,0.4929,1.1700,5.5000,5.7439,11.0000,0.0448,0.2082,15.6146,-0.0947,-0.3601,6.3488,162,620086.0472,4594650.2152,dem_9t_1m,,0.8342,0.4864,2.5062,0.4078,402
440.0144,441.1170,442.4556,1.1026,2.4412,7.0000,6.0000,14.0000,0.0788,0.9528,56.5789,-0.2220,-0.6326,11.8402,37,621870.0516,4594701.1544,dem_9t_1m,,1.7731,0.9976,2.5046,0.4704,403
461.7487,462.3419,463.8189,0.5931,2.0702,6.0000,5.3852,12.0000,0.0494,0.8138,22.3597,-0.1540,-0.3997,7.2491,224,623951.4014,4594619.5859,dem_9t_1m,,0.8948,0.3844,2.5032,0.4194,404
458.2193,459.0661,460.1303,0.8469,1.9110,7.0000,5.3852,14.0000,0.0605,0.7569,43.4548,-0.2801,-0.5341,11.9963,297,619677.3833,4596895.6553,dem_9t_1m,,1.0164,0.6246,2.4977,0.4277,405
486.5000,487.2691,487.7641,0.7691,1.2641,6.5000,5.3852,13.0000,0.0592,0.3541,34.0297,-0.2350,-0.6090,12.1254,421,619552.2454,4596000.0345,dem_9t_1m,,0.6475,0.4438,2.4976,0.4192,406
468.9087,469.3441,469.6660,0.4355,0.7574,6.5000,6.0828,13.0000,0.0335,0.2138,19.2677,-0.0373,-0.2581,1.6434,283,621494.5044,4597212.4313,dem_9t_1m,,1.6739,0.9246,2.4962,0.4639,407
491.8600,492.7961,493.4080,0.9362,1.5480,7.0000,5.8310,14.0000,0.0669,0.4228,48.0367,-0.1153,-0.5866,5.4818,475,622963.7288,4596069.9741,dem_9t_1m,,1.2806,0.6392,2.4958,0.4187,408
360.9144,361.9066,362.3876,0.9922,1.4732,5.5000,5.0990,11.0000,0.0902,0.3476,31.4312,-0.2876,-0.7803,14.3585,215,622805.8322,4594392.4048,dem_9t_1m,,1.2033,0.6284,2.4927,0.4327,409
460.7520,461.3481,461.6656,0.5961,0.9137,5.0000,5.0990,10.0000,0.0596,0.3450,15.6059,-0.1430,-0.4134,5.9294,253,623874.4186,4596531.3794,dem_9t_1m,,1.2033,0.4892,2.4920,0.4067,410
469.9374,470.8050,471.1215,0.8676,1.1841,6.5000,6.0828,13.0000,0.0667,0.2620,38.3841,-0.0671,-0.4641,2.6980,119,620408.3921,4595559.2671,dem_9t_1m,,1.6739,0.6865,2.4880,0.4513,411
578.6405,579.3620,581.2355,0.7215,2.5950,7.0000,5.3852,14.0000,0.0515,1.3472,37.0219,-0.2137,-0.4135,10.8117,567,700155.3274,4648084.0350,dem_mk5_1m,,2.1308,0.7324,2.4867,0.4544,412
423.7545,423.9418,424.4894,0.1874,0.7350,4.0000,5.3852,8.0000,0.0234,0.2977,3.1395,-0.0462,-0.1262,4.3630,88,622449.2238,4595594.4967,dem_9t_1m,,1.4883,1.0409,2.4772,0.4585,413
480.5718,481.1161,481.3722,0.5444,0.8004,6.0000,5.8310,12.0000,0.0454,0.1465,20.5224,-0.1921,-0.4049,8.6944,79,621473.9995,4595482.7898,dem_9t_1m,,1.0056,0.4726,2.4770,0.4251,414
527.7296,528.3369,530.1414,0.6074,2.4119,7.0000,5.8310,14.0000,0.0434,1.2710,31.1653,-0.0842,-0.2639,4.5271,558,700081.1717,4647782.5494,dem_mk5_1m,,1.9324,0.8867,2.4763,0.4379,415
416.2978,416.5974,417.5303,0.2996,1.2325,7.0000,5.6569,14.0000,0.0214,0.4601,15.3744,-0.0768,-0.2029,4.2589,442,620629.0214,4593208.6719,dem_9t_1m,,1.3088,0.7845,2.4736,0.4319,416
494.7617,495.4170,497.0190,0.6552,2.2572,7.0000,5.8310,14.0000,0.0468,1.1382,33.6223,-0.0291,-0.3141,4.2533,644,699522.5723,4646958.9344,dem_mk5_1m,,1.5869,0.8531,2.4721,0.4327,417
400.7482,401.1485,401.5452,0.4002,0.7969,3.5000,5.0990,7.0000,0.0572,0.3590,5.1343,-0.2483,-0.2423,10.8798,340,623481.3151,4595805.7758,dem_9t_1m,,1.4965,0.8723,2.4650,0.4513,418
487.1591,487.6700,487.8967,0.5110,0.7377,4.0000,5.0990,8.0000,0.0639,0.2039,8.5611,-0.1500,-0.4022,9.1350,133,619568.7885,4595865.5603,dem_9t_1m,,1.2033,0.6712,2.4548,0.4216,419
469.8436,470.9925,472.1477,1.1490,2.3041,7.0000,5.7439,14.0000,0.0821,0.7454,58.9560,-0.1916,-0.6495,9.3540,16,621309.0399,4595758.5004,dem_9t_1m,,1.9101,0.8334,2.4529,0.4388,420
492.4156,492.9611,494.1707,0.5454,1.7551,5.5000,5.6569,11.0000,0.0496,0.7295,17.2783,-0.0914,-0.3813,4.8607,617,697920.9300,4647368.0067,dem_mk5_1m,,0.8388,0.4196,2.4522,0.4162,421
528.3115,528.9487,530.5153,0.6371,2.2038,7.0000,5.8310,14.0000,0.0455,1.0402,32.6937,-0.1396,-0.3408,3.4484,551,699467.8673,4647874.3323,dem_mk5_1m,,1.3318,0.7545,2.4481,0.4240,422
423.3154,423.9770,424.4304,0.6615,1.1150,4.5000,5.3852,9.0000,0.0735,0.5020,14.0282,-0.2304,-0.5370,10.8269,35,621734.1437,4594710.2719,dem_9t_1m,,0.7818,0.4334,2.4464,0.4063,423
352.8680,353.6449,354.0812,0.7769,1.2133,7.0000,5.8310,14.0000,0.0555,0.3065,39.8657,-0.0886,-0.4680,5.8718,217,622443.1942,4594054.3358,dem_9t_1m,,1.0048,0.5944,2.4400,0.4121,424
474.2161,474.9271,475.2538,0.7110,1.0378,7.0000,6.0000,14.0000,0.0508,0.2118,36.4817,-0.0899,-0.3645,4.8016,126,620299.6334,4595556.9740,dem_9t_1m,,1.4319,0.7042,2.4395,0.4319,425
439.8372,440.8423,441.6472,1.0051,1.8100,7.0000,5.8310,14.0000,0.0718,0.7192,51.5742,-0.1685,-0.5530,6.8396,121,620941.7025,4595434.1292,dem_9t_1m,,1.4845,0.6720,2.4373,0.4251,426
441.9180,442.3431,442.8245,0.4251,0.9065,4.5000,5.0990,9.0000,0.0472,0.5670,9.0154,-0.1482,-0.2833,7.4213,1,622201.8434,4595415.7391,dem_9t_1m,,1.2033,0.6446,2.4327,0.4198,427
504.5706,504.8476,506.1352,0.2769,1.5646,7.0000,5.3852,14.0000,0.0198,0.8878,14.2109,-0.0492,-0.1024,3.3938,612,699506.1608,4649072.9808,dem_mk5_1m,,1.3593,0.9113,2.4309,0.4386,428
401.9500,402.6940,403.1417,0.7440,1.1917,4.0000,5.0990,8.0000,0.0930,0.4052,12.4662,-0.3859,-0.5785,15.7509,350,622429.7632,4594805.3273,dem_9t_1m,,1.6446,0.8633,2.4282,0.4586,429
552.7519,553.4128,554.3544,0.6609,1.6025,7.0000,6.0000,14.0000,0.0472,0.8099,33.9151,-0.0705,-0.2769,3.3091,625,699723.1575,4647155.2648,dem_mk5_1m,,1.4319,0.7301,2.4132,0.4300,430
443.7341,444.4019,445.0642,0.6678,1.3301,6.5000,5.8310,13.0000,0.0514,0.2144,29.5469,-0.1821,-0.4633,7.9330,408,620075.7282,4597384.0865,dem_9t_1m,,0.9374,0.3890,2.4082,0.4025,431
454.4825,455.0358,455.6368,0.5533,1.1543,5.0000,5.3852,10.0000,0.0553,0.6400,14.4857,-0.1317,-0.3969,7.7263,288,622173.2631,4596731.5346,dem_9t_1m,,0.6538,0.3723,2.4071,0.4043,432
441.5031,442.4449,443.3394,0.9419,1.8364,5.0000,5.3852,10.0000,0.0942,0.5422,24.6579,-0.3535,-0.7430,14.8657,453,622854.6426,4594742.5946,dem_9t_1m,,1.3925,0.6462,2.4056,0.4352,433
487.8926,488.6789,489.1579,0.7862,1.2653,7.0000,5.8310,14.0000,0.0562,0.2309,40.3433,-0.1770,-0.5226,8.7406,440,620889.4525,4593707.5857,dem_9t_1m,,1.0048,0.5133,2.4054,0.4104,434
453.6608,454.4215,455.3243,0.7607,1.6635,7.0000,6.0828,14.0000,0.0543,0.7516,39.0342,-0.0547,-0.3816,2.4510,358,623793.5048,4595009.7412,dem_9t_1m,,1.6739,0.7503,2.4019,0.4432,435
457.3200,457.7317,457.9276,0.4117,0.6076,4.5000,5.0990,9.0000,0.0457,0.1065,8.7300,-0.0856,-0.2756,4.5592,239,623936.0048,4595745.4999,dem_9t_1m,,1.2942,0.8851,2.3926,0.4364,436
565.0075,565.1729,565.4411,0.1654,0.4336,4.0000,5.3852,8.0000,0.0207,0.1433,2.7714,-0.0428,-0.0958,2.1715,569,700260.4827,4648400.7165,dem_mk5_1m,,1.5547,1.1866,2.3919,0.4752,437
477.8684,478.6068,478.8748,0.7384,1.0063,5.5000,5.8310,11.0000,0.0671,0.1689,23.3900,-0.0384,-0.4578,2.3292,487,620862.9180,4596540.3880,dem_9t_1m,,1.3551,0.4996,2.3884,0.4417,438
436.1602,436.8418,437.6883,0.6816,1.5282,4.5000,5.0990,9.0000,0.0757,0.5151,14.4541,-0.3392,-0.5410,12.5032,70,622180.2755,4595545.6864,dem_9t_1m,,1.2812,0.5734,2.3845,0.4373,439
449.3831,449.9487,451.4330,0.5656,2.0499,7.0000,5.3852,14.0000,0.0404,0.8633,29.0231,-0.1610,-0.3324,8.1599,39,621995.9872,4594713.1211,dem_9t_1m,,1.0048,0.5539,2.3833,0.4124,440
436.1014,436.7167,437.2303,0.6153,1.1289,6.0000,5.6569,12.0000,0.0513,0.4683,23.1972,-0.1418,-0.4625,9.6676,256,623857.0566,4596791.8105,dem_9t_1m,,0.5139,0.2643,2.3807,0.3986,441
498.4251,499.0365,500.1391,0.6114,1.7140,5.5000,5.3852,11.0000,0.0556,0.5909,19.3674,-0.1062,-0.4124,4.3176,587,699137.8135,4649204.2729,dem_mk5_1m,,0.9496,0.3203,2.3730,0.4055,442
526.2769,526.6557,528.1232,0.3788,1.8463,7.0000,5.3852,14.0000,0.0271,1.0695,19.4364,-0.1102,-0.1512,5.6839,550,699402.2212,4647903.5083,dem_mk5_1m,,1.4081,0.8171,2.3711,0.4314,443
444.7500,445.7001,446.0862,0.9501,1.3362,5.5000,5.8310,11.0000,0.0864,0.1248,30.0962,-0.1346,-0.6468,6.5248,25,621331.8337,4595200.0530,dem_9t_1m,,1.0513,0.4982,2.3707,0.4289,444
447.5143,448.0727,448.6673,0.5583,1.1530,7.0000,6.0000,14.0000,0.0399,0.2972,28.6504,-0.0375,-0.2446,1.6470,18,621168.2884,4595569.8820,dem_9t_1m,,1.4943,0.8283,2.3669,0.4437,445
577.1025,577.6702,578.7186,0.5677,1.6161,5.0000,5.3852,10.0000,0.0568,0.7798,14.8620,-0.1744,-0.4547,8.5849,601,699323.8106,4648521.6754,dem_mk5_1m,,0.6539,0.3105,2.3651,0.4187,446
466.9462,468.1486,469.0111,1.2024,2.0649,6.0000,5.8310,12.0000,0.1002,0.5919,45.3280,-0.1595,-0.7201,9.9694,139,619660.8402,4595423.3188,dem_9t_1m,,1.4285,0.6837,2.3593,0.4443,447
575.5753,575.6361,575.9089,0.0608,0.3336,5.0000,5.3852,10.0000,0.0061,0.1768,1.5915,-0.0068,-0.0325,2.1477,631,700177.8173,4647138.8533,dem_mk5_1m,,1.8521,1.1829,2.3588,0.5190,448
546.8081,547.6603,548.6819,0.8522,1.8738,6.0000,5.8310,12.0000,0.0710,0.7340,32.1262,-0.0997,-0.5199,2.7939,572,700355.9126,4648547.8123,dem_mk5_1m,,1.2604,0.5234,2.3587,0.4374,449
475.1699,476.0124,477.1000,0.8426,1.9301,5.5000,5.3852,11.0000,0.0766,0.7834,26.6904,-0.1772,-0.6393,9.8119,623,698476.4902,4648253.6207,dem_mk5_1m,,0.6852,0.3227,2.3578,0.4172,450
468.3137,469.1159,470.2000,0.8022,1.8863,7.0000,5.8310,14.0000,0.0573,0.6463,41.1623,-0.2239,-0.5500,10.7357,124,620678.6508,4595701.7672,dem_9t_1m,,1.0048,0.5743,2.3576,0.4133,451
510.6598,511.2353,512.3885,0.5755,1.7287,6.0000,5.8310,12.0000,0.0480,0.6809,21.6959,-0.1505,-0.3962,7.6259,585,699366.9668,4649113.7057,dem_mk5_1m,,0.9374,0.3672,2.3535,0.4103,452
482.1728,482.6496,483.0638,0.4768,0.8910,7.0000,5.8310,14.0000,0.0341,0.2196,24.4662,-0.0344,-0.2482,1.2327,83,621734.1030,4595491.9622,dem_9t_1m,,1.5788,0.8762,2.3532,0.4476,453
475.4438,476.0453,476.4662,0.6015,1.0223,6.5000,6.0828,13.0000,0.0463,0.3837,26.6115,-0.0518,-0.3077,3.0243,580,700025.8588,4649170.2342,dem_mk5_1m,,1.6739,0.6871,2.3527,0.4387,454
545.2412,546.1115,547.5928,0.8703,2.3516,6.0000,5.5210,12.0000,0.0725,0.9375,32.8095,-0.1614,-0.5959,8.1106,564,700613.0264,4648102.2700,dem_mk5_1m,,1.3161,0.4485,2.3518,0.4377,455
474.6866,475.2259,475.7915,0.5393,1.1049,4.5000,5.6569,9.0000,0.0599,0.3950,11.4364,-0.1768,-0.4192,8.5761,117,620320.2714,4595435.1120,dem_9t_1m,,0.8296,0.4101,2.3502,0.4129,456
