pit_bottom_elev_m,rim_mean_elev_m,rim_max_elev_m,depth_from_rim_mean_m,depth_from_rim_max_m,rim_radius_m,effective_radius_m,diameter_m,aspect_ratio,rim_symmetry_std_m,volume_approx_m3,lrm5_depth_m,lrm11_depth_m,slope_inner_deg,original_index,tile,notes,max_zscore,mean_zscore,mahalanobis,iso_anomaly_score,anomaly_rank,PC1_depth_volume,PC2_size_vs_slope,PC3_rim_asymmetry,z_depth_from_rim_mean_m,z_depth_from_rim_max_m,z_rim_radius_m,z_effective_radius_m,z_diameter_m,z_aspect_ratio,z_rim_symmetry_std_m,z_volume_approx_m3,z_lrm5_depth_m,z_lrm11_depth_m,z_slope_inner_deg,anomaly_reason,anomaly_reason_zscore
467.1504,468.1117,468.4269,0.9614,1.2766,5.0000,5.0990,10.0000,0.0961,0.3007,25.1685,-0.1824,-0.6457,8.4361,386,dem_9t_1m,,1.2033,0.5072,3.3693,0.4211,175,0.2149,-1.5547,-0.3958,0.7361,-0.2929,-0.4245,-1.2034,-0.4245,1.0165,-0.5933,-0.0379,-0.0616,-0.6771,-0.1096,effective_radius_m,-1.2034
433.3972,434.3664,435.1656,0.9692,1.7685,6.5000,5.0990,13.0000,0.0746,0.6663,42.8817,-0.2814,-0.7805,12.9370,262,dem_9t_1m,,1.2033,0.7428,3.3609,0.4499,176,1.9609,-0.7692,0.6235,0.7585,0.4433,0.6475,-1.2034,0.6475,0.3472,0.3584,0.9834,-0.8318,-1.1436,0.8084,effective_radius_m,-1.2034
500.9857,501.6281,503.3312,0.6424,2.3456,7.0000,5.0990,14.0000,0.0459,1.0327,32.9646,-0.2350,-0.4753,9.5958,658,dem_mk5_1m,,1.3123,0.6960,3.3590,0.4591,177,1.1605,0.8843,1.8612,-0.1807,1.3071,1.0048,-1.2034,1.0048,-0.5462,1.3122,0.4116,-0.4708,-0.0873,0.1269,rim_symmetry_std_m,1.3122
450.7302,451.7249,452.5016,0.9947,1.7714,5.0000,5.3852,10.0000,0.0995,0.7915,26.0409,-0.3809,-0.8033,15.3640,245,dem_9t_1m,,1.6057,0.7677,3.3584,0.4601,178,1.7876,-2.1099,0.7471,0.8318,0.4476,-0.4245,-0.3664,-0.4245,1.1224,0.6843,0.0124,-1.6058,-1.2225,1.3034,lrm5_depth_m,-1.6058
478.5033,478.7321,479.5931,0.2288,1.0898,7.0000,5.9155,14.0000,0.0163,0.5823,11.7383,-0.0605,-0.0068,7.8934,180,dem_9t_1m,,1.5341,0.9269,3.3574,0.4834,179,-1.6382,2.5609,0.0223,-1.3692,-0.5725,1.0048,1.1846,1.0048,-1.4677,0.1397,-0.8122,0.8866,1.5341,-0.2203,lrm11_depth_m,1.5341
468.2685,469.2994,469.6795,1.0309,1.4111,4.0000,5.0990,8.0000,0.1289,0.3278,17.2736,-0.3534,-0.7889,16.1696,381,dem_9t_1m,,2.0367,1.0540,3.3526,0.4733,180,0.9287,-3.6907,0.1618,0.9358,-0.0916,-1.1392,-1.2034,-1.1392,2.0376,-0.5228,-0.4931,-1.3918,-1.1727,1.4677,aspect_ratio,2.0376
540.7650,540.9388,541.1519,0.1739,0.3869,3.0000,5.0000,6.0000,0.0290,0.0902,1.6389,-0.0961,-0.1154,3.8532,630,dem_mk5_1m,,1.8538,1.3430,3.3499,0.5050,181,-4.3354,-1.1854,-0.1078,-1.5270,-1.6246,-1.8538,-1.4929,-1.8538,-1.0723,-1.1413,-1.3945,0.6097,1.1583,-1.0443,rim_radius_m,-1.8538
544.5998,544.6989,545.0324,0.0991,0.4326,3.5000,5.0000,7.0000,0.0142,0.0857,1.2708,-0.0594,-0.0430,2.7946,622,dem_mk5_1m,,1.7421,1.4047,3.3414,0.5082,182,-4.5671,-0.4668,-0.0510,-1.7420,-1.5562,-1.4965,-1.4929,-1.4965,-1.5330,-1.1530,-1.4157,0.8952,1.4088,-1.2602,depth_from_rim_mean_m,-1.7420
480.1000,480.8558,481.2600,0.7558,1.1600,7.0000,6.0828,14.0000,0.0540,0.1592,38.7805,-0.0694,-0.3087,4.1824,77,dem_9t_1m,,1.6739,0.7803,3.3316,0.4444,183,0.1643,2.0273,-1.9426,0.1452,-0.4674,1.0048,1.6739,1.0048,-0.2940,-0.9617,0.7469,0.8174,0.4893,-0.9772,effective_radius_m,1.6739
483.2287,483.7176,484.1437,0.4889,0.9150,7.0000,6.3246,14.0000,0.0349,0.2008,25.0863,-0.0204,-0.1677,0.7216,437,dem_9t_1m,,2.3811,1.0445,3.3230,0.4913,184,-1.0521,2.9911,-2.1827,-0.6218,-0.8341,1.0048,2.3811,1.0048,-0.8886,-0.8534,-0.0426,1.1985,0.9773,-1.6830,effective_radius_m,2.3811
487.3306,488.0801,488.6717,0.7495,1.3411,7.0000,5.6569,14.0000,0.0535,0.2954,38.4579,-0.2072,-0.5864,11.4762,420,dem_9t_1m,,1.0048,0.5129,3.3208,0.4221,185,0.9777,0.5348,-0.7258,0.1271,-0.1964,1.0048,0.4283,1.0048,-0.3096,-0.6071,0.7283,-0.2546,-0.4719,0.5105,rim_radius_m,1.0048
482.2902,483.0777,484.2879,0.7876,1.9977,7.0000,5.8310,14.0000,0.0563,0.5093,40.4122,-0.0595,-0.3865,3.5027,100,dem_9t_1m,,1.1158,0.6650,3.3205,0.4226,186,0.8394,2.1529,-0.7044,0.2366,0.7864,1.0048,0.9375,1.0048,-0.2224,-0.0503,0.8410,0.8944,0.2200,-1.1158,slope_inner_deg,-1.1158
563.3188,563.5427,564.1249,0.2239,0.8061,3.5000,5.0990,7.0000,0.0320,0.2129,2.8719,-0.1228,-0.0604,4.9793,669,dem_mk5_1m,,1.4965,1.1152,3.3149,0.4662,187,-3.6658,-0.7924,0.2684,-1.3833,-0.9971,-1.4965,-1.2034,-1.4965,-0.9789,-0.8219,-1.3234,0.4020,1.3486,-0.8146,rim_radius_m,-1.4965
481.1041,482.4366,482.6670,1.3325,1.5628,5.5000,5.3852,11.0000,0.1211,0.1275,42.2102,-0.4538,-1.0811,18.4457,145,dem_9t_1m,,2.1839,1.1374,3.3058,0.5331,188,3.1125,-3.2447,-0.8538,1.8025,0.1354,-0.0672,-0.3664,-0.0672,1.7948,-1.0442,0.9447,-2.1728,-2.1840,1.9319,lrm11_depth_m,-2.1840
465.1045,465.9490,466.7473,0.8445,1.6429,4.0000,5.0000,8.0000,0.1056,0.4276,14.1500,-0.4880,-0.7112,19.0872,506,dem_9t_1m,,2.4389,1.0982,3.3050,0.5019,189,0.7942,-3.9265,1.1044,0.4001,0.2553,-1.1392,-1.4929,-1.1392,1.3123,-0.2630,-0.6731,-2.4389,-0.9038,2.0628,lrm5_depth_m,-2.4389
487.7856,488.9691,489.3568,1.1835,1.5711,5.5000,5.8310,11.0000,0.1076,0.2037,37.4897,-0.1083,-0.7776,6.4085,96,dem_9t_1m,,1.3742,0.6962,3.2996,0.4540,190,1.4839,-0.3939,-1.8380,1.3743,0.1479,-0.0672,0.9375,-0.0672,1.3746,-0.8458,0.6725,0.5148,-1.1336,-0.5231,aspect_ratio,1.3746
406.2880,407.5199,408.7603,1.2319,2.4723,5.5000,5.0990,11.0000,0.1120,1.0418,39.0249,-0.3580,-0.9481,15.7319,242,dem_9t_1m,,1.7238,1.1351,3.2913,0.5228,191,3.2147,-2.0424,1.5577,1.5134,1.4967,-0.0672,-1.2034,-0.0672,1.5115,1.3359,0.7610,-1.4276,-1.7237,1.3784,lrm11_depth_m,-1.7237
471.8723,472.9470,473.1722,1.0747,1.3000,7.0000,5.8310,14.0000,0.0768,0.1421,55.1477,-0.2721,-0.7123,11.6781,67,dem_9t_1m,,1.6906,0.8724,3.2799,0.4634,192,2.2569,0.0267,-1.6493,1.0617,-0.2579,1.0048,0.9375,1.0048,0.4157,-1.0062,1.6906,-0.7594,-0.9076,0.5516,volume_approx_m3,1.6906
454.2439,454.8655,455.8797,0.6217,1.6358,4.0000,5.0990,8.0000,0.0777,0.4062,10.4162,-0.3459,-0.5308,14.0742,263,dem_9t_1m,,1.3336,0.7519,3.2753,0.4568,193,-0.4784,-2.5385,0.9381,-0.2401,0.2447,-1.1392,-1.2034,-1.1392,0.4437,-0.3187,-0.8884,-1.3335,-0.2794,1.0403,lrm5_depth_m,-1.3335
533.0723,533.5955,535.1078,0.5232,2.0356,7.0000,6.0000,14.0000,0.0374,1.2164,26.8465,-0.1074,-0.2109,4.5977,646,dem_mk5_1m,,1.7904,0.8828,3.2743,0.4406,194,0.3922,2.9440,0.8092,-0.5232,0.8431,1.0048,1.4317,1.0048,-0.8108,1.7904,0.0589,0.5218,0.8277,-0.8925,rim_symmetry_std_m,1.7904
432.1146,432.8513,434.7648,0.7367,2.6502,7.0000,5.8310,14.0000,0.0526,1.1320,37.8002,-0.1494,-0.4727,6.3096,36,dem_9t_1m,,1.7629,0.7468,3.2669,0.4323,195,1.7372,2.1900,0.9297,0.0903,1.7630,1.0048,0.9375,1.0048,-0.3376,1.5707,0.6904,0.1951,-0.0783,-0.5433,depth_from_rim_max_m,1.7630
477.8100,478.5999,479.6654,0.7900,1.8554,7.0000,6.3246,14.0000,0.0564,0.5776,40.5359,-0.0584,-0.3063,2.8536,526,dem_9t_1m,,2.3811,0.8227,3.2660,0.4697,196,0.9116,2.7992,-1.2751,0.2435,0.5734,1.0048,2.3811,1.0048,-0.2193,0.1275,0.8481,0.9029,0.4976,-1.2482,effective_radius_m,2.3811
481.5261,481.9677,482.2578,0.4416,0.7317,7.0000,6.3246,14.0000,0.0315,0.1523,22.6576,-0.0399,-0.2083,1.1665,401,dem_9t_1m,,2.3811,1.0807,3.2657,0.4887,197,-1.2206,2.8344,-2.3157,-0.7577,-1.1085,1.0048,2.3811,1.0048,-0.9945,-0.9796,-0.1826,1.0468,0.8367,-1.5923,effective_radius_m,2.3811
517.2378,517.5405,519.2766,0.3027,2.0388,7.0000,5.3852,14.0000,0.0216,0.9725,15.5310,-0.0646,-0.1559,2.6113,576,dem_mk5_1m,,1.3021,0.9638,3.2557,0.4532,198,-0.9259,2.6460,1.2966,-1.1569,0.8479,1.0048,-0.3664,1.0048,-1.3027,1.1555,-0.5935,0.8547,1.0181,-1.2976,aspect_ratio,-1.3027
394.9697,395.3084,396.7548,0.3387,1.7851,7.0000,5.6569,14.0000,0.0242,1.2424,17.3819,-0.0665,-0.1080,2.6448,189,dem_9t_1m,,1.8579,0.9855,3.2483,0.4603,199,-0.7425,3.0570,1.2645,-1.0534,0.4681,1.0048,0.4283,1.0048,-1.2217,1.8581,-0.4868,0.8399,1.1839,-1.2908,rim_symmetry_std_m,1.8581
480.3075,481.6885,481.9841,1.3810,1.6766,5.0000,5.6569,10.0000,0.1381,0.2818,36.1532,-0.3871,-1.0739,15.8401,81,dem_9t_1m,,2.3239,1.1182,3.2430,0.5346,200,3.0543,-2.9637,-1.0962,1.9419,0.3058,-0.4245,0.4283,-0.4245,2.3240,-0.6425,0.5954,-1.6540,-2.1591,1.4005,aspect_ratio,2.3240
410.5300,411.6745,412.7919,1.1445,2.2619,6.0000,5.3852,12.0000,0.0954,0.9086,43.1467,-0.1653,-0.8041,8.8273,258,dem_9t_1m,,1.2623,0.6999,3.2295,0.4648,201,2.3911,-0.1576,0.4734,1.2623,1.1818,0.2901,-0.3664,0.2901,0.9948,0.9891,0.9987,0.0714,-1.2253,-0.0298,depth_from_rim_mean_m,1.2623
550.4930,550.9540,551.7419,0.4609,1.2489,5.0000,5.8310,10.0000,0.0461,0.6138,12.0673,-0.0870,-0.3420,3.5133,640,dem_mk5_1m,,1.1136,0.5951,3.2294,0.4359,202,-1.4287,0.9476,-0.4068,-0.7022,-0.3344,-0.4245,0.9375,-0.4245,-0.5400,0.2217,-0.7932,0.6805,0.3740,-1.1136,slope_inner_deg,-1.1136
423.6037,424.2807,424.7175,0.6770,1.1138,3.5000,5.0000,7.0000,0.0967,0.2640,8.6847,-0.3931,-0.5079,14.0608,343,dem_9t_1m,,1.7006,0.9777,3.2256,0.4886,203,-0.7978,-3.4725,0.4832,-0.0812,-0.5366,-1.4965,-1.4929,-1.4965,1.0352,-0.6889,-0.9882,-1.7007,-0.2002,1.0376,lrm5_depth_m,-1.7007
437.2794,438.3153,438.4997,1.0360,1.2203,4.0000,5.0990,8.0000,0.1295,0.1139,17.3580,-0.3754,-0.8392,14.9971,294,dem_9t_1m,,2.0563,1.1429,3.2211,0.4894,204,0.7934,-3.9013,-0.4371,0.9505,-0.3772,-1.1392,-1.2034,-1.1392,2.0563,-1.0796,-0.4882,-1.5630,-1.3468,1.2286,aspect_ratio,2.0563
550.5349,551.1045,553.0204,0.5696,2.4856,7.0000,5.3852,14.0000,0.0407,1.2857,29.2298,-0.2702,-0.3690,11.1815,609,dem_mk5_1m,,1.9708,0.7848,3.2136,0.4606,205,1.2663,1.3066,2.2986,-0.3899,1.5166,1.0048,-0.3664,1.0048,-0.7081,1.9708,0.1963,-0.7446,0.2806,0.4503,rim_symmetry_std_m,1.9708
376.7752,377.2244,377.5979,0.4492,0.8227,6.0000,5.6569,12.0000,0.0374,0.1353,16.9363,-0.2260,-0.3159,7.3849,230,dem_9t_1m,,1.0238,0.5683,3.1945,0.4293,206,-1.2320,0.3850,-0.9640,-0.7359,-0.9723,0.2901,0.4283,0.2901,-0.8108,-1.0239,-0.5125,-0.4008,0.4643,-0.3240,rim_symmetry_std_m,-1.0239
500.4042,500.8747,502.8037,0.4705,2.3995,7.0000,5.6569,14.0000,0.0336,1.3649,24.1421,-0.1130,-0.2843,6.1072,652,dem_mk5_1m,,2.1769,0.8491,3.1885,0.4478,207,0.4974,2.6125,1.8091,-0.6747,1.3877,1.0048,0.4283,1.0048,-0.9291,2.1769,-0.0971,0.4782,0.5737,-0.5846,rim_symmetry_std_m,2.1769
428.6517,429.7275,430.3981,1.0759,1.7464,6.5000,5.3852,13.0000,0.0828,0.5375,47.6008,-0.4142,-0.8336,15.5533,461,dem_9t_1m,,1.8647,0.8682,3.1864,0.4662,208,2.7499,-1.2899,0.1014,1.0651,0.4102,0.6475,-0.3664,0.6475,0.6025,0.0231,1.2555,-1.8648,-1.3274,1.3420,lrm5_depth_m,-1.8648
579.9005,580.9022,581.5313,1.0018,1.6309,5.0000,5.0990,10.0000,0.1002,0.7154,26.2263,-0.2886,-0.7440,10.7706,606,dem_mk5_1m,,1.2033,0.6424,3.1781,0.4382,209,1.1442,-1.8331,0.5760,0.8522,0.2374,-0.4245,-1.2034,-0.4245,1.1442,0.4862,0.0231,-0.8878,-1.0173,0.3665,effective_radius_m,-1.2034
489.6351,490.0825,492.1237,0.4474,2.4886,7.0000,5.5210,14.0000,0.0320,1.3383,22.9567,-0.1377,-0.2541,4.3954,683,dem_mk5_1m,,2.1076,0.8595,3.1753,0.4591,210,0.3477,2.5689,1.9125,-0.7410,1.5211,1.0048,0.0308,1.0048,-0.9789,2.1077,-0.1654,0.2861,0.6782,-0.9337,rim_symmetry_std_m,2.1077
494.2643,494.9257,496.8296,0.6614,2.5652,7.0000,5.8310,14.0000,0.0472,1.1745,33.9386,-0.1333,-0.4179,4.9751,613,dem_mk5_1m,,1.6812,0.7826,3.1729,0.4303,211,1.3328,2.4544,0.9746,-0.1261,1.6357,1.0048,0.9375,1.0048,-0.5057,1.6813,0.4678,0.3203,0.1113,-0.8155,rim_symmetry_std_m,1.6813
514.2401,514.4746,516.2685,0.2345,2.0284,7.0000,5.3852,14.0000,0.0167,1.3020,12.0327,-0.0422,-0.0181,2.7593,659,dem_mk5_1m,,2.0132,1.1468,3.1706,0.4877,212,-1.1861,3.0911,2.0348,-1.3529,0.8323,1.0048,-0.3664,1.0048,-1.4552,2.0132,-0.7952,1.0290,1.4950,-1.2674,rim_symmetry_std_m,2.0132
418.3834,419.5435,420.5439,1.1601,2.1605,6.5000,5.3852,13.0000,0.0892,0.8528,51.3260,-0.4026,-0.8719,14.6174,2,dem_9t_1m,,1.7745,1.0456,3.1678,0.4835,213,3.3835,-1.0048,0.6783,1.3071,1.0300,0.6475,-0.3664,0.6475,0.8017,0.8439,1.4702,-1.7746,-1.4600,1.1511,lrm5_depth_m,-1.7746
582.4377,582.7916,584.5400,0.3538,2.1023,7.0000,5.3852,14.0000,0.0253,1.2372,18.1555,-0.0955,-0.0805,4.1568,628,dem_mk5_1m,,1.8445,0.9709,3.1640,0.4544,214,-0.5792,2.6524,1.9041,-1.0100,0.9429,1.0048,-0.3664,1.0048,-1.1875,1.8445,-0.4422,0.6143,1.2791,-0.9824,rim_symmetry_std_m,1.8445
438.9600,440.1501,440.6902,1.1901,1.7302,7.0000,6.0828,14.0000,0.0850,0.3498,61.0669,-0.1091,-0.6553,6.5134,237,dem_9t_1m,,2.0318,0.9411,3.1582,0.4765,215,2.5130,1.3292,-1.8596,1.3933,0.3860,1.0048,1.6739,1.0048,0.6710,-0.4655,2.0318,0.5085,-0.7103,-0.5017,volume_approx_m3,2.0318
419.1143,420.2161,421.3587,1.1018,2.2444,5.0000,5.2421,10.0000,0.1102,0.6135,28.8444,-0.3353,-0.8316,12.6241,68,dem_9t_1m,,1.4548,0.8268,3.1531,0.4617,216,2.0425,-2.1039,0.5529,1.1395,1.1556,-0.4245,-0.7849,-0.4245,1.4555,0.2209,0.1741,-1.2510,-1.3205,0.7446,aspect_ratio,1.4555
496.4250,496.9160,497.7711,0.4910,1.3461,7.0000,6.0000,14.0000,0.0351,0.3554,25.1928,-0.1614,-0.3221,8.2896,331,dem_9t_1m,,1.4319,0.5728,3.1511,0.4311,217,-0.1559,1.7371,-0.8043,-0.6157,-0.1889,1.0048,1.4317,1.0048,-0.8824,-0.4509,-0.0365,0.1017,0.4429,-0.1395,effective_radius_m,1.4317
470.2734,470.9034,471.4518,0.6300,1.1784,6.0000,5.3852,12.0000,0.0525,0.3182,23.7518,-0.2860,-0.4304,11.3648,308,dem_9t_1m,,0.8676,0.3667,3.1324,0.4080,218,-0.1503,-0.4571,-0.0870,-0.2163,-0.4399,0.2901,-0.3664,0.2901,-0.3407,-0.5478,-0.1196,-0.8675,0.0681,0.4877,lrm5_depth_m,-0.8675
561.7309,561.8799,563.3137,0.1490,1.5828,6.0000,5.0990,12.0000,0.0124,0.8532,5.6167,-0.0735,-0.1153,3.8297,598,dem_mk5_1m,,1.5986,0.9217,3.1311,0.4790,219,-2.2501,1.6272,1.5630,-1.5986,0.1654,0.2901,-1.2034,0.2901,-1.5891,0.8449,-1.1651,0.7855,1.1586,-1.0491,depth_from_rim_mean_m,-1.5986
476.2133,477.5418,477.8112,1.3285,1.5979,6.5000,6.0414,13.0000,0.1022,0.1591,58.7779,-0.1369,-0.8239,6.5724,134,dem_9t_1m,,1.8999,0.9973,3.1274,0.4961,220,2.6853,0.3672,-2.4214,1.7910,0.1880,0.6475,1.5528,0.6475,1.2064,-0.9619,1.8999,0.2923,-1.2938,-0.4897,volume_approx_m3,1.8999
489.9631,490.9010,491.3474,0.9379,1.3842,6.5000,5.8310,13.0000,0.0721,0.2077,41.4977,-0.2462,-0.7411,13.0433,516,dem_9t_1m,,1.0071,0.6761,3.1241,0.4376,221,1.6549,-0.2305,-1.2158,0.6685,-0.1319,0.6475,0.9375,0.6475,0.2694,-0.8354,0.9036,-0.5579,-1.0073,0.8301,lrm11_depth_m,-1.0073
561.9457,562.4261,563.9308,0.4803,1.9851,7.0000,5.3852,14.0000,0.0343,1.1775,24.6479,-0.1177,-0.3403,5.7916,611,dem_mk5_1m,,1.6891,0.7204,3.1221,0.4270,222,0.1431,2.0758,1.5147,-0.6465,0.7675,1.0048,-0.3664,1.0048,-0.9073,1.6891,-0.0679,0.4416,0.3799,-0.6490,rim_symmetry_std_m,1.6891
370.9090,371.6338,372.2403,0.7248,1.3314,7.0000,6.0000,14.0000,0.0518,0.4476,37.1926,-0.2404,-0.4310,8.4094,356,dem_9t_1m,,1.4319,0.5120,3.1121,0.4303,223,0.8996,1.2686,-0.9747,0.0561,-0.2109,1.0048,1.4317,1.0048,-0.3625,-0.2109,0.6554,-0.5128,0.0660,-0.1150,effective_radius_m,1.4317
450.1029,450.9776,451.5450,0.8747,1.4420,4.0000,5.3852,8.0000,0.1093,0.4180,14.6551,-0.3089,-0.7094,13.8934,320,dem_9t_1m,,1.4285,0.7713,3.0988,0.4562,224,0.4205,-2.7111,0.0364,0.4869,-0.0454,-1.1392,-0.3664,-1.1392,1.4275,-0.2880,-0.6440,-1.0457,-0.8976,1.0035,aspect_ratio,1.4275
437.3894,438.3771,438.5570,0.9877,1.1675,4.0000,5.0990,8.0000,0.1235,0.1270,16.5491,-0.3536,-0.7484,14.8026,293,dem_9t_1m,,1.8684,1.0739,3.0926,0.4730,225,0.4717,-3.6686,-0.3364,0.8117,-0.4562,-1.1392,-1.2034,-1.1392,1.8695,-1.0455,-0.5348,-1.3934,-1.0325,1.1889,aspect_ratio,1.8695
479.4070,480.3294,480.7232,0.9225,1.3163,4.0000,5.0990,8.0000,0.1153,0.3776,15.4559,-0.4620,-0.7329,19.1414,301,dem_9t_1m,,2.2369,1.1122,3.0913,0.4843,226,0.8353,-3.9936,0.6005,0.6243,-0.2335,-1.1392,-1.2034,-1.1392,1.6143,-0.3932,-0.5979,-2.2366,-0.9789,2.0738,lrm5_depth_m,-2.2366
462.6870,463.1395,463.7441,0.4525,1.0571,3.5000,5.0990,7.0000,0.0646,0.2464,5.8045,-0.2142,-0.3784,11.5462,501,dem_9t_1m,,1.4965,0.7775,3.0893,0.4422,227,-2.0405,-2.1601,0.4475,-0.7264,-0.6215,-1.4965,-1.2034,-1.4965,0.0359,-0.7347,-1.1543,-0.3090,0.2480,0.5247,rim_radius_m,-1.4965
486.5734,487.4137,487.6357,0.8403,1.0623,4.5000,5.0990,9.0000,0.0934,0.1159,17.8192,-0.1678,-0.5902,8.5921,97,dem_9t_1m,,1.2033,0.6228,3.0880,0.4314,228,-0.6211,-1.8923,-0.6269,0.3881,-0.6137,-0.7818,-1.2034,-0.7818,0.9325,-1.0744,-0.4616,0.0519,-0.4850,-0.0778,effective_radius_m,-1.2034
483.3785,484.0718,484.3754,0.6933,0.9969,7.0000,5.6569,14.0000,0.0495,0.2028,35.5734,-0.2511,-0.5459,10.8488,201,dem_9t_1m,,1.0048,0.5762,3.0833,0.4377,229,0.5786,0.3999,-1.0261,-0.0344,-0.7116,1.0048,0.4283,1.0048,-0.4341,-0.8482,0.5620,-0.5961,-0.3317,0.3825,rim_radius_m,1.0048
587.5618,588.4870,589.5178,0.9252,1.9561,5.5000,5.8310,11.0000,0.0841,0.6241,29.3092,-0.0650,-0.5714,3.3149,568,dem_mk5_1m,,1.1541,0.5406,3.0815,0.4535,230,0.7286,0.7902,-0.7084,0.6320,0.7241,-0.0672,0.9375,-0.0672,0.6430,0.2485,0.2009,0.8516,-0.4199,-1.1541,slope_inner_deg,-1.1541
445.0957,446.1790,447.5027,1.0833,2.4071,7.0000,6.0828,14.0000,0.0774,0.9352,55.5893,-0.0509,-0.5327,2.6081,335,dem_9t_1m,,1.7160,1.0839,3.0799,0.4854,231,2.4538,2.5023,-0.5730,1.0864,1.3991,1.0048,1.6739,1.0048,0.4344,1.0584,1.7160,0.9613,-0.2860,-1.2983,volume_approx_m3,1.7160
458.3661,459.4671,460.0057,1.1011,1.6397,5.0000,5.0990,10.0000,0.1101,0.4973,28.8261,-0.2396,-0.7977,11.5670,298,dem_9t_1m,,1.4526,0.6715,3.0766,0.4341,232,1.3163,-2.0605,0.1164,1.1375,0.2505,-0.4245,-1.2034,-0.4245,1.4524,-0.0816,0.1730,-0.5066,-1.2032,0.5290,aspect_ratio,1.4524
454.8283,455.5893,456.0107,0.7609,1.1823,5.5000,5.3852,11.0000,0.0692,0.5818,24.1044,-0.2073,-0.5497,14.4968,60,dem_9t_1m,,1.1265,0.2943,3.0758,0.4137,233,0.2355,-0.8897,0.3791,0.1599,-0.4341,-0.0672,-0.3664,-0.0672,0.1791,0.1384,-0.0992,-0.2553,-0.3448,1.1265,slope_inner_deg,1.1265
455.3809,456.6737,457.8790,1.2928,2.4981,6.5000,5.6569,13.0000,0.0994,0.8776,57.2008,-0.1702,-0.8588,9.1042,520,dem_9t_1m,,1.8089,0.9327,3.0666,0.4945,234,3.4541,0.3437,-0.0089,1.6884,1.5353,0.6475,0.4283,0.6475,1.1193,0.9084,1.8089,0.0333,-1.4146,0.0267,volume_approx_m3,1.8089
555.8394,556.6569,558.4297,0.8175,2.5903,7.0000,5.6569,14.0000,0.0584,1.4724,41.9484,-0.1758,-0.3705,9.0757,677,dem_mk5_1m,,2.4569,0.7531,3.0641,0.4578,235,2.0633,1.9645,1.8897,0.3225,1.6733,1.0048,0.4283,1.0048,-0.1571,2.4568,0.9296,-0.0103,0.2754,0.0209,rim_symmetry_std_m,2.4568
524.0108,524.0853,524.6716,0.0745,0.6608,3.0000,5.0990,6.0000,0.0124,0.3976,0.7018,-0.0590,0.0433,10.7134,674,dem_mk5_1m,,1.8538,1.2979,3.0628,0.5224,236,-4.3208,-0.8710,1.2034,-1.8127,-1.2146,-1.8538,-1.2034,-1.8538,-1.5891,-0.3411,-1.4485,0.8983,1.7075,0.3549,rim_radius_m,-1.8538
470.4180,470.6107,471.5221,0.1927,1.1041,7.0000,6.0000,14.0000,0.0138,0.5004,9.8858,-0.0545,-0.0952,3.5806,183,dem_9t_1m,,1.5467,1.0242,3.0599,0.4784,237,-1.7922,2.8815,-0.5681,-1.4730,-0.5511,1.0048,1.4317,1.0048,-1.5455,-0.0735,-0.9190,0.9333,1.2282,-1.0999,aspect_ratio,-1.5455
405.4902,406.1719,407.1445,0.6817,1.6543,5.0000,5.0495,10.0000,0.0682,0.8797,17.8477,-0.3300,-0.5831,12.6085,342,dem_9t_1m,,1.3481,0.5882,3.0559,0.4665,238,0.2621,-1.4804,1.5437,-0.0677,0.2724,-0.4245,-1.3482,-0.4245,0.1480,0.9139,-0.4600,-1.2098,-0.4604,0.7414,effective_radius_m,-1.3482
432.0711,432.2262,432.4254,0.1550,0.3542,3.5000,5.0990,7.0000,0.0221,0.1966,1.9887,-0.0904,-0.0994,2.9714,322,dem_9t_1m,,1.6735,1.2788,3.0552,0.4830,239,-4.2076,-0.5618,-0.1274,-1.5813,-1.6735,-1.4965,-1.2034,-1.4965,-1.2871,-0.8643,-1.3743,0.6540,1.2136,-1.2242,depth_from_rim_max_m,-1.6735
462.0730,462.8154,464.4564,0.7424,2.3834,6.0000,5.3852,12.0000,0.0619,0.8858,27.9867,-0.1788,-0.5028,7.7478,286,dem_9t_1m,,1.3636,0.3624,3.0519,0.4304,240,0.8902,0.5652,1.0971,0.1067,1.3636,0.2901,-0.3664,0.2901,-0.0481,0.9298,0.1246,-0.0336,-0.1825,-0.2500,depth_from_rim_max_m,1.3636
460.5542,461.6709,463.3700,1.1167,2.8158,7.0000,5.8310,14.0000,0.0798,0.9783,57.2993,-0.1996,-0.6303,8.5976,112,dem_9t_1m,,2.0108,0.9572,3.0517,0.4587,241,3.3005,1.3632,0.4112,1.1824,2.0108,1.0048,0.9375,1.0048,0.5091,1.1706,1.8146,-0.1954,-0.6238,-0.0767,depth_from_rim_max_m,2.0108
423.8607,424.1655,424.5820,0.3048,0.7213,3.5000,5.6569,7.0000,0.0435,0.1792,3.9101,-0.0892,-0.1777,4.9301,323,dem_9t_1m,,1.4965,0.9926,3.0448,0.4656,242,-3.1475,-0.3993,-0.7358,-1.1508,-1.1241,-1.4965,0.4283,-1.4965,-0.6209,-0.9096,-1.2635,0.6633,0.9427,-0.8247,rim_radius_m,-1.4965
