pit_bottom_elev_m,rim_mean_elev_m,rim_max_elev_m,depth_from_rim_mean_m,depth_from_rim_max_m,rim_radius_m,effective_radius_m,diameter_m,aspect_ratio,rim_symmetry_std_m,volume_approx_m3,lrm5_depth_m,lrm11_depth_m,slope_inner_deg,original_index,tile,notes,max_zscore,mean_zscore,mahalanobis,iso_anomaly_score,anomaly_rank,PC1_depth_volume,PC2_size_vs_slope,PC3_rim_asymmetry,z_depth_from_rim_mean_m,z_depth_from_rim_max_m,z_rim_radius_m,z_effective_radius_m,z_diameter_m,z_aspect_ratio,z_rim_symmetry_std_m,z_volume_approx_m3,z_lrm5_depth_m,z_lrm11_depth_m,z_slope_inner_deg,anomaly_reason,anomaly_reason_zscore
481.1000,481.7247,482.1156,0.6247,1.0156,5.0000,5.0990,10.0000,0.0625,0.3195,16.3545,-0.1551,-0.4549,7.1149,315,dem_9t_1m,,1.2033,0.4214,2.1278,0.4033,521,-1.1995,-0.8235,-0.1061,-0.2315,-0.6836,-0.4245,-1.2034,-0.4245,-0.0294,-0.5444,-0.5460,0.1507,-0.0167,-0.3791,effective_radius_m,-1.2034
377.4231,378.0160,379.3845,0.5929,1.9614,7.0000,5.6569,14.0000,0.0423,1.0216,30.4215,-0.1585,-0.3687,5.0325,355,dem_9t_1m,,1.2832,0.6279,2.1268,0.4153,522,0.6154,2.0696,0.7075,-0.3229,0.7320,1.0048,0.4283,1.0048,-0.6583,1.2833,0.2650,0.1243,0.2816,-0.8038,rim_symmetry_std_m,1.2833
489.5404,489.8958,490.6520,0.3554,1.1116,7.0000,5.6569,14.0000,0.0254,0.4717,18.2369,-0.1127,-0.2314,5.9070,491,dem_9t_1m,,1.1848,0.6924,2.1185,0.4259,523,-1.0988,1.9170,-0.2845,-1.0054,-0.5399,1.0048,0.4283,1.0048,-1.1844,-0.1482,-0.4375,0.4805,0.7568,-0.6254,aspect_ratio,-1.1844
458.5307,459.2302,460.5530,0.6995,2.0223,7.0000,5.6569,14.0000,0.0500,0.8376,35.8944,-0.0867,-0.4199,5.4515,473,dem_9t_1m,,1.0048,0.5989,2.1172,0.4111,524,0.8268,2.0120,0.2954,-0.0166,0.8232,1.0048,0.4283,1.0048,-0.4186,0.8043,0.5805,0.6828,0.1044,-0.7183,rim_radius_m,1.0048
479.6172,480.3563,481.3083,0.7390,1.6911,5.0000,5.0990,10.0000,0.0739,0.6743,19.3481,-0.1949,-0.5388,8.5458,521,dem_9t_1m,,1.2033,0.3735,2.1087,0.4200,525,-0.0946,-0.8935,0.8055,0.0969,0.3275,-0.4245,-1.2034,-0.4245,0.3255,0.3792,-0.3734,-0.1589,-0.3071,-0.0872,effective_radius_m,-1.2034
411.8127,412.7183,413.9093,0.9055,2.0965,7.0000,5.8310,14.0000,0.0647,0.7947,46.4645,-0.0846,-0.4039,7.1464,193,dem_9t_1m,,1.1899,0.6918,2.0987,0.4162,526,1.6003,1.9100,-0.0335,0.5754,0.9342,1.0048,0.9375,1.0048,0.0390,0.6926,1.1899,0.6991,0.1598,-0.3726,volume_approx_m3,1.1899
474.0017,474.3703,475.1005,0.3686,1.0988,4.0000,5.0990,8.0000,0.0461,0.3532,6.1758,-0.1601,-0.2787,7.9039,141,dem_9t_1m,,1.2033,0.7329,2.0985,0.4207,527,-2.4055,-1.0580,0.5316,-0.9675,-0.5590,-1.1392,-1.2034,-1.1392,-0.5400,-0.4567,-1.1329,0.1118,0.5931,-0.2181,effective_radius_m,-1.2034
479.8682,480.7300,481.0327,0.8618,1.1645,6.0000,6.0000,12.0000,0.0718,0.1928,32.4874,-0.1294,-0.5301,6.4125,449,dem_9t_1m,,1.4319,0.5083,2.0980,0.4284,528,0.3954,0.5961,-1.7978,0.4498,-0.4607,0.2901,1.4317,0.2901,0.2601,-0.8742,0.3841,0.3506,-0.2770,-0.5223,effective_radius_m,1.4317
435.9555,436.7010,437.1637,0.7455,1.2081,4.5000,5.0990,9.0000,0.0828,0.3235,15.8092,-0.3333,-0.5787,12.5034,213,dem_9t_1m,,1.2356,0.6722,2.0970,0.4249,529,-0.2617,-2.3566,0.2419,0.1156,-0.3955,-0.7818,-1.2034,-0.7818,0.6025,-0.5340,-0.5775,-1.2355,-0.4452,0.7200,lrm5_depth_m,-1.2355
456.1743,456.9172,457.2354,0.7430,1.0611,4.5000,5.2421,9.0000,0.0826,0.3014,15.7548,-0.1656,-0.5133,7.4780,370,dem_9t_1m,,0.7849,0.4938,2.0954,0.4120,530,-0.8705,-1.3293,-0.4107,0.1084,-0.6155,-0.7818,-0.7849,-0.7818,0.5963,-0.5915,-0.5806,0.0690,-0.2189,-0.3050,effective_radius_m,-0.7849
471.1537,472.2957,472.9140,1.1420,1.7603,6.0000,5.3852,12.0000,0.0952,0.4016,43.0523,-0.2857,-0.8316,12.4864,510,dem_9t_1m,,1.3205,0.7133,2.0848,0.4357,531,2.2409,-1.2384,-0.3915,1.2551,0.4310,0.2901,-0.3664,0.2901,0.9885,-0.3307,0.9932,-0.8652,-1.3205,0.7165,lrm11_depth_m,-1.3205
489.4878,489.9986,490.7943,0.5109,1.3065,6.0000,5.8310,12.0000,0.0426,0.4078,19.2591,-0.0656,-0.3533,4.3013,291,dem_9t_1m,,0.9529,0.5275,2.0716,0.4084,532,-0.9317,1.4471,-0.7999,-0.5586,-0.2482,0.2901,0.9375,0.2901,-0.6489,-0.3145,-0.3786,0.8469,0.3349,-0.9529,slope_inner_deg,-0.9529
479.7080,480.6861,481.2602,0.9781,1.5522,5.0000,5.3852,10.0000,0.0978,0.3168,25.6071,-0.2386,-0.7017,12.4860,211,dem_9t_1m,,1.0699,0.5309,2.0704,0.4120,533,0.8767,-1.7242,-0.3168,0.7841,0.1196,-0.4245,-0.3664,-0.4245,1.0695,-0.5514,-0.0126,-0.4988,-0.8709,0.7164,aspect_ratio,1.0695
478.0828,478.5443,478.9496,0.4615,0.8668,6.0000,5.8310,12.0000,0.0385,0.1286,17.3976,-0.0919,-0.2794,5.6227,136,dem_9t_1m,,1.0414,0.6678,2.0701,0.4190,534,-1.4565,1.1143,-1.3078,-0.7005,-0.9063,0.2901,0.9375,0.2901,-0.7766,-1.0413,-0.4859,0.6423,0.5907,-0.6834,rim_symmetry_std_m,-1.0413
464.4115,465.2533,465.9537,0.8418,1.5422,6.0000,5.7439,12.0000,0.0701,0.3813,31.7350,-0.0684,-0.5198,3.9654,71,dem_9t_1m,,1.0214,0.4347,2.0668,0.4151,535,0.3052,0.9212,-1.1069,0.3924,0.1046,0.2901,0.6827,0.2901,0.2072,-0.3835,0.3407,0.8251,-0.2414,-1.0214,slope_inner_deg,-1.0214
475.5201,475.9756,476.1484,0.4555,0.6283,5.5000,5.8310,11.0000,0.0414,0.1062,14.4284,-0.0637,-0.2756,2.2320,402,dem_9t_1m,,1.3750,0.7579,2.0629,0.4420,536,-2.0120,1.0564,-1.6932,-0.7178,-1.2632,-0.0672,0.9375,-0.0672,-0.6863,-1.0996,-0.6571,0.8617,0.6038,-1.3750,slope_inner_deg,-1.3750
449.9693,450.6813,451.0458,0.7120,1.0765,4.0000,5.0990,8.0000,0.0890,0.3099,11.9293,-0.3345,-0.5307,14.3957,349,dem_9t_1m,,1.2446,0.8081,2.0596,0.4452,537,-0.5910,-2.8501,0.3712,0.0194,-0.5924,-1.1392,-1.2034,-1.1392,0.7955,-0.5694,-0.8012,-1.2448,-0.2791,1.1059,lrm5_depth_m,-1.2448
483.5959,484.2162,484.6592,0.6204,1.0633,4.0000,5.0990,8.0000,0.0775,0.1846,10.3943,-0.2227,-0.4410,9.7563,264,dem_9t_1m,,1.2033,0.6480,2.0567,0.4223,538,-1.4103,-2.0398,-0.0370,-0.2439,-0.6122,-1.1392,-1.2034,-1.1392,0.4375,-0.8956,-0.8897,-0.3751,0.0314,0.1597,effective_radius_m,-1.2034
448.0508,448.8469,449.3295,0.7962,1.2788,4.5000,5.0495,9.0000,0.0885,0.3190,16.8834,-0.2364,-0.5829,11.7989,177,dem_9t_1m,,1.3481,0.6201,2.0536,0.4176,539,-0.3114,-2.1344,0.2072,0.2613,-0.2896,-0.7818,-1.3482,-0.7818,0.7800,-0.5457,-0.5155,-0.4817,-0.4597,0.5763,effective_radius_m,-1.3482
456.0184,456.3469,457.0038,0.3286,0.9855,4.5000,5.3852,9.0000,0.0365,0.5268,6.9672,-0.1036,-0.2275,4.7111,357,dem_9t_1m,,1.0873,0.7148,2.0522,0.4330,540,-2.4626,0.1769,0.2100,-1.0824,-0.7286,-0.7818,-0.3664,-0.7818,-0.8388,-0.0048,-1.0873,0.5513,0.7703,-0.8693,volume_approx_m3,-1.0873
488.4300,489.4701,490.2896,1.0401,1.8596,6.0000,5.7439,12.0000,0.0867,0.5896,39.2097,-0.1303,-0.6905,6.7315,155,dem_9t_1m,,0.9621,0.5538,2.0496,0.4262,541,1.5915,0.3849,-0.7035,0.9622,0.5797,0.2901,0.6827,0.2901,0.7239,0.1587,0.7717,0.3436,-0.8321,-0.4573,depth_from_rim_mean_m,0.9622
442.7553,443.7283,444.2636,0.9729,1.5083,6.5000,5.6569,13.0000,0.0748,0.4060,43.0464,-0.2044,-0.7078,10.2173,149,dem_9t_1m,,0.9929,0.5083,2.0442,0.4259,542,1.6265,0.0722,-0.8227,0.7691,0.0539,0.6475,0.4283,0.6475,0.3535,-0.3192,0.9929,-0.2328,-0.8920,0.2537,volume_approx_m3,0.9929
441.6141,442.2296,442.7422,0.6155,1.1281,4.0000,5.0000,8.0000,0.0769,0.2732,10.3135,-0.3235,-0.4852,13.6803,352,dem_9t_1m,,1.4929,0.7968,2.0429,0.4502,543,-1.0051,-2.6870,0.5541,-0.2580,-0.5152,-1.1392,-1.4929,-1.1392,0.4188,-0.6649,-0.8943,-1.1592,-0.1216,0.9600,effective_radius_m,-1.4929
470.6435,471.2085,471.8174,0.5650,1.1739,4.5000,5.0990,9.0000,0.0628,0.2428,11.9813,-0.2005,-0.4255,10.4460,206,dem_9t_1m,,1.2033,0.5244,2.0382,0.4031,544,-1.3449,-1.4829,0.2289,-0.4031,-0.4466,-0.7818,-1.2034,-0.7818,-0.0201,-0.7441,-0.7982,-0.2024,0.0850,0.3003,effective_radius_m,-1.2034
454.2265,454.8787,455.2769,0.6523,1.0504,5.0000,5.3852,10.0000,0.0652,0.2429,17.0759,-0.0879,-0.4268,4.7235,329,dem_9t_1m,,0.8668,0.4476,2.0310,0.4034,545,-1.2539,-0.2066,-0.7691,-0.1522,-0.6315,-0.4245,-0.3664,-0.4245,0.0546,-0.7438,-0.5045,0.6735,0.0805,-0.8668,slope_inner_deg,-0.8668
479.4200,480.3204,481.1476,0.9004,1.7275,5.5000,5.3852,11.0000,0.0819,0.4902,28.5223,-0.1748,-0.6425,7.5044,518,dem_9t_1m,,0.6661,0.2946,2.0307,0.4059,546,0.6978,-0.4716,-0.2073,0.5608,0.3819,-0.0672,-0.3664,-0.0672,0.5745,-0.1000,0.1555,-0.0025,-0.6660,-0.2996,lrm11_depth_m,-0.6660
441.5938,442.2565,442.4488,0.6626,0.8549,4.5000,5.0990,9.0000,0.0736,0.2016,14.0515,-0.2268,-0.4640,10.3497,373,dem_9t_1m,,1.2033,0.5815,2.0225,0.4146,547,-1.1738,-1.8181,-0.1653,-0.1226,-0.9241,-0.7818,-1.2034,-0.7818,0.3161,-0.8513,-0.6788,-0.4070,-0.0482,0.2807,effective_radius_m,-1.2034
433.4344,433.9314,434.7080,0.4971,1.2737,6.5000,5.3852,13.0000,0.0382,0.4225,21.9924,-0.1125,-0.3520,5.5527,523,dem_9t_1m,,0.7848,0.4871,2.0223,0.4078,548,-0.8302,1.1106,-0.1629,-0.5982,-0.2973,0.6475,-0.3664,0.6475,-0.7859,-0.2763,-0.2210,0.4821,0.3394,-0.6977,aspect_ratio,-0.7859
438.7543,439.5112,440.1932,0.7568,1.4388,6.0000,5.3852,12.0000,0.0631,0.3908,28.5320,-0.1169,-0.4913,6.3451,306,dem_9t_1m,,0.5361,0.2544,2.0216,0.3994,549,-0.0235,0.3283,-0.4039,0.1481,-0.0502,0.2901,-0.3664,0.2901,-0.0108,-0.3588,0.1560,0.4479,-0.1427,-0.5361,slope_inner_deg,-0.5361
491.6500,492.0196,492.4713,0.3696,0.8213,6.0000,5.8310,12.0000,0.0308,0.1826,13.9347,-0.0561,-0.2341,4.0543,292,dem_9t_1m,,1.0162,0.7937,2.0169,0.4340,550,-1.9009,1.4950,-1.2337,-0.9646,-0.9744,0.2901,0.9375,0.2901,-1.0163,-0.9008,-0.6856,0.9208,0.7475,-1.0033,aspect_ratio,-1.0163
416.6500,417.3553,418.1460,0.7053,1.4960,6.0000,5.8310,12.0000,0.0588,0.4936,26.5889,-0.0408,-0.3747,2.2895,29,dem_9t_1m,,1.3632,0.4089,2.0156,0.4296,551,-0.3101,1.5453,-0.9231,0.0001,0.0355,0.2901,0.9375,0.2901,-0.1446,-0.0912,0.0440,1.0398,0.2608,-1.3632,slope_inner_deg,-1.3632
451.5858,452.5882,453.6550,1.0023,2.0691,6.5000,5.3852,13.0000,0.0771,0.7999,44.3467,-0.2049,-0.6830,9.6358,101,dem_9t_1m,,1.0678,0.6168,2.0135,0.4335,552,2.0454,0.1996,0.4482,0.8536,0.8932,0.6475,-0.3664,0.6475,0.4251,0.7062,1.0678,-0.2367,-0.8062,0.1351,volume_approx_m3,1.0678
475.3451,475.5730,476.0390,0.2279,0.6939,5.5000,5.5210,11.0000,0.0207,0.1663,7.2205,-0.0453,-0.1540,2.5931,289,dem_9t_1m,,1.3717,0.8526,2.0084,0.4539,553,-2.9139,1.1826,-0.8046,-1.3718,-1.1651,-0.0672,0.0308,-0.0672,-1.3307,-0.9432,-1.0727,1.0048,1.0247,-1.3013,depth_from_rim_mean_m,-1.3718
471.9675,472.6263,472.9596,0.6587,0.9921,5.5000,5.8310,11.0000,0.0599,0.2952,20.8668,-0.0896,-0.4437,4.5012,497,dem_9t_1m,,0.9374,0.4112,2.0005,0.4094,554,-0.7987,0.6332,-1.3421,-0.1338,-0.7187,-0.0672,0.9375,-0.0672,-0.1104,-0.6077,-0.2859,0.6602,0.0220,-0.9121,effective_radius_m,0.9375
486.6581,487.6747,487.9741,1.0165,1.3160,6.0000,5.5210,12.0000,0.0847,0.2083,38.3215,-0.2216,-0.7071,9.7517,280,dem_9t_1m,,0.8944,0.4882,2.0003,0.4200,555,1.2231,-0.6884,-1.1258,0.8944,-0.2340,0.2901,0.0308,0.2901,0.6617,-0.8339,0.7205,-0.3666,-0.8896,0.1587,depth_from_rim_mean_m,0.8944
461.8358,462.7682,463.2559,0.9324,1.4201,5.0000,5.3852,10.0000,0.0932,0.4755,24.4111,-0.2354,-0.6998,11.3850,407,dem_9t_1m,,0.9276,0.4476,1.9988,0.4082,556,0.7101,-1.4970,-0.1602,0.6527,-0.0781,-0.4245,-0.3664,-0.4245,0.9263,-0.1383,-0.0815,-0.4739,-0.8643,0.4918,aspect_ratio,0.9263
497.7643,498.2601,498.9289,0.4958,1.1646,7.0000,5.8310,14.0000,0.0354,0.3493,25.4434,-0.0499,-0.2784,2.5453,619,dem_mk5_1m,,1.3111,0.7495,1.9985,0.4212,557,-0.7928,2.3057,-1.1281,-0.6019,-0.4606,1.0048,0.9375,1.0048,-0.8731,-0.4668,-0.0220,0.9691,0.5941,-1.3111,slope_inner_deg,-1.3111
467.8680,468.2994,469.1480,0.4315,1.2800,5.5000,5.3852,11.0000,0.0392,0.6800,13.6676,-0.1779,-0.3384,7.7070,318,dem_9t_1m,,0.7869,0.3723,1.9966,0.4166,558,-1.1522,0.3391,0.6084,-0.7867,-0.2878,-0.0672,-0.3664,-0.0672,-0.7548,0.3940,-0.7010,-0.0266,0.3865,-0.2583,depth_from_rim_mean_m,-0.7867
439.0343,439.8337,440.4065,0.7994,1.3722,6.0000,5.8310,12.0000,0.0666,0.3416,30.1358,-0.0505,-0.4801,3.3002,248,dem_9t_1m,,1.1571,0.4543,1.9964,0.4191,559,0.0026,1.1298,-1.3573,0.2705,-0.1498,0.2901,0.9375,0.2901,0.0982,-0.4869,0.2485,0.9644,-0.1040,-1.1571,slope_inner_deg,-1.1571
481.4818,482.5144,483.0502,1.0326,1.5684,6.0000,5.8310,12.0000,0.0860,0.3021,38.9278,-0.1400,-0.7057,6.8049,48,dem_9t_1m,,0.9407,0.5678,1.9876,0.4246,560,1.3434,0.1879,-1.4601,0.9407,0.1438,0.2901,0.9375,0.2901,0.7021,-0.5897,0.7554,0.2682,-0.8848,-0.4423,depth_from_rim_mean_m,0.9407
481.1756,481.9804,482.1452,0.8047,0.9695,5.5000,5.8310,11.0000,0.0732,0.0960,25.4926,-0.1188,-0.5378,6.1459,494,dem_9t_1m,,1.1263,0.4429,1.9858,0.4179,561,-0.2672,0.0420,-1.7914,0.2858,-0.7526,-0.0672,0.9375,-0.0672,0.3037,-1.1262,-0.0192,0.4331,-0.3037,-0.5767,rim_symmetry_std_m,-1.1262
479.3246,479.7845,480.4096,0.4600,1.0850,6.5000,5.8310,13.0000,0.0354,0.2777,20.3506,-0.0607,-0.2772,4.7784,131,dem_9t_1m,,0.9374,0.6999,1.9801,0.4169,562,-1.1269,1.7471,-1.0398,-0.7048,-0.5797,0.6475,0.9375,0.6475,-0.8731,-0.6532,-0.3156,0.8850,0.5983,-0.8556,effective_radius_m,0.9375
485.4111,486.3190,486.9555,0.9079,1.5444,5.0000,5.3852,10.0000,0.0908,0.3088,23.7687,-0.2620,-0.6751,12.9332,313,dem_9t_1m,,0.8513,0.5195,1.9753,0.4113,563,0.6989,-1.7206,-0.2005,0.5823,0.1079,-0.4245,-0.3664,-0.4245,0.8516,-0.5722,-0.1186,-0.6808,-0.7788,0.8076,aspect_ratio,0.8516
466.9900,467.3159,467.6366,0.3259,0.6466,4.5000,5.3852,9.0000,0.0362,0.1472,6.9115,-0.0462,-0.2241,2.7413,498,dem_9t_1m,,1.2711,0.9308,1.9728,0.4495,564,-3.0335,0.1793,-0.7751,-1.0902,-1.2359,-0.7818,-0.3664,-0.7818,-0.8482,-0.9929,-1.0905,0.9978,0.7821,-1.2711,slope_inner_deg,-1.2711
427.2134,427.5650,428.2343,0.3516,1.0209,4.0000,5.0990,8.0000,0.0440,0.4195,5.8915,-0.1722,-0.2184,7.3475,59,dem_9t_1m,,1.2033,0.7604,1.9719,0.4319,565,-2.5344,-0.9461,0.6263,-1.0163,-0.6756,-1.1392,-1.2034,-1.1392,-0.6054,-0.2841,-1.1493,0.0177,0.8018,-0.3316,effective_radius_m,-1.2034
424.7884,425.7760,426.4829,0.9876,1.6945,5.0000,5.3852,10.0000,0.0988,0.4420,25.8548,-0.2398,-0.7233,10.3187,324,dem_9t_1m,,1.0993,0.4922,1.9686,0.4129,566,1.0007,-1.4896,-0.2136,0.8114,0.3325,-0.4245,-0.3664,-0.4245,1.1006,-0.2255,0.0017,-0.5082,-0.9457,0.2744,aspect_ratio,1.1006
439.2433,440.2963,440.9351,1.0530,1.6919,5.5000,5.3852,11.0000,0.0957,0.5085,33.3579,-0.2415,-0.7631,10.1705,51,dem_9t_1m,,1.0835,0.4700,1.9678,0.4188,567,1.4916,-1.1381,-0.2446,0.9993,0.3287,-0.0672,-0.3664,-0.0672,1.0041,-0.0524,0.4343,-0.5214,-1.0834,0.2441,lrm11_depth_m,-1.0834
474.4937,475.3186,475.8126,0.8249,1.3189,4.5000,5.3852,9.0000,0.0917,0.2243,17.4918,-0.2239,-0.6066,11.7950,103,dem_9t_1m,,0.8781,0.5596,1.9654,0.4119,568,-0.0920,-1.8651,-0.4007,0.3438,-0.2296,-0.7818,-0.3664,-0.7818,0.8796,-0.7922,-0.4805,-0.3845,-0.5418,0.5755,aspect_ratio,0.8796
406.5523,407.2074,407.9006,0.6551,1.3484,5.0000,5.3852,10.0000,0.0655,0.5603,17.1510,-0.2716,-0.5213,11.8910,247,dem_9t_1m,,0.7556,0.3445,1.9648,0.4054,569,-0.1997,-1.0914,0.4255,-0.1442,-0.1855,-0.4245,-0.3664,-0.4245,0.0640,0.0824,-0.5001,-0.7555,-0.2465,0.5951,lrm5_depth_m,-0.7555
467.6627,468.2037,468.3631,0.5410,0.7005,4.5000,5.0990,9.0000,0.0601,0.1338,11.4733,-0.1644,-0.3970,7.2305,359,dem_9t_1m,,1.2033,0.6337,1.9642,0.4160,570,-1.9454,-1.2500,-0.4263,-0.4721,-1.1552,-0.7818,-1.2034,-0.7818,-0.1042,-1.0278,-0.8275,0.0784,0.1837,-0.3555,effective_radius_m,-1.2034
398.4352,399.3266,400.6466,0.8914,2.2115,6.5000,5.3852,13.0000,0.0686,0.9231,39.4400,-0.2332,-0.6328,9.1840,341,dem_9t_1m,,1.1063,0.5824,1.9638,0.4299,571,1.8316,0.4032,0.8677,0.5349,1.1063,0.6475,-0.3664,0.6475,0.1605,1.0269,0.7849,-0.4568,-0.6324,0.0429,depth_from_rim_max_m,1.1063
433.7459,434.3985,434.7779,0.6526,1.0320,5.5000,5.8310,11.0000,0.0593,0.2733,20.6744,-0.1621,-0.4711,7.7184,305,dem_9t_1m,,0.9374,0.3088,1.9593,0.4057,572,-0.5206,0.1607,-1.1174,-0.1513,-0.6590,-0.0672,0.9375,-0.0672,-0.1291,-0.6647,-0.2970,0.0963,-0.0728,-0.2560,effective_radius_m,0.9375
487.3722,488.1742,488.8703,0.8020,1.4981,5.5000,5.8310,11.0000,0.0729,0.4953,25.4046,-0.1312,-0.5411,7.2688,422,dem_9t_1m,,0.9374,0.2539,1.9574,0.4060,573,0.2867,0.2942,-0.7285,0.2780,0.0386,-0.0672,0.9375,-0.0672,0.2943,-0.0868,-0.0243,0.3366,-0.3151,-0.3477,effective_radius_m,0.9375
509.5362,510.1943,511.7186,0.6582,2.1825,7.0000,5.8310,14.0000,0.0470,1.0660,33.7726,-0.1030,-0.3160,4.4140,638,dem_mk5_1m,,1.3987,0.7695,1.9550,0.4154,574,0.8508,2.5269,0.6087,-0.1353,1.0629,1.0048,0.9375,1.0048,-0.5120,1.3989,0.4582,0.5560,0.4640,-0.9299,rim_symmetry_std_m,1.3989
475.0400,475.3727,475.8147,0.3327,0.7747,5.5000,5.5210,11.0000,0.0302,0.2111,10.5393,-0.0405,-0.2010,1.0516,377,dem_9t_1m,,1.6157,0.7765,1.9459,0.4443,575,-2.5530,1.1949,-0.9470,-1.0707,-1.0441,-0.0672,0.0308,-0.0672,-1.0350,-0.8266,-0.8813,1.0422,0.8620,-1.6157,slope_inner_deg,-1.6157
422.3303,422.5520,422.9225,0.2217,0.5923,4.0000,5.3852,8.0000,0.0277,0.2098,3.7153,-0.0728,-0.1270,4.9623,31,dem_9t_1m,,1.3895,1.0269,1.9339,0.4534,576,-3.4987,-0.1185,-0.3075,-1.3896,-1.3171,-1.1392,-0.3664,-1.1392,-1.1128,-0.8300,-1.2748,0.7909,1.1181,-0.8181,depth_from_rim_mean_m,-1.3896
492.9172,493.3514,493.7663,0.4342,0.8491,5.5000,5.6569,11.0000,0.0395,0.2654,13.7536,-0.1654,-0.3186,6.8978,282,dem_9t_1m,,0.9328,0.4864,1.9296,0.4129,577,-1.5410,0.3700,-0.7259,-0.7790,-0.9328,-0.0672,0.4283,-0.0672,-0.7454,-0.6852,-0.6960,0.0706,0.4550,-0.4233,depth_from_rim_max_m,-0.9328
465.9359,466.2919,466.8553,0.3561,0.9194,4.0000,5.3852,8.0000,0.0445,0.2895,5.9662,-0.1451,-0.2638,6.9645,378,dem_9t_1m,,1.1450,0.7378,1.9236,0.4257,578,-2.5167,-0.6938,-0.0835,-1.0034,-0.8276,-1.1392,-0.3664,-1.1392,-0.5898,-0.6225,-1.1450,0.2285,0.6447,-0.4097,volume_approx_m3,-1.1450
488.4671,488.9428,489.5509,0.4757,1.0839,6.5000,5.8310,13.0000,0.0366,0.3016,21.0473,-0.1178,-0.3319,5.7302,92,dem_9t_1m,,0.9374,0.6080,1.9233,0.4108,579,-0.8570,1.4619,-0.9796,-0.6597,-0.5813,0.6475,0.9375,0.6475,-0.8357,-0.5910,-0.2755,0.4409,0.4090,-0.6615,effective_radius_m,0.9375
488.4456,489.0180,489.5564,0.5724,1.1107,5.0000,5.2421,10.0000,0.0572,0.3023,14.9843,-0.1133,-0.4289,6.7196,439,dem_9t_1m,,0.7849,0.4522,1.9221,0.4004,580,-1.3616,-0.4245,-0.2186,-0.3818,-0.5412,-0.4245,-0.7849,-0.4245,-0.1944,-0.5892,-0.6250,0.4759,0.0732,-0.4597,effective_radius_m,-0.7849
447.1707,447.7458,448.3324,0.5751,1.1617,6.0000,5.9155,12.0000,0.0479,0.3831,21.6798,-0.0326,-0.3225,1.4423,20,dem_9t_1m,,1.5360,0.6170,1.9129,0.4440,581,-0.9994,1.7572,-1.2930,-0.3741,-0.4649,0.2901,1.1846,0.2901,-0.4839,-0.3788,-0.2390,1.1036,0.4415,-1.5360,slope_inner_deg,-1.5360
482.9868,483.7471,484.2104,0.7603,1.2236,5.5000,5.7439,11.0000,0.0691,0.2866,24.0850,-0.0873,-0.4733,4.0494,93,dem_9t_1m,,1.0043,0.3652,1.9110,0.4082,582,-0.4119,0.4831,-1.2782,0.1582,-0.3723,-0.0672,0.6827,-0.0672,0.1760,-0.6300,-0.1003,0.6781,-0.0804,-1.0043,slope_inner_deg,-1.0043
479.4800,479.8898,480.3234,0.4098,0.8434,5.5000,5.6569,11.0000,0.0373,0.2792,12.9802,-0.0940,-0.3197,5.8270,184,dem_9t_1m,,0.9413,0.5707,1.9036,0.4076,583,-1.7789,0.6943,-0.7748,-0.8491,-0.9413,-0.0672,0.4283,-0.0672,-0.8139,-0.6493,-0.7406,0.6260,0.4512,-0.6417,depth_from_rim_max_m,-0.9413
444.5251,445.2835,445.7078,0.7584,1.1826,6.5000,5.8310,13.0000,0.0583,0.3643,33.5557,-0.1617,-0.5166,8.7321,109,dem_9t_1m,,0.9374,0.3846,1.9018,0.4044,584,0.4938,0.7557,-1.0352,0.1527,-0.4336,0.6475,0.9375,0.6475,-0.1602,-0.4278,0.4457,0.0994,-0.2303,-0.0492,effective_radius_m,0.9375
480.4770,481.1004,481.7485,0.6234,1.2715,7.0000,5.6569,14.0000,0.0445,0.4533,31.9906,-0.1155,-0.3991,5.8130,403,dem_9t_1m,,1.0048,0.4904,1.8983,0.4060,585,0.0222,1.5746,-0.6535,-0.2353,-0.3006,1.0048,0.4283,1.0048,-0.5898,-0.1961,0.3555,0.4588,0.1764,-0.6446,rim_radius_m,1.0048
499.2636,500.1080,500.8440,0.8444,1.5804,6.0000,5.8310,12.0000,0.0704,0.3411,31.8328,-0.1834,-0.5811,9.2063,276,dem_9t_1m,,0.9374,0.3363,1.8982,0.4072,586,0.8348,0.2122,-0.9010,0.3998,0.1618,0.2901,0.9375,0.2901,0.2165,-0.4882,0.3464,-0.0694,-0.4535,0.0475,effective_radius_m,0.9375
482.0382,482.6609,483.1556,0.6227,1.1174,5.5000,5.6569,11.0000,0.0566,0.3446,19.7261,-0.2115,-0.4873,9.9948,417,dem_9t_1m,,0.5312,0.2727,1.8959,0.4054,587,-0.4105,-0.2481,-0.5334,-0.2373,-0.5312,-0.0672,0.4283,-0.0672,-0.2131,-0.4791,-0.3517,-0.2880,-0.1289,0.2083,depth_from_rim_max_m,-0.5312
454.0797,454.6180,454.9197,0.5383,0.8400,5.5000,5.8310,11.0000,0.0489,0.1775,17.0511,-0.0751,-0.3505,2.5672,111,dem_9t_1m,,1.3066,0.6176,1.8836,0.4247,588,-1.4966,0.9285,-1.5715,-0.4798,-0.9464,-0.0672,0.9375,-0.0672,-0.4528,-0.9140,-0.5059,0.7730,0.3446,-1.3066,slope_inner_deg,-1.3066
