epoch,tr_loss,va_loss,score,sec,iou_bg,iou_floor,iou_wall
1,0.010092806164175272,0.007466322954066775,0.0881558436344998,27.80488157272339,0.9341946417206299,0.11228163755167356,0.06403004971732602
2,0.003729761595604941,0.004763723774389787,0.07183307211196308,14.622608184814453,0.9247650353931419,0.04810042212841591,0.09556572209551026
3,0.002271995140472427,0.002121309654533186,0.27776837686526956,14.28189206123352,0.9822538915851338,0.24054256696885012,0.314994186761689
4,0.001783653165330179,0.0013818500711667266,0.4573022195056061,14.010420560836792,0.9920132335486522,0.47857671663890433,0.4360277223723079
5,0.0016167083231266588,0.0019691661635244436,0.18950398902734872,14.07773756980896,0.972711515839747,0.14319639950205879,0.23581157855263862
6,0.001427403483830858,0.0022015446818179703,0.38427880121130675,13.844918966293335,0.9934943222995928,0.3513262210042087,0.41723138141840477
7,0.0011774311220506205,0.0011046405786394396,0.460364286750011,13.682196855545044,0.9892967843719759,0.518113639252574,0.402614934247448
8,0.0013045228741248138,0.0037012140012600207,0.11294902860237996,13.697223663330078,0.9284146058787276,0.10571386040098091,0.12018419680377902
9,0.0011637858042377047,0.0012717151654545557,0.5207781405385947,13.677747964859009,0.9940613156868122,0.524990967120318,0.5165653139568713
10,0.0011447612079791725,0.001160536289469085,0.4989197524610268,13.595834255218506,0.9920410976481155,0.5287058331591051,0.4691336717629485
11,0.0010866149561479688,0.0012405487042005088,0.5373828288639624,13.655531883239746,0.994594789148847,0.5464814458757932,0.5282842118521317
12,0.0010023387607361657,0.0012264440883882344,0.5543282985547507,13.647979259490967,0.9952581114155278,0.5508135648934421,0.5578430322160594
13,0.0009909484841045923,0.0009181498528712175,0.5431495871301215,13.562767744064331,0.9929761847490091,0.5773632163060846,0.5089359579541584
14,0.0009069641113455873,0.0008045246253128756,0.5169929358037211,13.648059606552124,0.9932463741851597,0.5316856199559794,0.5023002516514627
15,0.0008045356116781477,0.0008297021532515911,0.5118035318132778,13.577744245529175,0.9933046640443328,0.5193036693533547,0.5043033942732008
16,0.0009459328823140823,0.0007853451745838604,0.5306509091762801,13.591273307800293,0.9930919786609579,0.5500299580587178,0.5112718602938423
17,0.0008716082025784999,0.0008524626080708748,0.554159870000009,13.674703121185303,0.9939437497109488,0.5814767663908339,0.526842973609184
18,0.0008098453072307166,0.0008721091435290873,0.575302645286714,13.744447469711304,0.9942762497117557,0.5979708798017348,0.5526344107716934
19,0.0008059089828748256,0.0008425644905814393,0.46752239607944157,13.636164903640747,0.9922656014365874,0.462634839492267,0.47240995266661606
20,0.0007903619291028008,0.0007569126028101891,0.5343511478657352,13.561525821685791,0.9921954228149712,0.5785577186728819,0.4901445770585887
21,0.0007719329027167987,0.0007589359566653994,0.45904611210147656,13.423593282699585,0.9898949545762367,0.4882456061491437,0.4298466180538094
22,0.000845647172536701,0.0009927624963562596,0.4153660697267703,13.491582155227661,0.9908552281670236,0.40330917010694667,0.42742296934659396
23,0.0007452022677171044,0.0006449136629023335,0.5530972702899293,13.410730361938477,0.9934365447991113,0.5869723966700745,0.519222143909784
24,0.0007076888781739399,0.0005983023756099018,0.5550804777177374,13.381733655929565,0.9936876652416998,0.5928597187161918,0.517301236719283
25,0.0007667162426514551,0.000935385247099806,0.5690332852390356,13.416748523712158,0.9936496806948935,0.6006992318298208,0.5373673386482506
26,0.0006670462251349818,0.0006631841004656798,0.5285453821185673,13.430403709411621,0.9924631014402313,0.5724852071005917,0.4846055571365428
27,0.0007419841567752883,0.000706670726437799,0.5281352787550773,13.49055290222168,0.9922993461356847,0.5558108542805937,0.5004597032295607
28,0.0006649406299402471,0.0006653871651823548,0.5322352729344022,13.597469091415405,0.9919552514371154,0.5806373848898317,0.4838331609789728
29,0.00068483170325635,0.0007511776374568316,0.5629270709944254,13.51922869682312,0.9932630102698213,0.5821108595057596,0.5437432824830911
30,0.0006314509206276853,0.0007293826201930642,0.5852628938477812,13.509442329406738,0.993931455254002,0.6021885231776667,0.5683372645178957
31,0.0006584112277778331,0.0007357724958141757,0.5688418309574467,13.596489191055298,0.9936214901073168,0.6005195554914129,0.5371641064234804
32,0.0006609882300836034,0.0006442991831466894,0.5785713428114148,13.67636513710022,0.9937394662536516,0.616270337922403,0.5408723477004265
33,0.0006426995452784468,0.000723201606888324,0.5630953676469179,14.019777059555054,0.9939083652484524,0.5887009227428985,0.5374898125509372
34,0.0006202317381394096,0.0007135208606169643,0.5700497078921145,14.136159658432007,0.9937427073095245,0.5910162498947545,0.5490831658894744
35,0.0006457779105403461,0.0005730842584109104,0.597869748146783,14.126701593399048,0.9944540398028385,0.6386049617340387,0.5571345345595273
36,0.0006030902288330254,0.0006604083676145158,0.5939690501581405,14.125632762908936,0.9939005772891255,0.6320129653462987,0.5559251349699822
37,0.0006633562545175665,0.00064697332510894,0.554404744244659,14.126584529876709,0.9938209719114753,0.5783243943036804,0.5304850941856376
38,0.000578762534132693,0.0006660479015078057,0.5863220049828097,13.905318021774292,0.9942511913837173,0.6148697802997235,0.557774229665896
39,0.0005992164427880198,0.0006073867394165559,0.5822807430366885,13.690853357315063,0.9939654279195236,0.6176707231217943,0.5468907629515828
40,0.000601311243372038,0.0006825161531609906,0.5872134736302059,13.604042291641235,0.9942186168401357,0.6216390720841212,0.5527878751762907
