area,tile,flown,points,ground_pct,ground_stops,data_stops,gap,barred_pct,pts_beyond,error
Venango,17TPG619606,2020-03-18,10162750.0,60.29658310988659,17.75,19.75,2.0,10.126582278481013,1709255.0,
Venango,17TPG619608,2020-03-18,12293896.0,41.728618820266576,17.75,19.75,2.0,10.126582278481013,1935648.0,
Venango,17TPG621600,2020-03-18,10236072.0,56.76472381202476,17.75,19.75,2.0,10.126582278481013,1702391.0,
Venango,17TPG621602,2020-03-18,10537234.0,60.63826617117927,17.75,19.75,2.0,10.126582278481013,1713873.0,
Venango,17TPG621603,2020-03-18,9790977.0,61.300460617975105,17.75,19.75,2.0,10.126582278481013,1637180.0,
Venango,17TPG621605,2020-03-18,10899498.0,57.0465171882228,17.75,19.75,2.0,10.126582278481013,1854629.0,
Venango,17TPG621606,2020-03-18,10824969.0,57.485134599461674,17.75,19.75,2.0,10.126582278481013,1836633.0,
Venango,17TPG621608,2020-03-18,10168994.0,54.813514493174054,17.75,20.25,2.5,12.345679012345679,1823190.0,
Venango,17TPG622600,2020-03-18,9400274.0,64.1709911860016,17.75,19.75,2.0,10.126582278481013,1514044.0,
Venango,17TPG622602,2020-03-18,10426061.0,60.69809106238684,17.75,19.75,2.0,10.126582278481013,1664900.0,
Venango,17TPG622603,2020-03-18,10369566.0,56.97183469394959,17.75,19.75,2.0,10.126582278481013,1676005.0,
Venango,17TPG622605,2020-03-18,11257571.0,53.47805490189669,17.75,19.75,2.0,10.126582278481013,1737349.0,
Venango,17TPG622606,2020-03-18,11229217.0,52.92719875303862,17.75,19.75,2.0,10.126582278481013,1798436.0,
Venango,17TPG622608,2020-03-18,9999618.0,56.83394105654836,17.75,19.75,2.0,10.126582278481013,1730703.0,
Venango,17TPG624600,2020-03-18,9180901.0,66.04420415817576,17.75,19.75,2.0,10.126582278481013,1510992.0,
Venango,17TPG624602,2020-03-18,9659291.0,63.47652224164278,17.75,20.25,2.5,12.345679012345679,1704305.0,
Venango,17TPG624603,2020-03-18,9493871.0,63.09824517312275,17.75,19.75,2.0,10.126582278481013,1574660.0,
Venango,17TPG624605,2020-03-18,10536140.0,57.71609906474288,17.75,19.75,2.0,10.126582278481013,1723053.0,
Venango,17TPG624606,2020-03-18,10696849.0,54.16884916296378,17.75,19.75,2.0,10.126582278481013,1757366.0,
Venango,17TPG624608,2020-03-18,10173737.0,58.497983582630454,17.75,20.25,2.5,12.345679012345679,1807046.0,
