tile,group,points,single_return,terminal_return,overlap_flag,edge_of_flightline,med_abs_scan_angle,p95_abs_scan_angle,med_intensity,n_flightlines
616591,class 2,5838895,0.767387664960579,1.0,0.0,0.0,9.612000465393066,17.333999633789062,20256.0,2
616591,near-ground class 1,1294322,0.7513547633432793,0.9998678844986023,0.0,0.0017314084130533205,18.56999969482422,19.110000610351562,18784.0,2
