tile,cells_covered,cells_with_ground,cells_void,cells_void_fixable,pct_void,pct_void_fixable,pct_of_void_fixable,area_void_m2,area_fixable_m2
616591,5538884,4653420,885464,243826,15.986325043095324,4.402078108153194,27.536523223982,221366.0,60956.5
