area,block,tile,angle,at_ground_returns,pct_called_ground
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607591,17.5,160429,90.9212174856167
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607591,18.5,351947,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607591,19.5,118875,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607594,0.5,110725,98.20907654097992
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607594,1.5,120984,98.45682073662633
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607594,2.5,120900,98.55004135649295
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607594,3.5,115589,98.27405721997768
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607594,4.5,111327,97.83251143029096
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607594,5.5,121857,97.69319776459292
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607594,6.5,124304,97.70964731625692
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607594,7.5,124794,97.68658749619372
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607594,8.5,123876,97.98346733830606
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607594,9.5,124533,97.91380597913806
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607594,10.5,124198,97.590943493454
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607594,11.5,123806,97.72951230150396
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607594,12.5,124824,97.76084727296032
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607594,13.5,160302,97.4772616686005
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607594,14.5,154097,95.39705510165676
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607594,15.5,126961,91.3367096982538
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607594,16.5,139116,89.93717473187843
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607594,17.5,201672,88.0171764052521
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607594,18.5,447636,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607594,19.5,50834,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607597,0.5,113618,99.35485574468834
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607597,1.5,113345,99.38329877806696
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607597,2.5,111057,99.43452461348676
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607597,3.5,112408,99.25628069176572
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607597,4.5,112200,99.27183600713012
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607597,5.5,112864,98.93322937340515
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607597,6.5,113366,98.5471834588854
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607597,7.5,112861,98.65055244947324
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607597,8.5,112406,98.24564525025356
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607597,9.5,113016,98.6258582855525
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607597,10.5,113178,98.55979077205818
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607597,11.5,112432,98.521773160666
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607597,12.5,110358,98.66978379455954
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607597,13.5,112994,98.74595111244844
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607597,14.5,152425,94.99097917008363
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607597,15.5,157040,91.77215995924604
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607597,16.5,127398,90.70393569757766
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607597,17.5,205543,90.46330938051892
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607597,18.5,262899,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607597,19.5,85457,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607599,0.5,114492,99.44974321349964
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607599,1.5,114827,99.38342027571912
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607599,2.5,114063,99.3950711448936
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607599,3.5,114523,99.63850056320564
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607599,4.5,114535,99.66123892260008
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607599,5.5,114299,99.52405532856804
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607599,6.5,115019,99.52355697754284
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607599,7.5,115075,99.63502063871388
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607599,8.5,114393,99.59525495441154
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607599,9.5,115193,99.53903448994296
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607599,10.5,114324,99.61512893180785
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607599,11.5,113375,99.57750826901876
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607599,12.5,112581,99.51768060329896
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607599,13.5,115584,99.5907738095238
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607599,14.5,141008,96.32786792238738
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607599,15.5,179081,94.00550588839688
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607599,16.5,203163,92.913571861018
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607599,17.5,198009,92.26600811074243
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607599,18.5,248850,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607599,19.5,111504,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607596,0.5,102566,97.89111401439074
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607596,1.5,103627,97.93683113474287
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607596,2.5,106131,97.98268178006428
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607596,3.5,105532,97.7182276465906
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607596,4.5,104254,97.96842327392714
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607596,5.5,105058,98.20480115745588
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607596,6.5,106774,98.41066177159232
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607596,7.5,107023,98.02378927894004
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607596,8.5,106215,97.89860189238809
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607596,9.5,107278,98.12729543802084
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607596,10.5,106871,98.34847620027884
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607596,11.5,105799,98.05385684174708
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607596,12.5,107041,98.25580852196822
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607596,13.5,115190,98.57452903897908
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607596,14.5,155914,97.16125556396476
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607596,15.5,121649,91.8273064307968
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607596,16.5,125566,91.1847156077282
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607596,17.5,209634,90.72669509716935
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607596,18.5,396393,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF607596,19.5,91839,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609591,0.5,109899,96.97358483698667
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609591,1.5,110071,97.16183190849542
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609591,2.5,109255,97.3108782206764
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609591,3.5,110794,97.74807300034298
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609591,4.5,110580,97.85675529028758
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609591,5.5,109907,97.26496037559028
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609591,6.5,109823,97.03887163890988
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609591,7.5,108291,96.71717871291244
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609591,8.5,106830,96.318449873631
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609591,9.5,108427,96.53315133684414
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609591,10.5,107917,96.62796408350862
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609591,11.5,107558,96.29781141337696
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609591,12.5,111686,95.54823344018052
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609591,13.5,150888,92.61306399448598
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609591,14.5,151894,92.8943868750576
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609591,15.5,108993,92.05270063215067
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609591,16.5,110135,90.56249148771964
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609591,17.5,167153,89.54191668710703
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609591,18.5,212973,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609591,19.5,131517,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609590,0.5,130874,93.26527805370053
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609590,1.5,131427,93.33926818690225
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609590,2.5,130417,93.1527331559536
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609590,3.5,131218,94.04273803898856
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609590,4.5,129973,93.8810368307264
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609590,5.5,121390,94.56133124639592
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609590,6.5,114326,95.4577261515316
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609590,7.5,105419,94.73150001422891
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609590,8.5,111364,95.89903379907332
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609590,9.5,121139,95.30621847629584
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609590,10.5,115184,94.86994721489096
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609590,11.5,122348,94.0554810867362
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609590,12.5,132870,92.06216602694364
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609590,13.5,175631,89.6954410098445
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609590,14.5,172649,87.79604863045833
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609590,15.5,120518,85.2229542474983
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609590,16.5,124858,84.83477230133431
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609590,17.5,165461,85.902418092481
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609590,18.5,306762,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609590,19.5,157912,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609593,0.5,77420,98.3802634978042
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609593,1.5,89305,97.75152567045518
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609593,2.5,100012,97.48530176378834
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609593,3.5,101330,97.21109247014704
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609593,4.5,100517,97.18555070286618
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609593,5.5,99987,97.40966325622333
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609593,6.5,100683,97.66395518607908
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609593,7.5,100890,97.86401030825652
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609593,8.5,99685,97.77800070221195
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609593,9.5,100001,97.6890231097689
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609593,10.5,100343,97.52249783243477
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609593,11.5,100634,97.33390305463362
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609593,12.5,102048,96.51438538726872
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609593,13.5,113243,94.3184126171154
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609593,14.5,153730,92.62733363689586
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609593,15.5,156074,91.50659302638492
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609593,16.5,126392,90.6655484524337
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609593,17.5,185386,90.34986460682036
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609593,18.5,247335,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609593,19.5,81620,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609597,0.5,106274,97.3540094472778
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609597,1.5,107188,97.07709818263238
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609597,2.5,106856,97.54903795762522
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609597,3.5,107333,97.74533461284042
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609597,4.5,106530,97.68328170468412
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609597,5.5,106268,97.65686754243988
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609597,6.5,105905,97.36650771918228
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609597,7.5,106177,97.98449758422258
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609597,8.5,105519,98.51875017769312
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609597,9.5,106190,98.29174121857048
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609597,10.5,107437,98.22500628275176
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609597,11.5,105781,98.4212665790643
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609597,12.5,100024,98.45337119091418
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609597,13.5,83522,98.29625727353272
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609597,14.5,98192,94.21541469773504
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609597,15.5,172195,91.78954092743692
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609597,16.5,205500,92.2102189781022
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609597,17.5,133644,91.9734518571728
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609597,18.5,216604,1.5202858672970028
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609597,19.5,90541,0.1270142808230525
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609596,0.5,102809,97.85524613603867
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609596,1.5,97713,97.80991270352972
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609596,2.5,96292,98.16184106675529
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609596,3.5,98938,97.80165356081586
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609596,4.5,100153,97.90021267460784
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609596,5.5,100822,97.97167284917975
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609596,6.5,100462,98.04105034739504
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609596,7.5,98864,98.5272697847548
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609596,8.5,96740,98.27062228654124
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609596,9.5,96875,97.61032258064516
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609596,10.5,95359,97.45907570339452
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609596,11.5,95121,97.3360246422977
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609596,12.5,99317,97.72244429453166
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609596,13.5,99131,96.97471023191534
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609596,14.5,96347,93.55247179465889
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609596,15.5,176132,92.08093929552837
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609596,16.5,203393,90.39298304268092
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609596,17.5,141695,87.42510321465119
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609596,18.5,210785,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609596,19.5,99921,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609594,0.5,106553,97.66219627790863
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609594,1.5,104965,97.70399657028534
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609594,2.5,100284,97.65466076343183
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609594,3.5,105855,97.51641396249586
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609594,4.5,108191,97.07923949311864
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609594,5.5,111085,97.25075392717288
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609594,6.5,112927,97.65689339130589
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609594,7.5,112585,97.53874850113247
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609594,8.5,107117,97.85654938058384
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609594,9.5,110259,98.34752718598936
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609594,10.5,110707,98.53306475651948
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609594,11.5,107876,98.61600355964256
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609594,12.5,104155,98.7576208535356
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609594,13.5,106447,98.22822625344068
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609594,14.5,139232,94.03944495518272
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609594,15.5,190885,92.21835136338632
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609594,16.5,191134,89.43777663837935
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609594,17.5,196469,88.00574136377749
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609594,18.5,244600,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609594,19.5,92469,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609599,0.5,105039,98.8242462323518
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609599,1.5,105329,98.48569719640363
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609599,2.5,104860,97.8237650200267
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609599,3.5,105668,97.814854071242
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609599,4.5,104492,97.44478046166212
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609599,5.5,103630,97.13017465984754
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609599,6.5,104004,97.8231606476674
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609599,7.5,104369,98.38266151826691
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609599,8.5,104438,98.23435914130872
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609599,9.5,105857,98.32698829553075
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609599,10.5,105000,98.36571428571428
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609599,11.5,103128,98.5358001706617
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609599,12.5,105710,98.61413300539212
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609599,13.5,106705,98.5755119254018
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609599,14.5,124972,95.93829017699966
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609599,15.5,166790,93.21362191977936
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609599,16.5,170640,93.15518049695264
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609599,17.5,210868,91.71235085456304
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609599,18.5,235211,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF609599,19.5,174329,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610590,0.5,106768,98.70092162445675
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610590,1.5,105067,99.14625905374666
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610590,2.5,101647,99.40283530256671
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610590,3.5,101509,99.4798490774217
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610590,4.5,101646,99.4736634988096
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610590,5.5,105219,99.61603892833044
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610590,6.5,106347,99.69345632692976
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610590,7.5,106486,99.63657194372968
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610590,8.5,107943,99.6173906598853
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610590,9.5,107211,99.57467050955592
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610590,10.5,108929,99.48314957449348
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610590,11.5,108592,99.23567113599528
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610590,12.5,109302,98.97257140765952
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610590,13.5,109870,98.80495130608902
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610590,14.5,114247,97.2883314222693
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610590,15.5,180989,91.47462000453066
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610590,16.5,226680,91.0658196576672
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610590,17.5,243286,89.62291295019031
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610590,18.5,326209,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610590,19.5,2905,0.0
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610591,0.5,104954,98.22017264706444
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610591,1.5,105310,98.14167695375558
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610591,2.5,105458,98.05420167270384
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610591,3.5,105488,97.88885939632944
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610591,4.5,105701,97.75877238625937
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610591,5.5,105121,97.81489902112804
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610591,6.5,105155,97.8526936427179
"PA WesternPA 2019 D20  (Venango, QL2)",Venango 2020-03,17TPF610591,7.5,105872,97.81528638355748
