points,lines,ground_pct,max_ang,cut,lost,flown,area,colour,tile,block
10019757,2,62.81760126518038,19.578001022338867,18.0,1264020,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPF622599,Venango 2020-03
9075351,2,54.1846480648517,19.24800109863281,18.0,671346,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPF624591,Venango 2020-03
9425106,2,62.08758819264207,19.416000366210938,18.0,979578,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPF624593,Venango 2020-03
10379355,3,57.99106013812997,19.6560001373291,18.0,1142925,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPF624594,Venango 2020-03
10161348,2,61.48395862438724,19.715999603271484,18.0,1212222,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPF624596,Venango 2020-03
10344978,3,59.32037748171142,19.59600067138672,18.0,1137960,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPF624597,Venango 2020-03
10045347,2,57.87939431061964,19.799999237060547,18.0,1159845,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPF624599,Venango 2020-03
14018055,4,48.19702162675208,28.99800109863281,,0,2020-03-07,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG604600,Venango 2020-03
13496163,4,50.76073844099245,28.99800109863281,,0,2020-03-07,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG604602,Venango 2020-03
13222281,4,48.53550609006116,28.99800109863281,,0,2020-03-07,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG604603,Venango 2020-03
12238023,4,56.19527761959591,28.99800109863281,,0,2020-03-07,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG604605,Venango 2020-03
10088940,5,63.812184431664775,28.99800109863281,,0,2020-03-07,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG604606,Venango 2020-03
8680260,3,67.77021656033345,19.48200035095215,18.0,474342,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG604608,Venango 2020-03
9744429,3,62.8622569880698,19.667999267578125,18.0,1655457,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG606600,Venango 2020-03
9618111,3,67.39688281825818,19.559999465942383,18.0,1410921,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG606602,Venango 2020-03
9537894,3,70.41963351658134,19.40999984741211,18.0,1212645,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG606603,Venango 2020-03
9713013,3,67.20105285558662,19.42799949645996,18.0,1181655,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG606605,Venango 2020-03
9152718,3,71.18728010630285,19.54199981689453,18.0,1256574,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG606606,Venango 2020-03
9754287,3,66.85826447386673,19.40399932861328,18.0,1073217,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG606608,Venango 2020-03
9478941,3,68.37912589602573,19.512001037597656,18.0,1162074,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG607600,Venango 2020-03
9239760,3,69.59372321358997,19.625999450683597,18.0,1255722,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG607602,Venango 2020-03
8893125,3,74.52491671937592,19.6200008392334,18.0,1261242,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG607603,Venango 2020-03
9309291,3,67.40881770695533,19.6200008392334,18.0,1364733,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG607605,Venango 2020-03
9247380,3,66.9310875080293,19.625999450683597,18.0,1502157,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG607606,Venango 2020-03
10012155,3,60.73530623527103,19.52400016784668,18.0,1548096,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG607608,Venango 2020-03
10156632,3,64.04982478443641,19.64400100708008,18.0,1451187,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG609600,Venango 2020-03
8973495,3,68.37085215961005,19.56599998474121,18.0,1541850,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG609602,Venango 2020-03
9035676,3,66.06627993301221,19.715999603271484,18.0,1882239,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG609603,Venango 2020-03
9359691,3,60.67959935856857,19.788000106811523,18.0,1655097,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG609605,Venango 2020-03
10186950,3,58.01422408080927,19.75200080871582,18.0,1353669,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG609606,Venango 2020-03
9207729,3,60.38179446853833,19.416000366210938,18.0,815082,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG609608,Venango 2020-03
10416582,3,58.51098757730703,19.739999771118164,18.0,1160079,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG610600,Venango 2020-03
11035449,3,51.30144681924587,19.757999420166016,18.0,1138938,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG610602,Venango 2020-03
10740561,3,54.596645370758566,19.68000030517578,18.0,1085568,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG610603,Venango 2020-03
8869221,2,66.75833198879586,19.673999786376957,18.0,1142775,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG610605,Venango 2020-03
10341264,2,55.909654757871,19.3439998626709,18.0,919995,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG610606,Venango 2020-03
9050715,2,62.259965096680205,19.049999237060547,18.0,781083,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG610608,Venango 2020-03
10882347,3,47.51052323547485,19.739999771118164,18.0,1258320,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG612600,Venango 2020-03
11099571,3,46.61045007955713,19.38599967956543,18.0,940413,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG612602,Venango 2020-03
10880850,2,47.75949489240271,19.33799934387207,18.0,790215,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG612603,Venango 2020-03
9986520,2,56.13517020944233,19.45199966430664,18.0,940332,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG612605,Venango 2020-03
9739590,2,61.97028827702192,19.42200088500977,18.0,1094865,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG612606,Venango 2020-03
9333597,2,61.441907123266624,19.10400009155273,18.0,817188,2020-03-16,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG612608,Venango 2020-03
10245690,2,60.09261455304621,19.559999465942383,18.0,1208085,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG613600,Venango 2020-03
10984773,2,51.90137292777921,19.59600067138672,18.0,1189422,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG613602,Venango 2020-03
10974768,2,49.72205335001159,19.667999267578125,18.0,1106094,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG613603,Venango 2020-03
10443711,2,55.474304105121256,19.6200008392334,18.0,1271481,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG613605,Venango 2020-03
10616814,2,51.24927308701085,19.416000366210938,18.0,934764,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG613606,Venango 2020-03
10006866,2,57.93066480554452,19.176000595092773,18.0,851541,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG613608,Venango 2020-03
10427298,2,62.1261040012475,19.464000701904297,18.0,1203909,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG615600,Venango 2020-03
9442539,2,64.73660315302907,19.59600067138672,18.0,1214892,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG615602,Venango 2020-03
9871884,2,64.61401896537681,19.68600082397461,18.0,1263621,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG615603,Venango 2020-03
9664008,2,66.53233316859837,19.739999771118164,18.0,1278273,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG615605,Venango 2020-03
10570185,2,57.55434744046581,19.667999267578125,18.0,1183824,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG615606,Venango 2020-03
10844598,2,55.75457015557424,19.649999618530277,18.0,1079574,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG615608,Venango 2020-03
10132638,2,59.74310934625316,19.799999237060547,18.0,1281288,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG616600,Venango 2020-03
10158594,2,56.35107574926215,19.823999404907227,18.0,1179732,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG616602,Venango 2020-03
9892221,2,61.16591006205785,19.812000274658203,18.0,1317234,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG616603,Venango 2020-03
9645300,2,60.58439861901651,19.81800079345703,18.0,1283493,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG616605,Venango 2020-03
10270812,2,61.77615752289108,19.70400047302246,18.0,1307091,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG616606,Venango 2020-03
10771410,2,53.08118435747966,19.59000015258789,18.0,1042581,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG616608,Venango 2020-03
9562965,2,63.862714126842455,19.9320011138916,18.0,1280703,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG618600,Venango 2020-03
10026987,2,63.30340310603773,19.82999992370605,18.0,1368270,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG618602,Venango 2020-03
9824862,2,62.46725908211231,19.9320011138916,18.0,1355445,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG618603,Venango 2020-03
10096257,2,57.03444355665669,20.03400039672852,18.0,1271385,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG618605,Venango 2020-03
10740357,2,57.307927473919165,19.80599975585937,18.0,1184814,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG618606,Venango 2020-03
11664222,2,48.295557131885865,19.51799964904785,18.0,1022721,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG618608,Venango 2020-03
10002684,2,59.85559475836686,19.57200050354004,18.0,1054818,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG619600,Venango 2020-03
9412728,2,65.6058052458331,19.625999450683597,18.0,1205991,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG619602,Venango 2020-03
9586968,2,63.06748911647561,19.673999786376957,18.0,1219434,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG619603,Venango 2020-03
9443775,2,63.71841768784199,19.739999771118164,18.0,1248477,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG619605,Venango 2020-03
10162749,2,60.29210206805266,19.63800048828125,18.0,1176609,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG619606,Venango 2020-03
12293895,2,41.730663878290805,19.464000701904297,18.0,632706,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG619608,Venango 2020-03
10236072,2,56.77424895018324,19.6200008392334,18.0,1113462,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG621600,Venango 2020-03
10537233,2,60.64717369351138,19.722000122070312,18.0,1260957,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG621602,Venango 2020-03
9790977,2,61.30499540546362,19.823999404907227,18.0,1266543,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG621603,Venango 2020-03
10899498,2,57.04124171590288,19.80599975585937,18.0,1273806,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG621605,Venango 2020-03
10824969,2,57.48717617574701,19.836000442504883,18.0,1383852,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG621606,Venango 2020-03
10168995,2,54.812171704283465,19.992000579833984,18.0,1235409,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG621608,Venango 2020-03
9400275,2,64.16189951889706,19.607999801635746,18.0,1142838,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG622600,Venango 2020-03
10426062,2,60.69209064745634,19.66200065612793,18.0,1185567,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG622602,Venango 2020-03
10369566,2,56.96781331060529,19.559999465942383,18.0,1059876,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG622603,Venango 2020-03
11257572,2,53.482909103312856,19.440000534057617,18.0,1080315,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG622605,Venango 2020-03
11229216,2,52.927595301399485,19.56599998474121,18.0,1184427,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG622606,Venango 2020-03
9999618,2,56.83573112492897,19.739999771118164,18.0,1110876,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG622608,Venango 2020-03
9180900,2,66.0515635721988,19.81800079345703,18.0,1254705,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG624600,Venango 2020-03
9659292,2,63.47459006312264,19.9379997253418,18.0,1299807,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG624602,Venango 2020-03
9493872,2,63.1048427870104,19.649999618530277,18.0,1185999,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG624603,Venango 2020-03
10536141,2,57.7122117101508,19.631999969482425,18.0,1137129,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG624605,Venango 2020-03
10696848,2,54.17465032690003,19.757999420166016,18.0,1113360,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG624606,Venango 2020-03
10173738,2,58.49770261431934,19.920000076293945,18.0,1261590,2020-03-18,"PA WesternPA 2019 D20  (Venango, QL2)",#1F5FA8,17TPG624608,Venango 2020-03
