wp_id,bbox_score,geometry
4771,0.9785172343254088,"POLYGON ((-104.8643009669757 40.04447132937967, -104.864287251978 40.04447184728882, -104.8631373038171 40.0444718472888, -104.8631235888198 40.04447132937967, -104.863122915048 40.04446078845435, -104.863122915048 40.0439389876359, -104.8631235888252 40.04392844663146, -104.8631373038242 40.04392792885179, -104.8642872519712 40.04392792885181, -104.8643009669704 40.04392844663147, -104.8643016407478 40.04393898763608, -104.8643016407478 40.04446078845417, -104.8643009669757 40.04447132937967))"
4772,0.9537947773933412,"POLYGON ((-104.8640483579326 40.04753612884473, -104.8640346422923 40.04753664671959, -104.8634951921437 40.04753664671962, -104.8634814765032 40.04753612884475, -104.8634808026984 40.0475255879047, -104.8634808026984 40.04707468778732, -104.8634814765037 40.04706414680876, -104.8634951921026 40.04706362899537, -104.8640346423331 40.04706362899538, -104.8640483579321 40.04706414680875, -104.8640490317376 40.04707468778739, -104.8640490317376 40.04752558790466, -104.8640483579326 40.04753612884473))"
4773,0.6701452732086182,"POLYGON ((-104.8637950903609 40.05511582388471, -104.8637813731803 40.05511634173402, -104.8636885929255 40.05511634173403, -104.8636748757447 40.05511582388471, -104.8636742018631 40.05510528294367, -104.8636742018631 40.05501911720337, -104.8636748757447 40.05500857625409, -104.8636885929152 40.05500805841653, -104.8637813731906 40.05500805841653, -104.8637950903609 40.05500857625408, -104.8637957642425 40.05501911720334, -104.8637957642425 40.05510528294371, -104.8637950903609 40.05511582388471))"
4774,0.8440598845481873,"POLYGON ((-104.8642935340651 40.07628900802221, -104.8642798126653 40.07628952590322, -104.8635840131324 40.07628952590321, -104.8635702917326 40.07628900802218, -104.8635696176453 40.07627846713973, -104.8635696176453 40.07536808213745, -104.86357029173 40.07535754120518, -104.8635840130106 40.07535702340305, -104.8642798127872 40.07535702340304, -104.8642935340677 40.07535754120516, -104.8642942081528 40.07536808213735, -104.8642942081529 40.07627846713972, -104.8642935340651 40.07628900802221))"
4775,0.9060201048851012,"POLYGON ((-104.8631925607423 40.09222547023475, -104.8631788361472 40.09222598811888, -104.8624015766744 40.09222598811891, -104.8623878520792 40.09222547023476, -104.862387177835 40.09221492938438, -104.8623871778351 40.09153419465194, -104.8623878520796 40.09152365374688, -104.8624015766096 40.09152313595076, -104.863178836212 40.09152313595078, -104.863192560742 40.09152365374687, -104.8631932349868 40.09153419465209, -104.8631932349868 40.09221492938433, -104.8631925607423 40.09222547023475))"
4776,0.8430564403533936,"POLYGON ((-104.8630232968212 40.1052972641393, -104.8630095695888 40.10529778200972, -104.8624575881182 40.1052977820097, -104.8624438608859 40.1052972641393, -104.8624431865116 40.10528672330533, -104.8624431865116 40.10476543855788, -104.8624438608858 40.10475489768441, -104.8624575880633 40.10475437987695, -104.8630095696438 40.10475437987695, -104.8630232968213 40.10475489768439, -104.8630239711957 40.10476543855794, -104.8630239711957 40.1052867233053, -104.8630232968212 40.1052972641393))"
4777,0.9862011075019836,"POLYGON ((-104.864204745216 40.11972257609504, -104.8641910151193 40.11972309400741, -104.8628639015324 40.11972309400741, -104.862850171436 40.11972257609504, -104.8628494969229 40.11971203531299, -104.8628494969229 40.11837450853725, -104.8628501714349 40.11836396766266, -104.8628639013857 40.11836344989965, -104.8641910152661 40.11836344989965, -104.8642047452171 40.11836396766266, -104.8642054197296 40.11837450853724, -104.8642054197296 40.11971203531294, -104.864204745216 40.11972257609504))"
4779,0.7010664343833923,"POLYGON ((-104.8637092839023 40.14409552803694, -104.8636955488695 40.14409604591071, -104.8630216110743 40.14409604591073, -104.8630078760415 40.14409552803694, -104.8630072012842 40.14408498727772, -104.8630072012843 40.14372421172977, -104.8630078760441 40.14371367092323, -104.8630216110657 40.14371315312609, -104.8636955488781 40.14371315312608, -104.8637092838997 40.14371367092323, -104.8637099586597 40.14372421172991, -104.8637099586597 40.14408498727762, -104.8637092839023 40.14409552803694))"
4780,0.595038890838623,"POLYGON ((-104.8632151287022 40.14497564154082, -104.8632013934766 40.1449761593958, -104.8628624542256 40.14497615939582, -104.8628487189998 40.14497564154082, -104.8628480442324 40.14496510077211, -104.8628480442324 40.14465808372259, -104.8628487189999 40.14464754292892, -104.8628624541939 40.14464702511314, -104.8632013935082 40.14464702511314, -104.8632151287021 40.14464754292889, -104.8632158034698 40.14465808372259, -104.8632158034698 40.14496510077217, -104.8632151287022 40.14497564154082))"
4781,0.5959559679031372,"POLYGON ((-104.8642867786504 40.15029019287515, -104.8642730423458 40.15029071072023, -104.8641034375394 40.15029071072023, -104.8640897012348 40.15029019287513, -104.8640890264139 40.15027965211022, -104.8640890264139 40.1501829621732, -104.8640897012355 40.15017242139492, -104.8641034375345 40.1501719035702, -104.8642730423508 40.1501719035702, -104.8642867786497 40.15017242139491, -104.8642874534713 40.15018296217325, -104.8642874534713 40.15027965211022, -104.8642867786504 40.15029019287515))"
4782,0.9450461864471436,"POLYGON ((-104.8627958171152 40.18541781192854, -104.8627820737447 40.18541832978936, -104.8622740719759 40.18541832978937, -104.8622603286055 40.18541781192857, -104.8622596534383 40.18540727123948, -104.8622596534383 40.18491732061787, -104.8622603286053 40.1849067798921, -104.8622740719232 40.18490626208941, -104.8627820737976 40.18490626208944, -104.8627958171154 40.18490677989211, -104.8627964922826 40.18491732061775, -104.8627964922827 40.18540727123945, -104.8627958171152 40.18541781192854))"
4783,0.8555123209953308,"POLYGON ((-104.862908277728 40.18578023325685, -104.8628945342849 40.18578075111851, -104.8623705207123 40.18578075111854, -104.8623567772692 40.18578023325685, -104.8623561020984 40.18576969256898, -104.8623561020984 40.18545157482349, -104.8623567772709 40.18544103409828, -104.8623705206973 40.18544051629654, -104.8628945342997 40.18544051629654, -104.8629082777263 40.18544103409828, -104.8629089528989 40.18545157482362, -104.8629089528989 40.18576969256889, -104.862908277728 40.18578023325685))"
4784,0.7638481855392456,"POLYGON ((-104.8631934887872 40.19974806131926, -104.8631797425101 40.19974857916316, -104.8629521628192 40.19974857916316, -104.8629384165422 40.19974806131929, -104.8629377412315 40.19973752064691, -104.8629377412315 40.19956148279321, -104.8629384165426 40.19955094210344, -104.8629521628037 40.19955042428641, -104.8631797425258 40.19955042428641, -104.8631934887868 40.19955094210344, -104.8631941640979 40.19956148279321, -104.8631941640979 40.1997375206469, -104.8631934887872 40.19974806131926))"
4785,0.5867541432380676,"POLYGON ((-104.8629144382061 40.20736380721082, -104.8629006903871 40.2073643250495, -104.862753665865 40.20736432504948, -104.862739918046 40.20736380721078, -104.8627392426593 40.20735326654972, -104.8627392426593 40.20723626828156, -104.8627399180462 40.20722572760852, -104.8627536658538 40.20722520978768, -104.8629006903982 40.20722520978767, -104.8629144382059 40.2072257276085, -104.8629151135928 40.20723626828158, -104.8629151135928 40.20735326654979, -104.8629144382061 40.20736380721082))"
4786,0.763748824596405,"POLYGON ((-104.86397085685 40.23593778216618, -104.8639571032581 40.23593830000765, -104.8637149911991 40.23593830000765, -104.8637012376074 40.23593778216619, -104.8637005619374 40.23592724156021, -104.8637005619374 40.23572077537941, -104.8637012376076 40.23571023475507, -104.8637149911786 40.23570971694209, -104.8639571032788 40.2357097169421, -104.8639708568498 40.23571023475508, -104.8639715325201 40.2357207753795, -104.8639715325201 40.23592724156023, -104.86397085685 40.23593778216618))"
4787,0.933140993118286,"POLYGON ((-104.8634141075931 40.24242903796456, -104.8634003526991 40.24242955581856, -104.8629235382345 40.24242955581857, -104.8629097833406 40.24242903796456, -104.8629091076073 40.24241849737844, -104.8629091076073 40.2416845096006, -104.8629097833377 40.24167396897938, -104.8629235381265 40.24167345118006, -104.8634003528073 40.24167345118006, -104.863414107596 40.24167396897936, -104.8634147833268 40.24168450960052, -104.8634147833268 40.2424184973784, -104.8634141075931 40.24242903796456))"
4788,0.542312741279602,"POLYGON ((-104.862732808331 40.24287607509728, -104.8627190533499 40.24287659295473, -104.8621795678815 40.24287659295474, -104.8621658129004 40.24287607509726, -104.8621651371629 40.24286553451425, -104.8621651371629 40.24224373366752, -104.8621658128992 40.24223319304541, -104.8621795678037 40.24223267524967, -104.8627190534279 40.24223267524967, -104.8627328083322 40.2422331930454, -104.8627334840688 40.24224373366751, -104.8627334840688 40.24286553451419, -104.862732808331 40.24287607509728))"
4789,0.9811907410621644,"POLYGON ((-104.8627787940045 40.25035150568708, -104.8627650375217 40.25035202355774, -104.8619777159824 40.25035202355775, -104.8619639594998 40.25035150568708, -104.8619632836892 40.25034096512601, -104.8619632836892 40.24976930221611, -104.8619639595014 40.24975876159962, -104.861977715941 40.24975824381842, -104.8627650375632 40.24975824381843, -104.8627787940029 40.24975876159962, -104.8627794698154 40.24976930221621, -104.8627794698154 40.25034096512589, -104.8627787940045 40.25035150568708))"
4790,0.5979290008544922,"POLYGON ((-104.8630113807777 40.27645891451021, -104.8629976189813 40.27645943234984, -104.8627235468722 40.27645943234982, -104.8627097850757 40.27645891451019, -104.8627091090028 40.27644837397952, -104.8627091090028 40.27576745372212, -104.8627097850715 40.27575691316998, -104.8627235467541 40.27575639536241, -104.8629976190996 40.27575639536241, -104.8630113807819 40.27575691316998, -104.8630120568509 40.27576745372207, -104.8630120568508 40.27644837397958, -104.8630113807777 40.27645891451021))"
4791,0.6145198941230774,"POLYGON ((-104.8632687965307 40.31628432838163, -104.8632550266508 40.31628484621599, -104.8630114453088 40.31628484621599, -104.8629976754291 40.31628432838163, -104.8629969989589 40.31627378792265, -104.8629969989589 40.31619599454076, -104.8629976754306 40.31618545406346, -104.863011445316 40.31618493625783, -104.863255026644 40.31618493625782, -104.8632687965292 40.31618545406346, -104.8632694730009 40.31619599454078, -104.8632694730009 40.31627378792262, -104.8632687965307 40.31628432838163))"
4792,0.9356439113616944,"POLYGON ((-104.862682867861 40.34719118532005, -104.8626690917097 40.34719170316515, -104.8621843754977 40.34719170316515, -104.8621705993464 40.34719118532005, -104.8621699225687 40.34718064492584, -104.8621699225687 40.34695622492227, -104.8621705993487 40.34694568449336, -104.8621843754987 40.346945166704, -104.8626690917086 40.34694516670401, -104.8626828678587 40.34694568449335, -104.8626835446388 40.34695622492235, -104.8626835446388 40.34718064492572, -104.862682867861 40.34719118532005))"
4793,0.5259425640106201,"POLYGON ((-104.8626342381269 40.35432806373652, -104.8626204605043 40.35432858155858, -104.8625353300606 40.35432858155858, -104.8625215524379 40.35432806373652, -104.862520875587 40.35431752334196, -104.862520875587 40.35422920270181, -104.8625215524379 40.35421866229948, -104.8625353300489 40.35421814448839, -104.8626204605159 40.3542181444884, -104.8626342381269 40.35421866229949, -104.8626349149779 40.35422920270185, -104.8626349149778 40.3543175233419, -104.8626342381269 40.35432806373652))"
4794,0.5206446051597595,"POLYGON ((-104.8628281804763 40.37112407629095, -104.862814399472 40.3711245941565, -104.8619265056247 40.37112459415651, -104.8619127246206 40.37112407629093, -104.8619120476055 40.37111353595392, -104.8619120476055 40.37031159045931, -104.8619127246207 40.37030105005962, -104.8619265055441 40.370300532295, -104.8628143995527 40.370300532295, -104.8628281804762 40.37030105005961, -104.8628288574917 40.37031159045938, -104.8628288574917 40.37111353595385, -104.8628281804763 40.37112407629095))"
4795,0.5136629939079285,"POLYGON ((-104.8634358158723 40.37665604700081, -104.8634220337047 40.37665656482345, -104.8632911200049 40.37665656482343, -104.8632773378373 40.37665604700081, -104.8632766607632 40.37664550664837, -104.8632766607632 40.37656829655081, -104.8632773378378 40.37655775618754, -104.8632911200004 40.376557238381, -104.8634220337092 40.376557238381, -104.8634358158718 40.37655775618752, -104.8634364929464 40.37656829655084, -104.8634364929464 40.3766455066483, -104.8634358158723 40.37665604700081))"
4796,0.809519350528717,"POLYGON ((-104.863624899461 40.44558725493961, -104.8636111032472 40.44558777278341, -104.8629931084417 40.44558777278342, -104.8629793122281 40.44558725493962, -104.8629786344651 40.44557671472957, -104.8629786344651 40.44525611916627, -104.8629793122306 40.44524557891234, -104.8629931084358 40.44524506113935, -104.8636111032531 40.44524506113935, -104.8636248994585 40.44524557891234, -104.8636255772242 40.44525611916632, -104.8636255772242 40.44557671472946, -104.863624899461 40.44558725493961))"
4797,0.5282305479049683,"POLYGON ((-104.8634261464438 40.44826655306688, -104.8634123496784 40.44826707090577, -104.8628776557216 40.44826707090577, -104.8628638589562 40.44826655306688, -104.862863181166 40.4482560128589, -104.862863181166 40.44770676376592, -104.8628638589556 40.44769622351924, -104.8628776556581 40.4476957057418, -104.863412349742 40.44769570574181, -104.8634261464444 40.44769622351925, -104.8634268242343 40.44770676376591, -104.8634268242343 40.44825601285888, -104.8634261464438 40.44826655306688))"
4799,0.5569661259651184,"POLYGON ((-104.8626268462296 40.70731346051782, -104.8626129961518 40.70731397834098, -104.8619473435591 40.707313978341, -104.8619334934816 40.70731346051785, -104.8619328130726 40.70730292078866, -104.8619328130726 40.70682391394146, -104.8619334934829 40.70681337416466, -104.8619473435233 40.7068128564181, -104.8626129961876 40.70681285641808, -104.8626268462283 40.70681337416467, -104.8626275266388 40.70682391394148, -104.8626275266388 40.70730292078862, -104.8626268462296 40.70731346051782))"
4800,0.8895516395568848,"POLYGON ((-104.8627760589532 40.79918669238619, -104.8627621897918 40.7991872101941, -104.8622211509132 40.79918721019409, -104.8622072817519 40.79918669238618, -104.8622066004051 40.79917615282106, -104.8622066004051 40.79874963611568, -104.8622072817527 40.79873909651138, -104.8622211508757 40.79873857876611, -104.8627621898296 40.79873857876611, -104.8627760589525 40.79873909651139, -104.8627767403002 40.79874963611577, -104.8627767403002 40.79917615282097, -104.8627760589532 40.79918669238619))"
4801,0.5482990741729736,"POLYGON ((-104.8629503212674 40.82018069963886, -104.8629364477405 40.82018121745234, -104.8622637542681 40.82018121745234, -104.8622498807413 40.82018069963887, -104.8622491991803 40.82017016011672, -104.8622491991803 40.82000899814712, -104.862249880746 40.81999845857735, -104.8622637543022 40.81999794084146, -104.8629364477061 40.81999794084145, -104.8629503212627 40.81999845857737, -104.8629510028285 40.82000899814728, -104.8629510028285 40.82017016011655, -104.8629503212674 40.82018069963886))"
4802,0.4893939197063446,"POLYGON ((-104.8601297362168 41.7373213452389, -104.8601156671225 41.73732186299082, -104.8590871404648 41.73732186299082, -104.8590730713708 41.73732134523889, -104.8590723802032 41.73731080741412, -104.8590723802032 41.73675933888021, -104.8590730713749 41.7367488009818, -104.8590871404492 41.73674828334985, -104.8601156671383 41.73674828334983, -104.8601297362127 41.73674880098179, -104.8601304273847 41.73675933888033, -104.8601304273847 41.73731080741403, -104.8601297362168 41.7373213452389))"
4803,0.6819073557853699,"POLYGON ((-104.8646261564013 39.06777468111621, -104.8646126323765 39.06777519907405, -104.8641453422986 39.06777519907405, -104.8641318182739 39.06777468111621, -104.8641311538823 39.06776413839143, -104.8641311538823 39.06746169300881, -104.8641318182752 39.06745115025123, -104.8641453422828 39.06745063234574, -104.8646126323923 39.06745063234575, -104.8646261564 39.06745115025125, -104.864626820793 39.06746169300887, -104.864626820793 39.06776413839141, -104.8646261564013 39.06777468111621))"
4805,0.539778470993042,"POLYGON ((-104.8647678824242 39.11997766733212, -104.8647543484718 39.11997818534216, -104.8632472091867 39.11997818534216, -104.8632336752348 39.11997766733214, -104.8632330103578 39.11996712473601, -104.8632330103578 39.11933712317827, -104.8632336752422 39.11932658048111, -104.8632472092087 39.1193260626371, -104.8647543484497 39.11932606263711, -104.8647678824168 39.11932658048115, -104.8647685473014 39.11933712317853, -104.8647685473014 39.11996712473579, -104.8647678824242 39.11997766733212))"
4806,0.5571438074111938,"POLYGON ((-104.8637061976125 39.15404457044593, -104.8636926570801 39.15404508838449, -104.8634378487213 39.15404508838449, -104.8634243081889 39.15404457044591, -104.8634236429859 39.15403402787089, -104.8634236429859 39.15385307990208, -104.8634243081895 39.15384253730826, -104.8634378487087 39.15384201939891, -104.8636926570928 39.15384201939891, -104.8637061976119 39.15384253730827, -104.8637068628156 39.15385307990211, -104.8637068628157 39.15403402787084, -104.8637061976125 39.15404457044593))"
4808,0.9204014539718628,"POLYGON ((-104.8631110221559 39.35337281283206, -104.8630974432352 39.35337333075763, -104.8627571747747 39.3533733307576, -104.8627435958541 39.35337281283206, -104.8627429287655 39.35336227062174, -104.8627429287655 39.35290872034241, -104.8627435958529 39.35289817810713, -104.8627571747151 39.35289766022029, -104.8630974432949 39.35289766022029, -104.8631110221572 39.35289817810713, -104.8631116892448 39.35290872034239, -104.8631116892448 39.35336227062179, -104.8631110221559 39.35337281283206))"
4811,0.8964790105819702,"POLYGON ((-104.8631214434494 39.96383959609502, -104.8631077445845 39.96384011402079, -104.8617866218538 39.96384011402078, -104.8617729229894 39.96383959609502, -104.8617722500105 39.96382905502861, -104.8617722500105 39.96330032457537, -104.8617729229962 39.96328978341864, -104.861786621877 39.96328926564118, -104.8631077445615 39.96328926564118, -104.8631214434426 39.96328978341865, -104.8631221164286 39.96330032457564, -104.8631221164286 39.96382905502836, -104.8631214434494 39.96383959609502))"
4812,0.6539073586463928,"POLYGON ((-104.8627454996952 39.99560649449691, -104.862731794432 39.99560701235616, -104.8625555347889 39.99560701235615, -104.8625418295257 39.99560649449689, -104.8625411562298 39.99559595345036, -104.8625411562298 39.99540088523052, -104.8625418295255 39.99539034417, -104.8625555347645 39.99538982633176, -104.8627317944564 39.99538982633177, -104.8627454996955 39.99539034417003, -104.8627461729912 39.99540088523054, -104.8627461729912 39.99559595345029, -104.8627454996952 39.99560649449691))"
4813,0.8345460295677185,"POLYGON ((-104.8623603374066 40.03442044027207, -104.8623466243993 40.03442095815394, -104.8617021121897 40.03442095815394, -104.8616883991825 40.03442044027206, -104.8616877255074 40.03440989931198, -104.8616877255074 40.03333611781513, -104.8616883991778 40.03332557680842, -104.8617021120287 40.03332505899967, -104.8623466245605 40.03332505899966, -104.8623603374113 40.03332557680841, -104.8623610110822 40.03333611781509, -104.8623610110822 40.03440989931204, -104.8623603374066 40.03442044027207))"
4814,0.9773348569869996,"POLYGON ((-104.8625036865637 40.03497883394904, -104.8624899734855 40.03497935187936, -104.8609742917707 40.03497935187936, -104.8609605786928 40.03497883394905, -104.8609599050161 40.03496829301913, -104.8609599050161 40.03434167018867, -104.8609605787004 40.03433112915516, -104.8609742917931 40.03433061139503, -104.8624899734629 40.03433061139501, -104.8625036865561 40.03433112915517, -104.8625043602407 40.03434167018904, -104.8625043602407 40.03496829301874, -104.8625036865637 40.03497883394904))"
4815,0.5282642245292664,"POLYGON ((-104.8627874351871 40.05753448253552, -104.8627737175774 40.05753500045039, -104.86149992571 40.0575350004504, -104.8614862081005 40.05753448253553, -104.8614855342006 40.05752394163852, -104.8614855342006 40.05682255492485, -104.8614862081052 40.05681201394024, -104.8614999256917 40.05681149616868, -104.8627737175953 40.05681149616867, -104.8627874351824 40.05681201394024, -104.8627881090873 40.05682255492501, -104.8627881090873 40.05752394163834, -104.8627874351871 40.05753448253552))"
4816,0.9252440929412842,"POLYGON ((-104.8617820781314 40.09315579553064, -104.8617683533318 40.09315631339331, -104.8613743599986 40.09315631339332, -104.8613606351991 40.09315579553066, -104.8613599609439 40.09314525466963, -104.8613599609439 40.09276918787643, -104.861360635199 40.0927586469866, -104.8613743599583 40.09275812916927, -104.8617683533721 40.09275812916925, -104.8617820781316 40.09275864698662, -104.8617827523868 40.09276918787645, -104.8617827523868 40.09314525466957, -104.8617820781314 40.09315579553064))"
4817,0.68584144115448,"POLYGON ((-104.8625093995289 40.10477331440423, -104.8624956723998 40.10477383227211, -104.8619899624684 40.10477383227212, -104.8619762353395 40.10477331440424, -104.8619755609701 40.10476277356787, -104.8619755609701 40.10447584128943, -104.8619762353413 40.1044653004171, -104.8619899624585 40.10446478260703, -104.8624956724098 40.10446478260703, -104.8625093995271 40.1044653004171, -104.8625100738984 40.10447584128948, -104.8625100738984 40.10476277356788, -104.8625093995289 40.10477331440423))"
4818,0.9268896579742432,"POLYGON ((-104.8614503957606 40.10641338886825, -104.8614366682934 40.10641390672544, -104.8611195257302 40.10641390672541, -104.861105798263 40.10641338886822, -104.8611051238767 40.10640284802882, -104.8611051238767 40.10569005196614, -104.8611057982589 40.10567951110247, -104.861119525611 40.10567899328201, -104.8614366684128 40.10567899328201, -104.8614503957648 40.10567951110248, -104.8614510701473 40.10569005196611, -104.8614510701472 40.10640284802892, -104.8614503957606 40.10641338886825))"
4819,0.996066391468048,"POLYGON ((-104.8626075315501 40.11215610512904, -104.8625938029541 40.11215662301702, -104.8617157140309 40.11215662301703, -104.8617019854353 40.11215610512905, -104.8617013109948 40.11214556431864, -104.8617013109948 40.1117249996347, -104.8617019854392 40.11171445876329, -104.8617157140307 40.11171394097467, -104.8625938029543 40.11171394097465, -104.8626075315462 40.11171445876329, -104.8626082059908 40.11172499963489, -104.8626082059908 40.1121455643185, -104.8626075315501 40.11215610512904))"
4820,0.7794873118400574,"POLYGON ((-104.8627102883209 40.11420585305743, -104.8626965593095 40.11420637094108, -104.861892897249 40.11420637094107, -104.8618791682378 40.11420585305743, -104.8618784937766 40.11419531224828, -104.8618784937766 40.11401177512221, -104.8618791682433 40.11400123425739, -104.8618928972915 40.11400071646482, -104.8626965592669 40.11400071646482, -104.8627102883153 40.11400123425741, -104.8627109627821 40.11401177512241, -104.8627109627821 40.11419531224806, -104.8627102883209 40.11420585305743))"
4821,0.8990335464477539,"POLYGON ((-104.8618292949154 40.12594480007294, -104.8618155635319 40.12594531794235, -104.8612483558466 40.12594531794235, -104.8612346244632 40.12594480007294, -104.861233949885 40.12593425927757, -104.861233949885 40.12567344091809, -104.8612346244658 40.12566290008262, -104.8612483558484 40.12566238227791, -104.8618155635302 40.1256623822779, -104.8618292949128 40.12566290008261, -104.8618299694938 40.12567344091819, -104.8618299694938 40.12593425927744, -104.8618292949154 40.12594480007294))"
4822,0.580730676651001,"POLYGON ((-104.86294134285 40.13082960312809, -104.8629276104756 40.13083012098811, -104.8625211898436 40.13083012098812, -104.8625074574692 40.13082960312811, -104.862506782842 40.13081906233589, -104.862506782842 40.13029196037468, -104.8625074574677 40.13028141955266, -104.8625211897726 40.13028090173936, -104.8629276105467 40.13028090173936, -104.8629413428514 40.13028141955264, -104.8629420174774 40.13029196037475, -104.8629420174774 40.13081906233585, -104.86294134285 40.13082960312809))"
4823,0.7242894768714905,"POLYGON ((-104.8619015371399 40.14422151079307, -104.8618878020839 40.14422202866853, -104.8611827072792 40.14422202866854, -104.8611689722233 40.14422151079307, -104.8611682974651 40.14421097003562, -104.8611682974651 40.1436471204143, -104.8611689722242 40.14363657960705, -104.8611827072311 40.14363606181166, -104.861887802132 40.14363606181166, -104.861901537139 40.14363657960703, -104.8619022118984 40.14364712041443, -104.8619022118984 40.14421097003554, -104.8619015371399 40.14422151079307))"
4824,0.9768497347831726,"POLYGON ((-104.8615637168263 40.14843467538908, -104.8615499809389 40.14843519328454, -104.8604799710425 40.14843519328453, -104.8604662351555 40.14843467538906, -104.8604655603572 40.14842413465153, -104.8604655603572 40.14785705745228, -104.8604662351597 40.14784651664074, -104.8604799710313 40.14784599886612, -104.8615499809503 40.14784599886614, -104.8615637168221 40.14784651664075, -104.8615643916248 40.14785705745248, -104.8615643916248 40.14842413465141, -104.8615637168263 40.14843467538908))"
4825,0.8829744458198547,"POLYGON ((-104.8621017380243 40.15812491513658, -104.8620880001521 40.15812543299299, -104.8617021857896 40.158125432993, -104.8616884479176 40.15812491513658, -104.8616877730202 40.15811437439371, -104.8616877730202 40.15763477927365, -104.8616884479164 40.15762423850239, -104.8617021857265 40.15762372069042, -104.8620880002154 40.15762372069042, -104.8621017380254 40.15762423850237, -104.8621024129218 40.15763477927372, -104.8621024129218 40.1581143743937, -104.8621017380243 40.15812491513658))"
4826,0.9901581406593324,"POLYGON ((-104.8617036560941 40.17108691618105, -104.8616899156762 40.17108743411571, -104.859882067665 40.17108743411571, -104.8598683272475 40.17108691618106, -104.8598676522282 40.17107637550969, -104.8598676522282 40.17070730198392, -104.8598683272603 40.17069676118974, -104.8598820677719 40.1706962434584, -104.8616899155691 40.17069624345839, -104.8617036560813 40.17069676118975, -104.8617043311136 40.17070730198431, -104.8617043311136 40.17107637550926, -104.8617036560941 40.17108691618105))"
4827,0.9578985571861268,"POLYGON ((-104.862115069992 40.17319469286677, -104.8621013290866 40.17319521072758, -104.8616128408361 40.17319521072758, -104.8615990999307 40.17319469286677, -104.8615984248846 40.1731841521549, -104.8615984248846 40.1727432941888, -104.8615990999308 40.17273275344164, -104.8616128407913 40.17273223563679, -104.8621013291312 40.17273223563679, -104.8621150699919 40.17273275344164, -104.8621157450383 40.17274329418875, -104.8621157450383 40.17318415215492, -104.862115069992 40.17319469286677))"
4828,0.9790537357330322,"POLYGON ((-104.8611268854511 40.18663625386347, -104.8611131418492 40.18663677174092, -104.860305150971 40.18663677174093, -104.8602914073693 40.18663625386346, -104.8602907321914 40.18662571318711, -104.8602907321914 40.18610676097746, -104.8602914073716 40.18609622024449, -104.860305150943 40.1860957024587, -104.8611131418773 40.18609570245871, -104.8611268854488 40.1860962202445, -104.8611275606292 40.18610676097757, -104.8611275606292 40.18662571318699, -104.8611268854511 40.18663625386347))"
4829,0.98336660861969,"POLYGON ((-104.8621531435258 40.18850183057037, -104.862139399565 40.18850234846891, -104.8609513370543 40.18850234846889, -104.8609375930938 40.18850183057037, -104.8609369178992 40.18849128990988, -104.8609369178992 40.18795019657522, -104.8609375930993 40.18793965583284, -104.8609513370608 40.18793913806844, -104.8621393995585 40.18793913806844, -104.8621531435203 40.18793965583283, -104.8621538187207 40.1879501965755, -104.8621538187207 40.18849128990966, -104.8621531435258 40.18850183057037))"
4830,0.5328582525253296,"POLYGON ((-104.8616187815015 40.19014900365048, -104.8616050371882 40.19014952152503, -104.8608433958084 40.19014952152504, -104.8608296514952 40.19014900365048, -104.8608289762823 40.1901384629788, -104.8608289762823 40.1892048080795, -104.8608296514929 40.18919426735351, -104.8608433956876 40.1891937495654, -104.8616050373091 40.1891937495654, -104.8616187815037 40.18919426735349, -104.8616194567147 40.18920480807946, -104.8616194567147 40.19013846297882, -104.8616187815015 40.19014900365048))"
4831,0.8708614110946655,"POLYGON ((-104.8618051842389 40.19133019449109, -104.8617914396647 40.19133071233872, -104.8615098676414 40.19133071233873, -104.8614961230672 40.19133019449108, -104.8614954478404 40.19131965380548, -104.8614954478404 40.19056472502989, -104.8614961230623 40.1905541843222, -104.8615098675089 40.19055366650741, -104.8617914397972 40.19055366650738, -104.8618051842438 40.19055418432219, -104.8618058594661 40.19056472502981, -104.8618058594661 40.19131965380546, -104.8618051842389 40.19133019449109))"
4832,0.5066919326782227,"POLYGON ((-104.8621332809777 40.20349566111855, -104.8621195339822 40.20349617900706, -104.8610869843585 40.20349617900705, -104.861073237363 40.20349566111855, -104.8610725620191 40.20348512048017, -104.8610725620191 40.20247272662338, -104.8610732373624 40.20246218591253, -104.8610869842488 40.20246166814077, -104.8621195340917 40.20246166814074, -104.8621332809783 40.20246218591252, -104.8621339563221 40.20247272662348, -104.8621339563221 40.20348512048011, -104.8621332809777 40.20349566111855))"
4833,0.7856736779212952,"POLYGON ((-104.8621644357902 40.20757053999484, -104.8621506879309 40.20757105783509, -104.8619754836441 40.20757105783508, -104.861961735785 40.20757053999485, -104.8619610603965 40.20755999933527, -104.8619610603965 40.20733823782672, -104.8619617357844 40.20732769715313, -104.8619754836136 40.20732717933388, -104.8621506879617 40.20732717933389, -104.8621644357908 40.20732769715313, -104.8621651111788 40.20733823782672, -104.8621651111788 40.20755999933523, -104.8621644357902 40.20757053999484))"
