config,floor_pixel_iou,wall_pixel_iou,mean_pit_iou,median_pit_iou,detected_ge_10pct,iou_gt_0.3,n_test_pits,n_dropped,n_kept
baseline,0.42176,0.45790513833992097,0.6771568342662755,0.7152278480585976,20,18,20,0,1220
safe,0.42176,0.4663379289524001,0.6771568342662755,0.7152278480585976,20,18,20,59,1161
moderate,0.42176,0.46902834008097166,0.6771568342662755,0.7152278480585976,20,18,20,127,1093
aggressive,0.42176,0.47129417747266716,0.6771568342662755,0.7152278480585976,20,18,20,225,995
