epoch,tr_loss,va_loss,score,sec,iou_bg,iou_road,iou_drainage
1,0.010827678894513127,0.006791619913636055,0.4375772802609771,286.1882221698761,0.9419198373243349,0.39357054754042325,0.4375772802609771
2,0.006075317897819408,0.006173617593878139,0.5245983854864094,280.18922901153564,0.9545557370919342,0.43317597306314654,0.5245983854864094
3,0.0050336182397341485,0.005246063335839889,0.5596365875925166,282.6087086200714,0.9613522137882536,0.4673239441389643,0.5596365875925166
4,0.004390454737088339,0.00475547092027171,0.5771558608102775,276.017297744751,0.9634427805015009,0.47113658441387113,0.5771558608102775
5,0.003914142277820393,0.004384489406510133,0.5841031891879993,271.8701584339142,0.9625944216618884,0.49164747213653953,0.5841031891879993
6,0.0035540565897811956,0.004088688474890273,0.6416341080913914,272.82136058807373,0.9620732020093204,0.47557584452755286,0.6416341080913914
7,0.0031589202430832727,0.003834797881246932,0.6137252654336919,274.8548963069916,0.96361250756376,0.5071078703186623,0.6137252654336919
8,0.002901293606668653,0.0038496221403335838,0.6562699226158956,273.20334935188293,0.9702124872770925,0.5321848441382222,0.6562699226158956
9,0.0027182708564335045,0.004086553609509647,0.6838356529036528,276.4689230918884,0.9700192381425252,0.5352410866084901,0.6838356529036528
10,0.0025369321694899195,0.003642100723361415,0.6778073959268655,260.7080900669098,0.9706134381073993,0.5390573071949181,0.6778073959268655
11,0.002373889833115707,0.003708227976447845,0.676334864260344,252.77197217941284,0.9701954700640053,0.5502406881304754,0.676334864260344
12,0.0022004676462209017,0.003554761533386412,0.7099475296179342,250.59847736358643,0.9731306810287008,0.5567834360542825,0.7099475296179342
13,0.0021097040575340275,0.0035166551505289643,0.7139862457490744,253.18966722488403,0.9733110336429953,0.5691580753213538,0.7139862457490744
14,0.0019950984740132764,0.0035500115719088146,0.7218730290896496,252.88334393501282,0.9741302503341525,0.5715984348225762,0.7218730290896496
15,0.0019075149227503127,0.0035702707451990747,0.726069490196513,249.7260239124298,0.9745833901052381,0.5786153151883042,0.726069490196513
16,0.001873922956066322,0.0033926540651910866,0.7325797463966216,246.05478167533875,0.9729358110446319,0.5601491982064888,0.7325797463966216
17,0.0017645099882514172,0.003274455439892754,0.7380155700150848,247.12444043159485,0.9750325412610725,0.5803942283143614,0.7380155700150848
18,0.0017827098873694827,0.0032410679675589226,0.7554716967925336,246.5960762500763,0.9764742161124639,0.5896950660615681,0.7554716967925336
19,0.0016228529578497044,0.0034421017492371323,0.7397076148503131,247.53235507011414,0.9768073987388071,0.5979973552870546,0.7397076148503131
20,0.001583822251151562,0.003520570943684243,0.7669105281080038,245.4664614200592,0.977843775973029,0.5998462256034605,0.7669105281080038
21,0.0015426311077045788,0.0035544683573668643,0.7604762474885932,247.40578150749207,0.9772146875627755,0.5949704323412168,0.7604762474885932
22,0.0015240922325032574,0.003315372218427339,0.7768091397727735,245.00635409355164,0.9777526960320143,0.5969198963378961,0.7768091397727735
23,0.0014517604434619044,0.003133049306863573,0.7693191608188639,246.48121213912964,0.9787453807028099,0.613524460302484,0.7693191608188639
24,0.0014247897205032273,0.003240656863848588,0.7831323692358458,245.17611145973206,0.9785013875680332,0.6056954795691918,0.7831323692358458
25,0.001390299567237371,0.0032775289259554274,0.7723028505255444,246.81065440177917,0.9786609675904878,0.6128167955151701,0.7723028505255444
26,0.0013553148868114934,0.0034599905345275733,0.7883486476503769,244.59206914901733,0.9790291808595891,0.6137439269946243,0.7883486476503769
27,0.0013217398012539496,0.0032064867519105956,0.7945595677696091,247.59108352661133,0.9797941865452793,0.6263553857823376,0.7945595677696091
28,0.0012995290148181725,0.0033785746251521385,0.7958693789608013,255.530127286911,0.9796380038197077,0.6208081467385981,0.7958693789608013
29,0.0012678137108492978,0.0031624229097392707,0.7822811896706034,253.8562250137329,0.9793145145987412,0.6218688343753586,0.7822811896706034
30,0.0012537230610234634,0.003387995126072021,0.7848306149172894,245.30965971946716,0.9799030737925478,0.6333821715336256,0.7848306149172894
31,0.001238612194516614,0.003188780240046965,0.8014028037385995,255.98535346984863,0.9807309250066737,0.6373213184804981,0.8014028037385995
32,0.001207929081117633,0.0031689265588364375,0.8052716181746984,247.09429216384888,0.9809922692620446,0.6363771352927899,0.8052716181746984
33,0.001188711005828821,0.00337115408073847,0.8048668630702736,249.513818025589,0.980966317658107,0.6375585630622495,0.8048668630702736
34,0.0011799613737990993,0.0033011426026232343,0.7990859611303387,251.75722813606262,0.9806505281440836,0.6366487432715584,0.7990859611303387
35,0.0011724111208766988,0.0032742335811356263,0.8021457935824822,249.22910904884338,0.9808493459299846,0.6394985849576916,0.8021457935824822
36,0.0011630114767346965,0.0030903050663625507,0.8086214749192688,244.93206596374512,0.9811835239676933,0.6394357286079774,0.8086214749192688
37,0.0011578802571425677,0.003513787442455645,0.8006027006795422,248.29460167884827,0.9806889456403936,0.6338339980844749,0.8006027006795422
38,0.00115148714017316,0.0032686507628109734,0.804462613208024,244.74132132530212,0.9810931991971181,0.6395015858414542,0.804462613208024
39,0.0011455158459793516,0.0031233648872579884,0.8075915260884716,244.74275922775269,0.9812440678914873,0.6406119113462656,0.8075915260884716
40,0.001147603940256688,0.003168902315603223,0.8112487222252112,244.485289812088,0.9813996481438895,0.6409527503365198,0.8112487222252112
