slope,points,vendor_ground,smrf_ground,recovered,dropped,agree_pct,vendor_nonterminal_pct,smrf_nonterminal_pct,vendor_intermediate,smrf_intermediate,rec_beyond18_pct,rec_med_ang,rec_med_hag,rec_above_half_m_pct,tile,cells_covered,void_vendor,void_smrf,voids_closed,void_vendor_pct,void_smrf_pct,dz_median,dz_p95,dz_over_10cm_pct,dz_p95_status0,dz_over10_status0,dz_p95_status1,dz_over10_status1,dz_p95_status2,dz_over10_status2,pits,depth_vendor,depth_smrf,depth_delta,pits_deeper_10cm
0.35,8956340,6051709,7665937,1615359,1131,81.95144445163984,0.000908834182212,0.0007174595877842461,18,18,75.52513094612405,18.738000869750977,0.005429382901638746,1.9614215787326532,621594,5531754,683738,346578,338068,12.360238723558567,6.265246068426037,0.0,0.034027099609375,2.1439912711014126,0.009765625,0.25822966536785197,0.528900146484375,22.63124578487168,0.2145242691040039,7.675817976682964,98,0.7741241455078125,0.7995147705078125,0.00213623046875,3
