slope,points,vendor_ground,smrf_ground,recovered,dropped,agree_pct,vendor_nonterminal_pct,smrf_nonterminal_pct,vendor_intermediate,smrf_intermediate,rec_beyond18_pct,rec_med_ang,rec_med_hag,rec_above_half_m_pct,tile,cells_covered,void_vendor,void_smrf,voids_closed,void_vendor_pct,void_smrf_pct,dz_median,dz_p95,dz_over_10cm_pct,dz_p95_status0,dz_over10_status0,dz_p95_status1,dz_over10_status1,dz_p95_status2,dz_over10_status2,pits,depth_vendor,depth_smrf,depth_delta,pits_deeper_10cm
0.35,9466172,5838895,7290294,1451879,480,84.65737787143526,0.0,0.0,0,0,72.95167159246742,18.503999710083008,0.0048127733170986176,1.5964140262377235,616591,5538952,885464,552385,333468,15.986128783928802,9.972734914474795,0.0,0.20147705078125,6.519046371426077,0.0125732421875,0.3704969184352356,0.490875244140625,28.265080907313443,0.099945068359375,4.997717358222583,61,0.879608154296875,0.899200439453125,0.000518798828125,0
