tile,area_m2,depth_A,depth_B,d_depth
616591,45.84572416726386,0.3998108,0.40899658,0.009185791
616591,48.80091113957354,1.0561829,1.0606995,0.0045166016
616591,31.772991721309644,0.5317688,0.55874634,0.026977539
616591,27.078540778118263,0.36538696,0.36538696,0.0
616591,35.99302057276872,0.87960815,0.9029236,0.02331543
616591,26.185876468631328,1.3249817,1.3277283,0.002746582
616591,29.600195515556987,0.7067261,0.70928955,0.0025634766
616591,33.37991886991401,1.06073,1.0823975,0.02166748
616591,31.810071539846827,1.0463257,1.0481873,0.0018615723
616591,32.973166972188025,0.5829773,0.5829773,0.0
616591,37.707542368181194,0.90145874,0.90145874,0.0
616591,44.87956155142359,1.2122498,1.2184753,0.006225586
616591,59.14751775476254,1.6560364,1.7242432,0.06820679
616591,23.95014393046888,1.0550842,1.0700073,0.014923096
616591,31.560969636628496,1.1793213,1.1712036,-0.008117676
616591,103.6888350623773,1.18573,1.1765137,-0.009216309
616591,59.433927113976495,1.5748291,1.5748291,0.0
616591,32.94178074699999,1.1000977,1.1334839,0.03338623
616591,16.37490827442992,0.91793823,0.91845703,0.0005187988
616591,35.68741995264159,0.53378296,0.53512573,0.0013427734
616591,36.667942075492306,0.65097046,0.6486511,-0.002319336
616591,61.40439920738004,1.138916,1.138916,0.0
616591,49.76512661517432,0.7565918,0.7565918,0.0
616591,25.22875120328618,0.94241333,0.94207764,-0.00033569336
616591,17.688397334811008,0.8986206,0.89920044,0.000579834
616591,37.0060857266051,0.940155,0.94470215,0.004547119
616591,59.026786078226664,0.46905518,0.47180176,0.002746582
616591,36.36231725424604,0.7932129,0.7883301,-0.0048828125
616591,33.86200980264382,1.0032043,1.0032043,0.0
616591,35.42864054935269,0.70962524,0.71035767,0.0007324219
616591,44.518771057018654,0.38623047,0.38619995,-3.0517578e-05
616591,43.00181066740997,0.5989685,0.5991516,0.00018310547
616591,34.90939940685912,1.336853,1.3393555,0.0025024414
616591,30.880714249269875,0.70162964,0.7024536,0.0008239746
616591,49.351934141578106,0.7138977,0.7156372,0.001739502
616591,38.24077496232389,1.0994263,1.113739,0.014312744
616591,37.36682647133989,1.414093,1.3958435,-0.018249512
616591,31.15014092774729,0.7598877,0.7632446,0.0033569336
616591,35.408125271651414,0.77145386,0.77685547,0.0054016113
616591,40.045698016680845,1.3763428,1.3960876,0.019744873
616591,44.778136967053555,0.94317627,0.94317627,0.0
616591,38.012004249216396,0.4984436,0.4984436,0.0
616591,26.980582936450514,0.868927,0.8708496,0.0019226074
616591,46.10264584567117,0.33007812,0.3310852,0.0010070801
616591,17.70761301879383,0.97662354,0.9769287,0.00030517578
616591,44.826014964141116,0.28701782,0.28701782,0.0
616591,46.9689602964766,1.5559692,1.5559692,0.0
616591,40.513089262467226,1.0555725,1.0516968,-0.0038757324
616591,29.85407974632896,0.52401733,0.5604248,0.03640747
616591,23.47372958569783,1.1950684,1.1884155,-0.006652832
616591,29.365148400114546,0.97213745,0.9706421,-0.0014953613
616591,18.498082495601025,0.96258545,0.96258545,0.0
616591,43.28708609893799,0.7373047,0.73773193,0.0004272461
616591,40.05137753371185,0.39672852,0.39672852,0.0
616591,36.7142006670647,0.39379883,0.41220093,0.0184021
616591,30.865649976817473,0.7546387,0.7546387,0.0
616591,16.758364406528123,0.74365234,0.74780273,0.0041503906
616591,47.146633581593036,0.3013916,0.3013916,0.0
616591,34.64282509181227,1.5613403,1.5613403,0.0
616591,23.629253697199754,0.6949463,0.6949463,0.0
616591,31.43935556800696,0.32470703,0.32614136,0.0014343262
