old_path,new_path,phase,reason,sha256
data/derivatives/experiments/roads/road_score_mkf_sub.tif,data/derivatives/experiments/roads/road_score_mkf_sub_dupe.tif,dupe,descriptive-name; identical to data/derivatives/experiments/roads/channels/ch_score_final_mkf_sub_dupe.tif,1b60a9002faef110
data/derivatives/tiles/9t/road_unet_1m_recall/compare_613590_crop.png,data/derivatives/tiles/9t/road_unet_1m_recall/compare_613590_crop_dupe.png,dupe,descriptive-name; identical to data/derivatives/tiles/data_3x3/westernpa_d20/613590/road_recall_compare_crop_dupe.png,78ce5a3db8bcfcc2
data/derivatives/tiles/9t/road_unet_1m_recall/compare_613590_full.png,data/derivatives/tiles/9t/road_unet_1m_recall/compare_613590_full_dupe.png,dupe,descriptive-name; identical to data/derivatives/tiles/data_3x3/westernpa_d20/613590/road_recall_compare_full_dupe.png,fbcc61599d526a1a
