epoch,tr_loss,va_loss,score,sec,iou_bg,iou_floor,iou_wall
1,0.009615542978281155,0.014077382265693612,0.04828970889100154,27.56634783744812,0.8997240793789826,0.045561191334216676,0.05101822644778639
2,0.0025868452503345907,0.0020367860819937456,0.30698264676473885,15.648875713348389,0.982503128771961,0.3474544359090224,0.26651085762045534
3,0.001690295201842673,0.0016328422352671623,0.29894742743369385,14.861117362976074,0.9845088481980504,0.2677918424753868,0.33010301239200085
4,0.0013864935448509642,0.0018351164180785418,0.33725190334266564,14.372803449630737,0.9847033895043832,0.3413750141578888,0.33312879252744254
5,0.0012420604907674715,0.0012759032672167653,0.47141056240516455,14.562496423721313,0.993828762170944,0.42604792586693696,0.5167731989433921
6,0.0010776450813864357,0.0012235155057472487,0.3380609988666158,14.545742273330688,0.9865023016306468,0.32506467273822603,0.35105732499500547
7,0.0010589295721729285,0.0014809721485815113,0.2287367342115641,14.56994366645813,0.9745611917978714,0.237803412641192,0.21967005578193616
8,0.0011143647803692146,0.0010717765673891539,0.5017493999344173,14.351263999938965,0.9916477499772242,0.5195299924884644,0.48396880738037007
9,0.000938561737712007,0.0009336813559962644,0.5155915958371907,14.439242124557495,0.9914031686831883,0.5491692557071457,0.4820139359672358
10,0.0008712322101928294,0.0010774135654274789,0.5452902672168471,14.458319425582886,0.9937113848398607,0.5669565217391305,0.5236240126945638
11,0.0008216590947995428,0.0013076039289848672,0.5585321800462273,14.310357093811035,0.9956102032576826,0.5594105722750663,0.5576537878173882
12,0.0008752693451242521,0.0007875606825109571,0.41434240427309765,14.427139043807983,0.9904909827612116,0.43664292860926374,0.39204187993693157
13,0.0008312789075716864,0.0008283103298809794,0.37521439962226577,14.215332746505737,0.9892878355591221,0.3507483142371581,0.3996804850073734
14,0.0007858240394853055,0.000845669691140453,0.49431953979365456,14.518505096435547,0.9920490892919376,0.5107055525735075,0.47793352701380165
15,0.0008331092991284095,0.0008377940329309139,0.4486870718792555,14.562926292419434,0.9884040494502961,0.47698962839422526,0.42038451536428567
16,0.0008092425545328297,0.0007686368577803174,0.4954219743645637,14.538931131362915,0.992593698356651,0.5194017214618315,0.47144222726729595
17,0.0007019530923571438,0.0008680103346705437,0.37876158876776034,14.538034439086914,0.9873881953622236,0.3833732680487551,0.3741499094867655
18,0.0007103849937266204,0.0008514798634375135,0.4687190580956547,14.843571901321411,0.9902320728159094,0.49439473967877545,0.4430433765125339
19,0.0006986709944612812,0.0008536100568663743,0.43085764735386345,14.911054372787476,0.9885722575526107,0.4632013835511145,0.3985139111566124
20,0.000642647248605499,0.0006847161566838622,0.4489504557105557,14.720104455947876,0.9907460565225458,0.4743254074271974,0.423575503993914
21,0.0006727204912749585,0.0006793487635958525,0.5310290486128855,15.114766597747803,0.9937279437425034,0.5279832519190509,0.5340748453067201
22,0.0007000549157964997,0.0008532299543730915,0.4903026687833485,14.948438882827759,0.9913234194767663,0.4936423054070113,0.48696303215968567
23,0.0006590391523786821,0.0008963395117057695,0.5725968427885888,15.036418437957764,0.9950066125479795,0.593119895931199,0.5520737896459785
24,0.0006275025720242411,0.0007973846966504223,0.5691110193426454,14.470186948776245,0.9945159283070768,0.570898292501856,0.567323746183435
25,0.0006474414520198479,0.0007784687752266311,0.5283656494534256,13.765364646911621,0.9935122517546566,0.5406187271224465,0.5161125717844046
26,0.0006728396052494645,0.0006793776410631835,0.5854679376342837,13.849367618560791,0.9939013297403624,0.6280395367169972,0.5428963385515703
27,0.0006157905991130974,0.0006226303521543741,0.5568656960562086,13.694438695907593,0.9944033163428371,0.5594900849858357,0.5542413071265816
28,0.00069727587106172,0.0007139128800998959,0.5198803488910019,13.651233196258545,0.9922334838666739,0.5491152745251106,0.49064542325689314
29,0.0006227958772797137,0.0007110086994038688,0.5617394765874287,13.679820775985718,0.9940889804015187,0.5762054437236674,0.54727350945119
30,0.0006169902233523316,0.0007164379478328758,0.470096992049637,13.703911066055298,0.9906091135876963,0.5002985074626866,0.43989547663658746
31,0.0006385057087754831,0.0006342989250293209,0.5434197443611523,13.719006776809692,0.9932272914910868,0.5650698489904418,0.5217696397318627
32,0.0005916024885664229,0.0006205416607877447,0.550239000795362,14.097972631454468,0.9935461261775324,0.566003616636528,0.5344743849541961
33,0.0005950637820205884,0.0007355702335998002,0.49009170287504533,13.686085939407349,0.9926246198094392,0.48974068479355487,0.4904427209565358
34,0.0005798263868200592,0.0007121571171511379,0.4599024124562454,13.593781471252441,0.9908926002317692,0.4680950163018165,0.4517098086106744
35,0.0006015540493535809,0.0009238026880969604,0.5087130249604499,13.549448251724243,0.9923593245026868,0.5103122846084513,0.5071137653124485
36,0.0005267000047751935,0.0008038452069740742,0.5109524931862418,13.954315900802612,0.9922291258225584,0.5200349446709377,0.5018700417015459
37,0.0005644343407766427,0.000770230163147466,0.49723549417786994,14.201192140579224,0.9922795006107806,0.5207407407407407,0.47373024761499916
38,0.0005120286143210251,0.000621475615642137,0.5447624195684997,13.90637755393982,0.9934882490718683,0.562279900873875,0.5272449382631245
39,0.0005475000885780901,0.0007979026769236145,0.5063770105585006,13.917312622070312,0.9927258669520986,0.5093070455204407,0.5034469755965604
40,0.0005921749769186135,0.0007267988548846915,0.5199345555324775,13.761993646621704,0.9926378515491313,0.5403434486003293,0.49952566246462565
