epoch,tr_loss,va_loss,score,sec,iou_bg,iou_road,iou_drainage
1,0.00881267185238494,0.005943399965268584,0.38611617281838406,1074.699337720871,0.946123829256571,0.38611617281838406,0.5371094377475385
2,0.005711324300636282,0.005608986539815643,0.3902811553769401,724.1982951164246,0.9467896677638274,0.3902811553769401,0.5626288712661099
3,0.004844749767099232,0.0050011414383430925,0.39395006919181896,638.1391046047211,0.9486785339444757,0.39395006919181896,0.5974875212333463
4,0.00430264515974776,0.004947595535241793,0.4424032182506974,643.7015662193298,0.9563006864355131,0.4424032182506974,0.620273003281431
5,0.003932249758554227,0.004892677278876041,0.42403235328117017,649.3137259483337,0.9536672660054267,0.42403235328117017,0.6097274386969751
6,0.0034734962017690385,0.004663281501229622,0.47281739973477116,592.7458689212799,0.9609163884443871,0.47281739973477116,0.6450630787554823
7,0.00321565975207073,0.004368924103116831,0.49612837296119927,600.491358757019,0.9649523177583091,0.49612837296119927,0.6864075738027848
8,0.002969662666711667,0.00454283871201683,0.5213550803678144,600.8939793109894,0.9684198948630164,0.5213550803678144,0.6848358775363371
9,0.0027923282824572505,0.0049233480513227726,0.5110490588192126,600.5118734836578,0.9660041353906648,0.5110490588192126,0.6726885076139147
10,0.0026184077633404864,0.004512689187628241,0.5124786317460335,602.0654165744781,0.9670312802492376,0.5124786317460335,0.6985535181627245
11,0.002496362273090331,0.0041055714554952836,0.5111323445333587,600.9002664089203,0.9667598369532687,0.5111323445333587,0.7090938355243445
12,0.0023738474861376103,0.004058267443185359,0.487012248364594,599.473140001297,0.9629997616467035,0.487012248364594,0.7056620445700135
13,0.0022539174034310883,0.004376366427497922,0.5536000175235678,599.8542947769165,0.9719480294632222,0.5536000175235678,0.7353993030671157
14,0.0021286759004684485,0.004251764757575187,0.54964895109125,601.8658635616302,0.9726042034241129,0.54964895109125,0.7612764975479973
15,0.002063870664783681,0.0035200483140955985,0.5345347893381749,460.8117673397064,0.9697540959686222,0.5345347893381749,0.7373646255971139
16,0.0019641531345740908,0.0038773013624997265,0.5824694725889575,394.131028175354,0.9747715089129668,0.5824694725889575,0.7597212748733175
17,0.0019259918485635438,0.0038668088825106355,0.5767453487469998,391.956326007843,0.9748038107058059,0.5767453487469998,0.7732734749137277
18,0.001842760708643886,0.004243970461255681,0.5774140109447524,393.4526119232178,0.9753234475240808,0.5774140109447524,0.771885671417471
19,0.0017531703565863246,0.00411854931194566,0.5842091455850965,395.1689465045929,0.9754414950986734,0.5842091455850965,0.7719795579995197
20,0.0017047190572463285,0.003907495724301027,0.5856216423448747,395.593914270401,0.9753933852082669,0.5856216423448747,0.7648783741995983
21,0.0016416683667906382,0.004151401417000235,0.5898263045967473,397.72230982780457,0.9762297678083941,0.5898263045967473,0.7712406750055207
22,0.0015996404058828352,0.004181166412308812,0.5981229218740458,406.6519410610199,0.9772248628810626,0.5981229218740458,0.7906225449640372
23,0.0015710485202484702,0.003987321809379269,0.6065459305946348,428.4178035259247,0.9774010923768465,0.6065459305946348,0.7843417697524108
24,0.0014962301537674403,0.003962306573624368,0.6117118910051103,430.8157184123993,0.9782913168989236,0.6117118910051103,0.7955356102703436
25,0.0014640474443171907,0.0036161858712083998,0.6003388822272061,423.39797353744507,0.9770082348539917,0.6003388822272061,0.7986258795805968
26,0.0014236778159742846,0.003968836076194997,0.6136096255830469,419.4294629096985,0.9784222441079611,0.6136096255830469,0.8016007647475092
27,0.0013880485941268686,0.0038553151854239733,0.614118210180363,409.3840157985687,0.9787057775901132,0.614118210180363,0.801776670098761
28,0.0013560032405060538,0.003929602750783077,0.6248662888057054,401.5718517303467,0.9795593966260591,0.6248662888057054,0.8117187349471989
29,0.0013226380911317938,0.004237449173691922,0.6297177967756906,394.72157883644104,0.9801491624712376,0.6297177967756906,0.8082325746513805
30,0.0012993616338637102,0.003925379495490837,0.6263357679509179,385.0995874404907,0.9790263956740842,0.6263357679509179,0.8041677782810203
31,0.0012867029063696755,0.004140772121191948,0.6324804587709671,382.93358540534973,0.9800000188006588,0.6324804587709671,0.8122556800088262
32,0.0012572543380252408,0.003978464029218375,0.6321768531203209,385.2217435836792,0.9801013274338403,0.6321768531203209,0.8171176108656093
33,0.001239810600078187,0.0038494678333698385,0.6351516748832848,386.6369695663452,0.9801574191414582,0.6351516748832848,0.8125125724697271
34,0.001226205481689814,0.004118229320223352,0.6351848131690943,384.4888343811035,0.9801254197267371,0.6351848131690943,0.8099988017928215
35,0.0012081945713107605,0.0037962858033556064,0.6376269573029381,386.19840931892395,0.9806560687233066,0.6376269573029381,0.8192268834078967
36,0.0012056693937472632,0.004115951637968223,0.6384721123949006,386.1729154586792,0.9806133960520284,0.6384721123949006,0.8198141098144505
37,0.0012001165695074666,0.004110759010835164,0.6398277743128138,384.85898661613464,0.9807449113198339,0.6398277743128138,0.8196998752874968
38,0.001192293662325735,0.004050979157909751,0.6430325004535277,382.6222941875458,0.9808739959710938,0.6430325004535277,0.8199152774144265
39,0.0011846181295523807,0.0039925300516188145,0.6356197259254006,385.82366824150085,0.9803388174267114,0.6356197259254006,0.812816329837616
40,0.0011885995841512717,0.003953908489753319,0.6356903368973618,384.5478570461273,0.9805971984637815,0.6356903368973618,0.8206058150528921
