epoch,tr_loss,va_loss,score,sec,iou_bg,iou_floor,iou_wall
1,0.00989892363156143,0.006048626557458192,0.19952344373099262,28.3127760887146,0.9669790047502147,0.21078396761514745,0.18826291984683782
2,0.002693924957910847,0.0022526277462020516,0.4145966405167335,14.316904783248901,0.9844755240648463,0.469734981526251,0.359458299507216
3,0.0018012236258456188,0.0019071258429903537,0.35863783439511976,13.724900007247925,0.9856322921185333,0.35670813809446866,0.3605675306957708
4,0.001389610291593463,0.0025553980376571417,0.18410513064882333,14.12366771697998,0.9711001718002975,0.12544690459762906,0.2427633567000176
5,0.0015109753432242495,0.001332743326202035,0.5660062900257077,13.707717895507812,0.9939588414902503,0.5756400310318076,0.5563725490196079
6,0.0012026841164027389,0.0013980289295432158,0.5054866536897993,13.361074686050415,0.9911737903633646,0.5322755697968887,0.4786977375827097
7,0.0010584851904576155,0.0010394482596893795,0.5169075204088406,13.444917678833008,0.9914138724840613,0.5389755011135857,0.4948395397040955
8,0.0010378390189113194,0.0012018985507893376,0.410590699041417,13.393099546432495,0.9855333960901607,0.4215667422989655,0.39961465578386846
9,0.0010060281079188969,0.0011727248711395077,0.3813528170228796,13.219412565231323,0.9885524209438321,0.37446394876779693,0.3882416852779622
10,0.001026343126891573,0.0010275138629367575,0.4846559766838836,13.19165587425232,0.9907050401951983,0.4654655870445344,0.5038463663232329
11,0.0009985451401199068,0.0010950606520054862,0.5664148328333514,12.905900478363037,0.9929769122411245,0.5973616853711361,0.5354679802955665
12,0.0008933295658176863,0.001520792742667254,0.4995410520083598,13.28032898902893,0.9944382559228947,0.49323580305175396,0.5058463009649656
13,0.0008418074124308891,0.0009642322329455055,0.4726989631423494,13.022067308425903,0.9891948779413923,0.5063067878140032,0.43909113847069553
14,0.0008965154993347824,0.00094958147383295,0.4684405684432651,13.085453271865845,0.9889022397885512,0.48605824921396656,0.45082288767256357
15,0.0007725500863192505,0.0009042828605743125,0.5692741175300132,13.47342848777771,0.9939257969756211,0.5866817456093667,0.5518664894506597
16,0.0008025007723757115,0.0009667330014053732,0.599297631043255,13.114804744720459,0.9949389091286649,0.6297383223281976,0.5688569397583124
17,0.0008582853601853314,0.0010231582273263484,0.5996876485109843,13.225914001464844,0.9948969500327477,0.6182581471467198,0.581117149875249
18,0.0007582717133980049,0.00074871136166621,0.5822984653180294,13.04430365562439,0.9930292870979122,0.6268166089965398,0.5377803216395189
19,0.0007767312406366201,0.0010354612531955354,0.5859321329460984,12.943143844604492,0.9934900242104212,0.6213442486800735,0.5505200172121232
20,0.0007308253560423557,0.0008495834917994216,0.5834144275760526,13.038721561431885,0.9940624788408359,0.6067082005215879,0.5601206546305172
21,0.0007120731346443982,0.0006505838464363478,0.49785302486941796,13.395502090454102,0.993092282125226,0.46502252786341003,0.5306835218754259
22,0.0007110112568816954,0.0007656602247152478,0.5754478645871719,13.228191137313843,0.9942530428716352,0.5867058687881932,0.5641898603861506
23,0.0006337314667976706,0.0007871034977142699,0.5979877988274561,13.124840259552002,0.9943589127833016,0.6167729591836735,0.5792026384712388
24,0.0007080377951129584,0.0008220237978093792,0.47165008057460894,13.20465898513794,0.9914674255415363,0.4617253948967193,0.48157476625249857
25,0.0006107186613677952,0.0008657285943627357,0.5234242606981431,13.04220724105835,0.993818660926139,0.499581589958159,0.5472669314381271
26,0.0006066372765130119,0.0008386263943975791,0.579444897410299,13.045114517211914,0.9944261497524627,0.5975718499211194,0.5613179448994787
27,0.000595527004119695,0.0009395736778969876,0.5910819123633277,13.032785654067993,0.9938859048644401,0.6259806041139045,0.5561832206127508
28,0.0006066303919253283,0.0007757515704724938,0.5995386617332903,12.775502443313599,0.9946342499634551,0.6170425349700257,0.582034788496555
29,0.0006716136941625001,0.0007074411623761989,0.5455094654565313,12.82520079612732,0.9926486230450389,0.5591759795341322,0.5318429513789303
30,0.0006512448713979929,0.0008136802935041487,0.5909555188904259,12.732428312301636,0.9940300314401957,0.6079642528584571,0.5739467849223947
31,0.0006271119422499874,0.0006926288406248204,0.5960616391523766,13.274110794067383,0.994500658952848,0.6152726310217046,0.5768506472830487
32,0.0006039586602894001,0.0006311939723673277,0.5867069827409241,12.95002555847168,0.9940469381389978,0.6183402371089844,0.5550737283728637
33,0.0005759540677229923,0.0007099421709426679,0.5941500903169429,12.988072633743286,0.9942902169930343,0.6048565121412803,0.5834436684926054
34,0.0006118601449998096,0.0006935610654181801,0.5899387596569226,12.959184408187866,0.9939114984690709,0.6205813564984964,0.5592961628153488
35,0.0006305630177896665,0.0006087931869842578,0.6238262683411162,12.784051656723022,0.9949141903345041,0.6458740417856607,0.6017784948965718
36,0.0005742979755220739,0.0006643236192758195,0.5725134004120761,12.700914859771729,0.9935309276837551,0.5873162330073199,0.5577105678168323
37,0.0006182638654105464,0.0006963066043681465,0.5950476058935331,13.193540096282959,0.9945611660461121,0.6109854839886206,0.5791097277984456
38,0.0005629113339206302,0.0006884250033181161,0.594691855560757,12.987588882446289,0.9936618817688233,0.6163849934076471,0.572998717713867
39,0.000546372585966693,0.0006572340753336903,0.6092847183894399,13.085103034973145,0.9939034508076359,0.6378339444735464,0.5807354923053334
40,0.0005351117426088374,0.0006133153401606251,0.5601421867338725,12.868505716323853,0.993409627472734,0.585074418279645,0.5352099551880999
