length_m,class,faint_score,margin_sigma,n_transects,P_road,split,opos_zcontrast,lrm25_zcontrast,tpi15_zcontrast,slope_zcontrast,relief10_zcontrast,oneg_zcontrast,incision_depth_m
441.75057272525333,bold,-2.877,1.142,44,0.874015748500824,train,-2.877069,-1.6328762,-1.4620602,-0.7735981,0.36517012,-0.3104151,0.61321557
566.8557270533121,bold,-2.737,1.001,56,0.8918354511260986,train,-2.7365835,-1.8001323,-1.5434415,-0.09184483,-0.037448075,-0.15683219,0.5630982
607.3315512554414,bold,-3.074,1.338,60,0.8881157040596008,test,-3.0738,-2.9019427,-2.280075,0.16423874,0.044104394,-0.6032852,0.63095
430.9862352994559,bold,-4.106,2.37,43,0.8972509503364563,train,-4.10569,-2.5614188,-1.9249837,-0.260498,0.009561106,-0.6248228,0.60199356
106.11876427745179,bold,-5.909,4.173,10,0.9251311421394348,train,-5.9085045,-3.1123438,-2.640687,0.5775405,0.41269016,-1.7859113,0.75942826
95.29178021701554,bold,-5.866,4.131,9,0.9784862399101257,train,-5.866175,-3.2378457,-3.735604,-0.121483624,0.123463385,0.318319,1.0018744
213.33458769943184,bold,-5.945,4.21,21,0.9278563261032104,train,-5.9453244,-3.9954653,-4.0618773,0.2644618,1.0355089,-0.74597526,0.94525445
301.43633528973186,bold,-3.693,1.958,30,0.9019890427589417,train,-3.6934347,-2.138729,-1.8741931,-0.011879342,-0.57362545,-0.76770425,0.6731707
506.8051246581514,bold,-4.252,2.517,50,0.871553897857666,val,-4.2524,-2.5992756,-2.49071,0.9635822,1.0942061,-0.8576071,0.6153032
81.94945385783517,bold,-2.835,1.1,8,0.8569117784500122,train,-2.8349814,-2.9117823,-2.8654966,1.6619775,1.3577018,-0.66883457,0.66727424
73.56848108332593,faint,-0.986,-0.749,7,0.8146416544914246,train,-0.98613054,-1.2416581,-1.6951804,0.1343298,0.9320514,-0.21545096,0.6049479
268.05541065752374,faint,-1.217,-0.518,26,0.8607021570205688,train,-1.2174842,-1.3670404,-1.3067905,0.23909076,0.33859342,-0.20103684,0.3385598
35.1007268859331,bold,-2.374,0.638,3,0.8405790328979492,train,-2.3737745,-2.3007584,-2.3650715,0.5117691,0.9705876,-1.4133092,0.5116352
186.33921080389226,bold,-2.751,1.015,18,0.9271062612533569,train,-2.7505312,-1.658955,-1.6772779,0.21330002,1.6273065,-1.0472566,0.3326054
131.42135286233855,bold,-4.47,2.735,13,0.8977733850479126,train,-4.4700565,-2.5766351,-3.582876,0.20395243,0.061992384,-0.29383513,1.2173718
103.58994675595868,bold,-3.69,1.954,10,0.8615957498550415,train,-3.6898699,-3.601055,-3.147643,0.94663304,2.9962497,-0.026265332,0.74496794
484.9449067375462,bold,-7.109,5.374,48,0.8841234445571899,train,-7.108962,-6.33191,-5.3376207,2.1711297,1.1694225,-1.2479742,0.91140914
330.9337786370636,bold,-1.773,0.037,33,0.8880010843276978,unused,-1.7727203,-2.7255132,-1.5211189,0.33983284,1.7810788,-2.5248885,0.5338882
122.00788796659218,faint,-1.313,-0.423,12,0.8370998501777649,unused,-1.3125626,-1.31005,-1.0460526,-0.27325866,-0.2509002,0.10389283,0.2839704
90.74158275898489,bold,-3.257,1.521,9,0.7716616988182068,unused,-3.2567856,-2.076601,-2.5120976,1.6453925,2.3190427,-0.8655043,0.5941484
154.95323085968985,faint,-0.228,-1.507,15,0.8509153723716736,unused,-0.22796427,-0.36610633,-0.32281077,-0.06795649,-0.6007642,-0.13518883,0.15734863
147.4297812676263,bold,-3.842,2.107,14,0.9311444759368896,train,-3.8420992,-3.6162415,-1.910428,-0.41457933,-0.050464097,-0.6627469,0.73253906
240.24056557801472,faint,-0.939,-0.797,24,0.8964633941650391,train,-0.9387492,-1.2742803,-0.93950284,-0.80955434,0.23685625,-0.5023031,0.39891
97.74861425053716,bold,-2.937,1.201,9,0.9399750232696533,train,-2.9365182,-3.0908618,-2.4865525,0.1331999,0.37641242,-1.3851423,0.66014755
82.82117287840515,faint,-1.165,-0.571,8,0.9182090759277344,train,-1.1646775,-1.355537,-1.737454,-1.2582489,-0.061257403,-0.62115806,0.39584023
97.02341982953563,faint,0.109,-1.844,9,0.9508683681488037,train,0.10910447,-0.0492416,0.013518275,-1.0496094,-0.46818244,0.17692919,0.21939349
116.65867059673826,faint,-0.565,-1.171,11,0.7918793559074402,val,-0.56454706,0.08123552,-0.2726021,-0.46113667,0.39989775,-0.07701755,0.20991728
1003.9886869313369,bold,-1.802,0.067,100,0.8158546686172485,unused,-1.8019419,-1.4985917,-2.1051037,0.29403287,0.96895134,-0.076053664,0.4009349
230.91172717185034,faint,-0.034,-1.701,23,0.8976396322250366,train,-0.034031328,-0.8192925,-0.94951254,-0.17878523,0.0010630671,0.04569312,0.24293172
283.1775690551071,faint,-0.076,-1.659,28,0.8200836777687073,unused,-0.076228455,-0.170167,-0.54248697,-0.3436939,0.69090843,0.115698546,0.26872355
1240.561053174317,bold,-4.041,2.306,124,0.8681562542915344,val,-4.041353,-3.9886227,-4.0384345,0.28996444,1.0781115,-0.23903897,1.2073789
1311.1543765369297,bold,-3.256,1.521,131,0.954637885093689,train,-3.2564688,-2.4082842,-3.530553,-0.43542713,1.5403732,0.12112968,0.6723393
103.84900780978057,bold,-5.78,4.045,10,0.8860052227973938,train,-5.780142,-3.2786036,-4.955601,0.6108419,4.70218,0.3221178,0.5727126
1774.8720856257087,faint,-1.583,-0.153,177,0.9669768810272217,train,-1.5827391,-1.1916516,-2.519314,-0.5503687,0.9795993,-0.13375498,0.8270128
177.29734806375473,bold,-2.702,0.967,17,0.9141642451286316,train,-2.7022038,-2.2840335,-2.0981174,-0.06892094,0.058551777,0.025187975,0.86892104
69.07937090042196,faint,0.352,-2.087,6,0.8897014856338501,train,0.35189542,-0.24627876,0.1625749,-0.70318747,-0.89397717,0.434099,0.3189788
81.68188011809475,bold,-2.459,0.724,8,0.8569714426994324,train,-2.4590602,-2.0389743,-2.6297262,-0.17782187,1.2690413,0.14949189,0.63453335
89.96193727321854,faint,-1.465,-0.27,8,0.9029452800750732,train,-1.465308,-2.043927,-1.4097726,0.40380102,0.33725888,-1.1279726,0.5848999
202.83486208148878,bold,-2.248,0.513,20,0.8792774677276611,test,-2.248282,-2.9490085,-2.708941,0.15045649,1.3944719,-0.29826042,0.9911347
498.4762719139122,bold,-3.441,1.706,49,0.8529758453369141,test,-3.441012,-3.1547737,-2.9921236,1.3970852,0.94136244,-0.9550416,0.8134899
33.12922490039486,faint,-1.427,-0.308,3,0.7823139429092407,train,-1.427494,-1.5117664,-3.0847433,-0.30928746,0.7354188,0.6893434,0.5381918
595.3764885329535,bold,-3.15,1.415,59,0.7925335764884949,val,-3.150016,-2.2309723,-2.4170713,0.51205194,1.2178367,-0.4325276,0.6280558
80.40369153278951,bold,-4.795,3.06,8,0.7066301107406616,val,-4.795246,-3.1033258,-4.373272,-0.02954792,0.6666968,-0.7515675,0.50865114
155.7470630741561,faint,-1.405,-0.331,15,0.6316356062889099,unused,-1.4045548,-0.6801787,-0.80876386,0.42844787,0.747077,-0.1547912,0.22522908
108.96282890781369,faint,-0.726,-1.009,10,0.7865108847618103,unused,-0.72616076,-0.72215974,-0.7251165,0.084292606,-0.2834931,-0.23477715,0.2927184
117.48282123163978,bold,-4.571,2.836,11,0.8905839323997498,unused,-4.571356,-3.308645,-2.856433,3.264649,1.1661483,-3.3869622,0.48159587
272.2698682773873,bold,-2.58,0.845,27,0.8729158043861389,train,-2.5802813,-1.6361089,-1.6444197,0.7480971,0.71424353,-1.1238893,0.3397522
73.56711204557767,bold,-4.045,2.31,7,0.6151154041290283,val,-4.0454283,-3.2876093,-3.2830417,0.87813926,0.60975355,0.019729124,0.65923065
376.39428921998007,bold,-2.665,0.929,37,0.7846927642822266,val,-2.6648283,-2.1599948,-2.4567995,1.1242217,1.449245,-0.8116996,0.49342865
37.13732047623427,bold,-1.779,0.044,3,0.8735862374305725,train,-1.7790675,-3.4685748,-3.7845416,0.1280951,-0.059242047,0.12209372,0.86058414
63.98651679310823,bold,-3.888,2.152,6,0.8905652165412903,train,-3.887857,-1.7910365,-0.40398663,0.23107149,0.14178076,-0.9964905,0.6311676
181.97050399410733,bold,-2.36,0.625,18,0.9665150046348572,train,-2.3602295,0.17600985,-0.34032094,-0.27427176,0.9805787,-1.4098344,0.57573736
74.18230020190813,faint,-0.221,-1.514,7,0.8802804350852966,train,-0.22138558,-1.7132885,-0.73330176,-0.29960465,-0.96237844,0.62915236,0.3392625
72.45073161387941,faint,-0.941,-0.795,7,0.8574628233909607,train,-0.94070965,-1.1427373,-0.8274299,-1.084701,-1.3923483,0.44972187,1.0510006
84.70773907899154,faint,-0.149,-1.587,8,0.9305176138877869,train,-0.14863482,-0.04742644,0.08278003,-0.4656583,0.70116746,-0.3431899,0.70379865
68.15855587014343,bold,-2.441,0.705,6,0.566984236240387,val,-2.4406323,-0.78960776,-0.93451965,-1.2693729,-1.2223997,-0.9480928,0.43903083
33.069249029950996,faint,-0.733,-1.002,3,0.8369200229644775,train,-0.7332395,-0.34020257,-2.382958,-1.2221862,-0.27229464,0.67704725,0.8655777
82.57416880260226,faint,-1.669,-0.066,8,0.9746401309967041,train,-1.6690953,-1.5978692,-1.2991219,-0.28114173,0.10142696,-0.12735581,0.81505316
66.5294582740118,faint,-1.196,-0.539,6,0.978301465511322,train,-1.1962552,-1.2516061,-1.2532768,0.21996899,0.51196355,-0.015616462,0.4751268
41.24405786511827,bold,-5.476,3.741,4,0.9544095993041992,train,-5.4759393,-3.7529407,-4.2337666,1.1074679,0.9667568,-0.3963676,0.73594004
449.1746447669225,bold,-2.052,0.316,44,0.9175099730491638,train,-2.0516932,-1.3788123,-1.0182958,-1.1735888,-0.69264555,-0.6777947,0.66781616
29.072619143783207,faint,-0.223,-1.512,2,0.8650951981544495,train,-0.22336835,-1.6615309,-1.2319533,-0.43600082,-0.77868056,1.1754079,0.35971057
1067.9797736165222,faint,-0.589,-1.147,106,0.8403736352920532,unused,-0.5886289,0.16961046,0.10957347,-1.7395998,-1.2158673,-1.125896,0.60581285
355.1215370796617,faint,-0.968,-0.768,35,0.7097619771957397,unused,-0.9678039,-0.38058963,-0.327075,0.0045801685,1.0688349,-2.0236475,0.9550528
277.2823051573651,bold,-2.887,1.151,27,0.8770463466644287,unused,-2.8868196,-0.9860665,-0.6570087,-0.22365613,1.1618825,-2.5828295,0.95821637
316.6146931179333,bold,-2.055,0.32,31,0.8319256901741028,unused,-2.055171,-1.212351,-0.4725276,-0.40228084,0.47720838,-2.8545625,1.2886634
231.06415214260429,faint,-1.359,-0.377,22,0.8149799704551697,unused,-1.3585997,-0.53141814,-0.6550237,-0.3663669,1.8004646,-1.61251,1.3111253
219.17268452065932,bold,-2.814,1.079,21,0.874635636806488,train,-2.8144019,-0.87639844,-0.7292959,0.2172346,0.28604457,-1.4377819,0.90635633
64.174063081769,faint,-1.602,-0.134,6,0.9185177087783813,train,-1.6016834,-1.5976558,-1.4470404,0.406785,0.2054078,-0.20045635,0.94711965
302.6621358699052,faint,-1.179,-0.556,30,0.8176814913749695,test,-1.1791966,-0.17146376,-0.10968995,0.31848225,0.56054235,-1.1733861,1.1336024
71.08481313887853,faint,-0.461,-1.275,7,0.595773458480835,unused,-0.46059218,-0.88543534,0.27677727,0.32422912,0.22405645,-1.6033068,1.1002636
165.24233304688607,bold,-1.865,0.13,16,0.9043611884117126,train,-1.8649447,0.745083,-0.51747525,-1.0682161,0.04178949,-2.0065906,0.9827161
274.43587856726737,faint,-1.089,-0.647,27,0.894029974937439,train,-1.08864,0.3673223,0.41756758,-1.1084758,0.5373672,-1.3654065,0.61096513
58.23353053052125,faint,-1.118,-0.617,5,0.8648543357849121,train,-1.1183279,-0.67733014,-0.31378856,0.24851348,0.110986866,-1.0797926,0.38058472
164.6011582428163,faint,-0.839,-0.897,16,0.7950454950332642,test,-0.8386075,-0.9252455,-0.4537379,-1.1771654,0.40885353,-1.1664667,1.403778
87.2625066586531,faint,0.033,-1.768,8,0.9242448210716248,test,0.032832395,0.58461195,0.5647886,-0.2296871,-0.1489292,-0.6444608,0.8204125
144.13538078668756,faint,0.039,-1.775,14,0.9706068634986877,train,0.039387282,-0.05541209,0.2968305,-0.38157308,-0.35634923,-0.6813539,0.7074453
95.77658184162175,faint,-0.027,-1.709,9,0.9608355164527893,train,-0.026617547,0.06302109,0.31686935,-0.39626986,0.04549896,-1.2692376,0.71980524
230.96505331266553,faint,-0.803,-0.932,23,0.9548947215080261,train,-0.8030651,-0.5233452,-0.9727129,-2.0926123,-0.93893886,-0.41155985,0.85163647
252.95873912888047,faint,-0.266,-1.469,25,0.9591591358184814,train,-0.26600182,0.6700874,0.47113842,-1.6451449,-0.6412912,-1.1879351,0.47626927
165.99710804724987,faint,-1.477,-0.258,16,0.9234406352043152,train,-1.4772578,-1.0050215,-1.666419,-0.4113173,0.4832126,0.36220002,0.5615982
55.44228672829579,faint,-1.262,-0.473,5,0.9133129119873047,train,-1.2622515,-1.589215,-1.9475187,-1.4412177,-0.9337997,0.17172036,0.48854017
145.02823762288133,faint,-0.45,-1.285,14,0.9469836354255676,train,-0.45046985,-0.28078693,-0.006201459,-1.735795,-1.3759747,-1.1499298,0.3736546
138.39532254702044,faint,0.174,-1.91,13,0.9453582167625427,train,0.17427322,-0.026658976,-0.05212355,-0.9258342,-0.27289686,-0.24722847,0.35116935
125.02922470999269,faint,-1.051,-0.684,12,0.9192735552787781,train,-1.0512965,-0.7356803,-0.67949253,-0.82677627,-0.6191323,-0.37468392,0.6798453
103.66034153985079,bold,-4.068,2.333,10,0.940740704536438,train,-4.068219,-4.224181,-5.903569,-0.1506427,1.6491969,0.614321,1.5077387
316.845474694806,bold,-5.767,4.032,31,0.9424864053726196,train,-5.7670875,-4.331373,-4.152562,0.10432302,0.7852332,-0.08151133,1.2404988
110.06195081467011,bold,-4.817,3.082,11,0.8811407089233398,train,-4.817142,-3.4060872,-3.038858,-1.2577777,-0.62113506,0.8029098,0.95989156
73.63927644300958,faint,-1.669,-0.067,7,0.869351327419281,train,-1.6685997,-1.6889957,-0.5371015,0.51523906,0.7515666,-2.3072083,0.5361552
273.0333401292637,bold,-3.077,1.342,27,0.9139538407325745,train,-3.0771773,-1.7677435,-1.2659373,-0.31670153,-0.93868697,-0.22297609,0.57366097
61.80054861607909,bold,-3.72,1.984,6,0.8981600999832153,train,-3.719728,-1.975606,-2.1590912,-0.022122998,0.5340405,-1.455055,1.2062395
131.06796042425248,bold,-3.554,1.819,13,0.8559219837188721,train,-3.554043,-3.6260128,-2.9593265,-0.46996513,-0.38680524,0.5542269,0.69779056
102.92319911011025,bold,-2.966,1.23,10,0.8433862924575806,train,-2.9658787,-1.847635,-2.8915093,-0.04046889,1.0331634,-0.31925666,0.5344532
192.95506892907116,bold,-3.194,1.458,19,0.9064595699310303,train,-3.193676,-2.6464424,-1.9912788,-0.11705263,-0.39547473,-0.1804448,0.6624696
54.95684793614207,bold,-2.477,0.741,5,0.900192141532898,train,-2.4765403,-1.3855095,-1.6015502,-0.60230654,-0.4480018,0.12331161,0.3966595
96.14694982828416,bold,-2.606,0.871,9,0.9366304874420166,train,-2.6061518,-1.7926164,-1.2386144,-0.17816973,0.1265438,-0.7211754,0.36152136
72.36330563372454,bold,-2.544,0.808,7,0.9161808490753174,train,-2.5436926,-2.2639105,-1.1424087,-0.048176125,-0.7504593,-0.795943,0.39216805
73.39041176787644,bold,-3.409,1.673,7,0.9152336120605469,train,-3.4085383,-1.2890269,-1.5955725,-0.42927256,-0.37287092,0.119067945,0.4455446
79.27874418529328,bold,-4.919,3.184,7,0.8642112016677856,train,-4.918919,-1.0136268,-1.5966089,-1.6622841,-0.14339198,-0.56123734,0.88140666
89.05524750825778,faint,0.617,-2.352,8,0.8236110806465149,test,0.6170466,0.8272654,0.9637621,-1.1097939,-0.84708583,-1.0954766,0.0890678
159.47499431932906,bold,-1.852,0.116,15,0.9145964980125427,test,-1.8518634,-1.5322247,-1.3375844,-0.49337843,-0.16895765,-0.26906508,0.33491194
140.00112881714313,bold,-3.24,1.504,14,0.78998202085495,test,-3.239593,-1.8138196,-1.3835986,-0.36283028,-0.2896676,-0.60528755,0.67146873
220.01369734373216,faint,-0.675,-1.06,21,0.8560479283332825,test,-0.6750826,0.24954498,-0.47283727,-1.1878406,-0.83625996,-0.7525719,0.5041001
107.69238046644904,bold,-2.284,0.549,10,0.8799822926521301,train,-2.2840505,-2.2788284,-2.3592377,-0.030581454,0.37674582,-1.3662858,0.530873
96.78403187707852,bold,-3.093,1.358,9,0.8977339267730713,train,-3.0931714,-2.2419205,-2.501013,1.2295675,2.7445683,-0.64086014,0.63113827
64.88059784756213,faint,-1.139,-0.596,6,0.8301751017570496,train,-1.1391371,-0.7734918,-0.6948563,-0.18125069,-0.08221147,-1.085281,0.694618
33.51870975384635,bold,-2.647,0.912,3,0.8520557880401611,train,-2.6472461,-2.4795732,-0.9984238,0.3358055,0.62079775,-1.2060976,0.87597656
53.802232755958535,bold,-1.985,0.249,5,0.881101131439209,train,-1.9847274,-0.53734535,-0.38653097,0.4123778,0.35742,-1.4544749,0.59922874
133.17786497538054,bold,-2.14,0.404,13,0.9142479300498962,train,-2.1398067,-0.83897054,-0.6632918,-0.50149864,-0.028634824,-1.5103611,0.35634625
142.60620831261457,bold,-2.877,1.142,14,0.8581508994102478,train,-2.8774242,-2.1666431,-1.7142487,-0.26331037,-0.23195265,-0.2610916,0.5041741
123.84648459223148,faint,-1.479,-0.256,12,0.8968198895454407,train,-1.4789279,-1.3298047,-0.8539973,-0.09438494,-0.3866042,-0.2305088,0.41280603
99.84571164231865,bold,-2.29,0.554,9,0.9021727442741394,train,-2.2895486,-1.5021968,-1.5911064,-0.5403353,-1.1782535,0.4469002,0.30190325
188.74317043136324,bold,-3.743,2.007,18,0.8983871936798096,train,-3.7427654,-3.21952,-2.387035,-0.13375291,0.116592124,-0.12256634,0.72568375
141.11973165759977,bold,-2.257,0.522,14,0.8547415137290955,train,-2.2571135,-1.7937067,-1.3440475,-0.5279431,-1.3421204,0.32032707,0.57338786
119.63198708836275,bold,-4.886,3.151,11,0.9314450025558472,train,-4.885929,-4.2622786,-3.356801,-0.7692484,2.4586344,-0.59445536,0.84535503
80.52823531931634,bold,-4.631,2.896,8,0.9501272439956665,train,-4.631102,-3.0400903,-3.502606,0.17025822,0.36517537,-1.0582757,0.84093857
158.66109471882086,bold,-4.508,2.772,15,0.9055280685424805,train,-4.507748,-2.7844555,-0.6506053,0.17989463,1.2135688,-0.7899298,0.59350926
75.89318328328176,bold,-4.606,2.871,7,0.8968625068664551,val,-4.606157,-4.3169327,-3.1103299,0.65367407,0.79979724,-0.35823768,0.99700123
195.3112483828715,bold,-3.441,1.705,19,0.8648956418037415,val,-3.4406571,-2.9101527,-1.8784311,-0.3088618,-0.60813653,-1.052209,0.7275333
223.2819432757701,bold,-4.812,3.077,22,0.8792689442634583,val,-4.812258,-3.5910826,-3.2340722,-0.69143033,-0.15643203,-1.3552341,0.8311188
67.07777452939426,bold,-2.144,0.409,6,0.8610129952430725,val,-2.144056,-2.6205876,-2.3654265,0.240744,1.5620259,0.09313964,0.59387666
125.6747425596642,bold,-4.485,2.75,12,0.8819901943206787,val,-4.4851847,-2.0895312,-1.9966917,-0.05176641,-0.21363264,-0.65303445,0.8070687
34.6737033440134,bold,-3.882,2.147,3,0.8054336905479431,val,-3.8820133,-3.3256552,-4.4094367,-0.75096303,0.26040447,1.5790111,0.7748802
240.3772608621878,bold,-4.78,3.045,24,0.8832740783691406,train,-4.7803698,-4.234386,-4.3301516,-0.7192874,0.07763017,-1.1980202,0.94806826
118.5574430212234,bold,-3.597,1.862,11,0.9055105447769165,train,-3.5974264,-2.2486186,-1.6031722,0.9545968,0.38713688,-1.0010904,0.4130808
122.85491636696091,bold,-2.575,0.84,12,0.9181434512138367,train,-2.5749035,-1.3415443,-0.8285086,-0.012702525,0.31928715,-0.38440764,0.5579662
161.02952889346182,faint,-1.601,-0.134,16,0.9686257839202881,train,-1.6009737,-1.1184913,-0.6858413,-0.09960241,0.48032844,-0.80225927,1.0377421
154.48048203070573,bold,-3.505,1.769,15,0.8669940829277039,unused,-3.5047047,-3.1663823,-2.8790362,1.5106177,1.5889218,-0.59965193,0.9686695
40.61642115431995,bold,-2.466,0.731,4,0.8668050765991211,unused,-2.4664817,-3.2138968,-3.2795238,0.22754525,0.108202346,-0.18642484,0.81096494
145.786255909131,faint,-1.533,-0.202,14,0.8613744378089905,unused,-1.5334151,-1.5066715,-1.9159946,0.18814152,0.6480278,-0.6522119,0.6165775
148.1780677773999,bold,-2.647,0.912,14,0.9005544781684875,unused,-2.6470003,-2.2833035,-3.0026627,-1.1904322,0.63175476,-0.0030186102,0.6734972
424.5802250860638,bold,-4.522,2.787,42,0.9130134582519531,unused,-4.5219736,-2.9090238,-2.548183,-0.15491042,-0.2558366,-0.12953056,0.8306408
110.09433485942616,faint,-0.791,-0.944,11,0.8456998467445374,unused,-0.79149896,-1.1509258,-1.0310687,-0.89951426,-0.2514833,-0.9425564,0.81629956
106.03580097651381,bold,-3.744,2.008,10,0.8425470590591431,unused,-3.7437072,-1.840759,-1.2660637,0.75662863,1.0756067,-0.8524803,1.1674397
61.28406344875803,faint,0.159,-1.894,6,0.34509825706481934,unused,0.15868285,-0.41434884,-0.10205139,-0.6062605,-0.68313,1.2981385,0.856349
202.21846292553676,bold,-3.441,1.705,20,0.9172928333282471,unused,-3.4406915,-3.4402227,-1.7422915,-0.16712406,0.6584808,-0.9485404,1.0204378
67.18553874580697,bold,-2.917,1.182,6,0.8793871402740479,train,-2.9172068,-2.078381,-1.4948328,0.36239523,0.28184795,0.025841704,0.54982024
95.85872878578964,bold,-4.719,2.984,9,0.9149693250656128,train,-4.7190304,-3.0860593,-3.4034898,0.5856168,2.1215363,-0.14229015,0.8516005
175.66270297759888,bold,-3.691,1.956,17,0.8821105360984802,train,-3.6910863,-3.4243379,-2.2937071,0.27536896,0.8831509,-0.34752664,0.63284194
113.83270282991825,bold,-2.482,0.746,11,0.8865192532539368,train,-2.4818873,-1.7249191,-2.1204684,0.021240305,0.555179,0.621383,0.59833133
85.6891629096246,bold,-4.658,2.923,8,0.9018491506576538,train,-4.6581593,-2.013467,-1.0806773,0.34484068,0.32872546,-0.89399314,0.5874193
212.43859903646242,bold,-5.156,3.421,21,0.9051253199577332,val,-5.15597,-3.2441988,-2.6924427,1.0531393,0.5601627,-1.4348007,0.74550915
34.204178456901154,faint,-1.408,-0.328,3,0.8608679175376892,val,-1.4075173,-2.2272658,-2.0090704,-0.05165569,2.4933774,0.3621942,0.7868095
77.89771079378315,faint,-1.448,-0.288,7,0.8816489577293396,train,-1.4475168,-1.5032791,-1.8723607,0.5236491,-0.4961547,-0.056243848,0.68891466
122.76452189910329,faint,-1.143,-0.593,12,0.8324264287948608,train,-1.1428068,-1.0932947,-1.3759708,-0.67168295,-0.6755441,0.5776255,0.6300566
82.37807227300586,faint,-1.0,-0.736,8,0.8887692093849182,val,-0.9997244,-1.0901127,-0.9741802,-1.0507122,-2.1443286,0.7206042,0.6826714
61.74442579521197,faint,-0.823,-0.913,6,0.8503850102424622,train,-0.82278365,-1.1230118,-0.97638816,0.5118215,-0.58590645,-0.14305401,0.61472285
65.02058866767871,bold,-4.294,2.559,6,0.8395550847053528,train,-4.2940483,-3.857183,-3.7556145,0.840573,1.4277222,-1.3330059,0.7379829
109.94589410211564,bold,-5.593,3.858,10,0.8924485445022583,test,-5.593494,-2.2067149,-2.3530931,-0.89149123,1.1358739,-1.2810527,0.7695162
113.75348733454982,faint,0.033,-1.768,11,0.9671851396560669,train,0.033083756,-0.6007338,0.29089725,-1.2261901,-0.5834306,0.018401125,0.63786525
261.67609353535465,bold,-6.786,5.051,26,0.9183887839317322,train,-6.786174,-3.591681,-2.9666195,3.4889393,1.9876668,-2.9673061,0.90018106
59.679915810671694,bold,-7.359,5.623,5,0.843608558177948,train,-7.358737,-5.0949936,-8.853943,-0.891097,2.433885,1.3653086,0.92446625
50.609758832303925,faint,-0.805,-0.931,5,0.7035796642303467,unused,-0.80452424,-1.446726,-1.587767,-1.1539735,-0.4233477,0.49741876,0.6112366
151.1991451919369,bold,-9.49,7.754,15,0.8611869215965271,unused,-9.489782,-8.633482,-7.5866566,2.9170337,3.4267735,-2.1985137,0.9233838
122.20995436622857,bold,-2.023,0.287,12,0.9117267727851868,train,-2.0226355,-0.40780157,-0.51557684,0.3042606,1.017297,-0.9657185,0.44808024
124.73845500680352,bold,-4.424,2.689,12,0.9233604073524475,train,-4.42438,-2.762855,-2.7142024,0.5191185,-0.50904816,-0.5917714,0.7071167
70.10351135729118,bold,-2.955,1.22,7,0.8524473309516907,train,-2.9553292,-2.439204,-2.5968025,-0.5152802,0.7259564,0.36372584,0.70110416
73.62548579177675,bold,-5.478,3.743,7,0.7184760570526123,unused,-5.4780674,-3.2764928,-2.277386,0.13289778,0.13857232,-0.9267706,0.9599399
32.10460009041799,faint,-1.096,-0.64,3,0.7755800485610962,unused,-1.0956601,-2.1034021,-3.6664069,-0.383392,0.93071544,0.90576965,0.31680927
41.51346980103589,faint,-0.659,-1.077,4,0.19214627146720886,unused,-0.65856147,-1.0980566,-2.28339,-0.81488276,2.0917492,0.6638702,0.9989273
65.80607123409365,faint,-1.103,-0.632,6,0.07832275331020355,unused,-1.1033913,-0.91583693,-1.655371,-0.8309885,1.2824095,-0.14302152,0.9642477
70.65541676924295,faint,-1.641,-0.094,7,0.8353578448295593,unused,-1.641205,-1.6781596,-2.5524392,-0.69519615,0.561687,0.19674788,0.5438236
166.84805163944995,bold,-4.628,2.892,16,0.9230358004570007,train,-4.6277423,-3.6650345,-2.8937402,1.0783803,3.0381606,-1.007319,0.5813657
65.68230538550027,bold,-3.059,1.324,6,0.8769754767417908,train,-3.058969,-2.2986248,-3.9281757,-0.4477361,0.7917073,0.76349735,0.41451332
68.9650063339559,bold,-4.457,2.722,6,0.8566833138465881,train,-4.4571905,-4.1421638,-3.717845,0.60800767,0.5992428,-1.0809771,0.73459554
57.690042661361566,bold,-3.183,1.448,5,0.7320358753204346,unused,-3.183093,-2.9235833,-3.669197,-0.14294504,0.55229896,-0.23019445,0.50043565
191.42462279742458,bold,-2.635,0.899,19,0.9004994034767151,train,-2.6348245,-1.4944081,-1.4407917,-0.268779,-0.012253249,-0.980263,0.39570665
136.74726887746766,bold,-6.372,4.637,13,0.8695386052131653,train,-6.372496,-4.0127983,-2.5228045,1.266931,0.5245963,-1.1337012,0.63385147
49.27641743990066,faint,-1.314,-0.421,4,0.7940099239349365,train,-1.3138915,-0.45855454,-2.75395,-0.8965033,0.04561597,-0.07829348,0.5643404
52.3011176876803,bold,-6.39,4.655,5,0.7860870957374573,train,-6.390103,-3.9140465,-1.4835618,1.0195526,1.1505291,-1.3672656,0.64251226
109.43249599220015,bold,-3.125,1.389,10,0.9609286785125732,train,-3.124576,-1.9536343,-1.5295227,0.20949417,1.0745364,-1.3212023,0.7850071
127.04798645647708,bold,-2.346,0.61,12,0.8700790405273438,train,-2.3457851,-0.3915419,-0.3025439,0.07068214,-0.12695773,-2.4944701,0.44383064
171.0394625071086,bold,-2.161,0.426,17,0.9618788361549377,train,-2.161064,-1.432528,-1.6053013,-0.54381186,0.4003847,-1.3307995,0.9304311
74.07066345006828,bold,-2.478,0.742,7,0.8826119899749756,train,-2.4776237,-1.5106715,-1.4690232,-1.1508185,-1.1942087,0.51703185,0.9764791
88.033156265113,faint,-1.671,-0.065,8,0.9335139989852905,train,-1.670516,0.027659178,-0.259308,-0.7551243,0.36747217,-1.2860148,1.0199368
