parent_road,length_m,class,faint_score,margin_sigma,n_transects,exlabel,P_road,split,opos_zcontrast,lrm25_zcontrast,tpi15_zcontrast,slope_zcontrast,relief10_zcontrast,oneg_zcontrast,incision_depth_m
997,49.20956211,bold,-3.873,2.287,9,unlabelled,0.886781156,val,-3.8726196,-2.2229617,-1.2025415,0.6883755,1.3709787,-0.6112096,0.83557564
997,49.32798407,bold,-3.168,1.582,9,unlabelled,0.747580886,val,-3.1675775,-1.2540354,-0.6024796,0.03681277,0.79510784,-1.050068,0.6346353
997,48.18637275,bold,-1.979,0.394,9,unlabelled,0.670324206,val,-1.9790181,-0.86057985,-1.1070871,-0.35068816,-1.2543869,0.38117266,0.6090615
997,49.36400834,faint,-1.561,-0.025,9,unlabelled,0.750743985,val,-1.560599,-1.0310042,-1.2895551,-1.0368079,0.41469258,-0.51838,0.92331827
998,58.46024583,bold,-4.683,3.098,11,unlabelled,0.947397351,unused,-4.6827846,-1.9753178,-2.443046,-0.8110481,1.8752201,-3.196388,1.8282259
998,58.45072196,bold,-1.984,0.398,11,unlabelled,0.885450363,unused,-1.9835504,0.17578688,-0.018286683,-2.0315773,0.910358,-3.4090073,0.93347687
999,48.63628539,faint,-1.569,-0.017,9,unlabelled,0.632500172,unused,-1.5685788,-2.012749,-1.7649602,-1.3541514,-0.62046427,-0.37406313,1.2395139
999,48.63838987,bold,-3.002,1.416,9,unlabelled,0.811417222,unused,-3.0015597,-1.9710722,-2.122706,-1.1332893,-0.06806465,-2.5989487,1.1253965
999,48.63903229,bold,-5.874,4.289,9,unlabelled,0.719988704,unused,-5.873912,-1.4029778,-2.6943026,-1.0750386,0.27312782,-3.254552,1.3168683
999,48.63784801,bold,-3.228,1.643,9,unlabelled,0.69154501,val,-3.2283502,-2.2467349,-2.8741355,-1.2026734,0.6878232,-3.4570777,1.628408
999,48.60320665,bold,-3.859,2.274,9,unlabelled,0.586172819,unused,-3.8586633,-2.4016075,-2.9161284,-0.98885745,0.4523681,-1.4950489,1.890265
1000,48.66450946,bold,-2.34,0.754,9,unlabelled,0.485344946,unused,-2.3396392,-0.8333708,-1.434806,-3.240801,-3.2368813,-1.9302917,1.2559729
1000,48.66442684,faint,-0.611,-0.975,9,unlabelled,0.71704036,val,-0.6106082,0.4456663,0.27969545,-1.2380114,-0.15885712,-1.1437192,0.7044397
1001,62.0211985,bold,-2.491,0.906,12,unlabelled,0.602080107,val,-2.4914753,-1.841884,-1.7946274,-2.5222101,1.5963522,-2.5303183,0.789027
1002,53.49049966,bold,-5.383,3.798,10,unlabelled,0.903737247,unused,-5.3831244,-2.480295,-1.8756963,-1.8717017,0.9305358,-4.1928563,1.2519156
1002,53.52084371,bold,-4.614,3.029,10,unlabelled,0.817949772,unused,-4.613742,-2.3690777,-2.5123296,-2.025248,2.0136378,-3.503504,1.3179842
1002,53.50525214,bold,-4.115,2.53,10,unlabelled,0.919201136,unused,-4.1153708,-1.7991271,-1.2960596,-2.7657838,2.3372145,-5.15979,1.2005405
1002,53.48750347,bold,-5.238,3.653,10,unlabelled,0.944028318,val,-5.238366,-3.8139877,-3.1443071,-1.83398,2.2695737,-3.0555422,1.3594344
1002,53.53205156,bold,-3.463,1.878,10,unlabelled,0.609471202,val,-3.4629273,-1.5329952,-1.03593,-1.6842055,0.87577814,-1.5804251,1.1536186
1003,47.92613204,bold,-2.327,0.742,9,unlabelled,0.920994759,unused,-2.3271818,-1.2029221,-0.3093241,0.107234865,1.0611819,-2.2547064,1.2546594
1003,47.94188412,faint,-1.329,-0.256,9,unlabelled,0.915218294,unused,-1.3288825,-1.4266946,-0.2247479,-0.29002336,1.0238357,-3.1431196,1.1830354
1003,47.92815606,faint,-1.581,-0.004,9,unlabelled,0.929026902,unused,-1.5808023,-1.1883063,-0.81136274,-0.5405758,-0.34571058,-0.03189813,0.99220955
1003,47.82014505,bold,-3.441,1.856,9,unlabelled,0.935313046,unused,-3.44135,-1.5336268,-1.1687812,-1.545215,-0.5558526,-0.83909166,0.92966443
1003,47.94940056,bold,-2.747,1.162,9,unlabelled,0.95116508,unused,-2.7469714,-2.0035534,-1.69912,-2.2338538,-0.62985826,-1.1603019,1.0683746
1003,47.95450674,bold,-4.057,2.472,9,unlabelled,0.875946999,unused,-4.0574913,-2.4872475,-1.8511239,-1.5806029,0.028667858,-1.2241738,1.1546896
1004,48.09434921,bold,-4.588,3.003,9,unlabelled,0.875843644,unused,-4.5884914,-3.8699389,-2.6986017,-0.5785746,-0.14049715,-0.74409467,0.98173213
1004,48.08251042,bold,-10.485,8.9,9,unlabelled,0.885308146,unused,-10.484683,-6.10131,-3.825701,-0.37639892,0.034187,-0.42261568,0.9416126
1004,48.0860682,bold,-6.923,5.338,9,unlabelled,0.820594072,unused,-6.9233823,-4.330909,-3.9822655,-0.61885,-0.17110156,0.15633613,0.9595685
1004,48.11465041,bold,-5.341,3.756,9,unlabelled,0.712270498,unused,-5.341401,-4.5221615,-5.092804,-0.73703325,-0.2646764,-0.20311126,0.95115256
1004,48.08632718,bold,-3.7,2.115,9,unlabelled,0.659471512,unused,-3.6997862,-2.648359,-2.2428722,-0.83816034,-0.30238464,-1.1555012,0.91268826
1004,47.9946357,bold,-3.915,2.33,9,unlabelled,0.835891366,unused,-3.9149137,-3.7060778,-2.8059263,-0.7635549,-0.27121502,-0.3086727,1.1128438
1004,48.10752014,bold,-3.106,1.521,9,unlabelled,0.542947531,unused,-3.106183,-3.141875,-1.5999053,-0.6782287,-0.23151453,0.05261335,0.9878142
1004,48.08611784,bold,-1.814,0.229,9,unlabelled,0.830321074,unused,-1.8139237,-1.7914532,-0.86544806,-0.85684335,-0.16471519,-1.3913096,0.74844575
1004,48.07329626,bold,-2.772,1.187,9,unlabelled,0.85707587,unused,-2.77178,-1.398086,-1.0146602,-0.6873122,-0.044987295,-0.9029333,0.8893299
1005,53.10921064,bold,-7.5,5.915,10,unlabelled,0.875580192,train,-7.4996824,-5.69112,-3.042471,0.529346,-0.086837634,-0.58607614,0.93914866
1005,53.14414495,bold,-2.631,1.045,10,unlabelled,0.848701775,unused,-2.6305923,-1.4682667,0.41048342,0.007554314,0.37005424,-2.58772,0.7432356
1005,53.09350093,bold,-6.741,5.155,10,unlabelled,0.884275913,unused,-6.740589,-4.6240063,-1.3785136,-0.16850826,0.58281684,-5.669758,1.0793378
1005,53.11506191,bold,-9.214,7.628,10,unlabelled,0.839460909,unused,-9.213623,-7.511117,-4.460293,-0.13256875,0.27051717,-4.462488,1.2884803
1006,49.92139079,bold,-4.739,3.154,9,unlabelled,0.785634041,unused,-4.7389784,-3.4369767,-3.0695002,-0.1589532,0.4864068,-1.0496327,0.81923646
1006,49.91785468,bold,-3.066,1.481,9,unlabelled,0.868327856,unused,-3.066021,-1.5022554,-2.4597821,0.106343515,2.4071305,-1.3898224,0.68310994
1006,49.60961805,bold,-2.552,0.967,9,unlabelled,0.679572821,unused,-2.5516627,-2.4739401,-4.4817495,0.117066726,1.7842932,-0.6029906,0.77176213
1006,49.8987504,bold,-1.815,0.23,9,unlabelled,0.532162666,unused,-1.8150218,-1.6677878,-2.6780288,-0.24765293,1.8962827,-0.6092577,0.5433402
1006,49.89811658,bold,-3.141,1.556,9,unlabelled,0.903518915,unused,-3.1411595,-3.1204593,-4.0547733,-0.1442799,2.3742075,-1.211396,0.9245795
1006,49.90252808,bold,-3.984,2.399,9,unlabelled,0.890663266,unused,-3.9838855,-3.689037,-2.996641,-0.07398379,2.5317698,-0.7105813,0.92375386
1006,49.90738459,bold,-4.561,2.976,9,unlabelled,0.889032364,unused,-4.561381,-3.9396193,-3.880166,0.23495343,6.5683937,-0.59461373,1.0086899
1006,49.80421428,bold,-5.719,4.134,9,unlabelled,0.862356424,train,-5.7194157,-2.957674,-4.65388,-0.021889124,8.444625,-1.9899288,0.8702717
1006,49.90996933,bold,-4.74,3.155,9,unlabelled,0.859213829,train,-4.7402806,-4.1325727,-4.1838546,-0.23208591,2.9725142,0.24425355,0.69381696
1006,49.89430969,bold,-5.967,4.382,9,unlabelled,0.859349251,train,-5.9673963,-4.2846828,-4.517317,0.4510809,6.1699047,0.32949612,0.68162215
1006,49.87937132,bold,-5.39,3.805,9,unlabelled,0.869303226,train,-5.3902535,-3.7554238,-5.019008,0.9144651,3.2317567,-1.8085859,0.5812166
1006,49.86998423,bold,-5.356,3.771,9,unlabelled,0.896641433,unused,-5.3564835,-3.4392393,-1.9188813,0.32465175,0.107660614,0.31088907,0.6447772
1007,57.04647265,bold,-5.161,3.576,11,unlabelled,0.842846096,train,-5.160858,-3.529462,-2.2758176,-0.7310198,-0.10310388,0.20506339,0.90847373
1008,70.53638284,bold,-2.918,1.332,14,unlabelled,0.865395844,train,-2.9176123,-1.8202181,-1.5446168,-0.20453618,0.62743115,-0.34653246,0.61416703
1009,49.93918612,bold,-7.313,5.728,9,unlabelled,0.891725183,train,-7.313261,-5.052171,-3.001209,0.26567143,0.045629013,-0.43571246,0.9738331
1009,49.96552129,bold,-5.49,3.905,9,unlabelled,0.919425368,train,-5.490246,-4.2671533,-2.5664325,0.88176924,-0.15489751,0.28356266,0.9634868
1009,49.77885194,faint,-1.216,-0.369,9,unlabelled,0.867062032,train,-1.2159629,-2.2688935,-1.2242601,-0.62295544,-0.42690718,0.5503986,0.95297885
1010,49.58219536,bold,-4.219,2.634,9,unlabelled,0.885234535,train,-4.2191105,-2.600491,-3.257918,-0.803467,0.8488406,0.42972028,0.9210641
1010,49.40883562,bold,-6.562,4.977,9,unlabelled,0.890751123,train,-6.561739,-4.1072683,-3.7530594,0.84330606,0.62849796,-1.1545796,0.5237889
1010,49.61005916,bold,-7.32,5.735,9,unlabelled,0.865377426,train,-7.3201556,-4.0090656,-3.6669047,0.97663236,0.53320974,-1.1092516,0.42691225
1010,49.71204965,bold,-5.548,3.963,9,unlabelled,0.884802461,train,-5.547927,-3.010798,-0.9561347,0.9483174,0.14330779,-2.0485113,0.446517
1010,49.6777369,bold,-5.685,4.1,9,unlabelled,0.847548604,train,-5.6848955,-3.4875066,-3.3350623,1.2839774,2.4040427,-1.6716017,0.5493585
1010,49.35490634,bold,-8.681,7.096,9,unlabelled,0.814449489,train,-8.681295,-3.9615343,-4.460517,2.9755294,1.9375947,-2.2333906,0.57866836
1010,49.66494913,bold,-8.098,6.513,9,unlabelled,0.872282505,unused,-8.098496,-5.411423,-6.0559163,2.1269798,2.9881794,-0.51618505,0.7240531
1010,49.70842552,bold,-7.579,5.994,9,unlabelled,0.959849715,unused,-7.579329,-3.7391255,-1.9928892,1.6479208,0.49374726,-0.9971448,0.56809634
1010,49.55953281,faint,-1.46,-0.126,9,unlabelled,0.891060829,unused,-1.4595729,-1.4108589,-0.8794381,0.34780735,-0.7926916,-0.13365884,0.5920547
1010,49.36546615,faint,-0.886,-0.7,9,unlabelled,0.689201415,unused,-0.8856171,-1.8452384,-1.5005828,-0.4062136,-0.6754806,-0.3325148,0.5692161
1010,49.69307335,bold,-5.241,3.656,9,unlabelled,0.873037457,unused,-5.240684,-5.147353,-4.369564,0.3939926,-0.17326117,-1.225148,0.55223083
1010,49.58448439,bold,-5.289,3.704,9,unlabelled,0.89526087,unused,-5.28925,-4.807726,-2.5928307,0.767304,0.22442156,-1.6602958,0.5109024
1010,49.52557751,bold,-7.458,5.873,9,unlabelled,0.881020546,unused,-7.4579725,-4.5487,-2.4906704,0.24656904,0.5314178,-2.5402138,0.48962164
1010,49.2881174,bold,-5.994,4.409,9,unlabelled,0.815249562,unused,-5.9944506,-4.049328,-1.9923851,0.75169075,-0.1458031,-1.0750538,0.49139714
1010,49.55880096,bold,-5.749,4.163,9,unlabelled,0.82588309,unused,-5.748604,-5.1965475,-4.1078024,1.0969919,2.262537,-0.8710753,0.74112844
1011,51.03607907,bold,-1.967,0.382,10,unlabelled,0.803970516,unused,-1.966868,-2.3377118,-1.0955796,-2.3319726,-2.846856,0.23271804,1.3633974
1011,50.93255368,bold,-5.211,3.626,10,unlabelled,0.858213544,unused,-5.2107677,-4.8456316,-4.2474995,-0.5502192,0.2559556,0.25892803,0.85751283
1011,50.9868646,bold,-3.739,2.154,10,unlabelled,0.617503047,unused,-3.7387533,-1.9597071,-1.0796795,-0.2660758,0.35181612,-0.8778676,0.3400783
1011,51.05019376,bold,-3.127,1.542,10,unlabelled,0.662083149,unused,-3.127469,-0.82528627,-0.19778116,-0.55921173,0.43373775,-0.86171544,0.38865328
1011,51.0388484,bold,-6.483,4.898,10,unlabelled,0.847109139,unused,-6.483389,-3.9675937,-3.9756072,-0.6245965,0.050910436,-2.0051622,0.5066942
1011,51.0169213,bold,-6.437,4.852,10,unlabelled,0.863548994,unused,-6.437009,-6.244789,-6.009302,-0.12796023,0.075942636,-3.2144542,0.6641481
1011,51.05488266,faint,-1.528,-0.057,10,unlabelled,0.735649109,unused,-1.5283386,-1.7998176,-1.4004505,-0.21145822,0.21955895,0.27483153,0.65443695
1011,50.96699011,faint,-1.291,-0.294,10,unlabelled,0.85443002,unused,-1.2910798,-3.2108994,-4.1470995,0.12220605,0.88041,0.26338172,0.5799005
1011,51.05153691,bold,-1.601,0.016,10,unlabelled,0.918440282,unused,-1.600682,-1.8159862,-0.65334237,0.24536124,0.7257861,-1.4169724,0.38934267
1011,50.95994261,faint,-1.092,-0.493,10,unlabelled,0.913290739,train,-1.092159,-2.278436,-1.2742978,-0.047123805,0.23748994,-3.2644367,0.5711566
1011,51.04254201,faint,-0.511,-1.074,10,unlabelled,0.901411891,train,-0.5113428,-1.1617098,-0.3603504,-0.47719094,0.80780476,-0.86767423,0.6203003
1011,51.05511497,faint,-1.397,-0.188,10,unlabelled,0.922666013,train,-1.3971692,-1.5495157,-1.0479534,0.048597097,0.3858785,-0.81765425,0.54627407
1011,51.04420607,faint,-0.911,-0.675,10,unlabelled,0.971737266,train,-0.9105998,-1.5788696,-0.8266107,-0.06797643,-0.038004175,-1.0869708,0.5007185
1011,51.04479412,bold,-2.586,1.001,10,unlabelled,0.922295272,train,-2.585737,-3.116156,-1.8104439,-0.54892755,-0.2818086,-1.239819,0.6393034
1011,51.03019629,bold,-2.509,0.924,10,unlabelled,0.887381852,train,-2.508819,-2.2193983,-1.7744449,-0.2892093,-0.27343526,-1.1854439,0.6866938
1011,50.88293079,faint,-0.085,-1.5,10,unlabelled,0.866236269,train,-0.085386805,-0.84712285,-0.6236205,-0.5357759,-0.5103852,0.12412907,0.68547153
1012,49.79016074,bold,-5.891,4.306,9,unlabelled,0.863404691,unused,-5.891491,0.18247093,2.4785962,-0.9993794,0.44712752,-4.9133687,1.054455
1012,49.80241258,bold,-5.063,3.478,9,unlabelled,0.70409739,unused,-5.06277,-1.0882156,0.81764203,0.81331885,1.2263029,-3.9580522,1.1231241
1012,49.80230293,bold,-3.96,2.375,9,unlabelled,0.75923574,unused,-3.9600105,-0.6935491,-0.32798493,0.0761515,3.9703484,-3.6438835,1.352339
1012,49.79878504,bold,-3.086,1.501,9,unlabelled,0.87762773,unused,-3.0864708,-1.2801663,-0.39657953,-0.35597688,1.7340084,-3.6742477,1.0534225
1012,49.73686401,bold,-2.944,1.359,9,unlabelled,0.703827679,unused,-2.943813,-0.6176934,0.002537993,0.6981064,1.1132754,-2.0042908,0.7707672
1013,49.62289627,bold,-3.297,1.712,9,unlabelled,0.749243617,unused,-3.2972355,-0.41931903,-0.8901427,-4.145994,-3.2781806,-1.6972542,1.1189808
1013,49.63014751,bold,-2.078,0.492,9,unlabelled,0.673456669,unused,-2.0776114,-0.2983428,-0.74611294,-4.0136743,-4.1830215,-0.81412256,1.1510432
1013,49.61377773,faint,-1.098,-0.487,9,unlabelled,0.675533652,unused,-1.0978432,-1.0688617,-0.98692465,-3.456647,-2.331438,-0.93014157,1.0674828
1013,49.17778762,faint,-0.245,-1.34,9,unlabelled,0.573090196,unused,-0.24494661,-0.190204,-0.595874,-1.6656146,-2.3208544,-0.5918301,0.7762895
1013,49.23952531,faint,0.162,-1.747,9,unlabelled,0.520115733,unused,0.16158952,0.5548268,0.77219915,-1.8858155,-2.2154253,-0.4341618,0.5324006
1014,57.3583024,faint,0.05,-1.635,11,unlabelled,0.697737038,unused,0.04965856,0.77679616,1.1854697,-0.7807435,-1.0107106,-2.1985056,0.30571365
1014,57.35470358,faint,-0.547,-1.039,11,unlabelled,0.419771165,unused,-0.546591,2.2441134,2.3780046,0.24916585,0.8145659,-2.29679,0.21353984
1014,57.38196682,bold,-2.985,1.4,11,unlabelled,0.593839407,unused,-2.9849029,3.2626293,2.7972255,-1.59247,0.53893626,-2.9288504,0.6989062
1015,48.37997616,bold,-5.068,3.482,9,unlabelled,0.930616617,unused,-5.0675225,-1.7918854,-2.0843773,-1.9005865,0.61989886,-2.097605,1.4479022
1015,48.35356964,bold,-3.569,1.984,9,unlabelled,0.833268821,unused,-3.5688887,-1.3596094,-1.5471978,-1.6605129,0.6666067,-3.9279547,1.4975128
1015,48.35249749,bold,-2.456,0.871,9,unlabelled,0.452778786,unused,-2.4561422,1.7593592,0.038546264,0.17336185,1.5375979,-3.0671523,1.0014646
1015,48.36975714,bold,-1.627,0.042,9,unlabelled,0.775311649,unused,-1.6272459,1.0309724,0.5191199,-0.6116262,2.0679064,-3.516949,1.1778795
1015,48.36861901,bold,-3.783,2.198,9,unlabelled,0.881422818,unused,-3.782907,-1.0060887,-0.11376779,-3.015312,0.6719719,-3.1930668,1.3375916
1016,48.45003118,bold,-3.246,1.661,9,unlabelled,0.953885078,unused,-3.2462509,-0.48348454,0.095253706,-4.25587,-3.1286793,-2.0249002,1.1769277
1016,48.408087,bold,-2.637,1.052,9,unlabelled,0.975498378,unused,-2.636669,0.34351897,0.5736815,-3.4170039,-2.8578646,-2.0059686,1.146547
1016,48.42806237,faint,-1.532,-0.053,9,unlabelled,0.892106831,unused,-1.531773,0.16277185,0.10455078,-3.3654177,-3.7126782,-1.1855468,1.126446
1016,48.4508524,bold,-1.89,0.305,9,unlabelled,0.90392828,unused,-1.8902767,1.0002798,0.44017676,-4.5380135,-2.4690976,-1.6108557,1.1840466
1016,48.4523044,faint,-1.138,-0.447,9,unlabelled,0.405362248,unused,-1.138205,0.901878,0.30008322,-3.2368338,-2.385162,-1.648979,0.49638024
1017,48.01710796,bold,-9.295,7.71,9,unlabelled,0.839902759,unused,-9.29486,1.3898376,-0.4573592,-3.7177718,2.1800177,-3.1010458,1.5727293
1017,48.0164961,bold,-5.204,3.618,9,unlabelled,0.90121901,unused,-5.20364,0.780886,-0.2862744,-2.2149367,2.5757616,-2.3774529,1.5391531
1017,48.02971403,bold,-5.934,4.349,9,unlabelled,0.891311347,unused,-5.93424,0.7877876,0.3446423,-1.6354825,2.4134588,-3.6578412,1.4782815
1017,47.99102886,bold,-3.336,1.75,9,unlabelled,0.914553344,unused,-3.3356068,-0.7930937,0.87009007,-4.0103345,0.47041962,-3.7241898,1.2889105
1017,48.02918128,bold,-1.767,0.182,9,unlabelled,0.664913118,unused,-1.7668391,2.2986424,3.1210895,-5.804813,0.013192453,-5.893705,0.5490737
1018,30.96727163,bold,-2.52,0.935,6,unlabelled,0.848645568,unused,-2.5204322,-1.0587802,-0.86698884,-1.0197041,1.9288135,-2.0964227,1.2810601
1019,60.50005092,faint,-1.497,-0.088,12,unlabelled,0.571712613,unused,-1.4974945,-0.064273566,-0.4492255,-1.8091412,-2.180955,-0.50836,0.44157293
1019,60.56614084,faint,-0.293,-1.293,12,unlabelled,0.445037931,unused,-0.2926178,1.4176252,0.013028078,-2.014266,-2.6862404,-2.4409199,0.16121495
1020,51.41118097,faint,0.581,-2.166,10,unlabelled,0.713015556,unused,0.58087033,0.02384119,-0.19513056,-0.33648944,-0.63489145,0.39998955,0.14582175
1020,51.43307611,faint,-0.804,-0.781,10,unlabelled,0.254096359,unused,-0.8041455,-1.3289502,-2.2197008,-0.39299172,-0.7322314,0.976237,0.37864846
1020,51.45094511,faint,-1.04,-0.545,10,unlabelled,0.067203455,unused,-1.0396621,-1.115813,-1.6187665,-0.60936403,-2.6677804,0.617756,0.42431286
1020,51.4031596,bold,-1.835,0.25,10,unlabelled,0.627088964,unused,-1.834667,-1.6640449,-1.9833269,-1.4644969,-1.9394622,-0.75014305,0.51116
1020,51.41835929,bold,-2.384,0.798,10,unlabelled,0.871653795,unused,-2.383617,0.030310994,0.20826474,-0.24397649,-0.12143472,-1.9043664,0.33387986
1020,51.31497693,bold,-2.335,0.749,10,unlabelled,0.895308971,unused,-2.334568,-0.168774,-0.20479661,0.45098037,2.5188737,-2.2066178,0.58731866
1020,51.31270794,bold,-3.643,2.058,10,unlabelled,0.887073994,unused,-3.6433752,-0.2530705,0.117772326,0.6962769,4.2268796,-4.229038,0.8883553
1020,51.42439837,bold,-6.929,5.344,10,unlabelled,0.873066843,unused,-6.928871,-0.5439713,-1.4105396,0.8031745,1.5850103,-4.349737,0.9846064
1020,51.3436012,bold,-3.654,2.069,10,unlabelled,0.856051922,unused,-3.6539977,-1.7469344,-1.4169393,-0.34256446,0.10522948,-2.191319,0.9676373
1020,51.3865971,bold,-2.042,0.457,10,unlabelled,0.930049002,unused,-2.0419464,-0.17467356,-0.3841989,-0.5940063,-0.042112257,-1.7264761,0.61787915
1020,51.31717066,bold,-2.887,1.301,10,unlabelled,0.942578137,unused,-2.8865974,0.015322462,0.20450324,-0.60111403,-0.13392915,-1.1599536,0.5845554
1020,51.40286342,bold,-1.831,0.245,10,unlabelled,0.936864436,unused,-1.8305426,-0.31355843,-0.13414052,-0.08678911,0.12843987,-2.1223388,0.64210427
1020,51.43654337,faint,-1.579,-0.006,10,unlabelled,0.818887234,unused,-1.5787984,0.47401607,0.40076697,-0.050245736,-0.15658084,-2.2869785,0.4087512
1021,44.7146441,faint,0.618,-2.203,8,unlabelled,0.905758321,train,0.6178527,0.24660227,0.37252447,-0.25042456,-0.83756167,-0.1189828,0.1833185
1021,44.74610118,faint,0.351,-1.936,8,unlabelled,0.96021384,train,0.35066992,-0.09027514,-0.02949943,-0.5592846,-0.15633932,-0.18893087,0.52663314
1021,44.31655401,faint,0.471,-2.057,8,unlabelled,0.915356159,train,0.4713855,0.25784677,0.21920204,-0.25781024,-0.66515595,-0.6409138,0.27776453
1022,66.68794202,bold,-4.675,3.09,13,unlabelled,0.920293212,train,-4.674894,-3.1703312,-3.528453,-0.64071,-0.111567415,0.28377375,1.1908281
1023,50.57634921,bold,-1.71,0.125,10,unlabelled,0.864539027,train,-1.7096978,-1.1828022,-1.5089445,-1.677782,-2.635859,0.93706703,0.7352065
1024,51.06041818,faint,-0.19,-1.395,10,unlabelled,0.0007103,test,-0.18988685,-0.25400257,-0.025517087,-0.6397986,-0.15418045,0.045573674,0.41203493
1024,51.37632245,faint,-0.476,-1.109,10,unlabelled,0.260109633,test,-0.47573262,-0.89684623,-0.83163136,-0.6064592,-0.65676,0.7784211,0.51539516
1024,51.04925969,faint,-0.627,-0.958,10,unlabelled,0.021388963,test,-0.62679386,-0.42968863,0.09224415,-0.28636038,-0.38952696,-0.551911,0.30772018
1024,51.23694544,bold,-1.595,0.01,10,unlabelled,0.014419802,test,-1.5948589,-1.0584028,-0.4371958,-0.4215175,-0.23388192,0.40125066,0.39154088
1024,51.11859794,faint,-0.369,-1.216,10,unlabelled,0.598508477,test,-0.36894608,-0.7710998,-1.4868844,-0.20718029,0.4223744,0.91581154,0.5210715
1025,44.32041259,faint,-1.343,-0.242,8,unlabelled,0.498961508,test,-1.3430145,-0.4801811,-1.235933,-0.234213,0.66252273,0.37259537,0.37093878
1025,43.72804242,bold,-2.048,0.463,8,unlabelled,0.608439744,test,-2.0483906,-1.3853734,-0.95918643,0.9826078,2.1164317,0.3953228,0.563948
1025,44.33938437,bold,-4.615,3.03,8,unlabelled,0.624079108,test,-4.6148915,-2.9213343,-4.414361,0.7828335,1.5749304,0.0480434,0.8479657
1026,52.77022087,faint,-0.077,-1.508,10,unlabelled,0.87329638,train,-0.076953515,-0.76003957,-0.2284036,-0.16034353,-0.67325306,-0.3108553,0.3652125
1026,52.80073057,faint,-0.803,-0.782,10,unlabelled,0.916630983,train,-0.8028835,-0.53686106,-0.4538501,-1.0430171,-2.422153,-0.7800971,0.34139496
1026,52.86935901,bold,-2.141,0.556,10,unlabelled,0.915720403,train,-2.1410592,-0.9435266,-1.1088774,-0.18304373,-0.94009733,-0.70361805,0.42088097
1026,52.7900932,faint,-0.623,-0.963,10,unlabelled,0.895714283,train,-0.62253207,-0.32675448,-0.66425943,0.13629128,0.23318759,0.44353265,0.7106747
1027,33.87431065,bold,-3.682,2.097,6,unlabelled,0.74314189,train,-3.6822612,-0.90499485,-0.52870333,0.65571624,4.7444887,-1.1686802,0.87637687
1028,43.13819038,faint,-0.702,-0.883,8,unlabelled,0.865079343,train,-0.7023256,-0.42516172,-1.1930817,-0.071843706,-0.6932993,0.013624139,0.30777726
1028,41.83413142,faint,-0.939,-0.646,8,unlabelled,0.810700178,train,-0.9392791,-1.9375362,-1.440664,0.11132246,-0.08927498,-0.22665265,0.35264122
1029,57.79654624,bold,-6.794,5.209,11,unlabelled,0.874812663,train,-6.793685,0.25209594,-1.8888559,1.1255062,1.771788,-3.2484052,1.3626834
1029,58.01512655,faint,0.019,-1.604,11,unlabelled,0.96906811,train,0.019065842,0.22372834,0.29171944,1.90643,2.4567628,-0.46980166,0.25926375
1029,57.86055705,faint,-0.323,-1.262,11,unlabelled,0.930450737,train,-0.32343712,0.47743586,0.2533535,1.1670191,3.2204134,0.38785627,0.4204929
1030,48.9206704,faint,-1.276,-0.31,9,unlabelled,0.91706121,test,-1.2756387,-0.45857418,-0.8098347,0.60482115,1.2540176,-0.632321,0.53547096
1030,49.19792448,bold,-1.888,0.303,9,unlabelled,0.825517416,test,-1.8883461,0.71755993,0.43175033,1.0068083,1.7791663,-2.4085884,0.44781217
1030,49.3332879,bold,-5.343,3.758,9,unlabelled,0.774465322,test,-5.3429093,0.40753382,-1.3612682,0.0472502,1.6609342,-1.5084915,0.70652497
1030,49.49569678,bold,-4.19,2.605,9,unlabelled,0.859660089,test,-4.1899986,0.80451626,1.2966475,0.03224775,0.88102275,-3.6694286,0.42432666
1031,45.17527044,bold,-2.83,1.245,9,unlabelled,0.813707471,test,-2.8301318,0.51894313,0.11178395,-0.43080813,0.6111523,-1.621798,0.6344867
1032,39.92156779,faint,-1,-0.585,7,unlabelled,0.895198941,test,-0.9999069,-0.22870755,-0.5717967,1.4319574,0.98834556,-1.4475034,0.41645652
1032,41.30677399,faint,-0.718,-0.867,8,unlabelled,0.905405343,test,-0.7178325,0.28730553,1.2877573,0.036053542,-0.14568737,-2.5572257,0.19157171
1033,52.16706085,faint,-0.315,-1.27,10,unlabelled,0.944369793,train,-0.31474698,-0.09850477,-0.206587,-0.33778712,-2.2818718,-1.1701947,0.39850202
1033,52.35184287,faint,-0.368,-1.217,10,unlabelled,0.947732806,test,-0.3678869,0.30490574,0.40372396,-0.7805134,-1.2573014,-1.0815468,0.48088074
1034,49.54687967,faint,0.156,-1.741,9,unlabelled,0.830018163,test,0.15558815,0.27032122,1.4705088,-0.21749969,0.56454235,-1.0378153,0.21469408
1034,49.5920442,faint,0.04,-1.625,9,unlabelled,0.910759151,test,0.03987373,-0.034832403,0.24929583,0.21462676,0.6568869,-1.1514416,0.4553991
1034,49.64150058,faint,0.329,-1.914,9,unlabelled,0.900057197,train,0.32892498,-0.05519125,0.664973,0.06399428,-0.20974353,0.13774933,0.23156103
1035,70.07268751,faint,-0.207,-1.379,14,unlabelled,0.866578698,test,-0.20664753,-0.24731839,0.42205474,0.92188096,0.99794114,-0.63617676,0.33063316
1036,51.13223074,faint,-0.814,-0.771,10,unlabelled,0.879983604,train,-0.8139076,-0.24942482,0.07334925,-0.6099287,-0.97989655,-1.2457544,0.2892059
