parent_road,length_m,class,faint_score,margin_sigma,n_transects,exlabel,P_road,split,opos_zcontrast,lrm25_zcontrast,tpi15_zcontrast,slope_zcontrast,relief10_zcontrast,oneg_zcontrast,incision_depth_m
203,51.86071616,bold,-3.772,2.187,10,unlabelled,0.89807272,train,-3.7720666,-2.3218365,-2.5591419,1.2336534,3.1017544,-0.19823612,0.38433546
203,49.5389052,bold,-6.01,4.425,9,unlabelled,0.867202818,train,-6.009742,-3.9775393,-8.381367,0.6231033,5.7258296,0.36010075,0.7972574
204,50.71063095,bold,-6.085,4.5,10,unlabelled,0.966917634,train,-6.0847664,-4.5721836,-4.4171343,-0.080731824,1.6887671,1.0293722,0.9167838
204,50.71011392,bold,-2.538,0.953,10,unlabelled,0.917526007,train,-2.5378616,-3.1753325,-3.813748,-0.5320135,0.6595992,0.65598357,0.84635574
204,50.70977981,bold,-3.315,1.729,10,unlabelled,0.951304674,train,-3.3146214,-1.9860408,-2.9154418,-0.7935363,0.48058695,-0.19829594,0.77334523
204,50.71062288,faint,1.527,-3.112,10,unlabelled,0.98176527,train,1.5269792,1.9296968,3.2660387,-1.1286448,1.3218342,-2.7317371,0.1268343
204,50.71057431,faint,-0.675,-0.91,10,unlabelled,0.986161053,train,-0.67514205,-0.2022801,-0.10462632,-0.9540629,1.2740254,-0.695156,0.47538424
204,50.71032448,faint,-0.212,-1.373,10,unlabelled,0.983197808,val,-0.21245915,-0.57930404,-1.3319039,-0.79889405,1.4823756,-0.4792105,0.60556674
204,50.70984542,bold,-2.638,1.053,10,unlabelled,0.969669223,val,-2.6382985,-1.1732321,-1.981899,-0.88610303,1.1943474,-1.3950036,0.7691233
204,50.71045359,faint,-0.666,-0.919,10,unlabelled,0.97421366,val,-0.6662176,-0.9302113,-0.96785456,-1.1265357,0.20855013,0.30616605,0.48859358
204,50.70970362,bold,-3.118,1.533,10,unlabelled,0.958649576,val,-3.1182199,-1.5431378,-3.8449173,-1.0001329,0.32351726,-0.15754549,0.6614348
204,50.71048582,bold,-1.882,0.297,10,unlabelled,0.968207717,val,-1.8822212,-2.1242347,-3.4781218,0.24754792,2.483675,-0.061878238,0.8701265
204,50.71063102,bold,-4.259,2.674,10,unlabelled,0.960739017,val,-4.258874,-2.6476932,-4.24182,-0.59998536,1.8766387,-0.049930003,1.003899
204,50.71062349,bold,-3.73,2.145,10,unlabelled,0.963659286,val,-3.7299087,-3.5142608,-6.8673635,0.12300072,3.5719874,0.19961035,1.0477571
204,50.70955163,bold,-1.845,0.26,10,unlabelled,0.939194798,val,-1.8453047,-2.4288886,-5.3015065,-0.078405395,1.2941725,-0.24776025,0.7762141
204,50.71063102,bold,-2.541,0.956,10,unlabelled,0.973138869,train,-2.5409784,-1.3595333,-3.5600622,-0.45205417,1.385419,0.5798223,0.7270827
204,50.70935521,faint,-0.947,-0.638,10,unlabelled,0.960799813,train,-0.9471359,-0.8888836,-2.147459,-0.7932035,-0.72721934,0.31414074,0.6440979
204,50.71059836,bold,-3.861,2.276,10,unlabelled,0.976473927,train,-3.8614435,-2.852283,-3.390287,-0.09831983,0.99584234,0.6400041,0.76410496
204,50.71059523,bold,-3.825,2.24,10,unlabelled,0.97888118,train,-3.8253102,-2.4661806,-4.5507874,-0.6297313,1.1487296,0.2083087,0.8092483
204,50.7097831,bold,-2.744,1.159,10,unlabelled,0.95588845,train,-2.7444525,-1.1976106,-3.3456597,-0.62534344,1.5714856,-0.1915501,0.9214008
204,50.71053174,faint,-0.489,-1.096,10,unlabelled,0.971898794,train,-0.4893101,0.005846433,-1.1281636,-0.34988055,0.120415606,-1.0347573,0.60691917
204,50.70919981,bold,-7.856,6.271,10,unlabelled,0.959268928,train,-7.8564606,-6.9070377,-11.712864,-0.19064942,3.6344256,-0.70170105,1.4764857
204,50.71048478,bold,-2.997,1.412,10,unlabelled,0.983294666,train,-2.9967902,-3.0603828,-4.4370995,-0.26249316,0.41549936,-0.28347024,1.4228073
204,50.71060466,bold,-2.416,0.83,10,unlabelled,0.96404326,train,-2.4156404,-2.207283,-3.6970112,-0.37365958,0.21718891,0.026184548,1.0381429
204,50.71063102,faint,-0.76,-0.825,10,unlabelled,0.976022899,train,-0.7602273,-0.57309043,-1.7667959,-0.39846992,0.007612239,0.087093286,0.8119204
204,50.70835202,faint,-1.327,-0.258,10,unlabelled,0.98238647,train,-1.3274381,-0.77205026,-2.8754585,-0.31694674,2.076297,-0.21404597,1.0090615
204,50.71029805,faint,-1.566,-0.019,10,unlabelled,0.983742118,train,-1.5657364,-0.47138017,-1.9953856,-0.32422346,2.5577054,-0.36901957,0.81302166
204,50.70638547,bold,-1.991,0.405,10,unlabelled,0.962293506,train,-1.9905084,-1.9142082,-3.1201916,-0.40847722,1.7079648,0.39404243,1.0286282
204,50.71044361,faint,-1.156,-0.429,10,unlabelled,0.982848763,train,-1.1558328,-1.4773755,-2.5256305,-0.34034684,0.75197256,0.5213377,0.9405304
204,50.69252689,bold,-2.097,0.511,10,unlabelled,0.973546684,train,-2.0965195,-1.1019216,-2.8073325,0.007015701,1.5516787,0.2437703,0.92878354
204,50.71055899,faint,-0.404,-1.181,10,unlabelled,0.983151078,train,-0.4039966,-1.2561957,-2.5759592,-0.724057,-0.13738108,0.95128,1.0479789
204,50.71062932,faint,-0.254,-1.332,10,unlabelled,0.94483912,train,-0.25359035,0.76159567,0.4344225,-1.6417749,-1.934519,-0.5333568,0.18509448
204,50.70954945,faint,0.247,-1.832,10,unlabelled,0.953287959,train,0.24682495,0.34105045,0.54032445,-1.6219804,-3.129033,-0.4786126,0.205549
204,50.7063801,faint,-1.015,-0.57,10,unlabelled,0.986097991,train,-1.0154353,-0.60569,-0.89422506,-0.82883227,1.9266658,-1.458508,1.077641
204,50.70539073,bold,-1.85,0.265,10,unlabelled,0.976741493,train,-1.8497016,-1.3342631,-1.0542177,0.012747164,3.4111009,-2.126743,1.0304576
204,50.71061642,faint,-0.536,-1.05,10,unlabelled,0.969489515,train,-0.53552246,-0.6540322,-1.2378786,-0.44895577,0.48269504,-1.3951805,1.201007
204,50.71063102,faint,0.13,-1.716,10,unlabelled,0.937254548,train,0.13044299,0.13776469,-0.4828531,-0.83656347,-0.268741,-0.9820888,0.6940446
205,44.32117499,bold,-5.361,3.775,8,unlabelled,0.983934104,train,-5.360625,-2.9815264,-1.7832608,1.7005411,3.5382442,-5.976016,1.1377378
205,44.2237332,bold,-6.057,4.472,8,unlabelled,0.919290602,train,-6.0574217,-3.174659,-3.6827698,0.11988254,0.2887194,0.5110533,0.9582899
205,44.31200093,faint,-0.757,-0.828,8,unlabelled,0.876280189,train,-0.7568463,-1.2110105,-0.8073667,-0.749933,-0.57801336,0.7596975,0.3692304
205,44.27304367,bold,-1.791,0.206,8,unlabelled,0.87748307,train,-1.7909923,-1.8760402,-2.6628575,-0.17545739,0.072328664,0.006238001,1.2657123
206,69.0556429,faint,0.37,-1.955,13,unlabelled,0.889701486,train,0.37025574,-0.21927802,0.2598385,-0.7852981,-0.9191066,0.40823874,0.26630035
207,40.83076253,bold,-2.736,1.151,8,unlabelled,0.871930718,train,-2.7362533,-2.8156738,-2.755444,0.21998316,0.56965536,0.31121433,0.7250594
207,40.84088509,bold,-1.833,0.248,8,unlabelled,0.871236265,train,-1.8330324,-1.4368804,-2.3308508,-0.60387695,2.1831903,-0.019382918,0.5483141
208,44.98089847,faint,-0.556,-1.029,8,unlabelled,0.916546166,train,-0.55571043,-1.3374598,-0.4502466,-0.17603935,-0.1759688,-1.106818,0.69383144
208,44.96956236,bold,-2.799,1.214,8,unlabelled,0.930462003,train,-2.7987328,-2.232279,-1.2502639,0.42441535,1.2511525,-0.6829808,0.567796
209,50.67542377,bold,-2.109,0.524,10,unlabelled,0.872423291,test,-2.1091948,-2.4455948,-1.7645667,1.3349888,1.00971,-2.1887841,0.75584203
209,50.47527075,bold,-2.136,0.551,10,unlabelled,0.890589595,test,-2.136364,-2.1150825,-2.4836357,0.9352513,2.966083,-0.83627367,0.8789546
209,50.70506788,bold,-2.644,1.059,10,unlabelled,0.935114264,test,-2.6444697,-2.1481242,-2.7168002,0.45207286,1.5684372,0.16342327,1.0751611
209,50.61168669,bold,-1.91,0.325,10,unlabelled,0.849366546,test,-1.9096956,-2.8000755,-4.9833493,-0.350012,0.4311834,0.35842222,1.1876726
210,49.68756285,bold,-1.754,0.169,9,unlabelled,0.82707262,test,-1.754428,-1.9469274,-1.844734,0.28268388,-0.018804757,-0.00415924,0.7149198
210,49.72644684,bold,-4.956,3.37,9,unlabelled,0.902225018,test,-4.955536,-3.9997113,-5.639675,1.8436775,0.19451773,-1.52444,0.6703284
210,49.84010309,bold,-3.119,1.534,9,unlabelled,0.831757426,test,-3.1192398,-3.266066,-2.5863168,2.225063,1.1431887,-1.1411471,0.71227455
210,49.84174308,bold,-3.76,2.175,9,unlabelled,0.920939922,test,-3.7597048,-2.2947884,-2.1902385,1.3155028,1.8523299,-0.32937294,0.6601715
210,49.79485333,bold,-2.511,0.926,9,unlabelled,0.780854583,test,-2.511243,-2.9004872,-1.6190451,1.318873,1.2194135,-0.35469514,0.91336304
210,49.78678312,bold,-6.097,4.511,9,unlabelled,0.887570202,test,-6.096563,-4.6995897,-4.9469366,2.8581264,4.609094,-0.76774025,1.0008416
210,49.73141578,bold,-3.337,1.752,9,unlabelled,0.83845365,test,-3.3371427,-2.1257827,-2.240098,0.076409325,-0.05759624,-0.21004182,0.8626107
210,49.81966525,bold,-3.55,1.965,9,unlabelled,0.809320986,test,-3.5498857,-4.074868,-3.9111025,-0.39684585,1.6280019,0.09526497,1.2458477
210,49.83723058,bold,-3.481,1.896,9,unlabelled,0.796418786,test,-3.4813843,-3.224147,-2.7403686,1.6078645,0.6913953,-1.2565123,0.95985335
210,49.8408626,bold,-4.829,3.244,9,unlabelled,0.886030912,test,-4.8294597,-3.7054276,-4.188107,1.0219601,0.84872615,-1.2001325,0.9766642
211,33.1292249,bold,-1.793,0.208,6,unlabelled,0.782313943,train,-1.7932099,-1.5074369,-1.5704689,0.15247886,1.7049727,-0.2811818,0.43758187
212,49.60738254,faint,-0.518,-1.067,9,unlabelled,0.862997651,train,-0.5178322,-1.128745,-0.94186234,-0.1229249,0.45284986,-0.28909442,0.47458962
212,49.59804551,faint,-0.145,-1.44,9,unlabelled,0.889226615,test,-0.14535694,-0.6756455,-1.1080921,-0.20717981,-0.36790067,-0.084900305,0.32942194
212,49.60877122,bold,-2.066,0.481,9,unlabelled,0.842014849,test,-2.0661159,-0.501705,-0.38800466,-0.104646966,1.0303855,-1.0464342,0.49906868
212,49.60590516,bold,-2.935,1.35,9,unlabelled,0.723120213,test,-2.9348779,-2.2486517,-2.47387,1.141577,3.3963661,0.16520752,0.81092083
212,49.33441442,bold,-3.033,1.448,9,unlabelled,0.713590384,test,-3.0333529,-1.8296441,-1.5971384,0.8611783,1.9249502,-0.52968407,0.72587055
212,48.38860418,bold,-3.289,1.704,9,unlabelled,0.784466028,test,-3.2887523,-2.1423743,-4.057624,0.34505066,2.7193804,-0.6365328,0.9460416
212,48.72272702,bold,-3.268,1.683,9,unlabelled,0.706204534,test,-3.2681785,-2.9187126,-3.003534,1.602964,2.7366388,-0.6672194,0.81013644
212,49.54836658,bold,-3.57,1.985,9,unlabelled,0.719825923,test,-3.5702097,-2.397794,-2.4232142,0.5183829,1.3785666,-0.6986382,0.6333674
212,49.49777325,bold,-2.705,1.12,9,unlabelled,0.869925916,test,-2.7050598,-2.207681,-2.5276947,-0.04327949,0.30149087,0.32272768,0.5440316
212,49.10911705,bold,-3.788,2.202,9,unlabelled,0.751323938,test,-3.7875516,-2.8328035,-2.9236052,0.7927275,0.30251026,-0.5461531,0.55498487
212,48.36317455,bold,-4.025,2.44,9,unlabelled,0.846043587,val,-4.025245,-2.4213693,-4.33173,0.527268,-0.19665065,-0.39861465,0.5157131
212,49.57942651,bold,-4.145,2.559,9,unlabelled,0.87140137,unused,-4.1445227,-4.5717826,-5.474832,2.196442,1.6650736,-2.3240001,0.66051733
213,40.16005199,bold,-3.276,1.691,8,unlabelled,0.78678596,val,-3.276271,-2.8860278,-4.5873137,-0.46440178,0.15895289,-0.22026744,0.61926806
213,40.14402362,bold,-3.704,2.119,8,unlabelled,0.695187926,val,-3.7043176,-3.6655512,-4.4444084,-0.011754394,1.2813561,-0.6349011,0.53823966
214,51.89339197,faint,-0.43,-1.155,10,unlabelled,0.495873123,unused,-0.4298815,-0.53601575,-0.08159061,0.2910903,0.3197961,-0.4734826,0.22639912
214,51.9009504,faint,-1.438,-0.147,10,unlabelled,0.640987277,unused,-1.4382931,-0.9916382,-1.1335237,0.5137133,0.072738096,-0.79386157,0.17816362
214,51.60601963,bold,-2.53,0.945,10,unlabelled,0.714057565,unused,-2.5299249,-2.662753,-6.008773,0.38657242,3.6894007,0.3581385,1.0509949
215,54.39245221,faint,-0.362,-1.223,10,unlabelled,0.843362808,unused,-0.36223865,-0.7336093,-0.7346809,-0.101494946,-0.63405746,-0.11120102,0.22043058
215,54.26653217,faint,-0.674,-0.911,10,unlabelled,0.724406004,unused,-0.6739268,-0.5219523,-0.8920548,0.4266178,0.055768732,-0.14354779,0.34531412
216,58.30600423,bold,-5.471,3.885,11,bold_ex,0.87649858,train,-5.470602,-2.294238,-2.851894,2.2765071,3.906988,-2.9695191,0.474505
216,58.73758476,bold,-6.465,4.88,11,unlabelled,0.904335022,unused,-6.46522,-3.1393578,-2.6326568,2.1561854,1.2460103,-2.8845885,0.5419592
217,54.45397366,bold,-2.854,1.268,10,unlabelled,0.882128656,train,-2.8536077,-2.2004862,-2.1510162,0.5181061,0.26490605,-0.9350078,0.4682734
217,54.45109603,bold,-2.42,0.835,10,unlabelled,0.921108365,train,-2.420339,-1.6940454,-1.6806786,-0.010439653,0.9147539,-1.1169915,0.36878863
217,54.43019878,faint,-0.786,-0.799,10,unlabelled,0.863030493,train,-0.7862715,-1.2373433,-1.5545912,1.0780579,0.43527734,-0.7977237,0.40007123
217,54.28581376,bold,-4.411,2.826,10,unlabelled,0.913055718,train,-4.4108143,-2.921416,-3.205039,1.635061,1.6853278,-2.0508633,0.4517402
217,54.39743934,faint,-1.096,-0.489,10,unlabelled,0.805814624,train,-1.0957516,-0.7258934,-0.5300508,0.38521612,-0.5006786,-0.17776303,0.27193362
218,73.54014536,bold,-4.057,2.472,14,unlabelled,0.609356344,val,-4.057008,-3.051796,-3.3971322,0.52742404,0.3943761,-0.55121833,0.6382579
219,47.02954561,bold,-3.619,2.034,9,unlabelled,0.890296519,val,-3.6190674,-2.5816715,-3.3176382,1.1190679,2.788123,-1.11007,0.47651297
219,47.03318738,bold,-3.289,1.704,9,unlabelled,0.92675215,val,-3.288834,-1.650203,-1.6401109,1.1324375,1.3093843,-1.0871354,0.42514038
219,46.70044524,bold,-2.722,1.137,9,unlabelled,0.806434333,val,-2.7221417,-2.1975164,-3.2576602,0.9795437,1.983814,-0.26303968,0.6351729
219,47.01847699,bold,-3.417,1.832,9,unlabelled,0.848303437,val,-3.4169285,-3.6537743,-3.1783955,0.8830631,3.6770113,-0.45788768,0.5183807
219,46.98362861,bold,-3.137,1.552,9,unlabelled,0.785391033,val,-3.1368713,-2.7521935,-3.0270267,1.7414283,1.1959839,-1.6415358,0.58708584
219,46.92938289,bold,-1.887,0.302,9,unlabelled,0.745606184,val,-1.8872796,-2.1128087,-2.7707381,0.024518764,-0.0776255,-0.07206751,0.49083155
219,46.77078724,bold,-1.706,0.121,9,unlabelled,0.433966517,val,-1.7061474,-1.2135667,-1.739194,0.82473165,1.084084,-0.35068002,0.50101686
219,47.00906016,bold,-2.802,1.216,9,unlabelled,0.795017958,val,-2.801624,-1.6885555,-2.314096,1.5590448,1.0229365,-1.4695619,0.4655485
220,36.70075178,bold,-2.76,1.174,7,unlabelled,0.882458627,train,-2.7595658,-2.8386443,-3.6568646,-0.16196638,0.28978983,-0.12043461,0.6980816
221,63.59225829,bold,-4.827,3.242,12,unlabelled,0.894981086,train,-4.8273306,-2.179807,-0.48098934,0.3483299,0.39213628,-1.1574368,0.6898634
222,45.37284015,bold,-4.595,3.01,9,unlabelled,0.988936484,train,-4.5950084,2.7773347,0.88691765,1.259356,4.3755856,-5.015561,0.633411
222,45.2134718,bold,-2.209,0.624,9,unlabelled,0.978708267,train,-2.2088356,-0.96887845,-1.7740194,0.18569475,1.0356492,-1.2400817,0.5057895
222,45.22062488,bold,-1.742,0.157,9,unlabelled,0.958836019,train,-1.7423606,-0.1084003,-1.0244482,-0.5699557,0.9007506,0.18708655,0.95326304
222,45.25381412,bold,-2.381,0.796,9,unlabelled,0.941159189,train,-2.3814795,-0.44063357,-0.70116264,-0.9446143,-0.21288414,0.2968636,0.47020936
223,73.95609963,faint,-0.037,-1.548,14,unlabelled,0.882987678,train,-0.03668567,-1.2762847,-0.8463379,-0.23268081,-0.89669496,0.5476331,0.35177425
224,71.97739453,faint,-1.329,-0.257,14,unlabelled,0.869355917,train,-1.3285446,-1.2395948,-0.8179171,-0.8936691,-1.3703077,0.31053197,1.2094016
225,42.04875153,faint,-0.063,-1.522,8,unlabelled,0.936131001,train,-0.06271639,-0.030323014,0.08296805,0.23516297,1.1018171,-0.18324359,0.7716931
225,42.1876926,faint,-0.442,-1.143,8,unlabelled,0.918513358,train,-0.44248843,-0.20615661,-0.40149,-0.22281806,0.24749875,-0.56537616,0.9000486
226,68.05514412,bold,-2.822,1.237,13,unlabelled,0.592261076,val,-2.8222601,-0.99959356,-1.2347001,-1.5867984,-1.1193199,-0.6560765,0.52871066
227,30.964778,faint,-0.773,-0.812,6,unlabelled,0.834230542,train,-0.7731565,-1.006561,-3.1863403,-0.7371386,-0.1055132,0.70190734,0.8285001
228,41.05484817,bold,-1.865,0.28,8,unlabelled,0.980397165,train,-1.8648604,-1.6475961,-0.99325204,0.27549154,-0.5641326,-0.6064009,0.711506
228,40.91145879,bold,-2.604,1.019,8,unlabelled,0.967862129,train,-2.6044936,-1.2183342,-1.7573605,-0.25842384,0.38987023,0.64770466,0.61295885
229,66.3422878,faint,-1.393,-0.193,13,unlabelled,0.978087425,train,-1.3926417,-0.76634324,-0.8227106,-0.05323324,0.22940673,0.430059,0.47506878
230,40.31831408,bold,-5.642,4.057,8,unlabelled,0.955819488,train,-5.641863,-2.7563114,-2.9624734,1.5113978,0.994111,-1.3135917,0.86980474
231,49.86885888,faint,-0.313,-1.272,9,unlabelled,0.943141937,train,-0.31275675,-0.8376428,-0.48134488,-1.5923867,-0.82338876,-1.0797402,0.8535588
231,49.83000096,bold,-1.758,0.173,9,unlabelled,0.850608826,train,-1.7578566,-1.0737162,-1.8733131,-1.6080279,-0.7136539,-0.7313746,0.8985108
231,49.79518903,bold,-2.412,0.827,9,unlabelled,0.912931621,train,-2.4120424,-1.9204652,-1.6903754,-1.6122423,-0.7540471,-0.47019088,0.73554754
231,49.7730423,bold,-3.916,2.331,9,unlabelled,0.946993351,train,-3.9160016,-2.2543128,-1.6032721,0.9231695,2.005408,-0.57899654,0.6824833
231,49.51420727,bold,-1.727,0.142,9,unlabelled,0.888103485,train,-1.7271973,-0.4864116,-1.0340917,-0.54890263,-0.3737621,0.14832458,0.27752995
231,49.80472179,bold,-5.405,3.82,9,unlabelled,0.952972174,train,-5.4046893,-2.0875757,0.34441292,-0.026248053,-0.48122692,-2.5665314,0.70071507
231,49.81640912,bold,-3.952,2.367,9,unlabelled,0.953337669,train,-3.95225,-1.5288115,0.14525233,-1.802901,-3.0774426,-1.3050733,0.5437846
231,49.7203471,faint,-0.438,-1.147,9,unlabelled,0.907647312,train,-0.43841115,-0.67770624,-0.2856337,-1.5920091,-1.6720219,0.49952736,0.31887674
231,49.82018327,bold,-1.781,0.196,9,unlabelled,0.911123276,train,-1.7806985,-1.0813265,-0.8873606,-0.790779,-0.000372121,-0.27671263,1.0288529
232,28.9496663,faint,-0.252,-1.333,5,unlabelled,0.857657194,train,-0.25179318,-0.9160506,-1.4188359,-0.4850399,-1.5449845,1.0550483,0.29407907
233,50.74582641,faint,-1.32,-0.265,10,unlabelled,0.890658319,train,-1.3198195,-0.6617338,-1.7765169,-2.6986837,-2.2466218,-0.2530626,1.0360618
233,50.80677347,bold,-1.916,0.331,10,unlabelled,0.949009895,train,-1.9163487,-0.8982696,-2.0365252,-3.4737802,-3.260397,-1.1604967,1.1202582
233,50.75289944,faint,-1.512,-0.074,10,unlabelled,0.928685904,train,-1.5115601,-0.66385376,-0.9732734,-3.08956,-2.280562,-0.8802149,0.8985218
233,50.80699571,bold,-1.746,0.161,10,unlabelled,0.901361704,unused,-1.7457314,-0.9653635,-0.6489084,-3.2989883,-1.9087393,-1.1498606,0.7740636
233,50.84437055,faint,-1.266,-0.319,10,unlabelled,0.875312209,unused,-1.2657343,-1.8683524,-2.5458689,-3.4365544,-2.9605932,-1.264396,0.98240256
233,50.81431799,bold,-1.992,0.406,10,unlabelled,0.812313855,unused,-1.9916327,-1.4930313,-2.295655,-3.1502419,-2.2323475,-1.8073554,1.621922
233,50.84479063,faint,-0.844,-0.741,10,unlabelled,0.481240451,unused,-0.8444954,0.8436369,0.11380713,-3.4373124,-1.6265355,-2.1732233,0.6433549
233,50.83839469,faint,0.425,-2.011,10,unlabelled,0.385527015,unused,0.42545444,3.2054038,2.210741,-1.0288795,-0.13585065,-2.6313465,0.1710341
233,50.78434385,faint,0.482,-2.067,10,unlabelled,0.644310057,unused,0.48167303,2.0839467,1.5432823,-0.59643936,0.5728655,-2.1936555,0.15954971
233,50.79109675,faint,0.447,-2.032,10,unlabelled,0.767056465,unused,0.44719997,0.90918934,1.240603,-0.94904053,-0.6455026,-0.6993264,0.36052775
233,50.45207971,faint,0.853,-2.438,10,unlabelled,0.889978051,unused,0.85332274,0.44151467,1.3696727,-1.7396243,-1.0761074,-0.74168277,0.4938563
233,50.72614286,faint,-0.605,-0.981,10,unlabelled,0.895478487,unused,-0.60462695,0.56120324,-0.3709874,-1.6052084,-1.0819697,-0.26054588,0.63615215
233,50.60324294,faint,-0.555,-1.03,10,unlabelled,0.95388782,train,-0.5552478,-0.21696857,-0.016579166,-1.5448823,-0.5866455,0.12623748,0.5139195
233,50.82527023,faint,0.143,-1.729,10,unlabelled,0.892392755,train,0.14338239,0.34251732,0.23672509,-1.8802917,-1.3500443,-0.00306176,0.62088686
233,50.78289,faint,-0.277,-1.308,10,unlabelled,0.888261855,train,-0.27677262,-0.8133389,-0.40652606,-1.3679063,-0.94417083,-0.20459396,0.69682187
233,50.78059404,faint,-0.621,-0.964,10,unlabelled,0.895854235,train,-0.6212074,-0.6717803,0.0385819,-1.8140194,-1.165453,-1.0180377,0.61180973
233,50.7740844,faint,-0.236,-1.35,10,unlabelled,0.968423486,train,-0.2355637,0.004176498,0.18100639,-1.7525098,-1.7365453,-0.9806223,0.51397634
233,50.75767928,faint,-1.46,-0.125,10,unlabelled,0.948300421,train,-1.4596758,-0.38054854,-0.4480786,-1.4100986,-1.6182905,-1.2358766,0.52071095
233,50.76056103,faint,-0.211,-1.374,10,unlabelled,0.908715308,train,-0.21148682,3.4887738,4.840419,-0.2009681,-0.08144389,-3.0288534,0
233,50.7479077,faint,-0.441,-1.144,10,unlabelled,0.861561894,train,-0.4413824,1.9653327,2.7341394,-0.74531066,-0.15893519,-2.125025,0.14162838
233,50.742647,faint,-0.304,-1.281,10,unlabelled,0.925240993,train,-0.30425206,2.383307,3.9579258,-1.0719277,-0.21705976,-1.9876807,0.2703421
234,50.15958931,bold,-3.972,2.387,10,unlabelled,0.544147849,unused,-3.972227,-1.687511,-1.7009283,0.6344667,1.0705771,-0.6637454,0.68124783
234,50.5793498,faint,-0.481,-1.104,10,unlabelled,0.332739323,unused,-0.48144072,-0.8027217,-2.0111217,-0.3870589,-0.7164987,1.1820714,0.69567907
234,50.55149534,faint,-1.12,-0.465,10,unlabelled,0.720202684,unused,-1.1201216,0.078043334,0.8380309,-0.040628273,0.77605945,-1.7879559,0.9224379
234,50.6612326,bold,-2.002,0.417,10,unlabelled,0.893910289,unused,-2.002012,-1.0267367,-0.79306674,-0.65259683,1.2141241,-2.556787,1.191766
234,50.70382351,faint,-0.442,-1.143,10,unlabelled,0.770069659,unused,-0.44235978,-0.1759498,0.000733249,0.29927984,1.8963003,-3.0176904,1.2390392
234,50.61572725,faint,-0.063,-1.523,10,unlabelled,0.803721786,unused,-0.062624335,0.74492323,1.1293999,-0.20390919,1.2839563,-3.1588633,0.8964591
234,50.49774734,faint,-0.943,-0.642,10,unlabelled,0.918665409,unused,-0.9430377,-0.06853337,-0.34123594,0.023915412,0.51829225,-1.3746195,1.0918008
235,46.01199817,faint,-1.578,-0.007,9,unlabelled,0.83214277,unused,-1.5781704,-0.12292469,-0.16873918,-0.13591869,0.04615204,-1.9555469,0.53614354
235,45.97639978,bold,-2.141,0.556,9,unlabelled,0.831321836,unused,-2.1413004,-0.1848054,-0.41153538,0.019469906,0.05895286,-3.5218809,0.8107648
235,46.07548114,bold,-2.51,0.924,9,unlabelled,0.90127033,unused,-2.5096178,-0.19559671,0.093685135,0.4759577,0.8731931,-2.5605586,0.8978119
235,46.07125248,bold,-4.783,3.197,9,unlabelled,0.887845814,unused,-4.7825613,-3.780894,-3.6064374,-0.67324835,2.2432156,-2.3695576,2.0699027
235,46.18488575,bold,-6.914,5.329,9,unlabelled,0.936529338,train,-6.914365,-4.7672334,-4.6280494,-0.83082575,4.6052985,-2.5259256,1.7592647
235,46.09987894,bold,-2.446,0.861,9,unlabelled,0.876254082,train,-2.4461348,-0.06620162,-0.38261154,-0.56934,1.221824,-3.14326,0.8367884
236,52.63725926,bold,-2.717,1.132,10,unlabelled,0.944884479,unused,-2.7167745,-0.23167084,-0.07282537,1.3800415,3.0864897,-2.2699103,1.1604694
236,52.64211777,bold,-1.588,0.003,10,unlabelled,0.880811334,unused,-1.5881937,0.6818093,0.98852557,0.55722976,1.2292953,-2.9210377,0.766206
236,52.6185144,bold,-1.622,0.037,10,unlabelled,0.825724423,unused,-1.6219733,-1.002019,-0.38949418,-0.63538706,-0.0843305,-2.5016842,1.3659482
236,52.49228843,bold,-2.069,0.484,10,unlabelled,0.773664951,unused,-2.068818,-0.8650667,-0.32928392,-0.4951582,0.39886302,-1.7808187,1.0672083
236,52.47572948,bold,-2.445,0.86,10,unlabelled,0.847162187,unused,-2.4451728,-1.9910235,-1.4793284,-0.882916,0.53868693,-1.9528245,1.5050662
236,52.63057304,faint,-1.046,-0.539,10,unlabelled,0.72627461,unused,-1.0457497,-1.792196,-0.61783075,-0.21506393,0.36488545,-4.662448,1.3177319
237,55.27989549,faint,-1.095,-0.49,11,unlabelled,0.889872968,unused,-1.0949811,-0.9136905,-1.2867746,-0.5492696,0.23344973,-1.0012414,1.35817
237,55.57201236,bold,-2.409,0.824,11,unlabelled,0.900399745,unused,-2.4094067,0.29086322,-0.22446574,0.23414518,3.9296045,-2.543075,1.5680556
237,55.60062708,faint,-1.027,-0.558,11,unlabelled,0.904156566,unused,-1.0269523,0.22860597,-0.23419213,-1.1092824,1.3886285,-1.6785927,1.6363407
237,55.50896958,bold,-1.716,0.131,11,unlabelled,0.656976938,unused,-1.716308,-0.57506853,-0.6312677,0.38185054,1.8231701,-1.1133221,1.2972935
238,54.38414885,bold,-2.348,0.763,10,unlabelled,0.859883547,train,-2.3482008,-2.3194382,-2.0233777,-0.50366646,-0.5855559,-0.32897162,0.90479624
238,54.43263819,bold,-2.08,0.495,10,unlabelled,0.90192169,train,-2.0800612,-1.5112467,-0.7966074,0.11929014,0.074514374,-0.6667998,0.708798
238,54.58119642,faint,-1.147,-0.439,10,unlabelled,0.856695175,train,-1.1465511,0.21823192,0.38447082,0.10671976,0.993087,-2.9065413,0.71501917
