epoch,tr_loss,va_loss,lr,sec
0,0.7832394541943806,0.8530388088787303,0.0004986304738420684,1293.1145231723785
1,0.6781668914972168,0.824623165177364,0.0004945369001834514,1331.6729159355164
2,0.5976605415997798,0.8208847571821773,0.0004877641290737884,1246.725584745407
3,0.52452648199049,0.7868731728955811,0.00047838636441065017,1097.13742852211
4,0.4721402695173757,0.8701830278424656,0.00046650635094610973,1106.6522390842438
5,0.4211002165909138,0.8782679421060225,0.00045225424859373693,1117.502513885498
