OBJECTID,Well_ident,State,County,Well_name,Well_numbe,Type,Status,Latitude,Longitude,Prime_meri,Township,T_dir,Range,R_dir,Section,Qtr,Qtr_qtr,Qtr_qtr_qt,Source,Data file date,Well_info,Location_n,Other_note,x,y
97559,API:37121000860000,Pennsylvania,Venango,CORSE 2, , ,Orphan,41.475145,-79.65118, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6511800003567,41.4751450003416
97560,API:37121000870000,Pennsylvania,Venango,CORSE 3, , ,Orphan,41.474014,-79.652765, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6527649997049,41.4740140003459
97561,API:37121000880000,Pennsylvania,Venango,CORSE 4, , ,Orphan,41.474007,-79.650365, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.650364999645,41.4740070000231
97562,API:37121000890000,Pennsylvania,Venango,CORSE 5, , ,Orphan,41.476272,-79.652457, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6524569998906,41.4762720001527
97563,API:37121000900000,Pennsylvania,Venango,CORSE 7, , ,Orphan,41.473242,-79.650749, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6507490002661,41.4732419998185
97564,API:37121000910000,Pennsylvania,Venango,CORSE 8, , ,Orphan,41.473443,-79.649735, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.64973500027,41.4734430000944
97565,API:37121000920000,Pennsylvania,Venango,CORSE 9, , ,Orphan,41.473728,-79.648936, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6489360002961,41.4737279997474
97566,API:37121000930000,Pennsylvania,Venango,CORSE 10, , ,Orphan,41.47492,-79.649696, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6496960002702,41.4749199998582
97567,API:37121000940000,Pennsylvania,Venango,CORSE 11, , ,Orphan,41.47573,-79.649756, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6497560003391,41.4757300003393
97568,API:37121000950000,Pennsylvania,Venango,CORSE 12, , ,Orphan,41.477023,-79.648853, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6488530000659,41.4770229997117
97569,API:37121000960000,Pennsylvania,Venango,CORSE 17, , ,Orphan,41.474201,-79.65417, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6541699997456,41.4742009999762
97570,API:37121000970000,Pennsylvania,Venango,CORSE 18, , ,Orphan,41.474398,-79.654852, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.65485199972,41.4743980000677
97571,API:37121000980000,Pennsylvania,Venango,CORSE 19C, , ,Orphan,41.476378,-79.651482, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6514819998943,41.476377999645
97572,API:37121000990000,Pennsylvania,Venango,CORSE 20, , ,Orphan,41.475914,-79.653576, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6535760002322,41.4759139998313
97573,API:37121001000000,Pennsylvania,Venango,CORSE 21, , ,Orphan,41.475303,-79.652048, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6520479999152,41.4753030004332
97574,API:37121001020000,Pennsylvania,Venango,CORSE 23, , ,Orphan,41.474283,-79.65605, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6560500001074,41.4742830001604
97575,API:37121001030000,Pennsylvania,Venango,CORSE 24, , ,Orphan,41.475053,-79.651848, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6518479996854,41.4750529996962
97576,API:37121001040000,Pennsylvania,Venango,CORSE 25, , ,Orphan,41.474444,-79.652521, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.652521000144,41.4744440003903
97577,API:37121001050000,Pennsylvania,Venango,CORSE 26, , ,Orphan,41.474365,-79.653262, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6532620001412,41.4743650003446
97578,API:37121001060000,Pennsylvania,Venango,CORSE 27, , ,Orphan,41.475602,-79.653559, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6535590003476,41.4756019998325
97579,API:37121001090000,Pennsylvania,Venango,CORSE 30, , ,Orphan,41.475147,-79.653322, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6533220002101,41.4751470004338
97580,API:37121002490000,Pennsylvania,Venango,UPPER RENO 59, , ,Orphan,41.424769,-79.73746, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Sugarcreek Boro, ,-79.7374599996792,41.4247690001893
97581,API:37121002880000,Pennsylvania,Venango,TRACT 35 5Q, , ,Orphan,41.376883,-79.782202, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp, ,-79.7822019999223,41.3768829997507
97582,API:37121004180000,Pennsylvania,Venango,TRACT 83 1Q, , ,Orphan,41.381685,-79.786577, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp, ,-79.7865770002284,41.3816849999628
97583,API:37121013450000,Pennsylvania,Venango,BECK-BURROWS 7, , ,Orphan,41.562147,-79.515795, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Allegheny Twp, ,-79.5157950001391,41.5621469996843
97584,API:37121013460000,Pennsylvania,Venango,BECK-BURROWS 9, , ,Orphan,41.56114,-79.516376, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Allegheny Twp, ,-79.5163759999524,41.5611400000111
97585,API:37121013470000,Pennsylvania,Venango,BECK-BURROWS 16, , ,Orphan,41.56311,-79.517293, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Allegheny Twp, ,-79.5172929999719,41.5631100000265
97586,API:37121013480000,Pennsylvania,Venango,BECK-BURROWS 20, , ,Orphan,41.563733,-79.518364, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Allegheny Twp, ,-79.5183639998986,41.563732999978
97587,API:37121013490000,Pennsylvania,Venango,BECK-BURROWS 21, , ,Orphan,41.566195,-79.520232, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Allegheny Twp, ,-79.520231999707,41.5661950001992
97588,API:37121013500000,Pennsylvania,Venango,BECK-BURROWS 10, , ,Orphan,41.562064,-79.517352, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Allegheny Twp, ,-79.5173519999948,41.5620640003534
97589,API:37121013510000,Pennsylvania,Venango,BECK-BURROWS 24, , ,Orphan,41.563332,-79.51744, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Allegheny Twp, ,-79.5174399995563,41.5633320003716
97590,API:37121013670000,Pennsylvania,Venango,PONTIAC 2A, , ,Orphan,41.492564,-79.670395, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6703949997294,41.4925639996289
97591,API:37121013780000,Pennsylvania,Venango,PONTIAC 19A, , ,Orphan,41.489993,-79.667293, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6672929996722,41.4899929997771
97592,API:37121013810000,Pennsylvania,Venango,PONTIAC FF5, , ,Orphan,41.488692,-79.667666, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.667665999786,41.4886920000358
97593,API:37121013870000,Pennsylvania,Venango,PONTIAC L1, , ,Orphan,41.488246,-79.666124, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6661239997227,41.4882460001529
97594,API:37121013920000,Pennsylvania,Venango,PONTIAC G7, , ,Orphan,41.487264,-79.667105, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6671049999957,41.4872639998338
97595,API:37121013980000,Pennsylvania,Venango,PONTIAC F5, , ,Orphan,41.488668,-79.668496, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6684960002901,41.4886679998284
97596,API:37121014980000,Pennsylvania,Venango,SAMUEL POWELL 4193, , ,Orphan,41.358472,-79.525278, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Pinegrove Twp, ,-79.5252780003794,41.3584719996831
97597,API:37121015160000,Pennsylvania,Venango,JACOB HALE 757, , ,Orphan,41.336056,-79.541278, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Pinegrove Twp, ,-79.5412779998798,41.3360560001843
97598,API:37121015540000,Pennsylvania,Venango,FINLETTER & BAUM 182, , ,Orphan,41.333336,-79.650639, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp, ,-79.65063899969,41.3333359997566
97599,API:37121016110000,Pennsylvania,Venango,EVA GLASS 2605, , ,Orphan,41.379522,-79.612983, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp, ,-79.6129829997656,41.3795220000403
97600,API:37121016230000,Pennsylvania,Venango,PAUL A SWAB 595, , ,Orphan,41.3612,-79.521078, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Pinegrove Twp, ,-79.5210780000496,41.3611999995804
97601,API:37121017650000,Pennsylvania,Venango,CORSE A, , ,Orphan,41.482982,-79.640472, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6404720002826,41.4829820002192
97602,API:37121017660000,Pennsylvania,Venango,CORSE B, , ,Orphan,41.483259,-79.641222, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6412219997954,41.4832590004026
97603,API:37121017670000,Pennsylvania,Venango,CORSE D, , ,Orphan,41.481759,-79.63975, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6397500002623,41.4817589995782
97604,API:37121017680000,Pennsylvania,Venango,CORSE E, , ,Orphan,41.481343,-79.640583, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6405830000054,41.4813430001794
97605,API:37121017690000,Pennsylvania,Venango,CORSE F, , ,Orphan,41.484148,-79.6385, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6385000001748,41.4841480000302
97606,API:37121017700000,Pennsylvania,Venango,CORSE G, , ,Orphan,41.483898,-79.637916, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6379160002232,41.4838980001926
97607,API:37121017710000,Pennsylvania,Venango,CORSE H, , ,Orphan,41.483565,-79.637944, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6379439997158,41.4835650001247
97608,API:37121017730000,Pennsylvania,Venango,CORSE 7, , ,Orphan,41.480204,-79.644361, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6443609997603,41.4802039998148
97609,API:37121017740000,Pennsylvania,Venango,CORSE 8, , ,Orphan,41.480843,-79.642889, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6428890002271,41.4808429996048
97610,API:37121017750000,Pennsylvania,Venango,CORSE 9, , ,Orphan,41.480093,-79.645, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6449999995503,41.4800930000919
97611,API:37121017760000,Pennsylvania,Venango,CORSE 10, , ,Orphan,41.481093,-79.643278, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6432780001795,41.4810930003417
97612,API:37121017770000,Pennsylvania,Venango,CORSE 11, , ,Orphan,41.480176,-79.645917, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6459169995699,41.4801760003222
97613,API:37121017780000,Pennsylvania,Venango,CORSE 12, , ,Orphan,41.48162,-79.643778, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6437779998548,41.4816200003628
97614,API:37121017790000,Pennsylvania,Venango,CORSE 16, , ,Orphan,41.480593,-79.64425, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6442500000375,41.4805929997672
97615,API:37121017820000,Pennsylvania,Venango,CORSE 21, , ,Orphan,41.481343,-79.644167, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6441669998072,41.4813430001794
97616,API:37121017830000,Pennsylvania,Venango,CORSE 22, , ,Orphan,41.480537,-79.64525, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6452500002873,41.4805369998827
97617,API:37121017840000,Pennsylvania,Venango,CORSE 23, , ,Orphan,41.481343,-79.645583, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6455830003551,41.4813430001794
97618,API:37121017860000,Pennsylvania,Venango,CORSE 25, , ,Orphan,41.480732,-79.645583, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6455830003551,41.4807319998819
97619,API:37121017870000,Pennsylvania,Venango,CORSE 26, , ,Orphan,41.481704,-79.644833, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6448329999429,41.4817039997399
97620,API:37121017880000,Pennsylvania,Venango,CORSE 27, , ,Orphan,41.480954,-79.644917, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6449170002193,41.480954000227
97621,API:37121017890000,Pennsylvania,Venango,CORSE 28, , ,Orphan,41.481843,-79.6455, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6455000001249,41.4818429998546
97622,API:37121017900000,Pennsylvania,Venango,CORSE 34, , ,Orphan,41.480537,-79.6405, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6404999997752,41.4805369998827
97623,API:37121017910000,Pennsylvania,Venango,CORSE 41, , ,Orphan,41.483232,-79.639916, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6399159998235,41.4832320000568
97624,API:37121017920000,Pennsylvania,Venango,CORSE 42, , ,Orphan,41.483593,-79.639305, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6393050004254,41.4835929996173
97625,API:37121017930000,Pennsylvania,Venango,CORSE 43, , ,Orphan,41.482259,-79.641694, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6416939999781,41.4822590001528
97626,API:37121017940000,Pennsylvania,Venango,CORSE 47, , ,Orphan,41.484037,-79.641333, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6413330004176,41.4840370003074
97627,API:37121017950000,Pennsylvania,Venango,CORSE 48, , ,Orphan,41.483676,-79.641778, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6417780002545,41.4836759998475
97628,API:37121017960000,Pennsylvania,Venango,CORSE 51, , ,Orphan,41.482315,-79.640444, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp, ,-79.6404439998906,41.4823150000373
97629,API:37121026640000,Pennsylvania,Venango,Upper Reno, , ,Orphan,41.406786,-79.738919, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Sugarcreek Borough, ,-79.7389190004115,41.4067860000739
97630,API:37121026650000,Pennsylvania,Venango,Upper Reno, , ,Orphan,41.406425,-79.738953, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Sugarcreek Borough, ,-79.7389530001808,41.4064249996141
97631,API:37121026660000,Pennsylvania,Venango,Upper Reno, , ,Orphan,41.406097,-79.739717, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Sugarcreek Borough, ,-79.7397170003393,41.4060969997768
97632,API:37121026670000,Pennsylvania,Venango,Upper Reno, , ,Orphan,41.405822,-79.740592, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Sugarcreek Borough, ,-79.7405920002206,41.4058219996856
97633,API:37121026680000,Pennsylvania,Venango,Upper Reno, , ,Orphan,41.406233,-79.740592, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Sugarcreek Borough, ,-79.7405920002206,41.4062329997532
97634,API:37121026690000,Pennsylvania,Venango,Upper Reno, , ,Orphan,41.406453,-79.740156, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Sugarcreek Borough, ,-79.7401559998995,41.406453000006
97635,API:37121026700000,Pennsylvania,Venango,Upper Reno, , ,Orphan,41.406728,-79.739389, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Sugarcreek Borough, ,-79.7393889996026,41.4067280000972
97636,API:37121026710000,Pennsylvania,Venango,Reno, , ,Orphan,41.407058,-79.738625, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Sugarcreek Borough, ,-79.7386250003435,41.4070580000267
97637,API:37121026720000,Pennsylvania,Venango,Reno, , ,Orphan,41.407358,-79.738225, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Sugarcreek Borough, ,-79.7382249998838,41.4073580003715
97638,API:37121026730000,Pennsylvania,Venango,Reno, , ,Orphan,41.40755,-79.737606, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Sugarcreek Borough, ,-79.7376060001168,41.4075500002324
97639,API:37121026740000,Pennsylvania,Venango,Reno, , ,Orphan,41.407083,-79.737933, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Sugarcreek Borough, ,-79.737932999908,41.4070830002803
97640,API:37121026750000,Pennsylvania,Venango,Reno, , ,Orphan,41.406919,-79.738261, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Sugarcreek Borough, ,-79.7382609997453,41.406918999912
97641,API:37121026760000,Pennsylvania,Venango,Reno, , ,Orphan,41.406892,-79.737933, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Sugarcreek Borough, ,-79.737932999908,41.4068919995662
97642,API:37121026870000,Pennsylvania,Venango,Simon Miller, , ,Orphan,41.346222,-79.752972, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7529720000577,41.346222000445
97643,API:37121026880000,Pennsylvania,Venango,Simon Miller, , ,Orphan,41.345722,-79.751722, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7517219999703,41.3457219998705
97644,API:37121026890000,Pennsylvania,Venango,Simon Miller, , ,Orphan,41.345306,-79.754, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7539999998001,41.3453059995722
97645,API:37121026900000,Pennsylvania,Venango,Simon Miller, , ,Orphan,41.345167,-79.752278, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7522780004293,41.3451670003568
97646,API:37121026910000,Pennsylvania,Venango,Simon Miller, , ,Orphan,41.344389,-79.755083, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7550830002802,41.3443889995527
97647,API:37121030500000,Pennsylvania,Venango,Matthew R. Ley, , ,Orphan,41.231886,-79.750728, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Rockland Twp., ,-79.7507279999971,41.2318859996392
97648,API:37121030520000,Pennsylvania,Venango,AHRENS 2X, , ,Orphan,41.380436,-79.630029, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp, ,-79.6300289998384,41.3804359999215
97649,API:37121030610000,Pennsylvania,Venango,John & Shirley Servey, , ,Orphan,41.556381,-79.75945, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cherrytree Twp., ,-79.7594500002173,41.5563809999832
97650,API:37121030620000,Pennsylvania,Venango,John & Shirley Servey, , ,Orphan,41.555503,-79.759981, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cherrytree Twp., ,-79.7599810004228,41.5555029999636
97651,API:37121031270000,Pennsylvania,Venango,SHATTUCK 20, , ,Orphan,41.560728,-79.541438, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Allegheny Twp, ,-79.5414380000636,41.5607279998973
97652,API:37121031690000,Pennsylvania,Venango,DIXON 3, , ,Orphan,41.565188,-79.537375, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Allegheny Twp, ,-79.5373749997564,41.5651879996265
97653,API:37121031920000,Pennsylvania,Venango,"Downs, Judith & Dennis", , ,Orphan,41.537275,-79.804722, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Plum Twp., ,-79.8047219997205,41.5372750002411
97654,API:37121031930000,Pennsylvania,Venango,"Downs, Judith & Dennis", , ,Orphan,41.537206,-79.804122, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Plum Twp., ,-79.8041219999303,41.5372059997571
97655,API:37121031940000,Pennsylvania,Venango,"Downs, Judith & Dennis", , ,Orphan,41.537206,-79.803375, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Plum Twp., ,-79.8033749996565,41.5372059997571
97656,API:37121031950000,Pennsylvania,Venango,"Downs, Judith & Dennis", , ,Orphan,41.536808,-79.803208, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Plum Twp., ,-79.8032080000491,41.5368080002891
97657,API:37121031960000,Pennsylvania,Venango,"Downs, Judith & Dennis", , ,Orphan,41.537344,-79.802808, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Plum Twp., ,-79.8028079995894,41.5373439998258
97658,API:37121031970000,Pennsylvania,Venango,"Downs, Judith & Dennis", , ,Orphan,41.537853,-79.802661, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Plum Twp., ,-79.8026610000051,41.5378529999161
97659,API:37121031980000,Pennsylvania,Venango,"Downs, Judith & Dennis", , ,Orphan,41.537919,-79.802733, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Plum Twp., ,-79.8027329997281,41.5379190002617
97660,API:37121031990000,Pennsylvania,Venango,"Downs, Judith & Dennis", , ,Orphan,41.537275,-79.801894, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Plum Twp., ,-79.8018939997083,41.5372750002411
97661,API:37121032000000,Pennsylvania,Venango,"Downs, Judith & Dennis", , ,Orphan,41.537,-79.802169, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Plum Twp., ,-79.8021689997994,41.5370000001499
97662,API:37121032010000,Pennsylvania,Venango,"Downs, Judith & Dennis", , ,Orphan,41.536836,-79.801567, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Plum Twp., ,-79.8015669999171,41.5368359997816
97663,API:37121032020000,Pennsylvania,Venango,"Downs, Judith & Dennis", , ,Orphan,41.536397,-79.802625, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Plum Twp., ,-79.8026250001436,41.5363970002214
97664,API:37121032030000,Pennsylvania,Venango,"Downs, Judith & Dennis", , ,Orphan,41.536342,-79.802169, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Plum Twp., ,-79.8021689997994,41.5363420003831
97665,API:37121032170000,Pennsylvania,Venango,T. R. Potts, , ,Orphan,41.552375,-79.524533, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Allegheny Twp., ,-79.5245330001978,41.5523749996066
97666,API:37121032180000,Pennsylvania,Venango,T. R. Potts, , ,Orphan,41.552389,-79.524842, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Allegheny Twp., ,-79.5248420000582,41.5523890002522
97667,API:37121032210000,Pennsylvania,Venango,T. R. Potts, , ,Orphan,41.552236,-79.528131, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Allegheny Twp., ,-79.5281309997458,41.5522360003911
