OBJECTID,Well_ident,State,County,Well_name,Well_numbe,Type,Status,Latitude,Longitude,Prime_meri,Township,T_dir,Range,R_dir,Section,Qtr,Qtr_qtr,Qtr_qtr_qt,Source,Data file date,Well_info,Location_n,Other_note,x,y
98471,API:37121047820000,Pennsylvania,Venango,Chambers, , ,Orphan,41.277258,-79.64865, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp., ,-79.6486499996977,41.2772580001566
98472,API:37121047830000,Pennsylvania,Venango,Chambers, , ,Orphan,41.279181,-79.648286, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp., ,-79.6482859999988,41.2791809998034
98473,API:37121047840000,Pennsylvania,Venango,Chambers, , ,Orphan,41.281925,-79.645014, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp., ,-79.6450140001959,41.2819250004385
98474,API:37121047850000,Pennsylvania,Venango,Kutchravy, , ,Orphan,41.535083,-79.713472, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cherrytree Twp., ,-79.713471999633,41.5350829998806
98475,API:37121048640000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.403711,-79.763992, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7639920001307,41.4037110003624
98476,API:37121048650000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.404886,-79.763989, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7639889999923,41.4048859996892
98477,API:37121048660000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.40385,-79.764356, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7643559998295,41.4038499995779
98478,API:37121048670000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.404367,-79.764356, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7643559998295,41.4043670000371
98479,API:37121048680000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.405608,-79.763533, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7635329996482,41.4056079997094
98480,API:37121048690000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.405367,-79.764264, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7642640000835,41.4053670002869
98481,API:37121048700000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.403747,-79.765086, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7650860002187,41.4037470002239
98482,API:37121048710000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.404436,-79.764719, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7647190003815,41.4044359996217
98483,API:37121048720000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.405436,-79.764856, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7648560004041,41.4054359998715
98484,API:37121048730000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.406025,-79.764808, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7648079999892,41.4060250000538
98485,API:37121048740000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.404022,-79.76545, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7654499999175,41.4040220003151
98486,API:37121048750000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.408611,-79.763572, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.763571999648,41.4086109996979
98487,API:37121048760000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.407128,-79.763942, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7639419996236,41.4071279996575
98488,API:37121048770000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.408336,-79.764214, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7642139995764,41.4083359996068
98489,API:37121048780000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.407267,-79.764669, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7646689998744,41.4072669997723
98490,API:37121048790000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.4083,-79.764761, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7647609996204,41.4082999997452
98491,API:37121048800000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.408956,-79.764806, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.764805999897,41.4089560003192
98492,API:37121048810000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.406644,-79.765539, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7655390004245,41.4066439998208
98493,API:37121048820000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.407058,-79.765492, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7654920000557,41.4070580000267
98494,API:37121048830000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.407578,-79.765492, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7654920000557,41.4075779997249
98495,API:37121048840000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.408267,-79.765536, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7655360002861,41.4082670000221
98496,API:37121048850000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.408992,-79.765489, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7654889999174,41.4089920001807
98497,API:37121048860000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.404369,-79.765358, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7653580001715,41.4043690001293
98498,API:37121048870000,Pennsylvania,Venango,Strong Oil Co. Farm, , ,Orphan,41.405611,-79.765311, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7653109998028,41.4056109998478
98499,API:37121049190000,Pennsylvania,Venango,Callahan, , ,Orphan,41.350847,-79.791342, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Sandycreek Twp., ,-79.7913419996335,41.3508469996893
98500,API:37121049230000,Pennsylvania,Venango,R. Nichols, , ,Orphan,41.252147,-79.711606, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Rockland Twp., ,-79.7116059999169,41.2521469995844
98501,API:37121049240000,Pennsylvania,Venango,R. Nichols, , ,Orphan,41.252419,-79.705947, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp., ,-79.7059469997542,41.2524190004366
98502,API:37121049250000,Pennsylvania,Venango,Hackathorn, , ,Orphan,41.454078,-79.727667, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp., ,-79.7276670004317,41.4540780000997
98503,API:37121049260000,Pennsylvania,Venango,Hackathorn, , ,Orphan,41.454489,-79.726025, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp., ,-79.7260250002535,41.4544890001673
98504,API:37121049270000,Pennsylvania,Venango,Hackathorn, , ,Orphan,41.455589,-79.725114, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp., ,-79.7251139996114,41.4555889996327
98505,API:37121049280000,Pennsylvania,Venango,Hackathorn, , ,Orphan,41.453256,-79.723289, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp., ,-79.7232889999873,41.4532559999645
98506,API:37121049290000,Pennsylvania,Venango,Hackathorn, , ,Orphan,41.451883,-79.724747, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp., ,-79.7247469997742,41.4518829996008
98507,API:37121049300000,Pennsylvania,Venango,Kennedy, , ,Orphan,41.439803,-79.697667, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Oil City, ,-79.6976670001319,41.4398030001084
98508,API:37121049310000,Pennsylvania,Venango,Wilson - Lot 22, , ,Orphan,41.276294,-79.822042, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Rockland Twp., ,-79.8220419998384,41.2762939997683
98509,API:37121049320000,Pennsylvania,Venango,10 Acres, , ,Orphan,41.217061,-79.698833, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp., ,-79.698832999943,41.2170610003649
98510,API:37121049330000,Pennsylvania,Venango,Argon, , ,Orphan,41.406786,-79.777706, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7777060003316,41.4067860000739
98511,API:37121049340000,Pennsylvania,Venango,Argon, , ,Orphan,41.406239,-79.777706, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.7777060003316,41.4062390000299
98512,API:37121049350000,Pennsylvania,Venango,George & Mary Bechtel, , ,Orphan,41.187747,-79.683925, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp., ,-79.6839250004384,41.1877470002239
98513,API:37121049360000,Pennsylvania,Venango,George & Mary Bechtel, , ,Orphan,41.188297,-79.683381, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp., ,-79.6833809996334,41.1882970004063
98514,API:37121049370000,Pennsylvania,Venango,George & Mary Bechtel, , ,Orphan,41.188297,-79.681928, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp., ,-79.6819280000771,41.1882970004063
98515,API:37121049380000,Pennsylvania,Venango,George & Mary Bechtel, , ,Orphan,41.1872,-79.681744, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp., ,-79.6817439996858,41.1872000001799
98516,API:37121049390000,Pennsylvania,Venango,George & Mary Bechtel, , ,Orphan,41.187886,-79.680836, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp., ,-79.6808360000813,41.1878860003387
98517,API:37121049400000,Pennsylvania,Venango,George & Mary Bechtel, , ,Orphan,41.188572,-79.680292, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp., ,-79.6802920001757,41.1885719995981
98518,API:37121049410000,Pennsylvania,Venango,George & Mary Bechtel, , ,Orphan,41.185964,-79.685742, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp., ,-79.6857419996935,41.1859639998387
98519,API:37121049420000,Pennsylvania,Venango,George & Mary Bechtel, , ,Orphan,41.185964,-79.684653, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp., ,-79.684652999836,41.1859639998387
98520,API:37121049430000,Pennsylvania,Venango,George & Mary Bechtel, , ,Orphan,41.181983,-79.688103, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp., ,-79.6881029997536,41.1819829997157
98521,API:37121049440000,Pennsylvania,Venango,George & Mary Bechtel, , ,Orphan,41.181983,-79.715236, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Emlenton Borough, ,-79.7152360000413,41.1819829997157
98522,API:37121049460000,Pennsylvania,Venango,FORSTER 6, , ,Orphan,41.281111,-79.637848, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp, ,-79.6378479997853,41.2811109997729
98523,API:37121049470000,Pennsylvania,Venango,FORSTER 7, , ,Orphan,41.282071,-79.63803, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp, ,-79.6380300000844,41.2820709999767
98524,API:37121049480000,Pennsylvania,Venango,FORSTER 8, , ,Orphan,41.283031,-79.644488, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp, ,-79.644488000221,41.2830310001806
98525,API:37121049490000,Pennsylvania,Venango,FORSTER 9, , ,Orphan,41.282895,-79.637848, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp, ,-79.6378479997853,41.2828950002041
98526,API:37121049500000,Pennsylvania,Venango,WHITLING 1, , ,Orphan,41.275757,-79.648361, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp, ,-79.6483609998602,41.2757570001855
98527,API:37121049560000,Pennsylvania,Venango,Hackathorn, , ,Orphan,41.454903,-79.729858, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cornplanter Twp., ,-79.7298579998468,41.4549030003732
98528,API:37121049570000,Pennsylvania,Venango,Polansky, , ,Orphan,41.351261,-79.791525, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Sandycreek Twp., ,-79.7915249999787,41.3512609998953
98529,API:37121049830000,Pennsylvania,Venango,KNOUSE 1, , ,Orphan,41.196132,-79.668417, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp, ,-79.6684170002443,41.1961320001917
98530,API:37121049840000,Pennsylvania,Venango,KNOUSE 2, , ,Orphan,41.195309,-79.670053, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp, ,-79.6700530001458,41.1953090000104
98531,API:37121049870000,Pennsylvania,Venango,WHITEHALL CAMP 1-R, , ,Orphan,41.195034,-79.676958, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp, ,-79.6769580002115,41.1950339999192
98532,API:37121049880000,Pennsylvania,Venango,BRANTHOOVER 1, , ,Orphan,41.192701,-79.678048, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp, ,-79.6780480001151,41.192701000251
98533,API:37121049890000,Pennsylvania,Venango,BRANTHOOVER 2, , ,Orphan,41.190917,-79.679865, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Richland Twp, ,-79.6798650002695,41.1909169998198
98534,API:37121049920000,Pennsylvania,Venango,Helen Exley, , ,Orphan,41.336303,-79.665422, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.6654219997255,41.3363029998836
98535,API:37121049930000,Pennsylvania,Venango,Helen Exley, , ,Orphan,41.335892,-79.664147, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.6641470002838,41.335891999816
98536,API:37121049940000,Pennsylvania,Venango,Helen Exley, , ,Orphan,41.334931,-79.663419, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.6634189999868,41.334930999566
98537,API:37121049950000,Pennsylvania,Venango,Helen Exley, , ,Orphan,41.334931,-79.664875, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.6648749996814,41.334930999566
98538,API:37121049960000,Pennsylvania,Venango,Helen Exley, , ,Orphan,41.335481,-79.665969, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.6659689997695,41.3354809997484
98539,API:37121049970000,Pennsylvania,Venango,Ziegler Estate, , ,Orphan,41.335067,-79.674497, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.6744970000365,41.3350670004418
98540,API:37121049980000,Pennsylvania,Venango,Ziegler Estate, , ,Orphan,41.333833,-79.673586, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.6735860002937,41.3338330001928
98541,API:37121049990000,Pennsylvania,Venango,Ziegler Estate, , ,Orphan,41.332783,-79.674314, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.6743139996913,41.3327830003353
98542,API:37121050000000,Pennsylvania,Venango,Ziegler Estate, , ,Orphan,41.333058,-79.676133, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.676132999938,41.3330580004264
98543,API:37121050010000,Pennsylvania,Venango,Ziegler Estate, , ,Orphan,41.334244,-79.675953, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.6759529997311,41.3342440002605
98544,API:37121050020000,Pennsylvania,Venango,Nyle Ziegler, , ,Orphan,41.323864,-79.666508, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Cranberry Twp., ,-79.6665080003439,41.3238640000237
98545,API:37121050030000,Pennsylvania,Venango,Shack, , ,Orphan,41.432261,-79.5785, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: President Twp., ,-79.5784999995753,41.432261000345
98546,API:37121050060000,Pennsylvania,Venango,J.M. CRITCHLOW 2, , ,Orphan,41.239744,-79.893379, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.8933789998409,41.239743999586
98547,API:37121050070000,Pennsylvania,Venango,J.M. CRITCHLOW 4, , ,Orphan,41.239925,-79.88949, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.8894900003632,41.2399249998389
98548,API:37121050080000,Pennsylvania,Venango,J.M. CRITCHLOW 5, , ,Orphan,41.239851,-79.888159, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.8881590001377,41.2398510000237
98549,API:37121050090000,Pennsylvania,Venango,J.M. CRITCHLOW 6, , ,Orphan,41.239818,-79.885307, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.8853069999181,41.2398180003005
98550,API:37121050100000,Pennsylvania,Venango,J. M. CRITCHLOW 7, , ,Orphan,41.238897,-79.886904, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.8869039998197,41.2388970000965
98551,API:37121050110000,Pennsylvania,Venango,"J,M, CRITCHLOW 8", , ,Orphan,41.236573,-79.888037, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.8880369999076,41.236572999944
98552,API:37121050120000,Pennsylvania,Venango,J.M. CRITHCLOW 10, , ,Orphan,41.235432,-79.889903, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.8899029996237,41.2354320003865
98553,API:37121050130000,Pennsylvania,Venango,J.M. CRITCHLOW 11, , ,Orphan,41.235513,-79.891181, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.891181000103,41.2355129996253
98554,API:37121050140000,Pennsylvania,Venango,J.M. CRITCHLOW 12, , ,Orphan,41.235451,-79.892558, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.8925579997518,41.2354510003634
98555,API:37121050150000,Pennsylvania,Venango,J.M. CRITCHLOW 13, , ,Orphan,41.235303,-79.893874, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.8938740001849,41.2353029998336
98556,API:37121050160000,Pennsylvania,Venango,J.M. CRITCHLOW 14, , ,Orphan,41.236127,-79.894696, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.8946960003201,41.2361270000611
98557,API:37121050170000,Pennsylvania,Venango,J.M. CRITCHLOW 15, , ,Orphan,41.237219,-79.89518, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.8951800001569,41.2372190000569
98558,API:37121050180000,Pennsylvania,Venango,J.M. CRITCHLOW 16, , ,Orphan,41.238864,-79.89217, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.8921699998456,41.2388640003734
98559,API:37121050190000,Pennsylvania,Venango,J.M. CRITCHLOW 18, , ,Orphan,41.238894,-79.889601, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.889601000086,41.2388939999582
98560,API:37121050200000,Pennsylvania,Venango,J.M. CRITCHLOW 19, , ,Orphan,41.238857,-79.88826, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.8882600002987,41.2388570000506
98561,API:37121050210000,Pennsylvania,Venango,J.M. CRITCHLOW 20, , ,Orphan,41.237819,-79.888085, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.8880850003225,41.237818999847
98562,API:37121050220000,Pennsylvania,Venango,J.M. CRITCHLOW 21, , ,Orphan,41.236816,-79.889365, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.8893649999947,41.2368160003582
98563,API:37121050230000,Pennsylvania,Venango,J. M. CRITCHLOW 22, , ,Orphan,41.236807,-79.890615, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.8906150000822,41.2368069999432
98564,API:37121050240000,Pennsylvania,Venango,J.M. CRITCHLOW 23, , ,Orphan,41.236673,-79.892109, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.8921089997305,41.2366730000589
98565,API:37121050250000,Pennsylvania,Venango,J.M. CRITCHLOW 24, , ,Orphan,41.236314,-79.893449, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.893449000371,41.2363139996914
98566,API:37121050260000,Pennsylvania,Venango,J.M. CRITCHLOW 26, , ,Orphan,41.237872,-79.892112, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.8921119998689,41.2378719995932
98567,API:37121050270000,Pennsylvania,Venango,J.M. CRITCHLOW 28, , ,Orphan,41.237866,-79.889379, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.889378999741,41.2378660002158
98568,API:37121050290000,Pennsylvania,Venango,J.M. CRITCHLOW 30, , ,Orphan,41.238773,-79.882037, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Clinton Twp, ,-79.8820370002073,41.2387729997742
98569,API:37121050320000,Pennsylvania,Venango,Oil City, , ,Orphan,41.442639,-79.702506, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Oil City, ,-79.7025060002517,41.4426389995902
98570,API:37121051430000,Pennsylvania,Venango,HOLTZ 1, , ,Orphan,41.575383,-79.569466, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Allegheny Twp, ,-79.5694660002557,41.5753830003252
98571,API:37121051440000,Pennsylvania,Venango,HOLTZ 2, , ,Orphan,41.57799,-79.56974, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Allegheny Twp, ,-79.5697400003007,41.5779900000385
98572,API:37121051450000,Pennsylvania,Venango,HOLTZ 3, , ,Orphan,41.577578,-79.567456, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Allegheny Twp, ,-79.5674560001942,41.5775779999248
98573,API:37121051460000,Pennsylvania,Venango,HOLTZ 4, , ,Orphan,41.576824,-79.568461, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Allegheny Twp, ,-79.5684609997753,41.5768240002275
98574,API:37121051480000,Pennsylvania,Venango,HOLTZ 8, , ,Orphan,41.577986,-79.565181, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Allegheny Twp, ,-79.5651809996034,41.577985999854
98575,API:37121051490000,Pennsylvania,Venango,HOLTZ 10, , ,Orphan,41.578676,-79.564623, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Allegheny Twp, ,-79.5646229999514,41.5786760001973
98576,API:37121052010000,Pennsylvania,Venango,Beary, , ,Orphan,41.555328,-79.788997, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Plum Twp., ,-79.7889970003113,41.5553279999872
98577,API:37121052020000,Pennsylvania,Venango,Beary, , ,Orphan,41.555442,-79.789414, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Plum Twp., ,-79.7894139997562,41.5554419998485
98578,API:37121052030000,Pennsylvania,Venango,Beary, , ,Orphan,41.555717,-79.7898, ,0, ,0, ,0, , , ,Pennsylvania Department of Environmental Protection,2022-05-09, ,Municipality: Plum Twp., ,-79.7897999995703,41.5557169999396
