model,tau,rank,score,recall,precision,fp_per_km2
pit,0.3,254,0.5953929396654596,0.43339960238568587,0.8582677165354331,2.226086956521739
pit,0.3,255,0.595265198917784,0.43538767395626243,0.8588235294117647,2.226086956521739
pit,0.3,256,0.5951702718077034,0.43737574552683894,0.859375,2.226086956521739
pit,0.3,257,0.5950952558354898,0.4393638170974155,0.8599221789883269,2.226086956521739
pit,0.3,258,0.5946328858534495,0.441351888667992,0.8604651162790697,2.226086956521739
pit,0.3,259,0.594139879556011,0.441351888667992,0.8571428571428571,2.28792270531401
pit,0.3,260,0.5940770195715083,0.441351888667992,0.8538461538461538,2.34975845410628
pit,0.3,261,0.5937480548311611,0.4433399602385686,0.8544061302681992,2.34975845410628
pit,0.3,262,0.5933355899845681,0.4433399602385686,0.851145038167939,2.411594202898551
pit,0.3,263,0.5930454079061747,0.44532803180914515,0.8517110266159695,2.411594202898551
pit,0.3,264,0.5926292588710785,0.44731610337972166,0.8522727272727273,2.411594202898551
pit,0.3,265,0.5925337545622408,0.44930417495029823,0.8528301886792453,2.411594202898551
pit,0.3,266,0.5924734415139182,0.45129224652087474,0.8533834586466166,2.411594202898551
pit,0.3,267,0.5923477772590333,0.4532803180914513,0.8539325842696629,2.411594202898551
pit,0.3,268,0.5923471735282377,0.4552683896620278,0.8544776119402985,2.411594202898551
pit,0.3,269,0.5922708299792843,0.4572564612326044,0.8550185873605948,2.411594202898551
pit,0.3,270,0.5920047327991604,0.4592445328031809,0.8555555555555555,2.411594202898551
pit,0.3,271,0.5917772214988183,0.46123260437375746,0.8560885608856088,2.411594202898551
pit,0.3,272,0.591523892417246,0.46322067594433397,0.8566176470588235,2.411594202898551
pit,0.3,273,0.5912662094289606,0.46520874751491054,0.8571428571428571,2.411594202898551
pit,0.3,274,0.5908231826928946,0.4671968190854871,0.8576642335766423,2.411594202898551
pit,0.3,275,0.5907352574312004,0.4691848906560636,0.8581818181818182,2.411594202898551
pit,0.3,276,0.5906170457601547,0.4711729622266402,0.8586956521739131,2.411594202898551
pit,0.3,277,0.590425842957531,0.4711729622266402,0.855595667870036,2.473429951690821
pit,0.3,278,0.59032517186431,0.4731610337972167,0.8561151079136691,2.473429951690821
pit,0.3,279,0.5900940884143935,0.47514910536779326,0.8566308243727598,2.473429951690821
pit,0.3,280,0.5896283928994779,0.47713717693836977,0.8571428571428571,2.473429951690821
pit,0.3,281,0.58958926679713,0.47912524850894633,0.8576512455516014,2.473429951690821
pit,0.3,282,0.5895440678202337,0.47912524850894633,0.8546099290780141,2.535265700483092
pit,0.3,283,0.5892366531949776,0.47912524850894633,0.8515901060070671,2.597101449275362
pit,0.3,284,0.5891062973721607,0.48111332007952284,0.852112676056338,2.597101449275362
pit,0.3,285,0.5887698286825472,0.4831013916500994,0.8526315789473684,2.597101449275362
pit,0.3,286,0.5876952511752211,0.4850894632206759,0.8531468531468531,2.597101449275362
pit,0.3,287,0.5875975667226194,0.4870775347912525,0.8536585365853658,2.597101449275362
pit,0.3,288,0.5872767135020225,0.48906560636182905,0.8541666666666666,2.597101449275362
pit,0.3,289,0.5870861832873296,0.49105367793240556,0.8546712802768166,2.597101449275362
pit,0.3,290,0.5869362463080694,0.49105367793240556,0.8517241379310345,2.658937198067633
pit,0.3,291,0.586865670690879,0.49105367793240556,0.8487972508591065,2.7207729468599036
pit,0.3,292,0.5866529953976473,0.49304174950298213,0.8493150684931506,2.7207729468599036
pit,0.3,293,0.5866025510159406,0.49502982107355864,0.8498293515358362,2.7207729468599036
pit,0.3,294,0.5860428293268164,0.49502982107355864,0.8469387755102041,2.782608695652174
pit,0.3,295,0.5858868677713718,0.4970178926441352,0.847457627118644,2.782608695652174
pit,0.3,296,0.5857100976254656,0.4970178926441352,0.8445945945945946,2.8444444444444446
pit,0.3,297,0.5856931466090528,0.4990059642147117,0.8451178451178452,2.8444444444444446
pit,0.3,298,0.5850906719435129,0.5009940357852882,0.8456375838926175,2.8444444444444446
pit,0.3,299,0.5844368477662404,0.5009940357852882,0.842809364548495,2.906280193236715
pit,0.3,300,0.5842954633642712,0.5009940357852882,0.84,2.9681159420289855
pit,0.3,301,0.5839739850482101,0.5029821073558648,0.840531561461794,2.9681159420289855
pit,0.3,302,0.5837894422832386,0.5049701789264414,0.8410596026490066,2.9681159420289855
pit,0.3,303,0.5837704332669577,0.5069582504970179,0.8415841584158416,2.9681159420289855
pit,0.3,304,0.5833465723849055,0.5089463220675944,0.8421052631578947,2.9681159420289855
pit,0.3,305,0.5832430584338105,0.510934393638171,0.8426229508196721,2.9681159420289855
pit,0.3,306,0.5831509073181907,0.510934393638171,0.8398692810457516,3.0299516908212563
pit,0.3,307,0.5821782970750654,0.5129224652087475,0.8403908794788274,3.0299516908212563
pit,0.3,308,0.582142956335755,0.5149105367793241,0.8409090909090909,3.0299516908212563
pit,0.3,309,0.5820142748179259,0.5168986083499006,0.8414239482200647,3.0299516908212563
pit,0.3,310,0.5812132781481042,0.5188866799204771,0.8419354838709677,3.0299516908212563
pit,0.3,311,0.5810547083053949,0.5208747514910537,0.842443729903537,3.0299516908212563
pit,0.3,312,0.5808504804716272,0.5228628230616302,0.842948717948718,3.0299516908212563
pit,0.3,313,0.5808125125325244,0.5248508946322068,0.8434504792332268,3.0299516908212563
pit,0.3,314,0.5806636393518376,0.5268389662027833,0.8439490445859873,3.0299516908212563
pit,0.3,315,0.5806244352991267,0.5288270377733598,0.8444444444444444,3.0299516908212563
pit,0.3,316,0.5804769211366821,0.5308151093439364,0.8449367088607594,3.0299516908212563
pit,0.3,317,0.5802806474525353,0.532803180914513,0.8454258675078864,3.0299516908212563
