model,fold,block_id,thr,tau,n_gt,tp_gt,n_pred,tp_pred,split
pad,1,28,0.35,0.5,5,2,6,2,heldout
pad,1,33,0.35,0.5,2,2,4,2,heldout
pad,1,34,0.35,0.5,1,0,1,0,heldout
pad,1,37,0.35,0.5,3,1,2,1,heldout
pad,1,43,0.35,0.5,1,1,8,1,heldout
pad,1,45,0.35,0.5,4,2,6,2,heldout
pad,1,47,0.35,0.5,1,0,10,0,heldout
pad,1,54,0.35,0.5,9,1,9,1,heldout
pad,1,57,0.35,0.5,4,0,11,0,heldout
pad,1,66,0.35,0.5,9,5,10,5,heldout
pad,1,72,0.35,0.5,7,3,8,3,heldout
pad,1,77,0.35,0.5,8,1,5,1,heldout
pad,1,79,0.35,0.5,6,0,10,0,heldout
pad,1,85,0.35,0.5,6,2,10,2,heldout
pad,1,97,0.35,0.5,5,2,8,2,heldout
pad,1,106,0.35,0.5,3,1,11,1,heldout
pad,1,108,0.35,0.5,7,3,10,3,heldout
pad,1,111,0.35,0.5,4,1,5,1,heldout
pad,1,113,0.35,0.5,7,3,6,3,heldout
pad,1,116,0.35,0.5,8,4,10,4,heldout
pad,1,121,0.35,0.5,3,1,9,1,heldout
pad,1,124,0.35,0.5,7,2,9,2,heldout
pad,1,125,0.35,0.5,5,2,8,2,heldout
pad,1,-1,0.375,0.3,93,73,177,73,val
pad,1,-1,0.375,0.5,93,48,177,48,val
pad,1,0,0.375,0.3,6,5,9,5,heldout
pad,1,17,0.375,0.3,2,1,13,2,heldout
pad,1,18,0.375,0.3,5,4,6,3,heldout
pad,1,27,0.375,0.3,1,1,12,1,heldout
pad,1,28,0.375,0.3,5,4,6,4,heldout
pad,1,33,0.375,0.3,2,2,3,2,heldout
pad,1,34,0.375,0.3,1,1,2,1,heldout
pad,1,37,0.375,0.3,3,2,2,2,heldout
pad,1,43,0.375,0.3,1,1,8,1,heldout
pad,1,45,0.375,0.3,4,4,6,4,heldout
pad,1,47,0.375,0.3,1,1,6,1,heldout
pad,1,54,0.375,0.3,9,8,10,8,heldout
pad,1,57,0.375,0.3,4,3,10,3,heldout
pad,1,66,0.375,0.3,9,9,12,9,heldout
pad,1,72,0.375,0.3,7,6,11,6,heldout
pad,1,77,0.375,0.3,8,2,5,2,heldout
pad,1,79,0.375,0.3,6,4,10,4,heldout
pad,1,85,0.375,0.3,6,4,10,4,heldout
pad,1,97,0.375,0.3,5,3,10,3,heldout
pad,1,106,0.375,0.3,3,3,8,3,heldout
pad,1,108,0.375,0.3,7,5,8,5,heldout
pad,1,111,0.375,0.3,4,3,8,3,heldout
pad,1,113,0.375,0.3,7,4,7,4,heldout
pad,1,116,0.375,0.3,8,6,10,6,heldout
pad,1,121,0.375,0.3,3,2,6,2,heldout
pad,1,124,0.375,0.3,7,7,11,7,heldout
pad,1,125,0.375,0.3,5,4,8,4,heldout
pad,1,0,0.375,0.5,6,4,9,4,heldout
pad,1,17,0.375,0.5,2,1,13,1,heldout
pad,1,18,0.375,0.5,5,3,6,3,heldout
pad,1,27,0.375,0.5,1,1,12,1,heldout
pad,1,28,0.375,0.5,5,3,6,3,heldout
pad,1,33,0.375,0.5,2,2,3,2,heldout
pad,1,34,0.375,0.5,1,0,2,0,heldout
pad,1,37,0.375,0.5,3,1,2,1,heldout
pad,1,43,0.375,0.5,1,1,8,1,heldout
pad,1,45,0.375,0.5,4,2,6,2,heldout
pad,1,47,0.375,0.5,1,0,6,0,heldout
pad,1,54,0.375,0.5,9,3,10,3,heldout
pad,1,57,0.375,0.5,4,0,10,0,heldout
pad,1,66,0.375,0.5,9,6,12,6,heldout
pad,1,72,0.375,0.5,7,4,11,4,heldout
pad,1,77,0.375,0.5,8,1,5,1,heldout
pad,1,79,0.375,0.5,6,1,10,1,heldout
pad,1,85,0.375,0.5,6,2,10,2,heldout
pad,1,97,0.375,0.5,5,3,10,3,heldout
pad,1,106,0.375,0.5,3,1,8,1,heldout
pad,1,108,0.375,0.5,7,4,8,4,heldout
pad,1,111,0.375,0.5,4,2,8,2,heldout
pad,1,113,0.375,0.5,7,4,7,4,heldout
pad,1,116,0.375,0.5,8,4,10,4,heldout
pad,1,121,0.375,0.5,3,1,6,1,heldout
pad,1,124,0.375,0.5,7,5,11,5,heldout
pad,1,125,0.375,0.5,5,2,8,2,heldout
pad,1,-1,0.4,0.3,93,80,177,80,val
pad,1,-1,0.4,0.5,93,56,177,56,val
pad,1,0,0.4,0.3,6,5,8,5,heldout
pad,1,17,0.4,0.3,2,1,12,2,heldout
pad,1,18,0.4,0.3,5,4,5,3,heldout
pad,1,27,0.4,0.3,1,1,10,1,heldout
pad,1,28,0.4,0.3,5,4,7,4,heldout
pad,1,33,0.4,0.3,2,2,3,2,heldout
pad,1,34,0.4,0.3,1,1,1,1,heldout
pad,1,37,0.4,0.3,3,2,5,2,heldout
pad,1,43,0.4,0.3,1,1,7,1,heldout
pad,1,45,0.4,0.3,4,4,5,4,heldout
pad,1,47,0.4,0.3,1,1,5,1,heldout
pad,1,54,0.4,0.3,9,8,10,8,heldout
pad,1,57,0.4,0.3,4,4,8,4,heldout
pad,1,66,0.4,0.3,9,9,13,9,heldout
pad,1,72,0.4,0.3,7,6,11,6,heldout
pad,1,77,0.4,0.3,8,3,6,3,heldout
pad,1,79,0.4,0.3,6,4,11,4,heldout
pad,1,85,0.4,0.3,6,4,11,4,heldout
pad,1,97,0.4,0.3,5,5,9,5,heldout
pad,1,106,0.4,0.3,3,3,8,3,heldout
pad,1,108,0.4,0.3,7,5,7,5,heldout
pad,1,111,0.4,0.3,4,4,9,4,heldout
pad,1,113,0.4,0.3,7,4,7,4,heldout
pad,1,116,0.4,0.3,8,8,12,8,heldout
pad,1,121,0.4,0.3,3,3,7,3,heldout
pad,1,124,0.4,0.3,7,7,11,7,heldout
pad,1,125,0.4,0.3,5,4,8,4,heldout
pad,1,0,0.4,0.5,6,4,8,4,heldout
pad,1,17,0.4,0.5,2,1,12,1,heldout
pad,1,18,0.4,0.5,5,3,5,3,heldout
pad,1,27,0.4,0.5,1,1,10,1,heldout
pad,1,28,0.4,0.5,5,4,7,4,heldout
pad,1,33,0.4,0.5,2,2,3,2,heldout
pad,1,34,0.4,0.5,1,0,1,0,heldout
pad,1,37,0.4,0.5,3,1,5,1,heldout
pad,1,43,0.4,0.5,1,1,7,1,heldout
pad,1,45,0.4,0.5,4,2,5,2,heldout
pad,1,47,0.4,0.5,1,0,5,0,heldout
pad,1,54,0.4,0.5,9,4,10,4,heldout
pad,1,57,0.4,0.5,4,0,8,0,heldout
pad,1,66,0.4,0.5,9,7,13,7,heldout
pad,1,72,0.4,0.5,7,5,11,5,heldout
pad,1,77,0.4,0.5,8,1,6,1,heldout
pad,1,79,0.4,0.5,6,3,11,3,heldout
pad,1,85,0.4,0.5,6,3,11,3,heldout
pad,1,97,0.4,0.5,5,4,9,4,heldout
pad,1,106,0.4,0.5,3,2,8,2,heldout
pad,1,108,0.4,0.5,7,4,7,4,heldout
pad,1,111,0.4,0.5,4,3,9,3,heldout
pad,1,113,0.4,0.5,7,4,7,4,heldout
pad,1,116,0.4,0.5,8,5,12,5,heldout
pad,1,121,0.4,0.5,3,3,7,3,heldout
pad,1,124,0.4,0.5,7,5,11,5,heldout
pad,1,125,0.4,0.5,5,2,8,2,heldout
pad,1,-1,0.425,0.3,93,81,171,81,val
pad,1,-1,0.425,0.5,93,66,171,66,val
pad,1,0,0.425,0.3,6,5,8,5,heldout
pad,1,17,0.425,0.3,2,1,13,2,heldout
pad,1,18,0.425,0.3,5,5,5,4,heldout
pad,1,27,0.425,0.3,1,1,12,1,heldout
pad,1,28,0.425,0.3,5,4,6,4,heldout
pad,1,33,0.425,0.3,2,2,4,2,heldout
pad,1,34,0.425,0.3,1,1,1,1,heldout
pad,1,37,0.425,0.3,3,2,6,2,heldout
pad,1,43,0.425,0.3,1,1,7,1,heldout
pad,1,45,0.425,0.3,4,4,5,4,heldout
pad,1,47,0.425,0.3,1,1,5,1,heldout
pad,1,54,0.425,0.3,9,8,9,8,heldout
pad,1,57,0.425,0.3,4,4,8,4,heldout
pad,1,66,0.425,0.3,9,9,13,9,heldout
pad,1,72,0.425,0.3,7,6,11,6,heldout
pad,1,77,0.425,0.3,8,3,6,3,heldout
pad,1,79,0.425,0.3,6,4,11,4,heldout
pad,1,85,0.425,0.3,6,4,11,4,heldout
pad,1,97,0.425,0.3,5,5,10,5,heldout
pad,1,106,0.425,0.3,3,3,8,3,heldout
pad,1,108,0.425,0.3,7,6,7,6,heldout
pad,1,111,0.425,0.3,4,4,9,4,heldout
pad,1,113,0.425,0.3,7,6,8,6,heldout
pad,1,116,0.425,0.3,8,8,12,8,heldout
pad,1,121,0.425,0.3,3,3,8,3,heldout
pad,1,124,0.425,0.3,7,7,10,7,heldout
pad,1,125,0.425,0.3,5,4,8,4,heldout
pad,1,0,0.425,0.5,6,4,8,4,heldout
pad,1,17,0.425,0.5,2,1,13,1,heldout
pad,1,18,0.425,0.5,5,4,5,4,heldout
pad,1,27,0.425,0.5,1,1,12,1,heldout
pad,1,28,0.425,0.5,5,4,6,4,heldout
pad,1,33,0.425,0.5,2,2,4,2,heldout
pad,1,34,0.425,0.5,1,1,1,1,heldout
pad,1,37,0.425,0.5,3,2,6,2,heldout
pad,1,43,0.425,0.5,1,1,7,1,heldout
pad,1,45,0.425,0.5,4,2,5,2,heldout
pad,1,47,0.425,0.5,1,1,5,1,heldout
pad,1,54,0.425,0.5,9,4,9,4,heldout
pad,1,57,0.425,0.5,4,1,8,1,heldout
pad,1,66,0.425,0.5,9,7,13,7,heldout
pad,1,72,0.425,0.5,7,5,11,5,heldout
pad,1,77,0.425,0.5,8,1,6,1,heldout
pad,1,79,0.425,0.5,6,3,11,3,heldout
pad,1,85,0.425,0.5,6,3,11,3,heldout
pad,1,97,0.425,0.5,5,4,10,4,heldout
pad,1,106,0.425,0.5,3,2,8,2,heldout
pad,1,108,0.425,0.5,7,6,7,6,heldout
pad,1,111,0.425,0.5,4,3,9,3,heldout
pad,1,113,0.425,0.5,7,5,8,5,heldout
pad,1,116,0.425,0.5,8,6,12,6,heldout
pad,1,121,0.425,0.5,3,3,8,3,heldout
pad,1,124,0.425,0.5,7,5,10,5,heldout
pad,1,125,0.425,0.5,5,3,8,3,heldout
pad,1,-1,0.45,0.3,93,81,171,81,val
pad,1,-1,0.45,0.5,93,68,171,68,val
pad,1,0,0.45,0.3,6,5,7,5,heldout
pad,1,17,0.45,0.3,2,1,13,2,heldout
pad,1,18,0.45,0.3,5,5,6,4,heldout
pad,1,27,0.45,0.3,1,1,13,1,heldout
pad,1,28,0.45,0.3,5,5,6,5,heldout
pad,1,33,0.45,0.3,2,2,3,2,heldout
pad,1,34,0.45,0.3,1,1,2,1,heldout
pad,1,37,0.45,0.3,3,2,5,2,heldout
pad,1,43,0.45,0.3,1,1,6,1,heldout
pad,1,45,0.45,0.3,4,4,5,4,heldout
pad,1,47,0.45,0.3,1,1,5,1,heldout
pad,1,54,0.45,0.3,9,8,9,8,heldout
pad,1,57,0.45,0.3,4,3,8,3,heldout
pad,1,66,0.45,0.3,9,9,12,9,heldout
pad,1,72,0.45,0.3,7,6,11,6,heldout
pad,1,77,0.45,0.3,8,5,10,5,heldout
pad,1,79,0.45,0.3,6,6,9,6,heldout
pad,1,85,0.45,0.3,6,4,10,4,heldout
pad,1,97,0.45,0.3,5,5,9,5,heldout
pad,1,106,0.45,0.3,3,3,7,3,heldout
pad,1,108,0.45,0.3,7,6,7,6,heldout
pad,1,111,0.45,0.3,4,4,8,4,heldout
pad,1,113,0.45,0.3,7,6,8,6,heldout
pad,1,116,0.45,0.3,8,8,10,8,heldout
pad,1,121,0.45,0.3,3,3,8,3,heldout
pad,1,124,0.45,0.3,7,7,10,7,heldout
pad,1,125,0.45,0.3,5,4,8,4,heldout
pad,1,0,0.45,0.5,6,4,7,4,heldout
pad,1,17,0.45,0.5,2,1,13,1,heldout
pad,1,18,0.45,0.5,5,4,6,4,heldout
pad,1,27,0.45,0.5,1,1,13,1,heldout
pad,1,28,0.45,0.5,5,4,6,4,heldout
pad,1,33,0.45,0.5,2,2,3,2,heldout
pad,1,34,0.45,0.5,1,1,2,1,heldout
pad,1,37,0.45,0.5,3,2,5,2,heldout
pad,1,43,0.45,0.5,1,1,6,1,heldout
pad,1,45,0.45,0.5,4,3,5,3,heldout
pad,1,47,0.45,0.5,1,1,5,1,heldout
pad,1,54,0.45,0.5,9,5,9,5,heldout
pad,1,57,0.45,0.5,4,2,8,2,heldout
pad,1,66,0.45,0.5,9,8,12,8,heldout
pad,1,72,0.45,0.5,7,5,11,5,heldout
pad,1,77,0.45,0.5,8,2,10,2,heldout
pad,1,79,0.45,0.5,6,3,9,3,heldout
pad,1,85,0.45,0.5,6,3,10,3,heldout
pad,1,97,0.45,0.5,5,4,9,4,heldout
pad,1,106,0.45,0.5,3,2,7,2,heldout
pad,1,108,0.45,0.5,7,5,7,5,heldout
pad,1,111,0.45,0.5,4,3,8,3,heldout
pad,1,113,0.45,0.5,7,5,8,5,heldout
pad,1,116,0.45,0.5,8,6,10,6,heldout
pad,1,121,0.45,0.5,3,2,8,2,heldout
pad,1,124,0.45,0.5,7,6,10,6,heldout
pad,1,125,0.45,0.5,5,3,8,3,heldout
pad,1,-1,0.475,0.3,93,81,173,81,val
pad,1,-1,0.475,0.5,93,69,173,69,val
pad,1,0,0.475,0.3,6,6,8,6,heldout
pad,1,17,0.475,0.3,2,2,14,3,heldout
pad,1,18,0.475,0.3,5,5,6,4,heldout
pad,1,27,0.475,0.3,1,1,16,1,heldout
pad,1,28,0.475,0.3,5,5,7,5,heldout
pad,1,33,0.475,0.3,2,2,3,2,heldout
pad,1,34,0.475,0.3,1,1,2,1,heldout
pad,1,37,0.475,0.3,3,2,6,2,heldout
pad,1,43,0.475,0.3,1,1,6,1,heldout
pad,1,45,0.475,0.3,4,4,5,4,heldout
pad,1,47,0.475,0.3,1,1,4,1,heldout
pad,1,54,0.475,0.3,9,7,8,7,heldout
pad,1,57,0.475,0.3,4,3,7,3,heldout
pad,1,66,0.475,0.3,9,9,11,9,heldout
pad,1,72,0.475,0.3,7,6,12,6,heldout
pad,1,77,0.475,0.3,8,7,13,7,heldout
pad,1,79,0.475,0.3,6,6,9,6,heldout
pad,1,85,0.475,0.3,6,4,11,4,heldout
pad,1,97,0.475,0.3,5,4,10,4,heldout
pad,1,106,0.475,0.3,3,3,7,3,heldout
pad,1,108,0.475,0.3,7,6,8,6,heldout
pad,1,111,0.475,0.3,4,4,8,4,heldout
pad,1,113,0.475,0.3,7,6,8,6,heldout
pad,1,116,0.475,0.3,8,8,11,8,heldout
pad,1,121,0.475,0.3,3,3,8,3,heldout
pad,1,124,0.475,0.3,7,7,10,7,heldout
pad,1,125,0.475,0.3,5,4,8,4,heldout
pad,1,0,0.475,0.5,6,5,8,5,heldout
pad,1,17,0.475,0.5,2,2,14,3,heldout
pad,1,18,0.475,0.5,5,5,6,4,heldout
pad,1,27,0.475,0.5,1,1,16,1,heldout
pad,1,28,0.475,0.5,5,5,7,5,heldout
pad,1,33,0.475,0.5,2,2,3,2,heldout
pad,1,34,0.475,0.5,1,1,2,1,heldout
pad,1,37,0.475,0.5,3,2,6,2,heldout
pad,1,43,0.475,0.5,1,1,6,1,heldout
pad,1,45,0.475,0.5,4,3,5,3,heldout
pad,1,47,0.475,0.5,1,1,4,1,heldout
pad,1,54,0.475,0.5,9,5,8,5,heldout
pad,1,57,0.475,0.5,4,3,7,3,heldout
pad,1,66,0.475,0.5,9,7,11,7,heldout
pad,1,72,0.475,0.5,7,5,12,5,heldout
pad,1,77,0.475,0.5,8,2,13,2,heldout
pad,1,79,0.475,0.5,6,3,9,3,heldout
pad,1,85,0.475,0.5,6,3,11,3,heldout
pad,1,97,0.475,0.5,5,4,10,4,heldout
pad,1,106,0.475,0.5,3,3,7,3,heldout
pad,1,108,0.475,0.5,7,4,8,4,heldout
pad,1,111,0.475,0.5,4,4,8,4,heldout
pad,1,113,0.475,0.5,7,5,8,5,heldout
pad,1,116,0.475,0.5,8,6,11,6,heldout
pad,1,121,0.475,0.5,3,2,8,2,heldout
pad,1,124,0.475,0.5,7,7,10,7,heldout
pad,1,125,0.475,0.5,5,4,8,4,heldout
pad,1,-1,0.5,0.3,93,81,169,81,val
pad,1,-1,0.5,0.5,93,71,169,71,val
pad,1,0,0.5,0.3,6,6,8,6,heldout
pad,1,17,0.5,0.3,2,2,12,2,heldout
pad,1,18,0.5,0.3,5,5,8,5,heldout
pad,1,27,0.5,0.3,1,1,15,1,heldout
pad,1,28,0.5,0.3,5,5,7,5,heldout
pad,1,33,0.5,0.3,2,2,2,2,heldout
pad,1,34,0.5,0.3,1,1,2,1,heldout
pad,1,37,0.5,0.3,3,2,5,2,heldout
pad,1,43,0.5,0.3,1,1,7,1,heldout
pad,1,45,0.5,0.3,4,4,4,4,heldout
pad,1,47,0.5,0.3,1,1,4,1,heldout
pad,1,54,0.5,0.3,9,8,9,8,heldout
pad,1,57,0.5,0.3,4,3,6,3,heldout
pad,1,66,0.5,0.3,9,9,11,9,heldout
pad,1,72,0.5,0.3,7,6,10,6,heldout
pad,1,77,0.5,0.3,8,7,12,7,heldout
pad,1,79,0.5,0.3,6,6,9,6,heldout
pad,1,85,0.5,0.3,6,6,13,6,heldout
pad,1,97,0.5,0.3,5,4,10,4,heldout
pad,1,106,0.5,0.3,3,3,6,3,heldout
pad,1,108,0.5,0.3,7,6,9,6,heldout
pad,1,111,0.5,0.3,4,4,8,4,heldout
pad,1,113,0.5,0.3,7,6,8,6,heldout
pad,1,116,0.5,0.3,8,8,8,8,heldout
pad,1,121,0.5,0.3,3,3,8,3,heldout
pad,1,124,0.5,0.3,7,7,8,7,heldout
pad,1,125,0.5,0.3,5,4,8,4,heldout
pad,1,0,0.5,0.5,6,6,8,6,heldout
pad,1,17,0.5,0.5,2,2,12,2,heldout
pad,1,18,0.5,0.5,5,5,8,5,heldout
pad,1,27,0.5,0.5,1,1,15,1,heldout
pad,1,28,0.5,0.5,5,5,7,5,heldout
pad,1,33,0.5,0.5,2,2,2,2,heldout
pad,1,34,0.5,0.5,1,1,2,1,heldout
pad,1,37,0.5,0.5,3,2,5,2,heldout
pad,1,43,0.5,0.5,1,1,7,1,heldout
pad,1,45,0.5,0.5,4,3,4,3,heldout
pad,1,47,0.5,0.5,1,1,4,1,heldout
pad,1,54,0.5,0.5,9,7,9,7,heldout
pad,1,57,0.5,0.5,4,3,6,3,heldout
pad,1,66,0.5,0.5,9,6,11,6,heldout
pad,1,72,0.5,0.5,7,5,10,5,heldout
pad,1,77,0.5,0.5,8,3,12,3,heldout
pad,1,79,0.5,0.5,6,3,9,3,heldout
pad,1,85,0.5,0.5,6,5,13,5,heldout
pad,1,97,0.5,0.5,5,4,10,4,heldout
pad,1,106,0.5,0.5,3,3,6,3,heldout
pad,1,108,0.5,0.5,7,3,9,3,heldout
pad,1,111,0.5,0.5,4,4,8,4,heldout
pad,1,113,0.5,0.5,7,5,8,5,heldout
pad,1,116,0.5,0.5,8,6,8,6,heldout
pad,1,121,0.5,0.5,3,2,8,2,heldout
pad,1,124,0.5,0.5,7,7,8,7,heldout
pad,1,125,0.5,0.5,5,4,8,4,heldout
pad,1,-1,0.525,0.3,93,85,166,85,val
pad,1,-1,0.525,0.5,93,75,166,75,val
pad,1,0,0.525,0.3,6,6,8,6,heldout
pad,1,17,0.525,0.3,2,2,12,2,heldout
pad,1,18,0.525,0.3,5,5,7,5,heldout
pad,1,27,0.525,0.3,1,1,13,1,heldout
pad,1,28,0.525,0.3,5,5,6,5,heldout
pad,1,33,0.525,0.3,2,2,2,2,heldout
pad,1,34,0.525,0.3,1,1,2,1,heldout
pad,1,37,0.525,0.3,3,3,6,3,heldout
pad,1,43,0.525,0.3,1,1,7,1,heldout
pad,1,45,0.525,0.3,4,4,4,4,heldout
pad,1,47,0.525,0.3,1,1,4,1,heldout
pad,1,54,0.525,0.3,9,8,9,8,heldout
pad,1,57,0.525,0.3,4,3,6,3,heldout
pad,1,66,0.525,0.3,9,7,11,7,heldout
pad,1,72,0.525,0.3,7,7,11,7,heldout
pad,1,77,0.525,0.3,8,7,12,7,heldout
pad,1,79,0.525,0.3,6,6,9,6,heldout
pad,1,85,0.525,0.3,6,6,12,6,heldout
pad,1,97,0.525,0.3,5,4,9,4,heldout
pad,1,106,0.525,0.3,3,3,5,3,heldout
pad,1,108,0.525,0.3,7,5,8,5,heldout
pad,1,111,0.525,0.3,4,3,9,3,heldout
pad,1,113,0.525,0.3,7,6,8,6,heldout
pad,1,116,0.525,0.3,8,8,8,8,heldout
pad,1,121,0.525,0.3,3,3,7,3,heldout
pad,1,124,0.525,0.3,7,7,8,7,heldout
pad,1,125,0.525,0.3,5,5,9,5,heldout
pad,1,0,0.525,0.5,6,6,8,6,heldout
pad,1,17,0.525,0.5,2,2,12,2,heldout
pad,1,18,0.525,0.5,5,4,7,4,heldout
pad,1,27,0.525,0.5,1,1,13,1,heldout
pad,1,28,0.525,0.5,5,5,6,5,heldout
pad,1,33,0.525,0.5,2,2,2,2,heldout
pad,1,34,0.525,0.5,1,1,2,1,heldout
pad,1,37,0.525,0.5,3,3,6,3,heldout
pad,1,43,0.525,0.5,1,1,7,1,heldout
pad,1,45,0.525,0.5,4,3,4,3,heldout
pad,1,47,0.525,0.5,1,1,4,1,heldout
pad,1,54,0.525,0.5,9,7,9,7,heldout
pad,1,57,0.525,0.5,4,3,6,3,heldout
pad,1,66,0.525,0.5,9,6,11,6,heldout
pad,1,72,0.525,0.5,7,7,11,7,heldout
pad,1,77,0.525,0.5,8,4,12,4,heldout
pad,1,79,0.525,0.5,6,3,9,3,heldout
pad,1,85,0.525,0.5,6,6,12,6,heldout
pad,1,97,0.525,0.5,5,4,9,4,heldout
pad,1,106,0.525,0.5,3,3,5,3,heldout
pad,1,108,0.525,0.5,7,4,8,4,heldout
pad,1,111,0.525,0.5,4,3,9,3,heldout
pad,1,113,0.525,0.5,7,3,8,3,heldout
pad,1,116,0.525,0.5,8,7,8,7,heldout
pad,1,121,0.525,0.5,3,1,7,1,heldout
pad,1,124,0.525,0.5,7,7,8,7,heldout
pad,1,125,0.525,0.5,5,5,9,5,heldout
pad,1,-1,0.55,0.3,93,87,162,87,val
pad,1,-1,0.55,0.5,93,74,162,74,val
pad,1,0,0.55,0.3,6,6,8,6,heldout
pad,1,17,0.55,0.3,2,2,12,2,heldout
pad,1,18,0.55,0.3,5,4,6,4,heldout
pad,1,27,0.55,0.3,1,1,14,1,heldout
pad,1,28,0.55,0.3,5,5,6,5,heldout
pad,1,33,0.55,0.3,2,2,2,2,heldout
pad,1,34,0.55,0.3,1,1,2,1,heldout
pad,1,37,0.55,0.3,3,3,6,3,heldout
pad,1,43,0.55,0.3,1,1,7,1,heldout
pad,1,45,0.55,0.3,4,4,4,4,heldout
pad,1,47,0.55,0.3,1,1,4,1,heldout
pad,1,54,0.55,0.3,9,8,9,8,heldout
pad,1,57,0.55,0.3,4,3,6,3,heldout
pad,1,66,0.55,0.3,9,7,10,7,heldout
pad,1,72,0.55,0.3,7,7,10,7,heldout
pad,1,77,0.55,0.3,8,8,12,8,heldout
pad,1,79,0.55,0.3,6,5,9,5,heldout
pad,1,85,0.55,0.3,6,6,12,6,heldout
pad,1,97,0.55,0.3,5,4,8,4,heldout
pad,1,106,0.55,0.3,3,3,4,3,heldout
pad,1,108,0.55,0.3,7,4,7,4,heldout
pad,1,111,0.55,0.3,4,3,8,3,heldout
pad,1,113,0.55,0.3,7,6,8,6,heldout
pad,1,116,0.55,0.3,8,8,8,8,heldout
pad,1,121,0.55,0.3,3,3,5,3,heldout
pad,1,124,0.55,0.3,7,7,7,7,heldout
pad,1,125,0.55,0.3,5,5,8,5,heldout
pad,1,0,0.55,0.5,6,6,8,6,heldout
pad,1,17,0.55,0.5,2,2,12,2,heldout
pad,1,18,0.55,0.5,5,3,6,3,heldout
pad,1,27,0.55,0.5,1,1,14,1,heldout
pad,1,28,0.55,0.5,5,5,6,5,heldout
pad,1,33,0.55,0.5,2,2,2,2,heldout
pad,1,34,0.55,0.5,1,1,2,1,heldout
pad,1,37,0.55,0.5,3,3,6,3,heldout
pad,1,43,0.55,0.5,1,1,7,1,heldout
pad,1,45,0.55,0.5,4,3,4,3,heldout
pad,1,47,0.55,0.5,1,1,4,1,heldout
pad,1,54,0.55,0.5,9,7,9,7,heldout
pad,1,57,0.55,0.5,4,3,6,3,heldout
pad,1,66,0.55,0.5,9,5,10,5,heldout
pad,1,72,0.55,0.5,7,7,10,7,heldout
pad,1,77,0.55,0.5,8,5,12,5,heldout
pad,1,79,0.55,0.5,6,4,9,4,heldout
pad,1,85,0.55,0.5,6,6,12,6,heldout
pad,1,97,0.55,0.5,5,4,8,4,heldout
pad,1,106,0.55,0.5,3,3,4,3,heldout
pad,1,108,0.55,0.5,7,4,7,4,heldout
pad,1,111,0.55,0.5,4,3,8,3,heldout
pad,1,113,0.55,0.5,7,3,8,3,heldout
pad,1,116,0.55,0.5,8,7,8,7,heldout
pad,1,121,0.55,0.5,3,1,5,1,heldout
pad,1,124,0.55,0.5,7,7,7,7,heldout
pad,1,125,0.55,0.5,5,5,8,5,heldout
pad,1,-1,0.575,0.3,93,84,161,84,val
pad,1,-1,0.575,0.5,93,72,161,72,val
pad,1,0,0.575,0.3,6,6,8,6,heldout
pad,1,17,0.575,0.3,2,2,12,2,heldout
pad,1,18,0.575,0.3,5,4,6,4,heldout
pad,1,27,0.575,0.3,1,1,14,1,heldout
pad,1,28,0.575,0.3,5,5,6,5,heldout
pad,1,33,0.575,0.3,2,2,2,2,heldout
pad,1,34,0.575,0.3,1,1,2,1,heldout
pad,1,37,0.575,0.3,3,3,6,3,heldout
pad,1,43,0.575,0.3,1,1,8,1,heldout
pad,1,45,0.575,0.3,4,4,4,4,heldout
pad,1,47,0.575,0.3,1,1,4,1,heldout
pad,1,54,0.575,0.3,9,8,9,8,heldout
pad,1,57,0.575,0.3,4,3,6,3,heldout
pad,1,66,0.575,0.3,9,7,8,7,heldout
pad,1,72,0.575,0.3,7,7,10,7,heldout
pad,1,77,0.575,0.3,8,8,10,8,heldout
pad,1,79,0.575,0.3,6,4,7,4,heldout
pad,1,85,0.575,0.3,6,6,12,6,heldout
pad,1,97,0.575,0.3,5,4,7,4,heldout
pad,1,106,0.575,0.3,3,3,3,3,heldout
pad,1,108,0.575,0.3,7,4,7,4,heldout
pad,1,111,0.575,0.3,4,3,7,3,heldout
pad,1,113,0.575,0.3,7,7,9,7,heldout
pad,1,116,0.575,0.3,8,8,8,8,heldout
pad,1,121,0.575,0.3,3,3,4,3,heldout
pad,1,124,0.575,0.3,7,7,7,7,heldout
pad,1,125,0.575,0.3,5,5,7,5,heldout
pad,1,0,0.575,0.5,6,5,8,5,heldout
pad,1,17,0.575,0.5,2,2,12,2,heldout
pad,1,18,0.575,0.5,5,3,6,3,heldout
pad,1,27,0.575,0.5,1,1,14,1,heldout
pad,1,28,0.575,0.5,5,5,6,5,heldout
pad,1,33,0.575,0.5,2,2,2,2,heldout
pad,1,34,0.575,0.5,1,1,2,1,heldout
pad,1,37,0.575,0.5,3,2,6,2,heldout
pad,1,43,0.575,0.5,1,1,8,1,heldout
pad,1,45,0.575,0.5,4,3,4,3,heldout
pad,1,47,0.575,0.5,1,1,4,1,heldout
pad,1,54,0.575,0.5,9,7,9,7,heldout
pad,1,57,0.575,0.5,4,3,6,3,heldout
pad,1,66,0.575,0.5,9,5,8,5,heldout
pad,1,72,0.575,0.5,7,7,10,7,heldout
pad,1,77,0.575,0.5,8,7,10,7,heldout
pad,1,79,0.575,0.5,6,4,7,4,heldout
