cluster,area_m2,perim_m,compactness,elongation,solidity,rectangularity,n_pits,d_road_m,n_wells_50m,slope_mean,slope_std,slope_flatfrac,slope_annulus,edge_slope,slope_ratio,lrm11_relief,tpi15_mean,chm_in,chm_annulus,chm_deficit,n_pads
0,1844.6908301531048,184.25026872944701,0.6836351609266984,0.5467537186196729,0.9345287987178241,0.737239312108797,0.0,0.0,1.0,7.543376476728845,5.884630374742782,0.22529254196052728,4.929600715637207,5.383676886558533,1.5174067478849467,0.3337181091308591,0.017128939803993853,0.0736846923828125,0.05457305908203125,-0.01665496826171875,376
1,1402.0668204833316,164.40596524666114,0.6694663906224726,0.46402722403865865,0.9524599543079787,0.7640436633971408,1.0,0.0,1.0,11.911839861032599,8.319218576923877,0.10115722013754891,10.652702569961548,12.050865173339844,1.1069446481244931,0.44270172119140616,0.022913139430577552,0.1316375732421875,0.1343231201171875,0.01639556884765625,274
