pad_i,area_m2,perim_m,compactness,elongation,solidity,rectangularity,n_pits,d_road_m,n_wells_50m,slope_mean,slope_std,slope_flatfrac,slope_annulus,edge_slope,slope_ratio,lrm11_relief,tpi15_mean,chm_in,chm_annulus,chm_deficit
13,1200.3569063986138,170.03161144471417,0.5217481502277653,0.2901910419934663,0.942205289124287,0.799746087434626,1,4.219857319905515,0,16.355719776944163,11.728692434429053,0.08503118503118504,13.723380088806152,17.723581314086914,1.191814237535048,0.6277603149414063,-0.18666025903269556,0.194091796875,10.50421142578125,10.31011962890625
14,1228.6626627220853,163.0362772290964,0.5808634162290657,0.3861755901849802,0.9047072660549556,0.7554527693305557,1,0.0,1,13.08985071756188,10.686950432685126,0.10995934959349593,15.61784839630127,19.777249336242676,0.8381340620941046,0.5138137817382814,-0.13075938651232216,0.123504638671875,11.855422973632812,11.731918334960938
15,1064.388781225307,149.5924703897039,0.597710223065918,0.3561864289261109,0.9380730006819283,0.7736917572054216,1,0.0,1,19.78797678321166,13.213622964107428,0.05307656176608737,19.084558486938477,27.682130813598633,1.0368579811136112,0.725276184082031,0.012572503974595615,0.205291748046875,0.299957275390625,0.09466552734375
16,876.5577549077094,134.79681304054344,0.6062212440666485,0.3792276492752884,0.9350115205591112,0.7563315435213533,1,4.382082566456682,1,13.726455919714294,10.544302837519854,0.06812998859749145,11.769377708435059,15.436737060546875,1.1662856150734806,0.6165328979492187,-0.10335211933270827,10.476852416992188,0.2686767578125,-10.208175659179688
17,771.455960042271,127.14589132026366,0.5996755489283743,0.3693903167397422,0.9418386640041926,0.7810282497216373,1,0.0,2,10.606379716710752,7.4263841442711245,0.11650485436893204,10.017326831817627,12.061859130859375,1.0588034008256715,0.38248748779296865,-0.019984302705931434,0.06182861328125,0.0736236572265625,0.0117950439453125
18,1095.779360254846,144.487765999068,0.6595850863933862,0.42621027458810806,0.9500000296069544,0.8225225241507643,1,0.8552246757043822,1,14.11396610848461,12.81755321014427,0.23407170586891984,13.809516906738281,18.261686325073242,1.0220463325257796,0.6306457519531249,-0.26449757097082666,7.129180908203125,0.43682861328125,-6.692352294921875
19,1366.9826919771076,159.1498349572707,0.6782042307483694,0.46433376123022096,0.9779871222047702,0.7365798203633959,1,5.3122198151692315,2,10.129540351638152,9.085689177752153,0.18568027833730086,11.63383960723877,18.196788787841797,0.870696235603539,0.45343017578125,0.17537160697731644,0.094879150390625,0.16912841796875,0.074249267578125
20,1268.501954308651,148.90188538997032,0.7189531834439826,0.5640911652727325,0.9381846155342802,0.7749061204989555,1,10.97878907287362,1,12.252077221378403,9.78353339271029,0.1214622641509434,14.093456268310547,14.554795265197754,0.8693451051412757,0.5072906494140623,0.10828321085036176,0.1476287841796875,0.1412811279296875,-0.00634765625
21,1507.8719090080087,165.83383326240514,0.6890139825525331,0.47670639393986325,0.9775831275051589,0.720544352940165,1,22.898819453429898,1,12.81208330368616,8.950161565777318,0.1003483164703931,13.72459077835083,17.544306755065918,0.9335129557302314,0.36888427734374996,0.0221496673143608,0.0566558837890625,0.0982818603515625,0.0416259765625
22,1255.8794557700849,150.70933222624214,0.6948283485312647,0.6073850603400334,0.9327828576543422,0.7705300028638347,1,10.66341304589623,1,10.336171507005485,7.999315278714612,0.17101333864224566,9.959915161132812,10.407281875610352,1.037777063336941,0.4372161865234375,-0.12472860437689752,0.063812255859375,0.07086181640625,0.007049560546875
23,963.1017414851967,153.09774483303192,0.516350313707923,0.42332981041590867,0.9019233063645153,0.620218540259175,1,1.1826581419931745,1,13.195289601858438,10.323626465142642,0.24954557257855103,11.945242881774902,16.2506685256958,1.1046480789428532,0.4759368896484375,0.055907727649879904,0.1730194091796875,0.108245849609375,-0.0647735595703125
24,1576.9755332833172,157.4665876570417,0.7992046217365947,0.6856611688756181,0.9708267329908199,0.7815615003662254,0,0.0,1,13.79960188238694,10.76199322942087,0.19341042293679708,11.97434949874878,17.40352439880371,1.1524301912040302,0.4921997070312499,0.016168694365483426,0.09588623046875,0.12078857421875,0.02490234375
25,1673.7666741127825,222.4028977050434,0.42523000125115235,0.3549162523842484,0.7640769265397396,0.6166626195552236,1,0.0,2,6.563989687924687,5.023830653261082,0.2620937546802456,5.860787868499756,5.881486654281616,1.1199841787832763,0.26870727539062494,0.04472232011329705,4.45977783203125,13.28948974609375,8.8297119140625
26,890.7942066419632,138.85279407597923,0.5806012965475142,0.4045051923998752,0.9151393813845012,0.8094774113186111,1,0.0,1,7.240251547267946,5.528306769243289,0.24720044792833146,5.139533996582031,5.663994789123535,1.408736969554626,0.32995300292968743,-0.037955904594327405,9.43743896484375,16.1495361328125,6.71209716796875
27,1208.534748915929,145.48849671198437,0.7174831286382781,0.5163777797731718,0.9639102799705896,0.7746722800123008,1,9.07713372779174,1,8.7511897205849,7.140175289218957,0.12196639701306783,8.220403671264648,9.644822120666504,1.0645693411840194,0.416534423828125,-0.08621080988448973,0.09124755859375,5.1806640625,5.08941650390625
28,1348.5662355473755,164.28067204699698,0.627927067633561,0.4643389320642092,0.961630468500777,0.6693037988646546,1,0.0,1,8.907996440524728,7.2161480029822105,0.1958743727931611,9.608019351959229,9.001108169555664,0.9271418087546052,0.382354736328125,-0.034289201425588875,0.0639801025390625,0.08172607421875,0.0177459716796875
29,1319.3526047884516,161.0791496601511,0.6389870935886451,0.4140262117029217,0.9467119841375119,0.806007092230338,1,0.0,1,8.283518277247062,6.381178156856085,0.19863532979529946,6.93068790435791,7.682474136352539,1.1951942421240052,0.39508819580078125,0.05441782201574642,0.0673980712890625,0.053314208984375,-0.0140838623046875
30,1452.290759730463,149.54941581217957,0.8160072106530039,0.8112670057193044,0.9652535554080793,0.7771608139069242,0,5.872109953627988,1,19.913703877529464,12.08854499188405,0.020643385515224495,9.306839942932129,12.39970588684082,2.1396847909319083,0.7769836425781249,0.13568544149931996,0.229644775390625,0.08917236328125,-0.140472412109375
