cluster,area_m2,perim_m,compactness,elongation,solidity,rectangularity,n_pits,d_road_m,n_wells_50m,slope_mean,slope_std,slope_flatfrac,slope_annulus,edge_slope,slope_ratio,lrm11_relief,tpi15_mean,chm_in,chm_annulus,chm_deficit,n_pads
0,1620.9620908678478,168.15299523854924,0.7267856471145447,0.5880976232392784,0.9559611185975704,0.7596315350614704,1.0,0.0,1.0,7.799086680087912,5.997908574215322,0.2121011737477268,5.46802282333374,5.927155494689941,1.4040648330298795,0.334054565429687,0.0184283209299262,0.079437255859375,0.06353759765625,-0.013641357421875,241
1,2122.28224819669,213.70728986964227,0.5998784046882805,0.5012418605406957,0.9002901307976175,0.7034839520726428,0.0,0.0,1.0,7.6314069257721275,5.969748719600014,0.22185694120494304,4.642517924308777,5.28022038936615,1.57842445472658,0.3438865661621092,0.0178454943644751,0.0701904296875,0.0491485595703125,-0.0211334228515625,166
2,1415.2145952625842,165.51370762328295,0.664654002353746,0.457525956567138,0.9524138206741348,0.7639132547822087,1.0,0.0,1.0,12.234401056658587,8.52587139061292,0.0990019317450096,11.103538990020752,12.675312995910645,1.1017022271319443,0.4505172729492188,0.0221496673143608,0.134796142578125,0.14129638671875,0.0173187255859375,243
