x,y,kind
698455.2614932177,4646670.611294633,road
698723.7806472414,4646556.208063709,road
698745.2668135818,4646561.794411139,road
698765.4769058976,4646569.71743398,road
698778.8612342237,4646586.835258909,road
698787.0557398183,4646607.462689482,road
698788.0882306931,4646628.07129709,road
698779.9413228983,4646648.073718268,road
698779.9955448518,4646670.232349224,road
698779.1028548728,4646692.410497225,road
698778.4650124318,4646714.603119605,road
698777.4381577844,4646736.769865456,road
698736.3565703023,4646585.949785724,road
698738.1047261206,4646611.432911827,road
698739.2683614168,4646636.948174035,road
698739.9948978829,4646662.4768034285,road
698741.4526854876,4646687.938327982,road
698739.2907118385,4646713.387581657,road
698531.7274568506,4646693.158366141,road
698560.1721874699,4646678.116737507,road
698588.63575485,4646663.182985461,road
698455.2614932177,4646670.611294633,road
698477.8654669569,4646668.347805828,road
698500.486940525,4646667.988702487,road
698523.0791709798,4646665.61243675,road
698545.3318275769,4646661.111442112,road
698567.8939153779,4646659.609520274,road
698590.2280002923,4646663.605372671,road
698611.3638066953,4646671.612280781,road
698631.2109448692,4646682.664407875,road
698651.3455094339,4646693.147444216,road
698672.1557483386,4646702.256517788,road
697995.9132725052,4646511.112181933,road
697990.2283675508,4646548.5651706485,road
697988.9336426717,4646586.568510988,road
698250.8417945234,4646599.590634274,road
698235.9416671204,4646615.823163487,road
698220.3883280682,4646631.412711763,road
698202.1208231119,4646643.686378483,road
698198.8609180532,4646634.7154952,road
698203.4559097708,4646613.1651545055,road
698204.9606729876,4646591.178783683,road
698208.6327189102,4646569.458629764,road
698217.490222118,4646549.329513189,road
698227.7207206826,4646567.299743132,road
698235.1737713063,4646588.059567497,road
698250.8417945234,4646599.590634274,road
698180.2429686021,4646574.217059971,road
698177.5610861346,4646595.745788447,road
698174.0946364357,4646617.158822763,road
698170.9188085496,4646638.6018238785,road
698168.90460195,4646660.197965628,road
698169.6630449581,4646681.827145029,road
698179.2167036725,4646701.029277347,road
698184.7772375373,4646721.982353095,road
698193.7287236835,4646741.662285431,road
698209.4916261352,4646756.565159733,road
698224.060325507,4646772.438789194,road
698235.2980251461,4646790.926671702,road
698247.0835528567,4646809.028347891,road
698265.5687687906,4646820.24499887,road
698332.7014728612,4646789.099656045,road
698350.5683217961,4646767.294039658,road
698364.544561579,4646742.936267232,road
698378.3424949956,4646718.200371261,road
698391.85264434,4646693.330779707,road
698058.1704430175,4646844.963372311,road
698056.406715952,4646822.63505177,road
698047.592891045,4646801.816063283,road
698035.9052134737,4646782.380048849,road
698021.3916527266,4646765.132437736,road
698006.8011701122,4646747.774318568,road
697991.1049192232,4646731.405619344,road
697978.3132564214,4646716.179543348,road
697982.373948444,4646693.863805762,road
697982.9999094403,4646671.459379308,road
697980.4910565583,4646648.922024016,road
698037.2520029829,4646784.390776194,road
698060.8591170341,4646802.433040329,road
698081.0478062693,4646798.298316067,road
698071.7791254168,4646770.114800121,road
697955.3105428105,4646655.839508969,road
697954.7049686352,4646677.56152506,road
697952.0357744303,4646698.914472953,road
697951.7638522269,4646720.575256885,road
697958.339683734,4646741.208708174,road
697967.7114934649,4646760.805702114,road
697977.4680948582,4646780.222738215,road
697987.0558848535,4646799.719640413,road
697997.5752059759,4646818.463461442,road
698013.6583268535,4646832.922525909,road
698033.807395705,4646838.580633901,road
698054.6831005057,4646844.113578684,road
698062.6449872053,4646861.367728845,road
698065.9705345543,4646882.841854568,road
698076.3709864552,4646895.611317524,road
698083.1144342334,4646916.2512581665,road
698093.1270220447,4646935.537543149,road
698101.9090615234,4646955.411308606,road
698112.6039534344,4646974.259845633,road
698107.8941027084,4646884.598925779,road
698130.1964819066,4646885.449543583,road
698152.5049452833,4646886.115919568,road
698174.698988252,4646888.35689783,road
698196.9698713545,4646889.437966356,road
698219.1350956128,4646891.615765744,road
698239.1757406152,4646882.880142866,road
698257.0309721639,4646870.105216514,road
698264.7922706014,4646849.849091593,road
698266.1147393228,4646827.616471521,road
698263.7961965029,4646805.530556149,road
698265.3304366898,4646783.282698977,road
698261.5490038836,4646761.804781566,road
698261.5490038836,4646761.804781566,road
698283.6248713959,4646771.146978097,road
698306.9604658692,4646776.5541614825,road
698328.8931654884,4646786.309738022,road
698345.1450368988,4646803.37441083,road
698359.9865333186,4646822.241024015,road
698374.0779166718,4646841.6739499075,road
698388.157908438,4646861.115476104,road
698405.4194775524,4646877.771829088,road
698423.8515889287,4646893.14961759,road
698061.7650266191,4646851.653646406,road
698099.6273319469,4646885.458687751,road
698975.1991748064,4647358.255773743,road
698987.3424933885,4647340.389204626,road
698999.4858119704,4647322.52263551,road
699013.1053204868,4647305.871512612,road
699028.3088637211,4647290.52463178,road
699043.5124069554,4647275.177750947,road
699058.7159501896,4647259.830870114,road
699074.738961254,4647245.352095977,road
699090.936024432,4647231.057704679,road
699106.8587634175,4647216.472541804,road
699122.0710054298,4647201.134283392,road
699137.2832474423,4647185.796024979,road
699152.6236082701,4647170.587249034,road
699168.1220592067,4647155.538245853,road
699183.6205101433,4647140.489242672,road
699199.11896108,4647125.440239492,road
699214.689106607,4647110.465950913,road
699230.364416472,4647095.60125654,road
699246.0397263371,4647080.736562166,road
699261.715036202,4647065.871867794,road
699277.390346067,4647051.00717342,road
699293.0656559321,4647036.142479047,road
699223.7898726844,4647186.399673915,road
699223.3939413304,4647215.686693071,road
699229.4003533813,4647244.66781735,road
699244.7399874096,4647270.262460462,road
699263.8139156268,4647293.139136901,road
699033.7151338074,4647362.645554396,road
699046.7835900397,4647343.776932567,road
699059.4046478698,4647324.672471949,road
699072.2133058265,4647305.559476201,road
699090.8086506341,4647292.8931038445,road
699112.0189679345,4647284.3481203085,road
699125.0019085268,4647265.5287557375,road
699135.3796506034,4647245.094518018,road
699154.8915073819,4647233.536686798,road
699175.4198044327,4647223.556821046,road
699191.8339950724,4647207.46289871,road
699205.0504697937,4647188.62068755,road
699223.4231270377,4647176.663753025,road
699169.4622199453,4647371.049554648,road
699184.5862860088,4647351.020427032,road
699199.7509114486,4647331.030405426,road
699213.1183322691,4647309.78930835,road
699228.7088882433,4647290.371420019,road
699245.9654593365,4647272.17357693,road
699263.8139156268,4647293.139136901,road
699264.3935279575,4647316.523670903,road
699264.6406175105,4647339.913299085,road
699261.5092746813,4647363.002055137,road
699254.3215021713,4647385.196746104,road
699246.4316468758,4647407.216400062,road
699251.6360654848,4647416.087850758,road
698975.1383937385,4647358.251214289,road
698996.7936123274,4647359.875792759,road
699018.4488309164,4647361.500371227,road
699040.1040495053,4647363.1249496965,road
699061.7662114197,4647364.639473218,road
699083.4539002911,4647365.749382562,road
699105.1415891625,4647366.859291907,road
699126.8292780339,4647367.969201252,road
699148.5169669053,4647369.079110597,road
699170.1327599211,4647371.119049969,road
699191.7333588963,4647373.355536332,road
699213.3339578714,4647375.592022696,road
699234.9629744699,4647377.500046346,road
699256.6267195984,4647379.0066631995,road
699029.5341927645,4647432.834421742,road
699044.3367221123,4647409.680264732,road
699059.8572284076,4647387.134265339,road
699082.6751540762,4647372.327697561,road
699102.0828976195,4647354.359405247,road
699118.6168096339,4647332.555397944,road
698975.1383937385,4647358.251214289,road
698958.8344730369,4647378.89333201,road
698942.437323382,4647399.461275491,road
698925.987374017,4647419.987210795,road
698909.5627200855,4647440.533381572,road
698893.1492487425,4647461.088498033,road
698876.7357773995,4647481.643614493,road
699051.491364243,4647433.587641515,road
699026.255906636,4647432.66921759,road
699001.0040040538,4647431.39668707,road
698975.8208518522,4647429.1614640895,road
698950.6443821312,4647426.832668193,road
698925.382353639,4647425.92514458,road
699061.4352506819,4647489.176233907,road
699078.5152898851,4647473.52779991,road
699097.3764266354,4647460.180457937,road
699114.5217152671,4647444.603542212,road
699131.6670038986,4647429.026626488,road
699143.838018273,4647409.534925914,road
699155.7425640294,4647389.714287898,road
699169.4622199453,4647371.049554648,road
698476.2085983292,4646668.513706073,road
698498.1502947833,4646677.511165518,road
698519.2764888274,4646688.198650208,road
698539.5189357527,4646700.546045411,road
698560.1910705807,4646712.141224862,road
698581.4671649919,4646722.6141683925,road
698600.9637885079,4646735.80034915,road
698640.1788803847,4646959.338631541,road
698660.9297256068,4646962.845117321,road
698681.6805708288,4646966.351603103,road
698702.3286199698,4646970.417977891,road
698722.3771370238,4646970.86430302,road
698737.7713593256,4646957.173553896,road
698748.4708218034,4646939.222450885,road
698756.6953054207,4646919.851057306,road
698765.7848720803,4646900.9683339065,road
698778.1097326922,4646883.910028345,road
698790.2740256834,4646866.736706127,road
698800.6043516083,4646848.46756229,road
698809.9639962193,4646829.61842245,road
698819.231413141,4646810.724551345,road
698828.2386693059,4646791.704499916,road
698836.1524665566,4646772.339286742,road
698839.6972554191,4646751.594950361,road
698843.2173793662,4646730.848564327,road
698843.1452739375,4646709.803664213,road
698843.0731685087,4646688.7587641,road
698842.0030826622,4646667.760421675,road
698840.1155697703,4646646.800213779,road
698837.1990371193,4646625.994897954,road
698831.0912271142,4646605.934517918,road
698823.316281961,4646586.378361654,road
698815.4468380604,4646566.862040753,road
698806.8757103143,4646547.641510346,road
698798.3045825682,4646528.420979939,road
698790.033639231,4646509.070506476,road
698782.8696960572,4646489.469006651,road
698782.8839965123,4646468.42398787,road
698782.8982969674,4646447.37896909,road
698720.3315358971,4646839.646566943,road
698697.5918924193,4646836.774256531,road
698674.8115204687,4646834.42767709,road
698651.9646317471,4646835.622043049,road
698629.1625228404,4646837.545014708,road
698606.65749396,4646833.4561709985,road
698583.9314564104,4646830.809860895,road
698561.069217789,4646831.6751494715,road
698720.1139328824,4646839.662294322,road
698748.2436508192,4646836.53555196,road
698776.3811216581,4646837.608507601,road
698804.5640945104,4646840.493067947,road
698623.667738958,4646917.785478192,road
698647.0911376686,4646916.268229777,road
698669.8917632265,4646922.67666014,road
698693.4831328342,4646920.102163754,road
698716.98293543,4646916.045791748,road
698740.1028695734,4646910.335437513,road
698763.1933547748,4646904.545990461,road
698423.8515889287,4646893.14961759,road
698442.5192243845,4646916.189889011,road
698456.3103140318,4646942.541034021,road
698474.5353464077,4646965.863503162,road
698473.4251069983,4646964.725763632,road
698500.7275491531,4646989.364055826,road
698523.352457972,4647018.116090468,road
698488.3517078217,4646983.938000595,road
698483.7503730973,4647007.113963565,road
698481.4199219138,4647030.643409692,road
698480.9556375024,4647054.280405012,road
698477.8893342743,4647077.652870247,road
698470.0519472458,4647099.752369017,road
698454.1912159021,4647116.924318862,road
698434.0573827659,4647129.18039867,road
698412.9993448157,4647138.918382126,road
698390.0137558866,4647144.465654347,road
698406.5057938127,4647252.144557317,road
698424.7501823165,4647238.861030489,road
698442.9945708202,4647225.577503661,road
698460.745791699,4647211.644193168,road
698477.6121381874,4647196.725025067,road
698494.1928726344,4647181.530548808,road
698511.22880124,4647166.839694595,road
698525.2470200224,4647149.187911279,road
698536.2858345853,4647129.505650978,road
698819.2353380101,4648433.511166269,road
698819.3263592679,4648456.191581604,road
698818.340320244,4648478.823055005,road
698815.6417834178,4648501.341283243,road
698812.684257569,4648523.8214656,road
698806.3126746197,4648545.584583876,road
698794.4358049522,4648563.622721428,road
698774.6601557685,4648574.345407144,road
698752.9622937281,4648580.787386698,road
700376.6887104444,4647178.219531226,road
700396.3124229852,4647189.655954663,road
700415.656828629,4647201.498929914,road
700437.1818184908,4647207.965034743,road
700459.8729234268,4647209.064618608,road
700480.9825454149,4647216.1458616555,road
700495.81032263,4647233.328996143,road
700505.6918142182,4647253.4511519205,road
700516.5708308263,4647272.977111525,road
700376.6887104444,4647178.219531226,road
700353.8752842698,4647192.980494531,road
700352.8788901438,4647218.299485407,road
700361.308317506,4647244.322360048,road
700365.8209049541,4647271.328759481,road
700371.6787102543,4647297.504527688,road
700319.3792568166,4647234.166058806,road
700341.1676049782,4647254.580805253,road
700365.775857997,4647271.083871142,road
700168.0731179194,4647274.343993201,road
700124.9278543208,4647270.181516771,road
700071.2816670238,4647262.160028391,road
700069.8235721224,4647287.330120047,road
700080.5285490772,4647305.654582769,road
700104.5965786756,4647312.166859355,road
700128.0189013418,4647305.271559225,road
700148.493977706,4647290.946422099,road
700106.4196515682,4647321.943138807,road
700131.7732674556,4647316.613070579,road
700154.3133899121,4647303.177139087,road
700178.7307055318,4647294.602558056,road
700204.9823283097,4647294.452690249,road
700231.2336350331,4647295.103790721,road
700369.7463463952,4647340.073746233,road
700347.9061928749,4647328.372402553,road
700325.1788870658,4647317.728962531,road
700302.5342964109,4647306.923320686,road
700286.1196593567,4647290.203421702,road
700017.8837702146,4647416.8601642605,road
700039.277343577,4647412.611995158,road
700060.3431569152,4647407.388085728,road
700079.9629842736,4647397.859481614,road
700098.2604552982,4647386.133851919,road
700115.7239238482,4647373.071290221,road
700132.8545523728,4647359.570420313,road
700148.3503447889,4647344.341181994,road
700162.7824324137,4647327.987382169,road
700180.3482137424,4647315.645495061,road
700199.8460055101,4647305.90853174,road
700220.2672118107,4647298.2465310125,road
700241.4076457731,4647293.131616897,road
700262.9543094756,4647290.335450421,road
700284.7652349515,4647290.211145072,road
700306.469117422,4647292.18226554,road
700328.1718161135,4647294.329964732,road
700349.9252631839,4647295.917246209,road
700371.6787102543,4647297.504527688,road
700374.142022072,4647431.894384923,road
700382.0053461272,4647405.413706192,road
700387.1547285067,4647378.405062731,road
700387.1135088295,4647350.75691338,road
700380.7696776032,4647323.891022355,road
700371.6258523398,4647297.771969293,road
700459.7328091052,4647437.280584259,road
700469.8058435324,4647412.231282139,road
700475.7210006695,4647385.940323478,road
700478.4686267969,4647359.166107295,road
700468.1787756869,4647334.7822966175,road
700457.4836787883,4647310.142733763,road
699408.1525946737,4647281.798406409,road
699440.2869632082,4647279.379841407,road
699505.1683047694,4647265.255084373,road
699487.3058261658,4647280.3860352775,road
699467.1146358408,4647292.160919782,road
699446.2991099622,4647302.817862644,road
699424.6415873388,4647311.68203887,road
699403.9404059674,4647322.464099352,road
699382.0289514082,4647330.464232591,road
699365.2166815228,4647321.314864474,road
699556.2122156256,4647323.514789142,road
699585.2807086401,4647309.703796929,road
699614.3512614433,4647295.799834752,road
699427.8014169824,4647272.440712674,road
699407.0009662614,4647282.346891383,road
699388.8246687829,4647295.745612457,road
699374.0588888259,4647313.219890623,road
699357.1263799857,4647328.840037698,road
699337.3563294873,4647340.66784328,road
699317.9203882288,4647352.861080579,road
699302.7975820358,4647370.240848135,road
699287.3577793268,4647387.34009606,road
699269.7025043827,4647402.044996984,road
699251.6360654848,4647416.087850758,road
699373.3074827633,4647333.09937317,road
699349.879843401,4647351.231602421,road
699330.03172796,4647373.042608195,road
699307.2398907485,4647391.863435216,road
699278.9359782557,4647394.965087738,road
699644.6302805345,4647370.068432755,road
699617.0311075876,4647369.292331649,road
699589.4319316307,4647368.516337594,road
699561.8966098182,4647367.222417298,road
699536.3539421195,4647362.251937293,road
699419.8696870836,4647313.493967835,road
699440.9229894234,4647315.573937799,road
699462.0293938335,4647316.652523812,road
699483.1668141288,4647317.21292334,road
699504.2533782496,4647318.9230777295,road
699525.3875424992,4647319.760873748,road
699546.3860314051,4647322.009471196,road
699567.2906320917,4647325.259560099,road
699588.0441718469,4647329.30871469,road
699608.6640751144,4647334.039645932,road
699590.9219100437,4647342.4302518265,road
699571.1456367981,4647349.891231887,road
699551.4275834203,4647357.510558231,road
699531.1879636223,4647362.911255023,road
699510.1560052731,4647365.089748851,road
699489.0321808333,4647366.069106183,road
699467.8847290167,4647365.474887265,road
699446.7307872702,4647365.330599884,road
699426.8716309916,4647371.936077751,road
699407.3044791174,4647379.97346554,road
699388.5813128173,4647389.822874567,road
699369.8581465172,4647399.672283593,road
699351.0655613672,4647409.377425588,road
699331.6858813205,4647417.862460399,road
699312.5875138601,4647426.945753053,road
699293.6912369949,4647436.458824853,road
699275.2158285431,4647446.754271605,road
699256.8635349065,4647457.278583114,road
699341.8335862935,4647358.667393615,road
699363.945171213,4647378.799655186,road
699344.0069555828,4647412.467887708,road
699194.1543879765,4647452.838436758,road
699215.5423983444,4647457.427969454,road
699237.3464577652,4647457.9171463465,road
699259.1995855059,4647457.133083406,road
699281.0275622756,4647456.129957164,road
699302.8178464763,4647458.05201656,road
699324.4876744167,4647461.007738711,road
699346.1607220626,4647463.770427757,road
699368.0336674154,4647463.4787782105,road
699389.902438565,4647463.0270362245,road
699411.7599555228,4647462.469195015,road
699433.6126602078,4647463.454129439,road
699455.4773159042,4647464.073154076,road
699477.3477171721,4647464.516263823,road
699499.21811844,4647464.95937357,road
699521.0904094313,4647465.132917989,road
699542.9648735421,4647464.996471175,road
699114.9181383614,4647517.4381474545,road
699136.295931586,4647522.255448749,road
699157.7994848664,4647523.385648418,road
699179.466945244,4647520.123083967,road
699201.3016372843,4647518.3039136175,road
699222.7068126464,4647514.175891719,road
699244.4439848003,4647511.421641702,road
699265.9747024174,4647507.402109316,road
699287.7682001641,4647505.189389912,road
699309.6253632649,4647503.853139865,road
699331.2503246532,4647500.859529202,road
699352.797938487,4647496.869946143,road
699374.3455523208,4647492.880363083,road
699395.8667271145,4647488.750691012,road
699417.3862380879,4647484.612203077,road
699439.0426697138,4647481.492166918,road
699460.8911002357,4647479.800268976,road
700107.9038019241,4647379.080603822,road
700067.9782903899,4647379.867525386,road
700028.0258055128,4647379.28595543,road
700371.3613154353,4647297.529966448,road
700388.73388682,4647313.422772134,road
700402.8423546645,4647331.921867498,road
700413.0376770279,4647353.052379104,road
700421.0009286868,4647375.210315201,road
700423.0524059323,4647398.54451724,road
700424.1774048455,4647422.063060701,road
700424.2857294404,4647445.591554048,road
700422.6867573771,4647469.01280911,road
700417.6346357382,4647492.00984318,road
700090.4725644268,4647391.829982091,road
700121.2081220219,4647392.915646817,road
700151.8733009935,4647391.972379137,road
700181.405579936,4647400.481455188,road
700465.0260168364,4647454.289080296,road
700480.7962644192,4647436.073358477,road
700494.7053108265,4647416.56920375,road
700501.6784158023,4647393.593379812,road
700507.7329700951,4647370.311835633,road
700506.7832455741,4647346.482345108,road
700423.2852922556,4647403.412896481,road
700448.1361923363,4647422.392144875,road
700465.08553717,4647448.599092784,road
700530.3367625658,4647341.644089929,road
700534.3635816502,4647364.807039053,road
700533.7554898894,4647388.095634881,road
700527.1855901269,4647410.609604185,road
700521.6355874023,4647433.448402001,road
700513.6441674168,4647455.552449862,road
700504.1841977644,4647477.041644327,road
700491.9704690505,4647496.962926156,road
700486.7752100669,4647519.614802267,road
700488.0874038207,4647542.98064538,road
700357.4112041023,4647491.033587413,road
700372.1597001108,4647463.527992216,road
700374.142022072,4647431.894384923,road
700314.4600313427,4647589.0898302635,road
700300.7028580444,4647569.691600629,road
700284.8815303387,4647551.847182206,road
700273.7147791634,4647530.804610448,road
700268.9379488735,4647507.654983061,road
700270.2467286777,4647483.817622338,road
700273.6440800738,4647460.156578782,road
700277.3943881228,4647436.547572236,road
700279.8058506954,4647412.775862891,road
700280.6702005542,4647388.90903368,road
700465.08553717,4647448.599092784,road
700464.5552087943,4647477.453368094,road
700464.9355066996,4647506.266449305,road
700475.0241199713,4647533.083731543,road
700533.2205224709,4647548.517849392,road
700522.0249661674,4647519.619683085,road
700533.6681603909,4647490.475826289,road
700547.3358658617,4647461.530991717,road
700106.4196515682,4647321.943138807,road
700084.3103513856,4647320.099936269,road
700062.2452163697,4647317.811088763,road
700040.1700657537,4647315.623972009,road
700018.0429909251,4647315.7108607795,road
699995.8669733697,4647316.013142687,road
699974.4774381669,4647310.843544992,road
699955.1540854622,4647299.992663795,road
699935.1381900879,4647290.45423027,road
699943.9009152176,4647306.397275037,road
699955.8371153683,4647325.098763644,road
699968.6763335132,4647343.189490936,road
699981.6313121687,4647361.199706966,road
699994.8928042734,4647378.985976314,road
700006.9681457293,4647397.545203938,road
700017.8837702146,4647416.8601642605,road
700087.7254333142,4647393.839268696,road
700061.647404492,4647393.155768379,road
700035.5857981044,4647392.017002377,road
700010.2393075293,4647387.113113296,road
699989.3239122063,4647371.51695848,road
700017.8837702146,4647416.8601642605,road
699995.896812683,4647420.2591424305,road
699975.7346191154,4647431.967500499,road
699956.6721629668,4647446.037316057,road
699935.7377688886,4647457.008673883,road
699918.8287993578,4647473.9795938125,road
699904.1656430725,4647492.774320534,road
699518.7630211583,4647675.649947722,road
699540.5071741783,4647670.608679831,road
699562.2513271981,4647665.56741194,road
699583.9391410953,4647660.293206213,road
699605.6043576255,4647654.928857918,road
699627.4310914915,4647650.258069842,road
699649.2650735414,4647645.6268613655,road
699671.3305399846,4647642.259701857,road
699693.3960064277,4647638.892542349,road
699715.4466784054,4647635.437376132,road
699737.4002614587,4647631.404664436,road
699759.353844512,4647627.37195274,road
699781.3852502406,4647623.898074693,road
699803.6053523084,4647621.779198433,road
699825.8312580208,4647619.737701082,road
699848.1188287303,4647618.518371604,road
699870.4063994399,4647617.299042128,road
699747.3543805258,4647690.884330863,road
699769.1635316041,4647685.39055433,road
699790.8209337381,4647679.347337791,road
699812.3582498833,4647672.86932385,road
699834.3121358958,4647668.352629571,road
699856.62318926,4647665.517572406,road
699878.6056187161,4647660.785219651,road
699900.9728003341,4647658.800213118,road
699923.4526262662,4647658.57896082,road
699945.924547276,4647659.371023528,road
699967.8817681001,4647656.493540942,road
699989.907578683,4647652.294098167,road
700012.1711229244,4647652.31146132,road
700032.868465147,4647660.385735389,road
700051.5312939268,4647672.758880336,road
700067.3103346156,4647688.43795648,road
700080.8984691828,4647706.331871901,road
699583.0871504236,4647674.431305379,road
699606.9257815038,4647678.611915614,road
699630.9429303827,4647681.573410518,road
699655.0293952113,4647683.893836351,road
699679.1645410961,4647685.3885485595,road
699702.8795291313,4647690.092432032,road
699726.8647149294,4647693.2241209885,road
699750.565458401,4647690.075445607,road
699897.8145694026,4647743.352642216,road
699924.2201381456,4647728.682710469,road
699939.6726124341,4647703.178098357,road
699892.9510685711,4647700.481365573,road
699914.7176877056,4647729.046592729,road
699944.3595015747,4647749.221949895,road
700077.2852180994,4647701.905048838,road
700055.3862183054,4647704.092257647,road
700033.3848355,4647704.404356914,road
700011.382696437,4647704.097615194,road
699989.3834718576,4647703.477782749,road
699967.3849228269,4647703.5881324615,road
699945.3860384093,4647703.339031445,road
699923.3868082258,4647702.719397938,road
699901.4252593765,4647701.335423732,road
699879.4829421889,4647699.831954804,road
699857.5116344509,4647698.676481121,road
699838.6941635793,4647708.886733109,road
699822.2607257053,4647723.282656847,road
699802.143105078,4647732.075340215,road
699781.347336438,4647739.259307127,road
699760.4546062945,4647746.140307378,road
699745.5684235217,4647761.35135607,road
699735.8850129979,4647780.956494076,road
700034.527973685,4647751.942401986,road
700026.7343479395,4647753.089148865,road
700331.3679275864,4647426.662738283,road
700341.1255977259,4647449.408864772,road
700350.0500140375,4647472.489585196,road
700359.033717363,4647495.538426128,road
700364.9344309731,4647519.566860579,road
700369.6487810035,4647543.863631183,road
700371.0121416961,4647568.1293440685,road
700360.6918031349,4647590.275636588,road
700360.0380405326,4647614.918802805,road
700447.267863614,4647524.469948077,road
700472.1342996571,4647531.917588249,road
700495.1108218641,4647543.9116302915,road
700520.673977062,4647548.407092975,road
700546.6399348595,4647549.038144138,road
700572.577650433,4647550.310092084,road
700446.5765183212,4647523.619871468,road
700463.8212530317,4647547.609629483,road
700483.7743205575,4647569.105035984,road
700510.7179157351,4647578.86448393,road
700539.0345765825,4647587.188812331,road
700380.3765751551,4647534.848661908,road
700395.0056244902,4647552.943804919,road
700409.8111279387,4647570.894769843,road
700427.4847526746,4647585.837019645,road
700445.2988051989,4647600.795701683,road
700463.1181564031,4647615.756251018,road
700481.3636414383,4647630.148197998,road
700501.4293881982,4647641.653649233,road
700522.8152327375,4647650.793374021,road
700544.8615673058,4647657.682303124,road
700567.9839911668,4647660.043712301,road
700590.2318592238,4647653.597907961,road
700319.3894606194,4647591.5775603475,road
700335.2605535851,4647618.479713217,road
700348.8340048428,4647646.409499051,road
700350.161207444,4647677.50019076,road
700585.0847400471,4647617.679485238,road
700556.5270963013,4647636.982621879,road
700525.5398745484,4647652.1426441595,road
700314.4600313427,4647589.0898302635,road
700334.8569727443,4647599.3835915765,road
700354.4581526036,4647611.0065979455,road
700373.1490079105,4647624.145174545,road
700391.2748661418,4647638.0538051,road
700409.4007243732,4647651.962435653,road
700425.4563959418,4647668.148484702,road
700440.6760595266,4647685.145451588,road
700453.3802005579,4647704.130349999,road
700468.022351762,4647721.668997286,road
700484.1887623487,4647737.781339662,road
700502.1222756705,4647751.788881573,road
700364.9946622311,4647618.394047158,road
700365.547359067,4647643.421142964,road
700368.0744397708,4647668.281508188,road
700374.0798923627,4647692.416696861,road
700385.0304984115,4647714.7336469535,road
700402.9127977277,4647731.928720718,road
700402.9127977277,4647731.928720718,road
700425.3136302806,4647710.831045513,road
700453.9810848357,4647704.850095693,road
700116.3045337372,4647750.9452848565,road
700080.8984691828,4647706.331871901,road
699641.3131072137,4647724.318614501,road
699668.6695821247,4647730.749659349,road
699692.3768979928,4647745.847904169,road
699714.5613649715,4647763.124845744,road
699736.4300221256,4647780.805802983,road
699894.6063280161,4647786.387625969,road
699918.8215739375,4647768.570005845,road
699940.857554282,4647748.615386336,road
699894.6063280161,4647786.387625969,road
699919.01553701,4647786.722556403,road
699943.4212568682,4647786.156215818,road
699967.7735411876,4647787.463378293,road
699991.6345605846,4647792.147661013,road
700015.7999598547,4647789.408690042,road
700039.8998471686,4647785.603873614,road
700064.291918165,4647785.02962638,road
699773.8327464527,4647772.824970337,road
699798.6553356884,4647783.66984016,road
699824.3261393051,4647792.340158195,road
699844.7077269723,4647807.929308703,road
699857.4767604948,4647831.8273495445,road
699840.0220501852,4647799.159773011,road
699869.1928836625,4647810.957121083,road
699893.5689161693,4647830.118936086,road
699881.3249566007,4647817.741219688,road
699921.1845604505,4647819.711328325,road
699960.3634529709,4647827.049185486,road
699742.1319868315,4647814.428427634,road
699763.4143872883,4647842.92661596,road
699757.6488969552,4647879.552462757,road
699871.697619713,4647877.736531327,road
699881.9014936201,4647829.094759167,road
700063.8477114744,4647848.529807503,road
700042.3069644567,4647841.707514668,road
700020.3165537316,4647836.504629281,road
699998.3579767657,4647831.247322908,road
699975.8428039772,4647829.696515607,road
699954.129179645,4647829.262316985,road
699932.3179530241,4647834.7897610795,road
699909.8236267153,4647833.879963116,road
699887.7963799962,4647829.260764521,road
699865.3417453541,4647829.846227759,road
699843.1523284898,4647833.7827385,road
699821.3070717041,4647839.168127526,road
699800.821702981,4647848.705628889,road
699780.7063253355,4647858.951996628,road
699764.4730211167,4647874.669266243,road
699745.2433068043,4647886.336606377,road
700007.9467310662,4647878.874774077,road
699988.1764236309,4647857.29239348,road
699962.355980865,4647843.284756348,road
699934.3250543003,4647834.474475012,road
699518.7630211583,4647675.649947722,road
699550.9627315373,4647677.97918664,road
699583.0871504236,4647674.431305379,road
699518.7630211583,4647675.649947722,road
699495.966677341,4647680.290239047,road
699473.5952168502,4647686.594034775,road
699452.0727371078,4647692.989969312,road
699463.5389083879,4647713.117861674,road
699473.3463208851,4647734.145459328,road
699485.767867867,4647753.722047388,road
699496.4528431442,4647773.913012808,road
699544.9047944646,4647728.438915318,road
699577.4615489955,4647728.214360674,road
699609.8683690181,4647726.582411224,road
699642.1130991307,4647724.369001649,road
699844.1799713895,4647759.441439772,road
699823.0049574424,4647761.921510489,road
699802.2163446011,4647766.393167598,road
699781.5839744036,4647771.694192432,road
699760.4875305196,4647774.771857434,road
699739.8159725034,4647779.869618271,road
699718.644615044,4647780.779460056,road
699697.3533311655,4647781.295921897,road
699676.1098448689,4647783.097658942,road
699654.8219870881,4647781.990661342,road
699633.5023828631,4647781.910398626,road
699612.2035194902,4647780.980902282,road
699590.8959095689,4647780.406158578,road
699569.5952495339,4647779.8069661055,road
699548.3276293593,4647778.316899488,road
699527.0600056335,4647776.826883556,road
699505.9178597096,4647774.468938596,road
699484.9714265317,4647775.945019058,road
