epoch,tr_loss,va_loss,score,sec,iou_bg,iou_road,iou_drainage
1,0.002161747990015359,0.003384540210873614,0.6075290968765263,375.422438621521,0.9780023075645541,0.6075290968765263,0.8012970569733187
2,0.0019265431010489242,0.003363294386824148,0.6080853871498834,360.9896275997162,0.9776606672944056,0.6080853871498834,0.79868670474938
3,0.0018590785324731633,0.003460917263332985,0.6120395604023006,367.3774936199188,0.9782488657198762,0.6120395604023006,0.801267253137235
4,0.001811860495424176,0.003506471112419942,0.6173200895524854,362.60465598106384,0.9783591117434564,0.6173200895524854,0.7962388642887285
5,0.0017713003244760113,0.0034776087922447946,0.6220720119216391,368.548460483551,0.9790534899710416,0.6220720119216391,0.8080021090512597
6,0.0017534842647989142,0.003550366380054141,0.6257240050392654,359.7554016113281,0.9794258893385449,0.6257240050392654,0.8115818105772526
7,0.0017136338442944531,0.0034237657364589716,0.6248912864174307,357.5055890083313,0.9792732366755388,0.6248912864174307,0.8056353701538082
8,0.0016767282405765658,0.0036359034268498686,0.6232235415555579,349.9651868343353,0.979394231516759,0.6232235415555579,0.8078412397381274
9,0.0016479233569016423,0.0035814840029265763,0.6330248798846928,355.74589490890503,0.9799676623423069,0.6330248798846928,0.8119953550122625
10,0.0016167878856145736,0.0037333414605530226,0.6285185341840437,360.632741689682,0.9794930189790253,0.6285185341840437,0.8064265688886008
11,0.001603669603355229,0.0036629904453041014,0.6351603493376273,369.22961831092834,0.9800908928803533,0.6351603493376273,0.8114470576696439
12,0.0015864045698123588,0.0036253454246088467,0.6335621387673454,356.6915330886841,0.9798215944510638,0.6335621387673454,0.8130038717369578
13,0.001585506847447111,0.0036485307907636187,0.6295621755040776,350.2021360397339,0.9796082911502539,0.6295621755040776,0.8118389022505678
14,0.001573113550780838,0.00356001970234566,0.6340793145086118,356.9057183265686,0.9803733958038969,0.6340793145086118,0.8216047347560995
15,0.0015670937644978013,0.0035513303257046942,0.6362161837660247,348.28557872772217,0.9801391884446355,0.6362161837660247,0.8107189702217605
