fold,prob_threshold,n_pred_heldout,n_heldout,recall_iou30,precision_iou30,f1_iou30,recall_iou50,containment,containment_hits,n_rims
2,0.55,128,95,0.9368421052631579,0.6953125,0.7982062780269058,0.8210526315789474,0.9787234042553191,92,94
2,0.6,123,95,0.9263157894736842,0.7154471544715447,0.8073394495412844,0.7473684210526316,0.9787234042553191,92,94
2,0.65,116,95,0.8210526315789474,0.6724137931034483,0.7393364928909952,0.6947368421052632,0.9468085106382979,89,94
2,0.7,112,95,0.7473684210526316,0.6339285714285714,0.6859903381642513,0.5052631578947369,0.9148936170212766,86,94
2,0.75,91,95,0.6421052631578947,0.6703296703296703,0.6559139784946236,0.3473684210526316,0.7872340425531915,74,94
2,0.8,68,95,0.45263157894736844,0.6323529411764706,0.5276073619631901,0.18947368421052632,0.6170212765957447,58,94
2,0.85,44,95,0.23157894736842105,0.5,0.31654676258992803,0.021052631578947368,0.4148936170212766,39,94
3,0.1,185,92,0.6956521739130435,0.34594594594594597,0.4620938628158845,0.1956521739130435,1.0,92,92
3,0.15,166,92,0.8369565217391305,0.463855421686747,0.5968992248062016,0.29347826086956524,0.9891304347826086,91,92
3,0.2,149,92,0.9021739130434783,0.5570469798657718,0.6887966804979252,0.4782608695652174,0.9782608695652174,90,92
3,0.25,142,92,0.9456521739130435,0.6126760563380281,0.7435897435897436,0.7391304347826086,0.9782608695652174,90,92
3,0.3,140,92,0.967391304347826,0.6357142857142857,0.7672413793103448,0.8804347826086957,0.9782608695652174,90,92
3,0.35,131,92,0.9782608695652174,0.6870229007633588,0.8071748878923768,0.8586956521739131,0.9782608695652174,90,92
3,0.4,126,92,0.9565217391304348,0.6984126984126984,0.8073394495412843,0.8586956521739131,0.9565217391304348,88,92
3,0.45,118,92,0.9456521739130435,0.7372881355932204,0.8285714285714286,0.8260869565217391,0.9456521739130435,87,92
3,0.5,114,92,0.9239130434782609,0.7456140350877193,0.8252427184466019,0.717391304347826,0.9456521739130435,87,92
3,0.55,107,92,0.8478260869565217,0.7289719626168224,0.7839195979899496,0.6413043478260869,0.9347826086956522,86,92
3,0.6,95,92,0.782608695652174,0.7578947368421053,0.7700534759358288,0.5217391304347826,0.8804347826086957,81,92
3,0.65,92,92,0.6413043478260869,0.6413043478260869,0.6413043478260869,0.33695652173913043,0.8260869565217391,76,92
3,0.7,82,92,0.5108695652173914,0.573170731707317,0.5402298850574713,0.13043478260869565,0.7717391304347826,71,92
3,0.75,63,92,0.32608695652173914,0.47619047619047616,0.3870967741935484,0.07608695652173914,0.6195652173913043,57,92
3,0.8,37,92,0.15217391304347827,0.3783783783783784,0.21705426356589147,0.021739130434782608,0.358695652173913,33,92
3,0.85,23,92,0.05434782608695652,0.21739130434782608,0.08695652173913045,0.0,0.22826086956521738,21,92
4,0.1,279,93,0.5483870967741935,0.1827956989247312,0.27419354838709675,0.16129032258064516,0.967741935483871,90,93
4,0.15,229,93,0.6774193548387096,0.27510917030567683,0.3913043478260869,0.17204301075268819,0.967741935483871,90,93
4,0.2,200,93,0.8387096774193549,0.39,0.5324232081911263,0.2903225806451613,0.967741935483871,90,93
4,0.25,175,93,0.9139784946236559,0.4857142857142857,0.6343283582089553,0.4838709677419355,0.967741935483871,90,93
4,0.3,165,93,0.946236559139785,0.5333333333333333,0.682170542635659,0.6881720430107527,0.956989247311828,89,93
4,0.35,158,93,0.956989247311828,0.5632911392405063,0.7091633466135459,0.8279569892473119,0.956989247311828,89,93
4,0.4,155,93,0.9247311827956989,0.5548387096774193,0.6935483870967741,0.8494623655913979,0.956989247311828,89,93
4,0.45,147,93,0.9032258064516129,0.5714285714285714,0.7000000000000001,0.8279569892473119,0.9354838709677419,87,93
4,0.5,141,93,0.8709677419354839,0.574468085106383,0.6923076923076925,0.7526881720430108,0.9139784946236559,85,93
4,0.55,132,93,0.8387096774193549,0.5909090909090909,0.6933333333333334,0.6559139784946236,0.9032258064516129,84,93
4,0.6,119,93,0.7741935483870968,0.6050420168067226,0.679245283018868,0.5483870967741935,0.8494623655913979,79,93
4,0.65,107,93,0.6989247311827957,0.6074766355140186,0.65,0.44086021505376344,0.8172043010752689,76,93
4,0.7,100,93,0.6021505376344086,0.56,0.5803108808290157,0.3763440860215054,0.7956989247311828,74,93
4,0.75,80,93,0.4731182795698925,0.55,0.508670520231214,0.26881720430107525,0.6774193548387096,63,93
4,0.8,68,93,0.3870967741935484,0.5294117647058824,0.4472049689440994,0.12903225806451613,0.5913978494623656,55,93
4,0.85,44,93,0.23655913978494625,0.5,0.32116788321167883,0.043010752688172046,0.43010752688172044,40,93
