pit_bottom_elev_m,rim_mean_elev_m,rim_max_elev_m,depth_from_rim_mean_m,depth_from_rim_max_m,rim_radius_m,effective_radius_m,diameter_m,aspect_ratio,rim_symmetry_std_m,volume_approx_m3,lrm5_depth_m,lrm11_depth_m,slope_inner_deg,original_index,tile,notes,max_zscore,mean_zscore,mahalanobis,iso_anomaly_score,PC1_depth_volume,PC2_size_vs_slope,PC3_rim_asymmetry,z_depth_from_rim_mean_m,z_depth_from_rim_max_m,z_rim_radius_m,z_effective_radius_m,z_diameter_m,z_aspect_ratio,z_rim_symmetry_std_m,z_volume_approx_m3,z_lrm5_depth_m,z_lrm11_depth_m,z_slope_inner_deg,anomaly_reason,anomaly_reason_zscore,anomaly_rank
424.7884,425.7568,426.5505,0.9684,1.7621,5.0000,5.5210,10.0000,0.0968,0.4420,25.3522,-0.2398,-0.7233,10.3187,324,9t,,1.2539,0.6498,2.2152,0.4311,-0.8005,2.2230,0.1708,0.6828,0.1880,-0.9120,-0.5809,-0.9120,1.2539,-0.5307,-0.3243,-0.6732,-1.0502,0.0396,aspect_ratio,1.2539,641
442.9632,443.9020,444.6216,0.9388,1.6584,6.0000,5.8310,12.0000,0.0782,0.3047,35.3924,-0.1291,-0.6203,7.1185,22,9t,,0.8149,0.3854,2.2146,0.4067,-0.0882,1.0686,-0.8826,0.6002,0.0417,-0.2115,0.2621,-0.2115,0.6315,-0.8149,0.1357,0.0739,-0.7727,-0.4830,rim_symmetry_std_m,-0.8149,642
478.9973,479.9955,480.4755,0.9982,1.4782,7.0000,6.0828,14.0000,0.0713,0.2232,51.2219,-0.1552,-0.6284,7.7644,432,9t,,0.9836,0.5838,2.2137,0.4249,0.8271,0.8210,-1.4438,0.7660,-0.2125,0.4889,0.9470,0.4889,0.3997,-0.9836,0.8610,-0.1026,-0.7945,-0.3775,rim_symmetry_std_m,-0.9836,643
493.1700,493.6848,494.0411,0.5148,0.8711,5.0000,5.3852,10.0000,0.0515,0.3227,13.4775,-0.1073,-0.3606,4.6632,740,mk5,,1.0687,0.6830,2.2074,0.4219,-2.3742,-0.0814,-0.3320,-0.5828,-1.0687,-0.9120,-0.9504,-0.9120,-0.2634,-0.7776,-0.8684,0.2208,-0.0731,-0.8839,depth_from_rim_max_m,-1.0687,644
393.0428,393.8466,394.3583,0.8038,1.3155,6.0000,6.0000,12.0000,0.0670,0.3087,30.3015,-0.0579,-0.4866,2.6434,236,9t,,1.2138,0.4682,2.2028,0.4254,-0.4660,0.1624,-1.6153,0.2235,-0.4420,-0.2115,0.7219,-0.2115,0.2551,-0.8068,-0.0975,0.5543,-0.4125,-1.2138,slope_inner_deg,-1.2138,645
489.2010,489.6700,489.9789,0.4690,0.7779,7.0000,5.8310,14.0000,0.0335,0.1513,24.0638,-0.1567,-0.3496,7.0355,200,9t,,1.2002,0.5622,2.1977,0.4367,-0.9991,-0.9243,-1.1337,-0.7107,-1.2002,0.4889,0.2621,0.4889,-0.8649,-1.1325,-0.3833,-0.1125,-0.0433,-0.4966,depth_from_rim_max_m,-1.2002,646
476.8108,477.2939,478.3575,0.4831,1.5468,6.5000,5.8310,13.0000,0.0372,0.4354,21.3727,-0.0696,-0.2696,3.4454,182,9t,,1.0828,0.4410,2.1976,0.4180,-0.6637,-1.0703,-1.1030,-0.6713,-0.1158,0.1387,0.2621,0.1387,-0.7425,-0.5444,-0.5067,0.4752,0.1723,-1.0828,slope_inner_deg,-1.0828,647
685.6680,686.0203,686.7619,0.3523,1.0939,7.5000,5.8310,15.0000,0.0235,0.5655,20.7519,-0.0750,-0.1885,3.3890,787,mkf,,1.1998,0.6966,2.1974,0.4060,-0.4722,-1.9858,-1.1805,-1.0362,-0.7544,0.8392,0.2621,0.8392,-1.1998,-0.2751,-0.5351,0.4390,0.3908,-1.0920,aspect_ratio,-1.1998,648
485.4002,486.0043,486.8267,0.6041,1.4265,4.0000,5.3852,8.0000,0.0755,0.3504,10.1217,-0.2314,-0.4995,9.4372,595,mk5,,1.6124,0.7496,2.1962,0.4333,-2.4324,1.4167,0.4234,-0.3336,-0.2854,-1.6124,-0.9504,-1.6124,0.5405,-0.7203,-1.0222,-0.6170,-0.4472,-0.1044,rim_radius_m,-1.6124,649
490.4272,491.3232,491.8992,0.8960,1.4720,7.0000,6.3246,14.0000,0.0640,0.3080,45.9744,-0.1227,-0.5058,6.4174,181,9t,,1.6046,0.5497,2.1955,0.4304,0.8430,0.1950,-1.8035,0.4807,-0.2212,0.4889,1.6046,0.4889,0.1553,-0.8081,0.6206,0.1170,-0.4643,-0.5975,effective_radius_m,1.6046,650
537.0337,537.5980,538.9344,0.5643,1.9008,7.5000,6.0828,15.0000,0.0376,0.8415,33.2418,-0.0542,-0.0683,5.1019,690,mk5,,0.9470,0.6018,2.1936,0.3964,0.9281,-1.6622,-0.9562,-0.4446,0.3835,0.8392,0.9470,0.8392,-0.7270,0.2962,0.0372,0.5795,0.7146,-0.8123,effective_radius_m,0.9470,651
620.7614,621.0866,621.7476,0.3253,0.9863,7.5000,5.6569,15.0000,0.0217,0.4663,19.1592,-0.0594,-0.0624,10.0698,599,mk5,,1.2601,0.6847,2.1902,0.4135,-0.6899,-2.1248,-0.1556,-1.1116,-0.9063,0.8392,-0.2114,0.8392,-1.2601,-0.4806,-0.6081,0.5440,0.7306,-0.0011,aspect_ratio,-1.2601,652
480.2713,481.1465,481.6519,0.8752,1.3806,5.0000,5.8310,10.0000,0.0875,0.2818,22.9130,-0.2541,-0.6894,12.7627,147,9t,,0.9590,0.6606,2.1890,0.4149,-1.0301,1.8946,-0.1432,0.4228,-0.3501,-0.9120,0.2621,-0.9120,0.9422,-0.8623,-0.4361,-0.7698,-0.9590,0.4387,lrm11_depth_m,-0.9590,653
464.5109,464.9245,465.5791,0.4136,1.0682,5.5000,5.8310,11.0000,0.0376,0.5091,13.1021,-0.0575,-0.2832,3.0458,168,9t,,1.1480,0.6261,2.1870,0.4339,-1.6566,-0.9963,-1.0252,-0.8651,-0.7907,-0.5618,0.2621,-0.5618,-0.7277,-0.3918,-0.8856,0.5574,0.1355,-1.1480,slope_inner_deg,-1.1480,654
563.6516,564.1057,564.6277,0.4542,0.9762,5.0000,5.3852,10.0000,0.0454,0.4533,11.8899,-0.1201,-0.3281,4.5390,820,mkf,,0.9504,0.6741,2.1837,0.4327,-2.3305,-0.2836,-0.2216,-0.7520,-0.9205,-0.9120,-0.9504,-0.9120,-0.4662,-0.5074,-0.9411,0.1345,0.0147,-0.9042,effective_radius_m,-0.9504,655
449.0960,450.0065,451.4745,0.9105,2.3785,7.0000,6.0828,14.0000,0.0650,0.7438,46.7213,-0.1329,-0.5549,6.2579,122,9t,,1.0574,0.5192,2.1778,0.4254,1.5346,0.3997,-1.0565,0.5213,1.0574,0.4889,0.9470,0.4889,0.1901,0.0940,0.6548,0.0484,-0.5966,-0.6235,depth_from_rim_max_m,1.0574,656
485.6237,486.0645,486.6629,0.4408,1.0392,4.5000,5.8310,9.0000,0.0490,0.3366,9.3474,-0.1200,-0.3124,5.8693,514,9t,,1.2622,0.6764,2.1760,0.4357,-2.3280,-0.1567,-0.6851,-0.7892,-0.8317,-1.2622,0.2621,-1.2622,-0.3471,-0.7489,-1.0576,0.1353,0.0568,-0.6870,rim_radius_m,-1.2622,657
550.4930,550.9496,552.1193,0.4565,1.6262,5.5000,5.8310,11.0000,0.0415,0.6076,14.4622,-0.0870,-0.3420,3.5133,640,mk5,,1.0717,0.4723,2.1738,0.4302,-1.1798,-0.6396,-0.8488,-0.7453,-0.0037,-0.5618,0.2621,-0.5618,-0.5971,-0.1880,-0.8233,0.3578,-0.0228,-1.0717,slope_inner_deg,-1.0717,658
454.6787,455.2422,455.6247,0.5635,0.9460,4.5000,5.0990,9.0000,0.0626,0.2360,11.9496,-0.2004,-0.4503,8.5643,58,9t,,1.7286,0.7852,2.1699,0.4373,-2.8047,0.8699,0.5100,-0.4469,-0.9631,-1.2622,-1.7286,-1.2622,0.1090,-0.9572,-0.9384,-0.4077,-0.3148,-0.2469,effective_radius_m,-1.7286,659
466.8468,467.2822,467.9284,0.4354,1.0816,6.5000,5.3852,13.0000,0.0335,0.4539,19.2636,-0.1782,-0.2453,13.2228,174,9t,,0.9504,0.5261,2.1692,0.4279,-1.2457,-0.7561,0.6326,-0.8043,-0.7718,0.1387,-0.9504,0.1387,-0.8651,-0.5061,-0.6033,-0.2573,0.2376,0.5138,effective_radius_m,-0.9504,660
457.6249,458.1928,458.5448,0.5679,0.9198,7.0000,6.0828,14.0000,0.0406,0.2046,29.1390,-0.1334,-0.3656,6.6645,175,9t,,1.0221,0.5318,2.1605,0.4269,-0.4608,-0.7861,-1.4884,-0.4347,-1.0000,0.4889,0.9470,0.4889,-0.6286,-1.0221,-0.1508,0.0451,-0.0865,-0.5571,rim_symmetry_std_m,-1.0221,661
509.5362,510.3232,512.1337,0.7870,2.5976,7.5000,6.0828,15.0000,0.0525,1.1866,46.3592,-0.1030,-0.3160,4.4140,638,mk5,,1.3663,0.6609,2.1593,0.4013,2.0788,-0.6371,-0.8533,0.1767,1.3663,0.8392,0.9470,0.8392,-0.2304,1.0106,0.6382,0.2503,0.0472,-0.9246,depth_from_rim_max_m,1.3663,662
566.2795,566.7665,568.2290,0.4869,1.9495,7.5000,6.2037,15.0000,0.0325,1.0902,28.6830,-0.0238,0.0107,5.4238,562,mk5,,1.2758,0.7655,2.1581,0.4074,1.0755,-2.1590,-0.8470,-0.6605,0.4522,0.8392,1.2758,0.8392,-0.8996,0.8109,-0.1717,0.7846,0.9276,-0.7597,effective_radius_m,1.2758,663
481.6884,482.3031,482.7690,0.6147,1.0805,7.0000,6.0000,14.0000,0.0439,0.2130,31.5396,-0.1698,-0.4422,8.4783,396,9t,,1.0047,0.4631,2.1579,0.4189,-0.3063,-0.3883,-1.1777,-0.3042,-0.7733,0.4889,0.7219,0.4889,-0.5168,-1.0047,-0.0408,-0.2007,-0.2930,-0.2610,rim_symmetry_std_m,-1.0047,664
475.3200,475.5233,476.0390,0.2032,0.7190,5.5000,5.5210,11.0000,0.0185,0.1871,6.4384,-0.0486,-0.1499,2.3248,289,9t,,1.4520,0.9485,2.1552,0.4660,-2.7455,-1.6432,-0.8831,-1.4520,-1.2833,-0.5618,-0.5809,-0.5618,-1.3674,-1.0584,-1.1909,0.6169,0.4948,-1.2658,depth_from_rim_mean_m,-1.4520,665
377.4231,378.0594,379.5643,0.6363,2.1412,7.5000,6.0000,15.0000,0.0424,1.0450,37.4807,-0.1585,-0.3687,5.0325,355,9t,,0.8392,0.5386,2.1545,0.3929,1.2834,-0.7849,-0.8578,-0.2438,0.7226,0.8392,0.7219,0.8392,-0.5665,0.7173,0.2314,-0.1246,-0.0950,-0.8236,rim_radius_m,0.8392,666
482.2502,482.7821,483.7131,0.5319,1.4629,4.5000,5.7439,9.0000,0.0591,0.4349,11.2791,-0.1616,-0.3825,7.5708,275,9t,,1.2622,0.5026,2.1534,0.4312,-1.9043,0.4168,-0.2597,-0.5351,-0.2341,-1.2622,0.0253,-1.2622,-0.0085,-0.5454,-0.9691,-0.1452,-0.1320,-0.4091,rim_radius_m,-1.2622,667
552.7200,553.4116,554.2642,0.6916,1.5442,7.5000,6.2037,15.0000,0.0461,0.8350,40.7380,-0.0830,-0.1750,3.4189,625,mk5,,1.2758,0.5608,2.1528,0.3980,1.0641,-1.2318,-1.4625,-0.0895,-0.1194,0.8392,1.2758,0.8392,-0.4432,0.2826,0.3806,0.3850,0.4270,-1.0871,effective_radius_m,1.2758,668
653.8613,654.3854,655.2778,0.5241,1.4165,7.5000,6.0828,15.0000,0.0349,0.7842,30.8726,-0.1162,-0.2297,5.9656,745,mk5,,0.9470,0.5145,2.1511,0.3957,0.5019,-1.4273,-1.0687,-0.5568,-0.2995,0.8392,0.9470,0.8392,-0.8167,0.1777,-0.0714,0.1609,0.2798,-0.6713,effective_radius_m,0.9470,669
482.4962,482.9734,483.2416,0.4772,0.7454,7.0000,5.8310,14.0000,0.0341,0.2271,24.4866,-0.1415,-0.2860,6.2881,78,9t,,1.2461,0.5559,2.1485,0.4285,-0.9511,-1.0729,-1.1327,-0.6877,-1.2461,0.4889,0.2621,0.4889,-0.8452,-0.9755,-0.3640,-0.0101,0.1281,-0.6186,depth_from_rim_max_m,-1.2461,670
480.4770,481.1185,481.8029,0.6415,1.3259,7.5000,5.8310,15.0000,0.0428,0.4718,37.7881,-0.1155,-0.3991,5.8130,403,9t,,0.8392,0.4459,2.1459,0.3871,0.2877,-0.7593,-1.0820,-0.2292,-0.4272,0.8392,0.2621,0.8392,-0.5548,-0.4691,0.2455,0.1658,-0.1767,-0.6962,rim_radius_m,0.8392,671
528.4938,529.5802,531.0181,1.0864,2.5243,7.5000,6.0828,15.0000,0.0724,1.0275,63.9958,-0.0802,-0.4084,7.3180,549,mk5,,1.4463,0.7747,2.1402,0.4166,2.6660,0.2424,-0.7183,1.0121,1.2629,0.8392,0.9470,0.8392,0.4373,0.6812,1.4463,0.4039,-0.2019,-0.4504,volume_approx_m3,1.4463,672
408.3118,409.3628,410.4233,1.0510,2.1115,7.5000,6.0828,15.0000,0.0701,1.0397,61.9069,-0.0638,-0.1241,12.0885,218,9t,,1.3506,0.7311,2.1399,0.4194,2.4362,-0.2861,-0.0341,0.9132,0.6808,0.8392,0.9470,0.8392,0.3583,0.7063,1.3506,0.5150,0.5641,0.3286,volume_approx_m3,1.3506,673
482.1728,482.6496,483.0638,0.4768,0.8910,7.0000,6.0828,14.0000,0.0341,0.2196,24.4662,-0.0344,-0.2482,1.2327,83,9t,,1.4441,0.7494,2.1398,0.4491,-0.7197,-1.5449,-2.0399,-0.6888,-1.0406,0.4889,0.9470,0.4889,-0.8462,-0.9912,-0.3649,0.7134,0.2299,-1.4441,slope_inner_deg,-1.4441,674
487.3722,488.1241,488.8703,0.7520,1.4981,5.5000,6.0000,11.0000,0.0684,0.4953,23.8202,-0.1312,-0.5411,7.2688,422,9t,,0.7219,0.3911,2.1387,0.4130,-0.6089,0.5690,-0.8588,0.0789,-0.1844,-0.5618,0.7219,-0.5618,0.3012,-0.4204,-0.3945,0.0595,-0.5593,-0.4585,effective_radius_m,0.7219,675
541.9601,542.2771,543.4769,0.3170,1.5168,7.5000,6.0000,15.0000,0.0211,1.1359,18.6738,0.1041,0.2772,9.9937,700,mk5,,1.6478,0.8922,2.1381,0.4454,0.4295,-3.3112,0.1288,-1.1346,-0.1580,0.8392,0.7219,0.8392,-1.2785,0.9056,-0.6303,1.6478,1.6455,-0.0135,lrm5_depth_m,1.6478,676
478.5124,479.4090,479.8590,0.8966,1.3467,5.0000,5.3852,10.0000,0.0897,0.2335,23.4739,-0.2480,-0.6830,10.8567,82,9t,,1.0139,0.7126,2.1324,0.4205,-1.4282,2.0325,0.2314,0.4826,-0.3980,-0.9120,-0.9504,-0.9120,1.0139,-0.9623,-0.4104,-0.7284,-0.9416,0.1274,aspect_ratio,1.0139,677
512.6405,513.4051,514.7835,0.7646,2.1430,7.5000,6.0000,15.0000,0.0510,0.7818,45.0379,-0.0790,-0.3757,5.9612,799,mk5,,0.8392,0.4971,2.1166,0.3875,1.4300,-0.5915,-0.9495,0.1142,0.7252,0.8392,0.7219,0.8392,-0.2804,0.1727,0.5777,0.4118,-0.1136,-0.6720,rim_radius_m,0.8392,678
633.2003,633.7557,635.4584,0.5554,2.2581,7.5000,5.8310,15.0000,0.0370,1.2079,32.7133,-0.0914,-0.1763,4.8613,829,mkf,,1.0545,0.6105,2.1136,0.3941,1.1752,-1.4349,-0.3749,-0.4696,0.8874,0.8392,0.2621,0.8392,-0.7470,1.0545,0.0130,0.3281,0.4235,-0.8516,rim_symmetry_std_m,1.0545,679
360.9144,361.8614,362.3080,0.9470,1.3936,5.0000,5.3852,10.0000,0.0947,0.3468,24.7914,-0.2876,-0.7803,14.3585,215,9t,,1.2038,0.8080,2.1112,0.4256,-1.1811,2.4291,0.6747,0.6230,-0.3318,-0.9120,-0.9504,-0.9120,1.1822,-0.7277,-0.3500,-0.9960,-1.2038,0.6992,lrm11_depth_m,-1.2038,680
420.3101,420.7343,421.4352,0.4242,1.1251,4.0000,5.3852,8.0000,0.0530,0.3838,7.1074,-0.2110,-0.2907,8.0715,254,9t,,1.6124,0.7878,2.1080,0.4383,-2.9053,0.4354,0.3414,-0.8356,-0.7105,-1.6124,-0.9504,-1.6124,-0.2117,-0.6512,-1.1603,-0.4787,0.1153,-0.3274,rim_radius_m,-1.6124,681
449.3831,449.9705,451.4834,0.5875,2.1003,7.5000,5.7439,15.0000,0.0392,0.8583,34.6044,-0.1610,-0.3324,8.1599,39,9t,,0.8392,0.3920,2.1072,0.3930,0.8584,-0.7851,-0.2411,-0.3800,0.6650,0.8392,0.0253,0.8392,-0.6754,0.3310,0.0996,-0.1413,0.0029,-0.3129,rim_radius_m,0.8392,682
475.8211,476.3418,477.2401,0.5207,1.4190,4.0000,5.3852,8.0000,0.0651,0.4684,8.7248,-0.1970,-0.3572,9.4521,62,9t,,1.6124,0.6674,2.1036,0.4430,-2.4774,0.8227,0.5848,-0.5663,-0.2959,-1.6124,-0.9504,-1.6124,0.1919,-0.4760,-1.0862,-0.3846,-0.0639,-0.1019,rim_radius_m,-1.6124,683
486.0914,486.7767,487.1751,0.6853,1.0837,4.0000,5.3852,8.0000,0.0857,0.1839,11.4824,-0.2928,-0.5602,11.4915,444,9t,,1.6124,0.8935,2.1013,0.4390,-2.6084,1.9585,0.4649,-0.1071,-0.7689,-1.6124,-0.9504,-1.6124,0.8800,-1.0649,-0.9598,-1.0310,-0.6108,0.2311,rim_radius_m,-1.6124,684
506.3867,506.8145,507.4016,0.4279,1.0149,6.5000,5.8310,13.0000,0.0329,0.6010,18.9301,-0.1088,-0.2052,4.2224,588,mk5,,0.9559,0.4953,2.1008,0.4231,-0.9670,-1.3241,-0.9351,-0.8254,-0.8659,0.1387,0.2621,0.1387,-0.8845,-0.2016,-0.6186,0.2109,0.3456,-0.9559,slope_inner_deg,-0.9559,685
420.2993,420.8817,421.6548,0.5824,1.3555,7.5000,6.0000,15.0000,0.0388,0.6811,34.3042,-0.1136,-0.3065,5.6112,55,9t,,0.8392,0.4517,2.0970,0.3918,0.4542,-1.1477,-1.1285,-0.3943,-0.3855,0.8392,0.7219,0.8392,-0.6867,-0.0358,0.0859,0.1786,0.0728,-0.7291,rim_radius_m,0.8392,686
422.5661,423.2487,423.6941,0.6826,1.1280,5.0000,5.8310,10.0000,0.0683,0.2631,17.8701,-0.2398,-0.5457,10.6558,353,9t,,0.9120,0.5557,2.0967,0.4077,-1.5667,1.0586,-0.3696,-0.1146,-0.7064,-0.9120,0.2621,-0.9120,0.2979,-0.9011,-0.6671,-0.6736,-0.5718,0.0946,rim_radius_m,-0.9120,687
452.6063,453.1176,453.7332,0.5113,1.1270,5.0000,5.8310,10.0000,0.0511,0.3280,13.3864,-0.1774,-0.4158,8.5600,167,9t,,0.9120,0.5475,2.0894,0.4097,-1.8367,0.1695,-0.5005,-0.5925,-0.7079,-0.9120,0.2621,-0.9120,-0.2750,-0.7668,-0.8726,-0.2519,-0.2218,-0.2476,rim_radius_m,-0.9120,688
648.1292,648.4956,649.2175,0.3665,1.0883,7.5000,6.0828,15.0000,0.0244,0.6987,21.5860,0.0787,0.1669,8.6170,696,mk5,,1.4764,0.8285,2.0878,0.4407,-0.0011,-2.9287,-0.6046,-0.9967,-0.7624,0.8392,0.9470,0.8392,-1.1682,0.0006,-0.4969,1.4764,1.3483,-0.2383,lrm5_depth_m,1.4764,689
450.8642,452.0044,453.5341,1.1402,2.6699,7.5000,6.0000,15.0000,0.0760,1.2062,67.1614,-0.1696,-0.4274,7.2086,53,9t,,1.5913,0.8319,2.0862,0.4300,2.9072,0.6601,-0.4823,1.1620,1.4683,0.8392,0.7219,0.8392,0.5572,1.0512,1.5913,-0.1998,-0.2531,-0.4683,volume_approx_m3,1.5913,690
467.4026,467.8727,468.5485,0.4700,1.1458,4.0000,5.3852,8.0000,0.0588,0.4160,7.8755,-0.2485,-0.3499,9.4956,367,9t,,1.6124,0.7422,2.0780,0.4446,-2.7813,0.7795,0.5045,-0.7077,-0.6812,-1.6124,-0.9504,-1.6124,-0.0201,-0.5845,-1.1251,-0.7319,-0.0441,-0.0948,rim_radius_m,-1.6124,691
506.4281,507.0880,508.4506,0.6598,2.0224,7.5000,6.0828,15.0000,0.0440,1.1656,38.8666,-0.1130,-0.1497,5.0965,651,mk5,,0.9671,0.6023,2.0770,0.3923,1.4395,-1.2305,-0.7647,-0.1782,0.5551,0.8392,0.9470,0.8392,-0.5140,0.9671,0.2949,0.1823,0.4953,-0.8132,rim_symmetry_std_m,0.9671,692
545.1667,546.0189,547.5270,0.8522,2.3603,7.5000,6.3246,15.0000,0.0568,1.0552,50.2007,-0.1010,-0.2614,4.0445,564,mk5,,1.6046,0.7049,2.0693,0.4081,2.1758,-0.6124,-1.3431,0.3587,1.0316,0.8392,1.6046,0.8392,-0.0849,0.7386,0.8142,0.2635,0.1944,-0.9850,effective_radius_m,1.6046,693
479.3516,479.9177,480.8863,0.5660,1.5346,5.0000,5.3852,10.0000,0.0566,0.4613,14.8189,-0.1280,-0.4168,7.2590,209,9t,,0.9504,0.5002,2.0678,0.4198,-1.7544,0.3026,0.1440,-0.4398,-0.1329,-0.9120,-0.9504,-0.9120,-0.0920,-0.4908,-0.8069,0.0812,-0.2245,-0.4601,effective_radius_m,-0.9504,694
443.3158,444.1147,444.7396,0.7989,1.4239,6.0000,6.0000,12.0000,0.0666,0.3863,30.1174,-0.0590,-0.4745,3.2344,27,9t,,1.1173,0.4256,2.0678,0.4194,-0.3446,0.1367,-1.4658,0.2099,-0.2891,-0.2115,0.7219,-0.2115,0.2415,-0.6460,-0.1060,0.5469,-0.3799,-1.1173,slope_inner_deg,-1.1173,695
484.9212,485.4066,486.0912,0.4854,1.1700,5.0000,5.8310,10.0000,0.0485,0.2286,12.7065,-0.0947,-0.3601,6.3488,162,9t,,0.9725,0.6021,2.0675,0.4173,-1.9383,-0.2107,-0.7899,-0.6649,-0.6471,-0.9120,0.2621,-0.9120,-0.3619,-0.9725,-0.9037,0.3061,-0.0716,-0.6087,rim_symmetry_std_m,-0.9725,696
494.7638,495.2939,496.3645,0.5301,1.6007,7.5000,5.8310,15.0000,0.0353,0.7820,31.2267,-0.2028,-0.2628,7.8129,666,mk5,,0.8392,0.4123,2.0650,0.3936,0.4224,-0.9825,-0.4918,-0.5400,-0.0397,0.8392,0.2621,0.8392,-0.8033,0.1731,-0.0552,-0.4233,0.1906,-0.3696,rim_radius_m,0.8392,697
484.3814,484.6776,485.2010,0.2962,0.8196,5.0000,5.3852,10.0000,0.0296,0.2702,7.7546,-0.1564,-0.2514,7.9281,314,9t,,1.1927,0.8002,2.0645,0.4379,-2.7973,-0.6408,0.0539,-1.1927,-1.1413,-0.9120,-0.9504,-0.9120,-0.9946,-0.8864,-1.1306,-0.1104,0.2211,-0.3508,depth_from_rim_mean_m,-1.1927,698
494.6758,495.5045,496.8430,0.8286,2.1672,7.5000,6.2037,15.0000,0.0552,1.2151,48.8111,-0.0683,-0.1924,5.2566,644,mk5,,1.2758,0.6923,2.0625,0.4021,2.0655,-0.9083,-0.8977,0.2929,0.7593,0.8392,1.2758,0.8392,-0.1375,1.0695,0.7505,0.4845,0.3803,-0.7870,effective_radius_m,1.2758,699
431.7551,432.1144,432.8367,0.3593,1.0816,7.0000,5.5210,14.0000,0.0257,0.5672,18.4374,-0.1584,-0.2630,7.6834,482,9t,,1.1269,0.5537,2.0592,0.4308,-0.9826,-1.3131,-0.2122,-1.0166,-0.7719,0.4889,-0.5809,0.4889,-1.1269,-0.2716,-0.6411,-0.1236,0.1900,-0.3908,aspect_ratio,-1.1269,700
492.4784,493.0916,494.4475,0.6132,1.9691,7.0000,6.0828,14.0000,0.0438,0.8214,31.4644,-0.0767,-0.3795,3.2261,738,mk5,,1.1186,0.4729,2.0585,0.4304,0.6758,-0.8920,-1.2948,-0.3083,0.4799,0.4889,0.9470,0.4889,-0.5203,0.2546,-0.0443,0.4274,-0.1238,-1.1186,slope_inner_deg,-1.1186,701
497.7600,498.2462,499.0917,0.4862,1.3317,7.5000,5.8310,15.0000,0.0324,0.5739,28.6417,-0.0779,-0.2876,4.0515,619,mk5,,0.9838,0.5347,2.0577,0.3936,-0.0070,-1.4641,-1.1319,-0.6625,-0.4191,0.8392,0.2621,0.8392,-0.9011,-0.2577,-0.1736,0.4198,0.1236,-0.9838,slope_inner_deg,-0.9838,702
413.2990,414.1174,414.7182,0.8185,1.4192,5.5000,5.3852,11.0000,0.0744,0.4169,25.9267,-0.2169,-0.5956,8.9883,8,9t,,0.9504,0.4928,2.0570,0.4092,-1.0765,1.2749,0.1134,0.2644,-0.2957,-0.5618,-0.9504,-0.5618,0.5034,-0.5827,-0.2980,-0.5187,-0.7063,-0.1777,effective_radius_m,-0.9504,703
433.3972,434.3390,435.0372,0.9418,1.6401,5.5000,5.3852,11.0000,0.0856,0.4154,29.8342,-0.2814,-0.7805,12.9370,262,9t,,1.2044,0.6279,2.0522,0.4190,-0.6753,2.1313,0.5000,0.6086,0.0158,-0.5618,-0.9504,-0.5618,0.8786,-0.5858,-0.1190,-0.9540,-1.2044,0.4671,lrm11_depth_m,-1.2044,704
692.1558,692.5306,693.0449,0.3749,0.8891,6.0000,6.0828,12.0000,0.0312,0.2453,14.1326,-0.0173,-0.2015,0.7640,792,mkf,,1.5207,0.8008,2.0511,0.4649,-1.5516,-1.5580,-1.8935,-0.9732,-1.0433,-0.2115,0.9470,-0.2115,-0.9405,-0.9379,-0.8384,0.8287,0.3558,-1.5207,slope_inner_deg,-1.5207,705
622.8320,623.2571,624.5267,0.4251,1.6947,6.5000,5.6569,13.0000,0.0327,0.9693,18.8086,-0.1374,-0.2123,6.5456,772,mk5,,0.8916,0.4011,2.0454,0.4366,-0.4079,-1.1676,-0.0501,-0.8330,0.0929,0.1387,-0.2114,0.1387,-0.8916,0.5606,-0.6241,0.0179,0.3267,-0.5765,aspect_ratio,-0.8916,706
468.0203,468.4776,469.0042,0.4573,0.9839,7.0000,6.0828,14.0000,0.0327,0.3530,23.4640,-0.0541,-0.2790,3.6703,310,9t,,1.0461,0.6700,2.0435,0.4290,-0.5738,-1.4971,-1.6614,-0.7433,-0.9097,0.4889,0.9470,0.4889,-0.8929,-0.7149,-0.4108,0.5801,0.1470,-1.0461,slope_inner_deg,-1.0461,707
481.1756,481.9620,482.2804,0.7863,1.1047,6.0000,6.0828,12.0000,0.0655,0.1151,29.6446,-0.1188,-0.5378,6.1459,494,9t,,1.2074,0.4692,2.0425,0.4178,-0.6661,0.4176,-1.5271,0.1749,-0.7392,-0.2115,0.9470,-0.2115,0.2065,-1.2074,-0.1276,0.1434,-0.5504,-0.6418,rim_symmetry_std_m,-1.2074,708
562.3055,563.0721,563.7467,0.7666,1.4412,4.5000,5.3852,9.0000,0.0852,0.3614,16.2564,-0.2020,-0.6162,10.1381,826,mkf,,1.2622,0.6684,2.0424,0.4191,-1.8184,1.6806,0.3771,0.1198,-0.2647,-1.2622,-0.9504,-1.2622,0.8638,-0.6975,-0.7411,-0.4184,-0.7618,0.0101,rim_radius_m,-1.2622,709
418.0453,418.5443,419.3228,0.4991,1.2776,6.5000,6.2037,13.0000,0.0384,0.4164,22.0802,-0.0469,-0.3068,2.2443,33,9t,,1.2789,0.5831,2.0421,0.4409,-0.5211,-1.2050,-1.8506,-0.6267,-0.4955,0.1387,1.2758,0.1387,-0.7013,-0.5838,-0.4742,0.6285,0.0719,-1.2789,slope_inner_deg,-1.2789,710
