pit_bottom_elev_m,rim_mean_elev_m,rim_max_elev_m,depth_from_rim_mean_m,depth_from_rim_max_m,rim_radius_m,effective_radius_m,diameter_m,aspect_ratio,rim_symmetry_std_m,volume_approx_m3,lrm5_depth_m,lrm11_depth_m,slope_inner_deg,original_index,tile,notes,max_zscore,mean_zscore,mahalanobis,iso_anomaly_score,PC1_depth_volume,PC2_size_vs_slope,PC3_rim_asymmetry,z_depth_from_rim_mean_m,z_depth_from_rim_max_m,z_rim_radius_m,z_effective_radius_m,z_diameter_m,z_aspect_ratio,z_rim_symmetry_std_m,z_volume_approx_m3,z_lrm5_depth_m,z_lrm11_depth_m,z_slope_inner_deg,anomaly_reason,anomaly_reason_zscore,anomaly_rank
479.4070,480.3073,480.7812,0.9004,1.3743,4.0000,5.3852,8.0000,0.1125,0.3776,15.0862,-0.4620,-0.7329,19.1414,301,9t,,2.1735,1.1814,3.5781,0.4983,-1.8637,3.4513,1.4692,0.4930,-0.3591,-1.6124,-0.9504,-1.6124,1.7794,-0.6641,-0.7947,-2.1735,-1.0762,1.4803,lrm5_depth_m,-2.1735,186
577.4019,578.5668,580.0790,1.1649,2.6771,7.5000,5.9155,15.0000,0.0777,1.5898,68.6193,0.0377,0.1837,20.1728,749,mk5,,1.8451,1.2034,3.5762,0.4897,3.4827,-0.6578,1.8216,1.2311,1.4785,0.8392,0.4920,0.8392,0.6124,1.8451,1.6581,1.1999,1.3935,1.6487,rim_symmetry_std_m,1.8451,187
422.3187,422.5577,422.9824,0.2390,0.6637,3.0000,5.3852,6.0000,0.0398,0.2056,2.2524,-0.1360,-0.1259,6.4637,31,9t,,2.3129,1.1384,3.5746,0.5005,-4.1605,-0.1468,0.1785,-1.3523,-1.3613,-2.3129,-0.9504,-2.3129,-0.6531,-1.0202,-1.3827,0.0272,0.5594,-0.5899,rim_radius_m,-2.3129,188
449.4784,449.7181,449.9672,0.2397,0.4888,3.0000,5.3852,6.0000,0.0399,0.1747,2.2587,-0.1399,-0.0867,6.1673,464,9t,,2.3129,1.1777,3.5712,0.5029,-4.2917,-0.2075,0.1185,-1.3504,-1.6079,-2.3129,-0.9504,-2.3129,-0.6493,-1.0840,-1.3824,0.0012,0.6650,-0.6383,rim_radius_m,-2.3129,189
492.7476,493.1114,494.0709,0.3638,1.3233,6.5000,5.3852,13.0000,0.0280,0.9843,16.0947,-0.2462,-0.1653,10.2531,647,mk5,,1.0494,0.5683,3.5592,0.4635,-0.9326,-1.0133,0.7508,-1.0042,-0.4309,0.1387,-0.9504,0.1387,-1.0494,0.5918,-0.7485,-0.7167,0.4534,0.0289,aspect_ratio,-1.0494,190
544.5267,545.1710,546.4258,0.6443,1.8992,7.5000,6.3246,15.0000,0.0430,1.2583,37.9552,0.2077,0.4363,15.8369,852,mkf,,2.3473,1.0189,3.5576,0.4811,1.8913,-2.9964,0.5773,-0.2213,0.3813,0.8392,1.6046,0.8392,-0.5485,1.1589,0.2531,2.3473,2.0744,0.9407,lrm5_depth_m,2.3473,191
454.5294,455.6226,456.3242,1.0932,1.7949,5.0000,5.0990,10.0000,0.1093,0.3714,28.6207,-0.4300,-0.8973,14.6441,60,9t,,1.9570,1.0512,3.5493,0.4888,-0.9413,3.5724,1.1275,1.0311,0.2341,-0.9120,-1.7286,-0.9120,1.6715,-0.6768,-0.1746,-1.9570,-1.5192,0.7459,lrm5_depth_m,-1.9570,192
609.7779,610.5532,611.4929,0.7753,1.7150,7.5000,5.8310,15.0000,0.0517,1.3422,45.6707,0.1215,0.2255,24.9174,842,mkf,,2.4234,0.9179,3.5382,0.4549,1.8839,-1.9644,2.2343,0.1441,0.1215,0.8392,0.2621,0.8392,-0.2564,1.3325,0.6067,1.7652,1.5062,2.4234,slope_inner_deg,2.4234,193
474.0320,474.9526,476.1145,0.9206,2.0825,7.5000,6.3638,15.0000,0.0614,0.9826,54.2256,-0.1927,-0.1762,5.2350,591,mk5,,1.7115,0.7094,3.5377,0.4191,2.1310,-0.2893,-1.3114,0.5493,0.6399,0.8392,1.7115,0.8392,0.0675,0.5883,0.9986,-0.3554,0.4238,-0.7906,effective_radius_m,1.7115,194
465.0195,466.0582,466.5693,1.0387,1.5498,7.0000,5.6569,14.0000,0.0742,0.5038,53.2983,-0.4023,-0.7644,17.7341,388,9t,,1.7703,0.7470,3.5325,0.4680,0.9076,1.9944,0.4505,0.8789,-0.1115,0.4889,-0.2114,0.4889,0.4963,-0.4028,0.9561,-1.7703,-1.1612,1.2505,lrm5_depth_m,-1.7703,195
643.1591,643.3654,644.2861,0.2062,1.1270,7.5000,5.0990,15.0000,0.0137,1.2747,12.1484,0.1054,0.4728,22.4338,776,mk5,,2.1726,1.3685,3.5311,0.5114,-0.4475,-3.5894,3.0401,-1.4437,-0.7078,0.8392,-1.7286,0.8392,-1.5255,1.1929,-0.9293,1.6568,2.1726,2.0179,lrm11_depth_m,2.1726,196
457.7216,457.9038,457.9649,0.1822,0.2433,5.0000,5.0990,10.0000,0.0182,0.0472,4.7705,-0.0498,-0.1243,1.7838,616,mk5,,1.9542,1.2305,3.5285,0.5238,-3.7935,-1.4768,-0.4382,-1.5107,-1.9542,-0.9120,-1.7286,-0.9120,-1.3759,-1.3479,-1.2673,0.6089,0.5638,-1.3541,depth_from_rim_max_m,-1.9542,197
399.6581,400.1524,400.7477,0.4943,1.0895,7.5000,6.0414,15.0000,0.0330,1.1480,29.1163,0.0135,0.3188,11.0330,190,9t,,1.7577,0.8027,3.5216,0.4365,0.6115,-2.7219,0.1423,-0.6400,-0.7607,0.8392,0.8344,0.8392,-0.8832,0.9306,-0.1518,1.0364,1.7577,0.1562,lrm11_depth_m,1.7577,198
535.7695,536.6544,538.4310,0.8849,2.6615,7.5000,6.3246,15.0000,0.0590,1.6389,52.1242,0.1530,0.3248,13.7580,559,mk5,,1.9778,1.1276,3.5190,0.4969,3.1204,-2.0979,0.6340,0.4498,1.4565,0.8392,1.6046,0.8392,-0.0121,1.9468,0.9023,1.9778,1.7738,0.6012,lrm5_depth_m,1.9778,199
510.5916,510.7074,511.4067,0.1159,0.8151,7.5000,5.0990,15.0000,0.0077,0.8804,6.8256,0.0786,0.3651,19.7561,663,mk5,,1.8826,1.3152,3.5034,0.5179,-1.1875,-3.5456,2.3331,-1.6958,-1.1477,0.8392,-1.7286,0.8392,-1.7270,0.3767,-1.1732,1.4762,1.8826,1.5806,lrm11_depth_m,1.8826,200
499.4724,500.1729,501.1790,0.7004,1.7065,7.5000,6.3246,15.0000,0.0467,1.1178,41.2593,-0.0713,0.0860,4.2889,728,mk5,,1.6046,0.6994,3.4997,0.4038,1.5021,-1.6705,-1.1430,-0.0648,0.1096,0.8392,1.6046,0.8392,-0.4234,0.8682,0.4045,0.4643,1.1303,-0.9451,effective_radius_m,1.6046,201
492.2598,492.4321,493.3825,0.1723,1.1227,7.5000,5.3852,15.0000,0.0115,1.2214,10.1512,0.1776,0.5245,22.8398,617,mk5,,2.3120,1.3750,3.4934,0.5083,-0.3090,-4.0136,2.6801,-1.5383,-0.7139,0.8392,-0.9504,0.8392,-1.6011,1.0825,-1.0208,2.1440,2.3120,2.0842,lrm11_depth_m,2.3120,202
453.8925,454.6003,455.8490,0.7078,1.9566,7.5000,5.7439,15.0000,0.0472,1.4807,41.6925,0.1201,0.2910,26.3016,288,9t,,2.6495,0.9772,3.4912,0.4713,1.9271,-2.1802,2.7034,-0.0443,0.4622,0.8392,0.0253,0.8392,-0.4070,1.6193,0.4244,1.7563,1.6827,2.6495,slope_inner_deg,2.6495,203
554.2328,554.6909,555.8345,0.4580,1.6017,7.5000,6.0828,15.0000,0.0305,1.3432,26.9789,0.0378,0.3772,6.7941,634,mk5,,1.9150,0.8732,3.4892,0.4415,0.9424,-2.9966,-0.1556,-0.7412,-0.0383,0.8392,0.9470,0.8392,-0.9641,1.3346,-0.2498,1.2007,1.9150,-0.5360,lrm11_depth_m,1.9150,204
482.4285,483.2964,483.8286,0.8679,1.4001,7.5000,6.0000,15.0000,0.0579,0.2206,51.1229,-0.2087,-0.6690,11.7348,146,9t,,0.9890,0.6054,3.4752,0.4173,0.8655,0.5700,-0.9835,0.4024,-0.3226,0.8392,0.7219,0.8392,-0.0500,-0.9890,0.8565,-0.4633,-0.9041,0.2708,rim_symmetry_std_m,-0.9890,205
517.2095,517.3851,518.2450,0.1756,1.0355,7.5000,5.3852,15.0000,0.0117,0.8929,10.3436,0.1965,0.3827,14.6276,576,mk5,,2.2715,1.1771,3.4661,0.4879,-0.7289,-3.8760,1.3775,-1.5292,-0.8369,0.8392,-0.9504,0.8392,-1.5939,0.4025,-1.0120,2.2715,1.9298,0.7432,lrm5_depth_m,2.2715,206
441.4433,441.5868,442.2790,0.1434,0.8357,7.5000,5.0990,15.0000,0.0096,0.5886,8.4489,-0.0367,0.1180,15.9089,250,9t,,1.7286,1.0912,3.4590,0.4919,-1.4373,-2.7432,1.5147,-1.6189,-1.1187,0.8392,-1.7286,0.8392,-1.6656,-0.2273,-1.0988,0.6979,1.2167,0.9524,effective_radius_m,-1.7286,207
547.3346,547.6317,548.6141,0.2971,1.2795,7.5000,5.7439,15.0000,0.0198,1.0956,17.4982,-0.0671,0.2245,6.2313,546,mk5,,1.5037,0.8036,3.4518,0.4287,-0.1163,-2.7757,-0.0536,-1.1903,-0.4927,0.8392,0.0253,0.8392,-1.3230,0.8221,-0.6842,0.4925,1.5037,-0.6279,lrm11_depth_m,1.5037,208
522.3883,523.0743,524.9446,0.6860,2.5563,7.5000,5.6569,15.0000,0.0457,1.3951,40.4108,-0.0233,0.1459,12.1456,845,mkf,,1.4422,0.7258,3.4395,0.4197,1.8006,-1.6080,1.0995,-0.1050,1.3080,0.8392,-0.2114,0.8392,-0.4556,1.4422,0.3657,0.7883,1.2919,0.3379,rim_symmetry_std_m,1.4422,209
483.9288,484.4586,485.0611,0.5298,1.1323,7.5000,6.7082,15.0000,0.0353,0.3171,31.2069,-0.0298,-0.1729,1.0206,95,9t,,2.6481,0.8975,3.4373,0.4709,0.4395,-1.8555,-2.8808,-0.5410,-0.7003,0.8392,2.6481,0.8392,-0.8040,-0.7893,-0.0561,0.7443,0.4326,-1.4788,effective_radius_m,2.6481,210
561.1371,561.4380,562.2358,0.3008,1.0987,7.5000,5.5210,15.0000,0.0201,0.8614,17.7211,0.1022,0.2693,22.5207,835,mkf,,2.0321,1.0731,3.4344,0.4659,-0.2210,-3.0473,2.0161,-1.1797,-0.7477,0.8392,-0.5809,0.8392,-1.3146,0.3374,-0.6740,1.6350,1.6244,2.0321,slope_inner_deg,2.0321,211
491.3372,492.2153,493.4525,0.8781,2.1154,6.0000,5.8310,12.0000,0.0732,0.5794,33.1052,-0.3589,-0.6996,12.8997,418,9t,,1.4770,0.4970,3.4283,0.4365,0.2768,1.7689,0.0065,0.4310,0.6862,-0.2115,0.2621,-0.2115,0.4624,-0.2464,0.0309,-1.4770,-0.9865,0.4610,lrm5_depth_m,-1.4770,212
557.5928,558.9553,560.1774,1.3624,2.5846,7.5000,5.9155,15.0000,0.0908,1.2989,80.2536,-0.2167,-0.3286,12.6308,698,mk5,,2.1912,0.9759,3.4229,0.4578,3.4450,1.2741,0.3694,1.7822,1.3480,0.8392,0.4920,0.8392,1.0528,1.2430,2.1912,-0.5173,0.0133,0.4171,volume_approx_m3,2.1912,213
537.6495,538.2383,539.7596,0.5889,2.1101,7.5000,5.6569,15.0000,0.0393,1.0614,34.6871,-0.3392,-0.4023,13.2252,656,mk5,,1.3441,0.5923,3.4190,0.4375,0.9688,-0.1351,0.5754,-0.3761,0.6788,0.8392,-0.2114,0.8392,-0.6722,0.7513,0.1034,-1.3441,-0.1855,0.5142,lrm5_depth_m,-1.3441,214
406.2880,407.4669,408.9049,1.1789,2.6170,5.5000,5.3852,11.0000,0.1072,1.0418,37.3456,-0.3580,-0.9481,15.7319,242,9t,,1.6561,1.0295,3.4109,0.5195,0.8239,3.2152,1.3351,1.2702,1.3937,-0.5618,-0.9504,-0.5618,1.5996,0.7108,0.2252,-1.4714,-1.6561,0.9235,lrm11_depth_m,-1.6561,215
432.5734,433.4748,434.6841,0.9014,2.1107,7.5000,5.8310,15.0000,0.0601,0.7517,53.0985,-0.2482,-0.2960,12.8586,208,9t,,0.9470,0.4985,3.4088,0.4042,1.6221,0.2994,0.1053,0.4959,0.6796,0.8392,0.2621,0.8392,0.0248,0.1104,0.9470,-0.7299,0.1011,0.4543,volume_approx_m3,0.9470,216
519.4145,520.4697,521.8456,1.0552,2.4311,7.5000,5.3852,15.0000,0.0703,1.0209,62.1550,-0.1850,-0.6033,8.9437,684,mk5,,1.3619,0.7543,3.3935,0.4376,1.9759,0.9182,0.3227,0.9249,1.1315,0.8392,-0.9504,0.8392,0.3676,0.6676,1.3619,-0.3034,-0.7269,-0.1850,volume_approx_m3,1.3619,217
494.2643,494.9364,496.9570,0.6721,2.6927,7.5000,6.0000,15.0000,0.0448,1.3922,39.5893,-0.1333,-0.4179,4.9751,613,mk5,,1.5005,0.6728,3.3879,0.4117,1.9573,-0.7315,-0.5613,-0.1439,1.5005,0.8392,0.7219,0.8392,-0.4867,1.4361,0.3280,0.0453,-0.2274,-0.8330,depth_from_rim_max_m,1.5005,218
526.0121,526.9578,528.6246,0.9456,2.6125,7.5000,5.8310,15.0000,0.0630,1.3746,55.7015,0.0374,0.1388,16.2289,720,mk5,,1.3997,0.9101,3.3876,0.4460,2.6459,-1.1111,1.3032,0.6192,1.3873,0.8392,0.2621,0.8392,0.1233,1.3997,1.0663,1.1979,1.2726,1.0047,rim_symmetry_std_m,1.3997,219
480.1342,480.6393,481.2386,0.5051,1.1044,7.5000,5.3852,15.0000,0.0337,0.2608,29.7544,-0.1088,-0.3603,5.8167,98,9t,,0.9504,0.6222,3.3863,0.4127,-0.6616,-1.0233,-0.5996,-0.6098,-0.7397,0.8392,-0.9504,0.8392,-0.8590,-0.9058,-0.1226,0.2109,-0.0721,-0.6956,effective_radius_m,-0.9504,220
432.8700,434.2786,435.0639,1.4086,2.1939,7.5000,5.8310,15.0000,0.0939,0.6778,82.9734,-0.2748,-0.7874,11.5681,362,9t,,2.3158,0.9581,3.3786,0.4779,2.7570,2.3130,-0.4313,1.9110,0.7970,0.8392,0.2621,0.8392,1.1558,-0.0426,2.3158,-0.9095,-1.2231,0.2436,volume_approx_m3,2.3158,221
563.3188,563.5509,564.7181,0.2321,1.3993,7.5000,5.3852,15.0000,0.0155,1.0617,13.6728,-0.1228,-0.0604,4.9793,669,mk5,,1.4678,0.8262,3.3748,0.4258,-0.5425,-2.2922,0.1307,-1.3715,-0.3238,0.8392,-0.9504,0.8392,-1.4678,0.7521,-0.8595,0.1164,0.7360,-0.8323,aspect_ratio,-1.4678,222
457.5193,458.3249,458.7798,0.8055,1.2605,5.0000,5.6569,10.0000,0.0806,0.6329,21.0882,-0.3060,-0.6481,11.5441,138,9t,,1.1202,0.5777,3.3685,0.4250,-1.1402,1.6873,0.2131,0.2283,-0.5195,-0.9120,-0.2114,-0.9120,0.7090,-0.1355,-0.5197,-1.1202,-0.8476,0.2397,lrm5_depth_m,-1.1202,223
428.6517,429.7265,430.3744,1.0748,1.7227,6.0000,5.3852,12.0000,0.0896,0.3963,40.5190,-0.4142,-0.8336,15.5533,461,9t,,1.8505,0.7804,3.3639,0.4561,-0.0320,2.7671,0.6768,0.9797,0.1324,-0.2115,-0.9504,-0.2115,1.0106,-0.6253,0.3706,-1.8505,-1.3474,0.8943,lrm5_depth_m,-1.8505,224
505.8157,506.1965,507.3941,0.3807,1.5783,7.5000,6.0828,15.0000,0.0254,1.1518,22.4273,-0.0835,0.1041,2.9800,657,mk5,,1.1791,0.8097,3.3613,0.4242,0.4990,-2.4505,-0.9120,-0.9568,-0.0712,0.8392,0.9470,0.8392,-1.1364,0.9385,-0.4583,0.3819,1.1791,-1.1588,lrm11_depth_m,1.1791,225
587.1215,587.6685,589.6699,0.5469,2.5483,7.5000,5.8310,15.0000,0.0365,1.6670,32.2172,-0.0784,-0.0970,4.7166,805,mk5,,2.0048,0.7672,3.3597,0.4347,1.6703,-1.7093,0.0337,-0.4931,1.2969,0.8392,0.2621,0.8392,-0.7658,2.0048,-0.0098,0.4163,0.6372,-0.8752,rim_symmetry_std_m,2.0048,226
579.2983,579.9852,581.4341,0.6869,2.1358,7.5000,5.7439,15.0000,0.0458,1.8363,40.4611,0.1412,0.4628,23.6355,831,mk5,,2.3553,1.0870,3.3591,0.4968,2.2103,-2.6413,2.7819,-0.1026,0.7150,0.8392,0.0253,0.8392,-0.4537,2.3553,0.3680,1.8987,2.1458,2.2141,rim_symmetry_std_m,2.3553,227
483.5094,483.9481,484.4951,0.4387,0.9857,7.5000,6.0000,15.0000,0.0292,0.9105,25.8410,0.0614,0.2143,20.2726,264,9t,,1.6650,0.9410,3.3560,0.4446,0.3898,-2.6930,1.0429,-0.7951,-0.9071,0.8392,0.7219,0.8392,-1.0071,0.4390,-0.3019,1.3596,1.4762,1.6650,slope_inner_deg,1.6650,228
487.8012,489.0483,489.7145,1.2471,1.9133,5.0000,5.3852,10.0000,0.1247,0.4669,32.6490,-0.3471,-0.9219,13.5205,531,9t,,2.1862,0.9870,3.3544,0.4807,-0.2888,3.6850,0.6767,1.4604,0.4012,-0.9120,-0.9504,-0.9120,2.1862,-0.4792,0.0100,-1.3977,-1.5856,0.5624,aspect_ratio,2.1862,229
461.7487,462.3617,464.4532,0.6130,2.7045,7.5000,5.6569,15.0000,0.0409,1.0920,36.1073,-0.1540,-0.3997,7.2491,224,9t,,1.5171,0.5501,3.3519,0.4125,1.3648,-0.6156,-0.0062,-0.3089,1.5171,0.8392,-0.2114,0.8392,-0.6185,0.8148,0.1685,-0.0942,-0.1783,-0.4617,depth_from_rim_max_m,1.5171,230
453.8769,455.1130,456.9861,1.2362,3.1092,7.5000,5.8310,15.0000,0.0824,1.1536,72.8167,-0.2984,-0.8443,11.7612,0,9t,,2.0879,1.0675,3.3509,0.4693,3.2457,2.0260,0.0537,1.4299,2.0879,0.8392,0.2621,0.8392,0.7713,0.9422,1.8505,-1.0691,-1.3764,0.2751,depth_from_rim_max_m,2.0879,231
517.3306,517.9828,519.1750,0.6522,1.8444,7.5000,6.4031,15.0000,0.0435,1.1061,38.4190,0.1493,0.2671,15.1533,641,mk5,,1.9530,0.9136,3.3503,0.4585,1.7930,-2.5654,0.1603,-0.1994,0.3040,0.8392,1.8183,0.8392,-0.5310,0.8438,0.2744,1.9530,1.6183,0.8290,lrm5_depth_m,1.9530,232
565.0075,565.1475,565.4411,0.1400,0.4336,4.0000,5.6569,8.0000,0.0175,0.1433,2.3449,-0.0428,-0.0958,2.1715,569,mk5,,1.6858,1.2060,3.3391,0.5125,-3.7938,-1.4091,-0.9356,-1.6286,-1.6858,-1.6124,-0.2114,-1.6124,-1.4003,-1.1490,-1.3785,0.6565,0.6404,-1.2908,depth_from_rim_max_m,-1.6858,233
544.4075,545.0466,547.0404,0.6391,2.6329,7.5000,5.6569,15.0000,0.0426,1.8348,37.6460,-0.0643,0.0261,21.1777,661,mk5,,2.3522,0.9078,3.3314,0.4697,2.2051,-1.4865,2.4192,-0.2360,1.4161,0.8392,-0.2114,0.8392,-0.5602,2.3522,0.2390,0.5115,0.9689,1.8128,rim_symmetry_std_m,2.3522,234
436.6527,437.9230,439.8299,1.2702,3.1772,7.5000,6.0828,15.0000,0.0847,1.0516,74.8229,-0.1808,-0.6881,8.1888,344,9t,,2.1837,1.0358,3.3311,0.4600,3.4683,1.4944,-0.6890,1.5249,2.1837,0.8392,0.9470,0.8392,0.8472,0.7310,1.9424,-0.2754,-0.9555,-0.3082,depth_from_rim_max_m,2.1837,235
544.4633,544.5106,545.4587,0.0474,0.9955,7.5000,5.3852,15.0000,0.0032,0.9625,2.7899,0.1739,0.4466,16.5865,622,mk5,,2.1191,1.3161,3.3287,0.5138,-0.9717,-4.2211,1.7008,-1.8869,-0.8933,0.8392,-0.9504,0.8392,-1.8798,0.5466,-1.3581,2.1191,2.1020,1.0631,lrm5_depth_m,2.1191,236
543.5585,544.0023,544.7590,0.4438,1.2006,7.5000,5.3852,15.0000,0.0296,1.1168,26.1412,0.1738,0.3741,18.5400,714,mk5,,2.1183,1.0519,3.3254,0.4521,0.2106,-3.1235,1.9961,-0.7809,-0.6041,0.8392,-0.9504,0.8392,-0.9958,0.8660,-0.2882,2.1183,1.9067,1.3821,lrm5_depth_m,2.1183,237
441.8186,442.2433,442.5432,0.4247,0.7246,3.5000,5.0990,7.0000,0.0607,0.1540,5.4475,-0.1017,-0.2388,7.4682,202,9t,,1.9627,1.0101,3.3236,0.4879,-3.7792,0.3879,0.5685,-0.8343,-1.2754,-1.9627,-1.7286,-1.9627,0.0438,-1.1270,-1.2363,0.2589,0.2551,-0.4259,rim_radius_m,-1.9627,238
586.7394,587.2227,589.0064,0.4833,2.2670,7.5000,6.3246,15.0000,0.0322,1.3264,28.4673,-0.0158,0.1611,7.5277,747,mk5,,1.6046,0.8937,3.3075,0.4254,1.5615,-2.4168,-0.4592,-0.6707,0.9001,0.8392,1.6046,0.8392,-0.9077,1.2999,-0.1816,0.8386,1.3327,-0.4162,effective_radius_m,1.6046,239
489.6351,490.1821,492.4425,0.5470,2.8074,7.5000,5.8310,15.0000,0.0365,1.3644,32.2208,-0.1377,-0.2541,4.3954,683,mk5,,1.6622,0.6734,3.2954,0.4195,1.5694,-1.1738,-0.2813,-0.4929,1.6622,0.8392,0.2621,0.8392,-0.7656,1.3786,-0.0096,0.0158,0.2140,-0.9277,depth_from_rim_max_m,1.6622,240
492.1534,493.4426,494.1208,1.2892,1.9673,7.5000,6.0828,15.0000,0.0859,0.6629,75.9374,-0.1745,-0.4248,8.6177,493,9t,,1.9934,0.7594,3.2938,0.4443,2.5204,1.1055,-0.9449,1.5777,0.4774,0.8392,0.9470,0.8392,0.8894,-0.0735,1.9934,-0.2324,-0.2460,-0.2382,volume_approx_m3,1.9934,241
408.3300,409.0783,409.6603,0.7483,1.3303,4.0000,5.6569,8.0000,0.0935,0.4224,12.5382,-0.2892,-0.6362,13.8090,372,9t,,1.6124,0.8167,3.2896,0.4576,-1.9243,2.1604,0.5250,0.0688,-0.4210,-1.6124,-0.2114,-1.6124,1.1435,-0.5713,-0.9114,-1.0065,-0.8156,0.6095,rim_radius_m,-1.6124,242
460.3673,460.7324,461.5139,0.3651,1.1466,7.5000,5.0990,15.0000,0.0243,0.7052,21.5069,-0.1064,0.0100,17.9001,253,9t,,1.7286,0.8367,3.2814,0.4488,-0.6496,-1.7933,1.7932,-1.0004,-0.6802,0.8392,-1.7286,0.8392,-1.1712,0.0140,-0.5005,0.2270,0.9257,1.2776,effective_radius_m,-1.7286,243
571.7963,572.3399,573.6038,0.5436,1.8074,7.5000,5.3852,15.0000,0.0362,1.2733,32.0195,0.1174,0.2669,22.7987,812,mk5,,2.0775,0.9817,3.2813,0.4532,0.9645,-2.4562,2.6269,-0.5025,0.2519,0.8392,-0.9504,0.8392,-0.7732,1.1901,-0.0188,1.7380,1.6179,2.0775,slope_inner_deg,2.0775,244
478.6681,479.2366,480.1144,0.5685,1.4464,4.0000,5.8310,8.0000,0.0711,0.4837,9.5255,-0.2118,-0.4680,10.4228,15,9t,,1.6124,0.6333,3.2708,0.4592,-2.0072,1.0559,0.0202,-0.4329,-0.2574,-1.6124,0.2621,-1.6124,0.3917,-0.4445,-1.0495,-0.4845,-0.3625,0.0566,rim_radius_m,-1.6124,245
602.8376,603.4451,604.7750,0.6074,1.9374,7.5000,5.3852,15.0000,0.0405,1.2041,35.7801,-0.2756,-0.2035,19.9730,821,mkf,,1.6160,0.7364,3.2674,0.4385,0.9409,-0.4720,1.9541,-0.3244,0.4352,0.8392,-0.9504,0.8392,-0.6309,1.0468,0.1535,-0.9153,0.3503,1.6160,slope_inner_deg,1.6160,246
430.7241,432.1590,434.1005,1.4349,3.3764,7.5000,6.3246,15.0000,0.0957,1.4158,84.5229,-0.1069,-0.4780,7.0629,56,9t,,2.4648,1.2658,3.2660,0.4954,4.4333,1.2456,-0.7529,1.9844,2.4648,0.8392,1.6046,0.8392,1.2145,1.4850,2.3868,0.2239,-0.3893,-0.4921,depth_from_rim_max_m,2.4648,247
502.1406,502.3910,502.8161,0.2505,0.6755,7.0000,5.3852,14.0000,0.0179,0.3461,12.8517,-0.0365,0.0208,4.3740,279,9t,,1.3870,0.9265,3.2569,0.4610,-1.7408,-2.3255,-0.4457,-1.3203,-1.3446,0.4889,-0.9504,0.4889,-1.3870,-0.7293,-0.8971,0.6987,0.9546,-0.9312,aspect_ratio,-1.3870,248
401.0568,401.9037,402.1878,0.8469,1.1310,4.0000,5.0990,8.0000,0.1059,0.1593,14.1893,-0.3973,-0.6493,15.3939,246,9t,,1.7364,1.1784,3.2554,0.4933,-2.5240,3.0404,1.2855,0.3437,-0.7021,-1.6124,-1.7286,-1.6124,1.5556,-1.1160,-0.8358,-1.7364,-0.8510,0.8683,lrm5_depth_m,-1.7364,249
563.1044,563.5414,564.1762,0.4370,1.0718,5.0000,5.0990,10.0000,0.0437,0.3795,11.4393,-0.0632,-0.2834,3.1178,621,mk5,,1.7286,0.8249,3.2534,0.4551,-2.5878,-0.4621,0.0074,-0.8000,-0.7857,-0.9120,-1.7286,-0.9120,-0.5238,-0.6602,-0.9618,0.5189,0.1349,-1.1363,effective_radius_m,-1.7286,250
465.4460,466.7437,468.1353,1.2976,2.6892,6.5000,6.0000,13.0000,0.0998,1.0548,57.4115,-0.1543,-0.8397,7.8816,102,9t,,1.6013,0.8319,3.2515,0.4933,2.3201,2.0189,-0.5683,1.6013,1.4955,0.1387,0.7219,0.1387,1.3535,0.7378,1.1446,-0.0962,-1.3640,-0.3584,depth_from_rim_mean_m,1.6013,251
479.1709,480.2975,480.6058,1.1265,1.4349,6.0000,6.0828,12.0000,0.0939,0.2924,42.4690,-0.0808,-0.7218,4.9107,431,9t,,1.1548,0.6829,3.2515,0.4532,0.3169,1.4174,-1.6010,1.1240,-0.2735,-0.2115,0.9470,-0.2115,1.1548,-0.8404,0.4600,0.3996,-1.0462,-0.8435,aspect_ratio,1.1548,252
493.2282,493.8915,495.0598,0.6633,1.8316,6.5000,5.9155,13.0000,0.0510,0.3234,29.3471,-0.1371,-0.4276,7.1145,185,9t,,0.7763,0.2888,3.2454,0.4094,-0.1065,-0.0823,-0.9319,-0.1684,0.2859,0.1387,0.4920,0.1387,-0.2787,-0.7763,-0.1413,0.0196,-0.2537,-0.4837,rim_symmetry_std_m,-0.7763,253
442.9162,443.4521,444.0158,0.5359,1.0996,3.5000,5.3852,7.0000,0.0766,0.3022,6.8749,-0.3286,-0.3580,13.2513,394,9t,,1.9627,0.9609,3.2344,0.4782,-3.0255,1.6265,0.9468,-0.5238,-0.7465,-1.9627,-0.9504,-1.9627,0.5755,-0.8202,-1.1709,-1.2729,-0.0659,0.5184,rim_radius_m,-1.9627,254
446.3855,447.3382,447.6487,0.9526,1.2631,7.5000,6.3246,15.0000,0.0635,0.1269,56.1149,-0.0980,-0.4251,4.0610,3,9t,,1.6046,0.7598,3.2339,0.4439,1.0747,-0.0318,-2.2881,0.6388,-0.5158,0.8392,1.6046,0.8392,0.1390,-1.1830,1.0852,0.2839,-0.2468,-0.9823,effective_radius_m,1.6046,255
469.3628,470.4371,471.5061,1.0743,2.1433,5.0000,5.0990,10.0000,0.1074,0.7323,28.1246,-0.4020,-0.8738,15.1538,303,9t,,1.7681,1.0168,3.2335,0.5023,-0.4823,3.3445,1.5155,0.9782,0.7256,-0.9120,-1.7286,-0.9120,1.6081,0.0701,-0.1973,-1.7681,-1.4558,0.8291,lrm5_depth_m,-1.7681,256
