metric,pad_mean,pad_std,ctl_mean,ctl_std,pct_diff,t,p
elev_std,0.2985329235518219,0.24511939678750946,0.48164522171201596,0.9579522041870376,-38.018086738059665,-2.966354122000886,0.0032103005150520493
elev_range,1.8779093424479167,1.4302471323096193,2.2215978834364147,3.5288666487456553,-15.470330771870978,-1.3557608451301015,0.17599064504553338
slope_mean,1.575250718930755,0.9348481590931882,1.5288236155174673,2.4019015258250134,3.036786123791876,0.27253881593258245,0.7853560040733769
slope_std,2.031851673969115,1.4766281832425339,1.1680288510397077,1.6233061642285436,73.95560667533897,4.872436855861474,2.362220162384996e-06
slope_p95,5.80697714078306,4.598453136111174,3.604886722750962,5.326827745789871,61.086258387382514,3.9257932339981783,0.00011993598539166269
